"wfo_id","description","type","BibliographicCitation","URL","licence","provider"
"wfo-4000033279","Predominantly epiphytic, with a persistent woody basal tuber, stems mostly with conspicuous lenticels on the larger branches, lateral buds narrowly pointed, usually conspicuous with acicular scales. Leaf blademargins entire, occasionally with irregular indentations. Commonly producing multiple racemes or solitary flowers from multiple buds in the axils of individual leaves, these inflorescences also frequently appearing from defoliate axils. Flowers: 5-merous with 10 stamens. Anthers isomorphous, the tubules narrowed distally, with long introrse pores which are at least half the length of the tubules and with 2 short erect awns. Ovary 10-locular with thin dividing walls, each locule containing 1 (or 2?) seeds. Fruit a spherical berry which soon changes from green to yellow or orange and is probably finally red in all species. The submature orange berries persist for a long time as the fruit develops, whereas the ripe fruit tends to be taken very quickly in the wild which means the labels on most collections describe immature fruit.","Morphology","Argent G. 2019, RIGIOLEPIS AND VACCINIUM (ERICACEAE) IN BORNEO., Edinburgh J. Bot. Vol.76(1) , pp.55-172.","https://doi.org/10.1017/S0960428618000276","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-1000002532","Epiphytic shrub to 1 m. Twigs minutely puberulous; lateral buds 2 × 1 mm, mostly less than half the length of the petiole, arising distinctly above the leaf axil, the scales covered with curly hairs. Leaves: petiole 4–5 × 4–5 mm, shallowly grooved, minutely puberulous; blade 50–80 × 30–45 mm, ovate to ovate-elliptic, base truncate, rounded, to subcordate, margin entire, flat, basal glands impressed next to petiole, smooth and glossy above, glabrous except for minute glandular hairs beneath, with 6–8 arching lateral veins, a basal pair and progressively more pinnate ones distally, slightly prominent above, more distinctly so beneath when dry, midvein depressed for its whole length above in dry specimens, prominent beneath, reticulation densely prominent, especially beneath, apex obtusely acuminate for 5–10 mm. Inflorescence: the racemes laxly many-flowered; rachis 50–80 mm, slender, puberulous and with brown glands; bracts small c.1 mm long, acicular; bracteoles to c.1 mm long, glandular hairy, one basal, one about halfway up the pedicel. Flowers: pedicels 5–6 mm, slender, puberulous and glandular hairy; calyx 1–1.5 × c.2 mm, cup-shaped, tube subtruncate at base, covered in brown glandular hairs, lobes acutely triangular, glandular, fimbriate and ciliolate; corolla c.4 × 4.5 mm, urceolate, pale yellow, strongly scented, pubescent and glandular muriculate especially at angles outside, nearly glabrous inside, lobes c.1 mm, reflexed; stamens: filaments 1.5 mm, linear, densely hairy; anther cells c.0.5 mm, ovoid, echinulate; tubules 1 mm, narrow; disc subdensely short-hairy; style slender, laxly short-hairy in proximal 34 or nearly glabrous. Fruit globose, c.5 mm in diameter. ","Morphology","Argent G. 2019, RIGIOLEPIS AND VACCINIUM (ERICACEAE) IN BORNEO., Edinburgh J. Bot. Vol.76(1) , pp.55-172.","https://doi.org/10.1017/S0960428618000276","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-1000002533","Epiphytic shrub. Twigs very shortly patently hairy and with some short brown glandular hairs, leaves laxly complanate; lateral buds c.5 × 3 mm, broadly subulate, about as long as petiole, densely hairy. Leaves: petiole 5–6 × c.1 mm rugose, puberulous; blade 55–85×20–35 mm, sulcate, narrowly ovate to elliptic, base rounded, margin slightly recurved, with a distinctly protruding gland on each side c.1.5mmfrom petiole, lamina glabrous above, with simple glandular hairs beneath, with 2 lateral veins on each side, the first from the base disappearing about mid-leaf, the second emerging a few millimetres above base, arching and ascending to well above mid-leaf, main veins impressed above, prominent beneath, reticulation obscure, apex shortly acuminate (1–1.5 mm). Inflorescences mostly of solitary racemes, sometimes paired; rachis slender, 10–15 mm, with several triangular to subulate stipule-like bracts at base, moderately densely hairy with curled simple hairs and scattered long-stalked glandular hairs overtopping simple hairs; bracts c.1 mm, ovate-acuminate, with both simple and glandular hairs; bracteoles minute, subulate, with both simple and glandular hairs. Flowers: pedicels slender, 6–9 mm with simple and glandular hairs similar to those on rachis; calyx tube very short, 0.5 × 0.7 mm, densely shortly pubescent with both simple and glandular hairs, lobes c.0.6 mm, narrow-triangular; corolla c.4 × 2.5 mm, urceolate, pale yellow, with a few short simple and glandular hairs, mostly at angles, glabrous inside, lobes c.0.3 mm, reflexed; stamens: filaments 2.2 mm, wavy, linear, hairy; anthers cells 1.5 mm, oblongoid, papillose, 0.8 mm; tubules slender, erect, introrsely slit almost their entire length, 0.9 mm; disc laxly hairy on top; style 3.2 mm, slender, glabrous. Fruit not seen.","Morphology","Argent G. 2019, RIGIOLEPIS AND VACCINIUM (ERICACEAE) IN BORNEO., Edinburgh J. Bot. Vol.76(1) , pp.55-172.","https://doi.org/10.1017/S0960428618000276","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-0000405543","Shrub to 5 m. Twigs puberulous, the leaves laxly complanately arranged; lateral buds 3–4 × c.2 mm, broad, scales about half as long as petiole, densely hairy. Leaves: petiole 6–8 × 2–3 mm rugose, puberulous; blade 75–21 × 30–80 mm, ovate to ovateelliptic, base obtuse to rounded, margin slightly recurved; contracted and decurrent in distal 13 of petiole for c.2 mm where there is a thick protruding gland on each side, lamina glabrous except for some puberulence at base and with dense minute early caducous glands beneath, with 4–8 strong high-arching lateral veins from and from somewhat above base (outer pair of veins less distinct), main veins impressed although raised within a shallow depression above, sharply prominent beneath, other shorter veins from upper part of midvein in several pairs, irregular and much less distinct on both sides, reticulation lax, sometimes slightly impressed, but mostly prominent on both sides, occasionally less visible beneath, apex longer (to 30 mm) or more shortly caudate-acuminate, subacute. Inflorescence of 2 or 3 racemes in axillary fascicles, or solitary; rachis 20–35 mm, robust, with several triangular to subulate stipule-like bracts at the base, laxly or densely shortly pubescent and finely glandular hairy; bracts c.2 × 1 mm, ovate-acuminate, with simple and glandular hairs, more than half the length of pedicels; bracteoles minute, subulate, with both simple and glandular hairs. Flowers: pedicels thick, 2–3 × 1.5–2 mm; calyx tube very short, c.0.7 mm long, densely shortly pubescent and finely glandular hairy, lobes c.0.6 mm, narrow-triangular, tips red; corolla c.4 × 2.5 mm, urceolate, cream or yellow, 5-angular, slightly puberulous with simple hairs outside, glabrous inside, lobes c.0.3 mm, reflexed; stamens: filaments 2 mm, wavy, linear, hairy; anther cells c.1 × 1 mm, papillose; tubules c.1 mm, slender, erect, introrsely slit almost their entire length; disc densely hairy; style 4 mm, slender, glabrous. Fruit not seen. ","Morphology","Argent G. 2019, RIGIOLEPIS AND VACCINIUM (ERICACEAE) IN BORNEO., Edinburgh J. Bot. Vol.76(1) , pp.55-172.","https://doi.org/10.1017/S0960428618000276","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-0000405546","Climbing or twining shrub to 4 m, with swollen woody base. Twigs thick, covered with long white hairs to 0.4 mm; lateral buds to 3.5 mm, narrowly pointed, mostly as long as petiole, excluding decurrent leaf base. Leaves: petiole, 3–5 × 1–1.5 mm, pubescent with simple white hairs; blade 100–160 × 20–50 mm, elliptic to subovate-elliptic, base acute to obtuse, with decurrent flanges, margin entire, weakly revolute, impressed marginal glands 5–8 mm from petiole, apex acuminate to subcaudate-acuminate, acute, acumen 10–20 mm long, distinct, glabrescent on both sides except for major veins which have long white hairs particularly adaxially, midveinand inner pair of veins deeply impressed above and prominent beneath, with 2 or 4 high-arching lateral veins, other transverse veins numerous, anastomosing, forming a dense reticulation on both sides and often a characteristic scalariform pattern. Inflorescence of racemes from upper axils, many-flowered; rachis 10–25 mm, thick, laxly glandular hairy bracts ovate-acuminate, prominently many ridged lengthwise (costulate) at back, glandular hairy, 2.5–3 × 1.5–2 mm; bracteoles inserted in middle of pedicel, elliptic, prominently ribbed, 1.5–2 × 1 mm. Flowers: pedicels slender,2–3 mm long, laxly glandular hairy; calyx glandular hairy, deeply 5-lobed, tube densely long hairy, with simple hairs, becoming subglobose, lobes 1.7–2.5 × c.1 mm, ovate-triangular to oblong-ovate, very prominently parallel ribbed when dry; corolla2.5–3.5 × 1.5–2 mm, subovoid-urceolate, contracted at both ends, white sometimes greenish-white or cream, 5-angled, laxly pubescent outside, lobes 0.5 mm, spreading; stamens: filaments linear, papillose, 0.7–1.2 mm; anther cells ovate-oblong, echinulate,0.4–0.6 mm; tubules 0.4–0.6 mm, cylindrical, erect; disc pubescent; style glabrous, 2–3 mm. Fruit not seen. ","Morphology","Argent G. 2019, RIGIOLEPIS AND VACCINIUM (ERICACEAE) IN BORNEO., Edinburgh J. Bot. Vol.76(1) , pp.55-172.","https://doi.org/10.1017/S0960428618000276","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-1000002534","Pendulous epiphyte. Twigs densely covered with short, curled, matted hairs to 0.1 mm long; lateral buds to 5 mm long, scales finely acicular, much longer than petioles, patently long-hairy. Leaves: petiole 1–1.5×0.5 mm, pubescentwith curled hairs similar to those on stems; blade 35–80 × 5–10 mm, linear to linear-lanceolate; base rounded,margin entire, strongly inrolled, basal marginal glands distinct and impressed, c.2 mm from petiole, extreme apex rounded, lamina convex, with scattered brown, clavate, glandular hairs beneath, midvein impressed above, strongly raised beneath, and withnumerous, inconspicuous lateral veins, but lacking prominent arching lateral veins, upper surface finely and distinctly reticulate. Inflorescence of solitary, axillary flowers. Flowers: pedicels to 2mmlong from a few small, hairy acicular basal bracts; calyx lobesc.1 × 1.5 mm, with a distinct gland subapically outside; corolla not seen; disc densely hairy with short semi-appressed hairs. Fruit (immature) subspherical, scabrid, c.4 × 4 mm. ","Morphology","Argent G. 2019, RIGIOLEPIS AND VACCINIUM (ERICACEAE) IN BORNEO., Edinburgh J. Bot. Vol.76(1) , pp.55-172.","https://doi.org/10.1017/S0960428618000276","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-1000002536","Epiphytic shrub to 2 m. Twigs with a short dense covering of simple tomentose hairs and some dendroid hairs (no brown glandular hairs), leaves lax, lenticels rounded, raised, reddish brown, prominent on older stems; lateral buds 5–7 mm long, acicular,conspicuous almost as long as petioles, scales hairy. Leaves: petiole 5–7 × c.5 mm, densely covered with both simple and dendroid hairs; blades 110–160 × 40–60 mm, ovate, narrowly ovate, elliptic to narrowly elliptic, thin, dull pale green above and below, base broadly tapering to truncate, margin entire, basal glands slightly protruding whendry at the precise junction with petiole; densely hairy with both simple and dendroid hairs below, with a similar but sparser covering above but quickly glabrescent there, 4– 6 ascending veins, proximal veins arising from base and disappearing distally at abouthalfway up leaf, uppermain lateral veins arising 20–40mmfrom base and disappearing close to base of acumen, other pinnate veins from upper part of leaf less conspicuous, midvein prominent above in basal half, then impressed in a narrowchannel as are lateralveins abaxially, all major veins raised, apex acuminate (to c.30 mm), extreme point acute. Inflorescence of spreading racemes from upper foliate and defoliate axils, solitary or 2 or 3 together, laxly 12- to 16-flowered, flowers pendent; basal bracts few, very small, subulate; rachis 60–110 mm, covered in curled, more or less appressed, simple hairs, dendroid hairs and occasional pale glandular hairs; bracts c.1.5 × 1 mm, ovate,concave, acute, densely covered with mainly curled simple hairs but with a few brown glandular hairs intermixed; bracteoles to c.0.9 mm long, small, subulate, variable in position but mostly subopposite and near middle of pedicel. Flowers: pedicels 7–12 ×c.0.5 mm, densely covered with mainly pale long-stalked glandular hairs but with a few less conspicuous simple hairs; calyx cup-shaped, tube c.0.7 × c.1.7 mm, densely glandular hairy; lobes triangular, c.1 × c.1 mm, densely glandular hairy outside, glabrous within; corolla ovoid, slightly constricted distally, 4–4.5×c.4 mm, pale yellow, densely glandular hairy outside, glabrous inside; lobes triangular, c.1.×1 mm, reflexed;stamens: filaments sigmoid, c.2.5 mm, densely hairy throughout; anther cells c.0.5 mm, tubules c.0.5 mm, dorsal spurs c.0.3 mm; style glabrous, c.4 mm; disc sparsely hairy on upper side. Fruit not seen. ","Morphology","Argent G. 2019, RIGIOLEPIS AND VACCINIUM (ERICACEAE) IN BORNEO., Edinburgh J. Bot. Vol.76(1) , pp.55-172.","https://doi.org/10.1017/S0960428618000276","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-1000002537","Small epiphyte. Twigs densely hairy with short semi-appressed grey hairs; lateral buds to 3 mm, much longer than subtending petioles, bud scales finely acicular. Leaves: petiole 1–1.5 × 0.5 mm, pubescent; blade 80–110 × 2–4 mm, linear, base broadly tapering, basal marginal glands distinct and impressed, 1–2 mm from petiole, apex acute; midvein impressed above, strongly raised beneath, convex with strongly recurvedto 3 mm, much longer than subtending petioles, bud scales finely acicular. Leaves: petiole 1–1.5 × 0.5 mm, pubescent; blade 80–110 × 2–4 mm, linear, base broadly tapering, basal marginal glands distinct and impressed, 1–2 mm from petiole, apex acute; midvein impressed above, strongly raised beneath, convex with strongly recurved margins when dry with a few simple hairs beneath, without conspicuous lateral veins. Inflorescence of solitary flowers, or in 2-flowered fascicles, in leafy axils; bracteoles minute, acicular. Flowers: pedicels to 1 mm, from a few small acicular basal bracts, with semi-appressed hairs; corolla not seen. Fruit (immature) c.1.2 × 1 mm, spherical, with erect triangular calyx lobes. ","Morphology","Argent G. 2019, RIGIOLEPIS AND VACCINIUM (ERICACEAE) IN BORNEO., Edinburgh J. Bot. Vol.76(1) , pp.55-172.","https://doi.org/10.1017/S0960428618000276","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-1200001522","Small shrub to 4 m, often with a woody subglobular tuber. Twigs pendent, slender, densely puberulous with simple hairs, laxly leaved; lateral buds to c.2 mm, mostly shorter than subtending petiole, bud scales subulate and hairy. Leaves: petiole 2–5 ×c.1 mm, densely puberulous; blade 45–150 × 13–40 mm, narrowly ovate to ellipticovate, base cuneate, margin entire, subrevolute in dry specimens, basal glands 1 or 2 on each side, small impressed on margin, c.2 mm distant from petiole, somewhat shining above, mostly dull beneath, slightly puberulent proximally beneath especially on midvein when young and with sparse, appressed glandular hairs on both sides, 3-or 5-plinerved from base, midvein deeply impressed, but prominent within depression above, obtusely raised beneath, main veins high ascending and slightly raised above, often quite obscure beneath, other shorter veins numerous, irregularly pinnate, forminga subdense, slightly prominent network above in young leaves, becoming less visible in older, dull leaves, reticulation in general inconspicuous, entire undersurface smooth, apex abruptly acuminate or subcaudate to 20 mm, often subfalcate, acute. Inflorescence a solitary raceme or 2 or 3 in a fascicle, laxly 10- to 15-flowered, faintly sweetly scented; rachis 30–55 mm, bright red, slender, with several (3–4 mm) subulate, acuminate bracts at base, densely covered with minute puberulence of very short eglandular and glandular hairs; bracts c.1.5 mm, ovate-acuminate, concave, ciliolate; bracteolesc.1 mm, subulate, inserted in lower part of pedicel. Flowers: pedicels slender to filiform, 4–8 mm at flowering, red, densely covered with minute puberulence of very short eglandular and glandular hairs, slightly accrescent in fruit; calyx tube 0.5 mm, campanulate, more densely puberulous or glandular than calyx lobes, lobes triangular,0.6 mm, acute, ciliate; corolla 2–2.5 mm, urceolate or ovoid-subglobose, yellow or cream, puberulous in lower, glabrescent in upper half outside, lobes c.0.4 mm; stamens: filaments c.1 mm, linear, long hairy; anther cells 0.5 mm, broadly oblongoid, granularor papillose; tubules c.0.8 mm, narrow; disc pubescent, or with few hairs close to style; style 2 mm, glabrous. Fruit (immature) bright orange. ","Morphology","Argent G. 2019, RIGIOLEPIS AND VACCINIUM (ERICACEAE) IN BORNEO., Edinburgh J. Bot. Vol.76(1) , pp.55-172.","https://doi.org/10.1017/S0960428618000276","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-1200001574","Leaves: 45–100 × 15–25 mm, elliptic or ovate-elliptic, base broadly tapering to rounded, apex long acuminate or more or less abruptly acuminate, often with 2 high-ascending lateral veins arising very near base of leaf, reticulation obscure. Inflorescences with larger bracts 2–2.5 mm long and thicker (shorter) pedicels, 2–4 mm long, compared with the type.","Morphology","Argent G. 2019, RIGIOLEPIS AND VACCINIUM (ERICACEAE) IN BORNEO., Edinburgh J. Bot. Vol.76(1) , pp.55-172.","https://doi.org/10.1017/S0960428618000276","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
