"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0000001363","In Africa Capensi ad Clanwilliam.","Distribution","3C609137-5AFE-438F-A390-00D49EFC2ABF","Latin","3C609137-5AFE-438F-A390-00D49EFC2ABF","De Candolle, AP. 1837. Prodromus systematis naturalis regni vegetabilis, sive, enumeratio contracta ordinum generum specierumque plantarum huc usque cognitarium, juxta methodi naturalis, normas digesta, Vol. 6. Treuttel & Würtz, Paris. [https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up"
"wfo-0000002075","Ad Cap. Bonae-Spei circà urbem.","Distribution","3C609137-5AFE-438F-A390-00D49EFC2ABF","Latin","3C609137-5AFE-438F-A390-00D49EFC2ABF","De Candolle, AP. 1837. Prodromus systematis naturalis regni vegetabilis, sive, enumeratio contracta ordinum generum specierumque plantarum huc usque cognitarium, juxta methodi naturalis, normas digesta, Vol. 6. Treuttel & Würtz, Paris. [https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up"
"wfo-0000015451","In Africa Capensi ad Stellenbosch.","Distribution","3C609137-5AFE-438F-A390-00D49EFC2ABF","Latin","3C609137-5AFE-438F-A390-00D49EFC2ABF","De Candolle, AP. 1837. Prodromus systematis naturalis regni vegetabilis, sive, enumeratio contracta ordinum generum specierumque plantarum huc usque cognitarium, juxta methodi naturalis, normas digesta, Vol. 6. Treuttel & Würtz, Paris. [https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up"
"wfo-0000018482","Ad Algoa-bay.","Distribution","3C609137-5AFE-438F-A390-00D49EFC2ABF","Latin","3C609137-5AFE-438F-A390-00D49EFC2ABF","De Candolle, AP. 1837. Prodromus systematis naturalis regni vegetabilis, sive, enumeratio contracta ordinum generum specierumque plantarum huc usque cognitarium, juxta methodi naturalis, normas digesta, Vol. 6. Treuttel & Würtz, Paris. [https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up"
"wfo-0000016523","Ad Cap. Bonae-Spei in coloniae distr. Oriental.","Distribution","3C609137-5AFE-438F-A390-00D49EFC2ABF","Latin","3C609137-5AFE-438F-A390-00D49EFC2ABF","De Candolle, AP. 1837. Prodromus systematis naturalis regni vegetabilis, sive, enumeratio contracta ordinum generum specierumque plantarum huc usque cognitarium, juxta methodi naturalis, normas digesta, Vol. 6. Treuttel & Würtz, Paris. [https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up"
"wfo-0000021682","Ad Cap. Bonae-Spei ut vid. frequeus.","Distribution","3C609137-5AFE-438F-A390-00D49EFC2ABF","Latin","3C609137-5AFE-438F-A390-00D49EFC2ABF","De Candolle, AP. 1837. Prodromus systematis naturalis regni vegetabilis, sive, enumeratio contracta ordinum generum specierumque plantarum huc usque cognitarium, juxta methodi naturalis, normas digesta, Vol. 6. Treuttel & Würtz, Paris. [https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up"
"wfo-0000026166","In regione austro-occidentali.","Distribution","F33F91AF-63C5-47DC-82ED-20D7F1D87BB1","Latin","F33F91AF-63C5-47DC-82ED-20D7F1D87BB1","Schlechter, FRR. 1899. Plantae Schlechterianae novae vel minus cognitae describuntur. II. Bot. Jahrb. Syst. 27: 86-220. [https://www.biodiversitylibrary.org/item/687#page/92/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/687#page/92/mode/1up"
"wfo-0000026827","In Africa. austr. ad flum. Vanstaades et Gamtos.","Distribution","3C609137-5AFE-438F-A390-00D49EFC2ABF","Latin","3C609137-5AFE-438F-A390-00D49EFC2ABF","De Candolle, AP. 1837. Prodromus systematis naturalis regni vegetabilis, sive, enumeratio contracta ordinum generum specierumque plantarum huc usque cognitarium, juxta methodi naturalis, normas digesta, Vol. 6. Treuttel & Würtz, Paris. [https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up"
"wfo-0000026227","Cap. Bonae-Spei.","Distribution","3C609137-5AFE-438F-A390-00D49EFC2ABF","Latin","3C609137-5AFE-438F-A390-00D49EFC2ABF","De Candolle, AP. 1837. Prodromus systematis naturalis regni vegetabilis, sive, enumeratio contracta ordinum generum specierumque plantarum huc usque cognitarium, juxta methodi naturalis, normas digesta, Vol. 6. Treuttel & Würtz, Paris. [https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up"
"wfo-0000041376","Natal: In saxos. mont. Insiowa.","Distribution","E0B4BFBB-6790-4015-9B62-00415BCCFB9E","Latin","E0B4BFBB-6790-4015-9B62-00415BCCFB9E","Schinz, H; Hackel, E; Heimerl, A; Klatt, FW; Gurke, RLAM; Cogniaux, ALF. 1896. Beiträge zur kenntnis der Afrikanischen flora (neue folge) V. Bull. Herb. Boissier 4(12): 809-846. [https://www.biodiversitylibrary.org/item/104951#page/867/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/104951#page/867/mode/1up"
