"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0000639599","Antheris acuminatis facile distinguitur.","Diagnostic","B4FCFAE7-F5AD-43B7-A365-E9CE91E06D80","latin","B4FCFAE7-F5AD-43B7-A365-E9CE91E06D80","Bolus, HML. 1928. Notes on Mesembrianthemum and some allied genera. Specialty Press, Cape Town. [All rights reserved]",""
