"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0000065323","Hierba perenne, rizomatosa, con tallos erectos, sencillos o poco ramosos, laxamente pubescentes, hojosos hasta el  pice, de 50-100 cm de altura. Hojas opuestas, brevemente pecioladas, lanceoladas, agudas en el  pice y atenuadas en la base, enteras o con 1-4 dientes a cada lado, trinervadas, cortamente pubescentes en ambas caras, de 60-150 mm long. x 6-18 mm lat. Cap¡tulos largamente pedunculados, solitarios en los extremos de las ramas. Involucro hemisférico, de unos 8 mm alt. x 15 mm di m.; br cteas involucrales en dos series: las exteriores lineal-lanceoladas, agudas o semiobtusas; las interiores lineal-lanceoladas, m s cortas; todas pubescentes en el dorso. P leas del recept culo lanceoladas, aquilladas, de 7 mm long. Flores amarillas, las marginales con l¡gula el¡ptica de 7-10 mm long. Aquenios marginales triquetros, los del disco tetragonales, gruesos, glabros, de 3-4 mm long. Papus formado por una coronita de escamas cortas, a veces con dos aristas breves.","Morphology","F59D5DB9-75B8-4DBA-9742-60EBC234FA1B","Spanish","F59D5DB9-75B8-4DBA-9742-60EBC234FA1B","Burkart, AE. 1974. Flore Illustrada de Entre Rios (Argentina), Not given 6: 1-554. Instituto Nacional de Technologia Agropecuaria, Buenos Aires. [All rights reserved]",""
"wfo-0000477319","Subarbustos o hierbas vivaces. Alas petaloides persistentes. Quilla crestada. Estambres fertiles ocho. Capsula estrechamente alada.","Morphology","797E9522-44B2-4FBA-B0D2-102809791529","Spanish","797E9522-44B2-4FBA-B0D2-102809791529","De Paiva, JAR. 1998. Polygalarum africanarum et madagascariensium prodromus atque gerontogaei generis Heterosamara Kuntze, a genere polygala L. segregati et a nobis denuo recepti, synopsis monographica. Fontqueria 50: 1-346. [All rights reserved]",""
"wfo-0000484265","Herbs annus vel raro suffrutescentes. Flores in racemos terminales raro pseudolaterales dispositi. Sepala exteriora carinata; alae ellipticae vel suborbiculares. Capsula ellipsoidea, margine anguste alata, vel subaptera. Appendices quam semina breviores.","Morphology","797E9522-44B2-4FBA-B0D2-102809791529","Spanish","797E9522-44B2-4FBA-B0D2-102809791529","De Paiva, JAR. 1998. Polygalarum africanarum et madagascariensium prodromus atque gerontogaei generis Heterosamara Kuntze, a genere polygala L. segregati et a nobis denuo recepti, synopsis monographica. Fontqueria 50: 1-346. [All rights reserved]",""
"wfo-0000488498","Subarbustos, hierbas vivaces o anuales. Flores en racimos laterales, laxos, que sobrepasan ampliamente las hojas. Sepalos externos carinados; alas generalmente suborbictiares, concoloras o con una franja media coloreada, cubren la capsula en mayor o menor grado. Capsula ampliamente aplanado elipsoide, estrechamente alada. Semillas con apendices membranaceos de la caruncula menores que la semilla.","Morphology","797E9522-44B2-4FBA-B0D2-102809791529","Spanish","797E9522-44B2-4FBA-B0D2-102809791529","De Paiva, JAR. 1998. Polygalarum africanarum et madagascariensium prodromus atque gerontogaei generis Heterosamara Kuntze, a genere polygala L. segregati et a nobis denuo recepti, synopsis monographica. Fontqueria 50: 1-346. [All rights reserved]",""
"wfo-0000488804","Hierbas vivaces, rara vez verdosas, mas estrechas que la capsula. Estambres fertiles ocho. Capsula aplanado subglobosa o aplanado obovoide, alada. Semillas carunculadas, densamente pubescentes.","Morphology","797E9522-44B2-4FBA-B0D2-102809791529","Spanish","797E9522-44B2-4FBA-B0D2-102809791529","De Paiva, JAR. 1998. Polygalarum africanarum et madagascariensium prodromus atque gerontogaei generis Heterosamara Kuntze, a genere polygala L. segregati et a nobis denuo recepti, synopsis monographica. Fontqueria 50: 1-346. [All rights reserved]",""
"wfo-0000488809","Herbs annus vel perennes, subalbiflors vel albo-viridiflors. Alae subellipticae, usque ad 5.5 mm latae. Crista parva, usque 2.5 mm. Capsula anguste alata; ala usque 0.5 mm lata.","Morphology","797E9522-44B2-4FBA-B0D2-102809791529","Spanish","797E9522-44B2-4FBA-B0D2-102809791529","De Paiva, JAR. 1998. Polygalarum africanarum et madagascariensium prodromus atque gerontogaei generis Heterosamara Kuntze, a genere polygala L. segregati et a nobis denuo recepti, synopsis monographica. Fontqueria 50: 1-346. [All rights reserved]",""
"wfo-0000484332","Herbs annus vel raro suffrutescentes. Flores in racemos terminales raro pseudolaterales dispositi. Sepala exteriora carinata; alae ellipticae vel suborbiculares. Capsula ellipsoidea, margine anguste alata, vel subaptera. Appendices quam semina breviores.","Morphology","797E9522-44B2-4FBA-B0D2-102809791529","Spanish","797E9522-44B2-4FBA-B0D2-102809791529","De Paiva, JAR. 1998. Polygalarum africanarum et madagascariensium prodromus atque gerontogaei generis Heterosamara Kuntze, a genere polygala L. segregati et a nobis denuo recepti, synopsis monographica. Fontqueria 50: 1-346. [All rights reserved]",""
"wfo-0000488526","Arbustos o subarbustos. Hojas alternas, mas raramente opuestas. Flores en racimos terminales o laterales y patentes. Sepalos libres, persistentes, los externos carinados; alas grandes, cubren la capsula. Petalo superior profundamente bilobado a subentero; quilla ampliamente crestada. Estambres fertiles ocho. Capsula aplanado elipsoide o aplanado obovoide, alada. Semillas carunculadas, pubescentes.","Morphology","797E9522-44B2-4FBA-B0D2-102809791529","Spanish","797E9522-44B2-4FBA-B0D2-102809791529","De Paiva, JAR. 1998. Polygalarum africanarum et madagascariensium prodromus atque gerontogaei generis Heterosamara Kuntze, a genere polygala L. segregati et a nobis denuo recepti, synopsis monographica. Fontqueria 50: 1-346. [All rights reserved]",""
"wfo-0000488693","Herbs annus vel perennes, subalbiflors vel albo-viridiflors. Alae subellipticae, usque ad 5.5 mm latae. Crista parva, usque 2.5 mm. Capsula anguste alata; ala usque 0.5 mm lata. Pedicelo filiforme, 3.5-4 mm; alas 6-7 x 5 mm, obovadas; cresta muy fimbriada y alcanzando el margen de la quilla, 2 mm; petalo superior entero; semilla 2.5-3 x 1.5-1.75 mm.","Morphology","797E9522-44B2-4FBA-B0D2-102809791529","Spanish","797E9522-44B2-4FBA-B0D2-102809791529","De Paiva, JAR. 1998. Polygalarum africanarum et madagascariensium prodromus atque gerontogaei generis Heterosamara Kuntze, a genere polygala L. segregati et a nobis denuo recepti, synopsis monographica. Fontqueria 50: 1-346. [All rights reserved]",""
"wfo-0000488719","Hierbas vivaces, rara vez verdosas, mas estrechas que la capsula. Estambres fertiles ocho. Capsula aplanado subglobosa o aplanado obovoide, alada. Semillas carunculadas, densamente pubescentes.","Morphology","797E9522-44B2-4FBA-B0D2-102809791529","Spanish","797E9522-44B2-4FBA-B0D2-102809791529","De Paiva, JAR. 1998. Polygalarum africanarum et madagascariensium prodromus atque gerontogaei generis Heterosamara Kuntze, a genere polygala L. segregati et a nobis denuo recepti, synopsis monographica. Fontqueria 50: 1-346. [All rights reserved]",""
