"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0001293534","De tolvormige corpuscula hebben een hoogte van 1.75 a 2 cm, terwijlhet platte tot zeer licht gewelfde bovenvlak een lengte (dwars op de spleet)lieeft van 2 a 2.5 cm en een breedte van 1.4 a 2 cm. De spleet is niet, of zeerweinig gapend en ongeveer 0.5 cm diep. Het zijvlak is licht blauwachtig bruin gekleurd, terwijl het bovenvlak lichtbruin is; op het bovenvlak bevindt zich een netwerk van donkerbruingeklenrde groeven, terwijl bij de bladeren in het jeugdstadium donkerrodelijnen en stippen in deze groeven zichtbaar zijn; bij het onder worden derbladeren vervagen en verbleken deze donkerrode lijnen en stippen min ofmeer, zodat in de netvormige groeven op de oude bladeren nog slechts korte lichtrode lijntjes en of stipjes aanwezig zijn en wel voornamelijk in de hoek-punten van het netwerk. Het netwerk van groeven laat de uiterste rand van het bovenvlak terbreedte van ± 2 mm vrij; er is geen doorzichtig venster aanwezig.","Morphology","D30BDEB4-94AD-4D7B-834F-DF7157798C49","Dutch","D30BDEB4-94AD-4D7B-834F-DF7157798C49","De Boer, HW. 1957. Lithops hallii de Boer sp. nov. Succulenta (Netherlands) 1957: 85-86. [All rights reserved]",""
