"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0001174804","In terra humida arenosa supra qvisqvilias.","Habitat","DBC50CC0-5D66-48CC-9A45-B3B79CC46DDA","Portuguese","DBC50CC0-5D66-48CC-9A45-B3B79CC46DDA","Bryhn, N. 1911. Bryophyta nonnulla in Zululand collecta. Forh. Vidensk.-Selsk. Kristiania (4): 1-27. [https://www.biodiversitylibrary.org/item/127371#page/8/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/127371#page/8/mode/1up"
