"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0000428249","Também na Som lia, Quénia, Tanzƒnia e Madag scar, na maior parte das regioes tropicais do Velho Mundo e, ainda, na Austr lia, ilhas Fiji e de Tonga. Especialmente em vasas do limite superior das marés dos mangais.","Distribution","17CB82C1-BA25-4005-97B7-A9DF002F4B16","Portuguese","17CB82C1-BA25-4005-97B7-A9DF002F4B16","White, F; Styles, BT; Gonçalves, AE. 1979. 42. Meliaceae: 10. Xylocarpus. In: EJ Mendes (ed.), Fl. Mocambique: 48. Junta de Investigações Científicas do Ultramar, Centro de Botanica, Lisboa. [Permission to reproduce this work was granted to SANBI by the University of Lisbon/National Museum of Natural History and Science (MUHNAC)/Portuguese Research Infrastructure of Scientific Collections (PRISC)] [All rights reserved]",""
