"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0000671315","Die plant is 24 cm hoog, die litte gewoonlik 2-3 mm lank, by een of twee takke 8 cm lank. Die blare is 2-4 mm lank, 0.5 mm breed. Die blomsteel is 2-4 mm lank, die twee boonste skutblaartjies 0.5 mm lank, die onderste een 1 mm lank. Die kelkblare is 1.5 mm lank, die kroon 3 mm lank en ewe breed. Die helmknoppe is 1 mm lank, die helmdrade 2 mm. Die vrugbeginsel is 1 mm lank en ewe breed. Die styl is 3.5 mm lank.","Morphology","7C8248E3-13CF-427E-BC8E-EF29A807D5C9","Afrikaans","7C8248E3-13CF-427E-BC8E-EF29A807D5C9","Markotter, EI. 1930. 'n Plantegeografiese skets en die Flora van Witzieshoek, O.V.S.; Oliviershoekpas, Natal; en Koolhoek, O.V.S. Ann. Univ. Stellenbosch 8(1): 1-50. [All rights reserved]",""
