"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0000000173","Open grassland, alt. 300-2100 m. Sub-Escarpment Grassland.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000173","Occurring in open grassland, often on slopes, usually in stony ground. Flowering in spring just after fire, mainly from July to October, but a few records are from February to April. Mostly between 300 and 2100 m a.s.l., but Medley Wood collected specimens near Durban only 60 m a.s.l.","Habitat","8FE81C00-59F7-4381-A554-F4957508D1B6","English","8FE81C00-59F7-4381-A554-F4957508D1B6","Hansen, HV. 1985. A taxonomic revision of the genus Gerbera (Compositae, Mutisieae) sections Gerbera, Parva, Piloselloides (in Africa), and Lasiopus. Opera Bot. 78: 5-36. [All rights reserved]",""
"wfo-0000000173","Open grassland, often on slopes.","Habitat","6CE55B1E-4C3A-4997-8E08-C33AD3417E63","English","6CE55B1E-4C3A-4997-8E08-C33AD3417E63","Herman, PPJ; Retief, E. 1997. Plants of the northern provinces of South Africa: Keys and diagnostic characters. Strelitzia 6: 1-681. National Botanical Institute, Pretoria. [CC BY]",""
"wfo-0000000181","Gravelly slopes and flats.","Habitat","9BA6E850-7A7D-4C23-B982-D6BD8B942DE2","English","9BA6E850-7A7D-4C23-B982-D6BD8B942DE2","Manning, JC; Goldblatt, P. 2012. Asteraceae: Osteospermum L. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 402-406. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000334","Limestone and sandstone hills.","Habitat","4A08E57E-EA78-4807-AE43-8B69B277FFDE","English","4A08E57E-EA78-4807-AE43-8B69B277FFDE","Manning, JC; Goldblatt, P. 2012. Asteraceae: Athanasia L. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 357-359. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000188","Hillsides and rocky places. Albany Thicket, Eastern Fynbos-Renosterveld.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000188","It grows in rocky places and on hillsides at low altitudes (30-600 m s.m.).","Habitat","EF05C6D6-15EA-435C-8930-9CF3FF2B2103","English","EF05C6D6-15EA-435C-8930-9CF3FF2B2103","Nordenstam, RB. 1968. The genus Euryops I. Opera Bot. 20: 7-409. [All rights reserved]",""
"wfo-0000000334","No info on habitat, alt. 15-1000 m. Eastern Fynbos-Renosterveld.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000337","Grows scattered in stony grassland or, in the Cape, in fynbos, or may form small mats over rock sheets.","Habitat","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","English","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","Hilliard, OM. 1983. Gnaphaliinae (first part): Facelis - Edmondia, Fl. S. Africa 33(7,2): 1-317. Botanical Research Institute, Department Agriculture, Pretoria. [http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up] [CC BY]","http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up"
"wfo-0000000188","Rocky sandstone slopes.","Habitat","C6D0C773-EDBF-4197-B9D2-8ACDFC3D61C4","English","C6D0C773-EDBF-4197-B9D2-8ACDFC3D61C4","Manning, JC; Goldblatt, P. 2012. Asteraceae: Euryops (Cass.) Cass. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 372-375. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000189","Sandstone slopes.","Habitat","83F755B9-D60C-478C-97A2-8E7D6A270D17","English","83F755B9-D60C-478C-97A2-8E7D6A270D17","Manning, JC; Goldblatt, P. 2012. Asteraceae: Ursinia Gaertn. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 428-430. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000337","Rocky slopes.","Habitat","871805B0-41BD-4C29-9C8D-CBE6CBD41AF6","English","871805B0-41BD-4C29-9C8D-CBE6CBD41AF6","Manning, JC; Goldblatt, P. 2012. Asteraceae: Helichrysum Mill. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 382-388. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000337","Scattered in stony grassland or form small mats over rock sheets.","Habitat","6CE55B1E-4C3A-4997-8E08-C33AD3417E63","English","6CE55B1E-4C3A-4997-8E08-C33AD3417E63","Herman, PPJ; Retief, E. 1997. Plants of the northern provinces of South Africa: Keys and diagnostic characters. Strelitzia 6: 1-681. National Botanical Institute, Pretoria. [CC BY]",""
"wfo-0000000337","Vredefort Dome Savanna; Dry Grassland?; Mesic Grassland; Zastron Moist Grassland. Scattered in stony grassland or forming small mats over rock sheets.","Habitat","A8ADDFFF-6D5E-46D1-B4B9-943E7FDD48E1","English","A8ADDFFF-6D5E-46D1-B4B9-943E7FDD48E1","Herman, PPJ; Retief, E; Meyer, NL. 2017. Asteraceae. In: E Retief & NL Meyer (eds), Plants of the Free State: Inventory and identification guide, Strelitzia 38: 249-413. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000361","Sandstone slopes.","Habitat","B44E25B1-7090-435D-80C1-E351AE110E17","English","B44E25B1-7090-435D-80C1-E351AE110E17","Manning, JC; Goldblatt, P. 2012. Asteraceae: Hymenolepsis Cass. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 390-390. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000459","Favours damp sheltered rocky places, often on steep slopes in gullies or ravines.","Habitat","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","English","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","Hilliard, OM. 1983. Gnaphaliinae (first part): Facelis - Edmondia, Fl. S. Africa 33(7,2): 1-317. Botanical Research Institute, Department Agriculture, Pretoria. [http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up] [CC BY]","http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up"
"wfo-0000000521","Coastal sands and cliffs.","Habitat","871805B0-41BD-4C29-9C8D-CBE6CBD41AF6","English","871805B0-41BD-4C29-9C8D-CBE6CBD41AF6","Manning, JC; Goldblatt, P. 2012. Asteraceae: Helichrysum Mill. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 382-388. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000337","Stony grassland or mats over rock sheets. Albany Thicket, Eastern Fynbos-Renosterveld, Indigenous Forests, Sub-Escarpment Savanna.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000868","Forms large mats on damp earth banks and tussocks at the marshy sources of streams.","Habitat","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","English","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","Hilliard, OM. 1983. Gnaphaliinae (first part): Facelis - Edmondia, Fl. S. Africa 33(7,2): 1-317. Botanical Research Institute, Department Agriculture, Pretoria. [http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up] [CC BY]","http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up"
"wfo-0000000868","Large mats on damp earth banks, tussocks at marshy sources of streams. Sub-Escarpment Grassland.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001096","Sandy or rocky upland areas.","Habitat","A3B202A8-006E-4419-B142-D64E37AE9BD3","English","A3B202A8-006E-4419-B142-D64E37AE9BD3","Herman, PPJ. 2013. Asteraceae: Nolletia. In: DA Snijman (ed.), Plants of the Greater Cape Floristic Region 2: The Extra Cape flora, Strelitzia 30: 306-306. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000361","Grassland next to dams, mountain tops and slopes and disturbed areas, alt. 305-850 m.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001096","Usually growing in sand amongst boulders or on rocky slopes.","Habitat","AA3E24CE-BFD4-4E76-93D0-64393BBD039C","English","AA3E24CE-BFD4-4E76-93D0-64393BBD039C","Herman, PPJ. 2013. Cypsela morphology in the genus Nolletia (Asteraceae, Astereae) and a revision of the genus. Phytotaxa 122(1): 1-44. [All rights reserved]",""
"wfo-0000000373","Grows in moist grassy depressions running down the mountain slopes, along flats near streams, or on the damp margins of forest patches at ±2100-2450 m.","Habitat","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","English","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","Hilliard, OM. 1983. Gnaphaliinae (first part): Facelis - Edmondia, Fl. S. Africa 33(7,2): 1-317. Botanical Research Institute, Department Agriculture, Pretoria. [http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up] [CC BY]","http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up"
"wfo-0000001105","Sandstone slopes, sometimes wet places.","Habitat","83F755B9-D60C-478C-97A2-8E7D6A270D17","English","83F755B9-D60C-478C-97A2-8E7D6A270D17","Manning, JC; Goldblatt, P. 2012. Asteraceae: Ursinia Gaertn. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 428-430. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001190","Damp, rocky grassland on mountain slopes, often near rivers and streams, alt. 600-1700 m. Sub-Escarpment Grassland, Drakensberg Grassland.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000407","Quartz patches.","Habitat","EA88CFAE-0007-4DF6-8AC0-EE6CA5E83A39","English","EA88CFAE-0007-4DF6-8AC0-EE6CA5E83A39","Manning, JC; Bruyns, PV. 2013. Asteraceae: Othonna. In: DA Snijman (ed.), Plants of the Greater Cape Floristic Region 2: The Extra Cape flora, Strelitzia 30: 309-314. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001190","Mesic Grassland. Damp, rocky grassland on mountain slopes, often near rivers and streams.","Habitat","A8ADDFFF-6D5E-46D1-B4B9-943E7FDD48E1","English","A8ADDFFF-6D5E-46D1-B4B9-943E7FDD48E1","Herman, PPJ; Retief, E; Meyer, NL. 2017. Asteraceae. In: E Retief & NL Meyer (eds), Plants of the Free State: Inventory and identification guide, Strelitzia 38: 249-413. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000459","Damp sandstone slopes.","Habitat","871805B0-41BD-4C29-9C8D-CBE6CBD41AF6","English","871805B0-41BD-4C29-9C8D-CBE6CBD41AF6","Manning, JC; Goldblatt, P. 2012. Asteraceae: Helichrysum Mill. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 382-388. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000502","Sandstone slopes.","Habitat","A7BA75AB-D058-4E27-B0A6-0F74250C3A21","English","A7BA75AB-D058-4E27-B0A6-0F74250C3A21","Manning, JC; Goldblatt, P. 2012. Asteraceae: Dimorphotheca Vaill. ex Moench. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 368-370. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001196","Stony slopes.","Habitat","1AF1F066-AD69-4461-96EA-42514ACD3999","English","1AF1F066-AD69-4461-96EA-42514ACD3999","Manning, JC; Goldblatt, P. 2012. Asteraceae: Senecio L. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 415-423. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000000521","Grows on sea cliffs, coastal dunes, sandy slopes or flats never far from the sea. A sprawling sandbinder, sometimes straggling up through neighbouring bushes.","Habitat","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","English","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","Hilliard, OM. 1983. Gnaphaliinae (first part): Facelis - Edmondia, Fl. S. Africa 33(7,2): 1-317. Botanical Research Institute, Department Agriculture, Pretoria. [http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up] [CC BY]","http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up"
"wfo-0000000749","Stony slopes.","Habitat","1AF1F066-AD69-4461-96EA-42514ACD3999","English","1AF1F066-AD69-4461-96EA-42514ACD3999","Manning, JC; Goldblatt, P. 2012. Asteraceae: Senecio L. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 415-423. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001259","Grows in grassland, particularly around rock outcrops or, in the Cape, in shrub communities, also in rocky places.","Habitat","E0AF9DB3-EA9C-4955-B108-EE1E518A5BEE","English","E0AF9DB3-EA9C-4955-B108-EE1E518A5BEE","Hilliard, OM. 1977. Compositae in Natal. Univ. Natal, Pietermaritzburg. [All rights reserved]",""
"wfo-0000001267","Forms very dense, hard and compact cushions from 50 mm to ±1 m across, tightly pressed against cliff faces or precipitous rock 'steps' down mountainsides, commonly on dolerite or basalt.","Habitat","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","English","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","Hilliard, OM. 1983. Gnaphaliinae (first part): Facelis - Edmondia, Fl. S. Africa 33(7,2): 1-317. Botanical Research Institute, Department Agriculture, Pretoria. [http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up] [CC BY]","http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up"
"wfo-0000001105","Riverbeds, alt. 15-1525 m. Indigenous Forests, Eastern Fynbos-Renosterveld.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001438","Damp clay soils.","Habitat","4A08E57E-EA78-4807-AE43-8B69B277FFDE","English","4A08E57E-EA78-4807-AE43-8B69B277FFDE","Manning, JC; Goldblatt, P. 2012. Asteraceae: Athanasia L. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 357-359. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001196","Bush and scrub. Mesic Highveld Grassland, Upper Karoo, Albany Thicket, Sub-Escarpment Grassland, Eastern Fynbos-Renosterveld.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001259","Dry Grassland; Mesic Grassland; Dwarf Karroid Shrubland. Grassland, particularly around rock outcrops.","Habitat","A8ADDFFF-6D5E-46D1-B4B9-943E7FDD48E1","English","A8ADDFFF-6D5E-46D1-B4B9-943E7FDD48E1","Herman, PPJ; Retief, E; Meyer, NL. 2017. Asteraceae. In: E Retief & NL Meyer (eds), Plants of the Free State: Inventory and identification guide, Strelitzia 38: 249-413. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001558","Found in rank growth on forest margins.","Habitat","E0AF9DB3-EA9C-4955-B108-EE1E518A5BEE","English","E0AF9DB3-EA9C-4955-B108-EE1E518A5BEE","Hilliard, OM. 1977. Compositae in Natal. Univ. Natal, Pietermaritzburg. [All rights reserved]",""
"wfo-0000001259","Grassland, particularly around rock outcrops.","Habitat","6CE55B1E-4C3A-4997-8E08-C33AD3417E63","English","6CE55B1E-4C3A-4997-8E08-C33AD3417E63","Herman, PPJ; Retief, E. 1997. Plants of the northern provinces of South Africa: Keys and diagnostic characters. Strelitzia 6: 1-681. National Botanical Institute, Pretoria. [CC BY]",""
"wfo-0000001259","Grassland, shrubland, rocky places. Sub-Escarpment Grassland, Indian Ocean Coastal Belt, Albany Thicket, Drakensberg Grassland, Sub-Escarpment Savanna, Eastern Fynbos-Renosterveld.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001259","Grassy slopes.","Habitat","1AF1F066-AD69-4461-96EA-42514ACD3999","English","1AF1F066-AD69-4461-96EA-42514ACD3999","Manning, JC; Goldblatt, P. 2012. Asteraceae: Senecio L. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 415-423. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001589","Short, stony grassland, alt. 300-1300 m. Sub-Escarpment Grassland.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001589","Short, stony grassland.","Habitat","6CE55B1E-4C3A-4997-8E08-C33AD3417E63","English","6CE55B1E-4C3A-4997-8E08-C33AD3417E63","Herman, PPJ; Retief, E. 1997. Plants of the northern provinces of South Africa: Keys and diagnostic characters. Strelitzia 6: 1-681. National Botanical Institute, Pretoria. [CC BY]",""
"wfo-0000001267","Mesic Grassland. Montane, among dolerite or basalt rocks.","Habitat","A8ADDFFF-6D5E-46D1-B4B9-943E7FDD48E1","English","A8ADDFFF-6D5E-46D1-B4B9-943E7FDD48E1","Herman, PPJ; Retief, E; Meyer, NL. 2017. Asteraceae. In: E Retief & NL Meyer (eds), Plants of the Free State: Inventory and identification guide, Strelitzia 38: 249-413. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001267","Montane, among dolerite or basalt rocks. Drakensberg Grassland.","Habitat","43F777B1-85C5-4BA8-A51D-0DA3C9837836","English","43F777B1-85C5-4BA8-A51D-0DA3C9837836","Cron, GV; et al. 2019. Asteraceae. In: CL Bredenkamp (ed.), A Flora of the Eastern Cape Province, Strelitzia 41(1): 423-682. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001310","Mainly coastal sands.","Habitat","1AF1F066-AD69-4461-96EA-42514ACD3999","English","1AF1F066-AD69-4461-96EA-42514ACD3999","Manning, JC; Goldblatt, P. 2012. Asteraceae: Senecio L. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 415-423. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001310","Mainly coastal sands.","Habitat","9C056BF3-38B5-4768-8BEB-CF230121767A","English","9C056BF3-38B5-4768-8BEB-CF230121767A","Manning, JC; Bruyns, PV. 2013. Asteraceae: Senecio. In: DA Snijman (ed.), Plants of the Greater Cape Floristic Region 2: The Extra Cape flora, Strelitzia 30: 322-328. South African National Biodiversity Institute, Pretoria. [CC BY]",""
"wfo-0000001656","Roadsides and grasslands.","Habitat","58D3A5A6-2DC9-48BE-ADFC-5826720E796B","English","58D3A5A6-2DC9-48BE-ADFC-5826720E796B","Manning, JC; Goldblatt, P. 2012. Asteraceae: Nidorella Cass. In: J Manning & P Goldblatt (eds), Plants of the Greater Cape Floristic Region 1: The Core Cape flora, Strelitzia 29: 399-399. South African National Biodiversity Institute, Pretoria. [CC BY]",""
