"id","vernacularName","source","language","type","bibliographicCitation","url"
"wfo-0000580859","umbhaba","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000962725","umhlonhlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0001140847","umwuwane","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0001384767","lukakho","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000408491","umhonono","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000796759","umevane","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000216227","lilala","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000616388","umphondvotendlovu","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000653634","libundza","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0001087136","sifubasenkhala","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000689147","inkhokhokho","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000829834","umfomfo","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000471143","lilatsa","D7BFC948-FD4D-4B58-9759-34651AB24C1E","Swati","vernacular","",""
"wfo-0000686013","sicalaba","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000946481","umhlwakele","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000503013","umhlala","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000448927","umbhongozi","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0001140847","umwane","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000663335","libhungela","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000688513","inkokhokho","258B417C-CA55-4002-81F7-58F6AE3E92E9","Swati","vernacular","Burrows, JE; Burrows, SM. 2003. Figs of southern and south-central Africa. Umdaus Press, Pretoria. [All rights reserved]",""
"wfo-0000653911","libundza","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000504062","siphingo","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000462812","uxaphose","D7BFC948-FD4D-4B58-9759-34651AB24C1E","Swati","vernacular","",""
"wfo-0000653171","iheji","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0001296387","inkukutu","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000298233","sikoba","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000958258","ijobe","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000430319","umlahlabantfu","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000235844","umncwambo","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0001050175","ndiyaza","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000194190","ingubuhivomila","91FE4F8A-4D5D-464B-A1E7-C941C5A884FC","Swati","vernacular","",""
"wfo-0000448927","umgucu","D7BFC948-FD4D-4B58-9759-34651AB24C1E","Swati","vernacular","",""
"wfo-0000690599","inkhokhokho","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000510579","isinga","D7BFC948-FD4D-4B58-9759-34651AB24C1E","Swati","vernacular","",""
"wfo-0000404193","maphipha","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000818537","sehlulamanya","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0001061587","umfomoti","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000471143","umlahlabantu","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000399166","usasatja","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000183848","inkhambane","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000448208","meluleka","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000333129","umkhosikati","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000946391","umkashwane","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0001256456","sicandzamatje","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0001384767","sibamb'imphala","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000503013","umkhwakhwa","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000681077","umdlelanyamatane","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000648771","umchafutane-lomnyama","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000932085","mwuluka","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000593631","uzinhlu","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0001032779","vimhepe","91FE4F8A-4D5D-464B-A1E7-C941C5A884FC","Swati","vernacular","",""
"wfo-0000961480","umhlonhlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000802966","umvusankunzi","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000986071","umchitsi","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
"wfo-0000574234","umbatancwepe","40EF8CCE-4069-4E28-B253-87235261F4F0","Swati","vernacular","",""
