"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0000001190","Sie wächst auf steinigem, felsigen Grasland, insbesondere in der Nähe von Bächen und Flüssen.","Habitat","570F125F-CAC5-4C20-AC0D-E25AAF15369F","German","570F125F-CAC5-4C20-AC0D-E25AAF15369F","Kroner, G. 1980. Systematische studien im umkreis von Athrixia Ker-Gawler (Asteraceae). Mitt. Bot. Staatssamml. München 16: 1-268. [https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up"
"wfo-0000019435","Ihr Standort ist das steinige und felsige Grasland, vornehmlich an feuchten Stellen sowie in der Nähe von Flüssen und Bächen.","Habitat","570F125F-CAC5-4C20-AC0D-E25AAF15369F","German","570F125F-CAC5-4C20-AC0D-E25AAF15369F","Kroner, G. 1980. Systematische studien im umkreis von Athrixia Ker-Gawler (Asteraceae). Mitt. Bot. Staatssamml. München 16: 1-268. [https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up"
"wfo-0000017349","Die Pflanze scheint sehr selten zu sein, da nur wenige Funde vorliegen, obwohl dieses Gebiet floristisch gut bearbeitet ist.","Habitat","570F125F-CAC5-4C20-AC0D-E25AAF15369F","German","570F125F-CAC5-4C20-AC0D-E25AAF15369F","Kroner, G. 1980. Systematische studien im umkreis von Athrixia Ker-Gawler (Asteraceae). Mitt. Bot. Staatssamml. München 16: 1-268. [https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up"
"wfo-0000033455","Sie findet sich hauptsächlich an steinig-felsigen Berghängen.","Habitat","570F125F-CAC5-4C20-AC0D-E25AAF15369F","German","570F125F-CAC5-4C20-AC0D-E25AAF15369F","Kroner, G. 1980. Systematische studien im umkreis von Athrixia Ker-Gawler (Asteraceae). Mitt. Bot. Staatssamml. München 16: 1-268. [https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up"
"wfo-0000078608","L. asteroides wächst im steinübersäten Grasland, insbesondere an feuchten Standorten wie Sümpfen, Flußbänken und Ufern.","Habitat","570F125F-CAC5-4C20-AC0D-E25AAF15369F","German","570F125F-CAC5-4C20-AC0D-E25AAF15369F","Kroner, G. 1980. Systematische studien im umkreis von Athrixia Ker-Gawler (Asteraceae). Mitt. Bot. Staatssamml. München 16: 1-268. [https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up"
"wfo-0000097642","Sandige Standorte.","Habitat","1499DF02-49AF-448D-AF49-5FF28080F65D","German","1499DF02-49AF-448D-AF49-5FF28080F65D","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",""
"wfo-0000104484","A. heterophylla subsp. heterophylla wächst im sandigen und steinigen Grasland.","Habitat","570F125F-CAC5-4C20-AC0D-E25AAF15369F","German","570F125F-CAC5-4C20-AC0D-E25AAF15369F","Kroner, G. 1980. Systematische studien im umkreis von Athrixia Ker-Gawler (Asteraceae). Mitt. Bot. Staatssamml. München 16: 1-268. [https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up"
"wfo-0000138244","Sie wächst auf sandig-steinigem bzw. felsigem Grund, insbesondere auf abgebrannten Flächen.","Habitat","570F125F-CAC5-4C20-AC0D-E25AAF15369F","German","570F125F-CAC5-4C20-AC0D-E25AAF15369F","Kroner, G. 1980. Systematische studien im umkreis von Athrixia Ker-Gawler (Asteraceae). Mitt. Bot. Staatssamml. München 16: 1-268. [https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/52055#page/17/mode/1up"
"wfo-0000138583","Die Art ist weitgehend an felsige Standorte angepasst.","Habitat","1499DF02-49AF-448D-AF49-5FF28080F65D","German","1499DF02-49AF-448D-AF49-5FF28080F65D","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",""
"wfo-0000183860","Anf steinigen, grasreichen Hugeln am Magalisberg. Novbr. Zeyber No. 524.","Habitat","F692B3DC-7D74-4B7B-9EB0-EB049CB932D6","German","F692B3DC-7D74-4B7B-9EB0-EB049CB932D6","Sonder, OW. 1850. Beiträge zur flora von Südafrika. Linnaea 23: 1-138. [https://www.biodiversitylibrary.org/page/35414254#page/9/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/page/35414254#page/9/mode/1up"
