"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0000042267","Alt. 3-400 ped.","Habitat","3C609137-5AFE-438F-A390-00D49EFC2ABF","Latin","3C609137-5AFE-438F-A390-00D49EFC2ABF","De Candolle, AP. 1837. Prodromus systematis naturalis regni vegetabilis, sive, enumeratio contracta ordinum generum specierumque plantarum huc usque cognitarium, juxta methodi naturalis, normas digesta, Vol. 6. Treuttel & Würtz, Paris. [https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up"
"wfo-0000067625","Alt. 6-700 ped.","Habitat","3C609137-5AFE-438F-A390-00D49EFC2ABF","Latin","3C609137-5AFE-438F-A390-00D49EFC2ABF","De Candolle, AP. 1837. Prodromus systematis naturalis regni vegetabilis, sive, enumeratio contracta ordinum generum specierumque plantarum huc usque cognitarium, juxta methodi naturalis, normas digesta, Vol. 6. Treuttel & Würtz, Paris. [https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/7155#page/5/mode/1up"
"wfo-0000090316","In tabula exhibentur ramus florens & auctum germen cum calyculo.","Habitat","FB0DAF90-A6CA-4D86-8D6F-3A1ABD99C4DA","Latin","FB0DAF90-A6CA-4D86-8D6F-3A1ABD99C4DA","Von Jacquin, NJ. 1798. Plantarum Rariorum Horti Caesarei Schoenbrunnensis Descriptiones et Icones, Vol. 3 [All rights reserved]",""
"wfo-0000190290","Proxima antecedentis varietati alteri, et forsan vix specie diversa, quamvis foliola fere duplo longiora angustissima, racemi breviores, legumina minus stricta et tota planta, calyce petalisque exceptis, glaberrima.","Habitat","4E312F3B-65AC-4F4F-9D2B-81391030E059","Latin","4E312F3B-65AC-4F4F-9D2B-81391030E059","Drege, JF; Meyer, EHF. 1836. Commentariorum de plantis Africae australioris, Vol. 1. Voss, Leipzig. [https://doi.org/10.5962/bhl.title.50] [All rights reserved]","https://doi.org/10.5962/bhl.title.50"
"wfo-0000191568","In solo limoso collium prope flumen.","Habitat","47450F57-17FA-465F-8FF9-4DCB24646DE4","Latin","47450F57-17FA-465F-8FF9-4DCB24646DE4","Ecklon, CF; Zeyher, CLP. 1836. Enumeratio Plantarum Africae Australis extratropicae qua collectae, determinatae et expositae. Perthes & Bester, Hamburg. [https://www.biodiversitylibrary.org/page/5877202#page/1/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/page/5877202#page/1/mode/1up"
"wfo-0000191654","In collibus ad flumen.","Habitat","47450F57-17FA-465F-8FF9-4DCB24646DE4","Latin","47450F57-17FA-465F-8FF9-4DCB24646DE4","Ecklon, CF; Zeyher, CLP. 1836. Enumeratio Plantarum Africae Australis extratropicae qua collectae, determinatae et expositae. Perthes & Bester, Hamburg. [https://www.biodiversitylibrary.org/page/5877202#page/1/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/page/5877202#page/1/mode/1up"
"wfo-0000193761","In clivis lapidosis montium prope Napier.","Habitat","F33F91AF-63C5-47DC-82ED-20D7F1D87BB1","Latin","F33F91AF-63C5-47DC-82ED-20D7F1D87BB1","Schlechter, FRR. 1899. Plantae Schlechterianae novae vel minus cognitae describuntur. II. Bot. Jahrb. Syst. 27: 86-220. [https://www.biodiversitylibrary.org/item/687#page/92/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/687#page/92/mode/1up"
"wfo-0000195947","In graminosis.","Habitat","4E312F3B-65AC-4F4F-9D2B-81391030E059","Latin","4E312F3B-65AC-4F4F-9D2B-81391030E059","Drege, JF; Meyer, EHF. 1836. Commentariorum de plantis Africae australioris, Vol. 1. Voss, Leipzig. [https://doi.org/10.5962/bhl.title.50] [All rights reserved]","https://doi.org/10.5962/bhl.title.50"
"wfo-0000193022","In convalle fluminis Mooiriver.","Habitat","97BF92E1-5CA4-43FB-AD2C-C65144856AF6","Latin","97BF92E1-5CA4-43FB-AD2C-C65144856AF6","Schlechter, FRR. 1905. Plantae Pentherianae III. Ann. K. K. Naturhist. Hofmus. 20: 14-29. [https://www.biodiversitylibrary.org/item/27785#page/9/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/27785#page/9/mode/1up"
"wfo-0000193662","Ad marginem sylvae.","Habitat","4E312F3B-65AC-4F4F-9D2B-81391030E059","Latin","4E312F3B-65AC-4F4F-9D2B-81391030E059","Drege, JF; Meyer, EHF. 1836. Commentariorum de plantis Africae australioris, Vol. 1. Voss, Leipzig. [https://doi.org/10.5962/bhl.title.50] [All rights reserved]","https://doi.org/10.5962/bhl.title.50"
"wfo-0000212300","In dunis arenosis (altit. I) ad litus sinus.","Habitat","47450F57-17FA-465F-8FF9-4DCB24646DE4","Latin","47450F57-17FA-465F-8FF9-4DCB24646DE4","Ecklon, CF; Zeyher, CLP. 1836. Enumeratio Plantarum Africae Australis extratropicae qua collectae, determinatae et expositae. Perthes & Bester, Hamburg. [https://www.biodiversitylibrary.org/page/5877202#page/1/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/page/5877202#page/1/mode/1up"
"wfo-0000213180","In planitiebus arenosis circa.","Habitat","1A2FCC0B-4F48-43A1-B100-77A3264D17B1","Latin","1A2FCC0B-4F48-43A1-B100-77A3264D17B1","Bolus, H. 1987. Contributions to South-African Botany - Part III. J. Linn. Soc., Bot. 24: 171-187. [https://www.biodiversitylibrary.org/item/8380#page/179/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/8380#page/179/mode/1up"
"wfo-0000220514","In collibus Karro similibus (altit. II) prope fluvium.","Habitat","6EFA3B40-5D07-471D-B494-49976FF1E71C","Latin","6EFA3B40-5D07-471D-B494-49976FF1E71C","Ecklon, CF; Zeyher, CLP. 1837. Enumeratio Plantarum Africae Australis extratropicae qua collectae, determinatae et expositae. Perthes & Bester, Hamburg. [All rights reserved]",""
"wfo-0000401249","Cap. Bon. Sp. h.","Habitat","073AB15C-1C87-4752-9B1D-829D7DD759AE","Latin","073AB15C-1C87-4752-9B1D-829D7DD759AE","Haworth, AH. 1803. Miscellanea naturalia, sive dissertationes variae ad historiam naturalen spectantes. Taylor, London. [https://archive.org/details/miscellaneanatu00hawogoog/page/n218/mode/2up] [All rights reserved]","https://archive.org/details/miscellaneanatu00hawogoog/page/n218/mode/2up"
"wfo-0000512236","Crescit in sabulosis siccis regni.","Habitat","8558038C-C650-43B9-8EB1-99C627D59C6E","Latin","8558038C-C650-43B9-8EB1-99C627D59C6E","Guillemin, JBA; Perrottet, GS; Richard, A. 1833. Florae Senegambiae tentamen, seu, historia plantarum in diversis Senegambiae regionibus a peregrinatoribus Perrottet et Leprieur detectarum. Treuttel et Wurtz, Paris. [https://doi.org/10.5962/bhl.title.595] [All rights reserved]","https://doi.org/10.5962/bhl.title.595"
"wfo-0000449295","Circa villas et domos, ubi ut verisimile est ex hortis migravit.","Habitat","FC7BBC22-5E90-4454-9F69-485E437B8CB8","Latin","FC7BBC22-5E90-4454-9F69-485E437B8CB8","Webb, PB; Berthelot, S. 1836. Phytographia canariensis. Hist. Nat. Iles Canaries 3(2): 1-220. [https://www.biodiversitylibrary.org/item/91244#page/11/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/item/91244#page/11/mode/1up"
"wfo-0000507622","In declivibus borealibus.","Habitat","70F3C15A-5E18-423C-A748-08EF6B862AB3","Latin","70F3C15A-5E18-423C-A748-08EF6B862AB3","Bolus, HML. 1929. Notes on Mesembrianthemum and allied genera. 95-110 University of Cape Town, Cape Town. [All rights reserved]",""
"wfo-0000599434","In collibus.","Habitat","99DC039A-B16C-41EE-A621-A2B897DA6AEC","Latin","99DC039A-B16C-41EE-A621-A2B897DA6AEC","Diels, FLE. 1942. Zwei neue Scrophulariaceen aus dem Kapland. Notizbl. Bot. Gart. Berlin-Dahlem 15(5): 787-789. [https://www.jstor.org/stable/3995174] [All rights reserved]","https://www.jstor.org/stable/3995174"
"wfo-0000639631","Kranz.","Habitat","3F30E6B5-57BB-4BB7-847A-01181D166671","Latin","3F30E6B5-57BB-4BB7-847A-01181D166671","Bolus, HML. 1934. Notes on Mesembrianthemum and allied genera. 417-436 University of Cape Town, Cape Town. [All rights reserved]",""
"wfo-0000720502","Crescit in collibus petrosis.","Habitat","44E89343-565A-4020-A060-7765FB0C440F","Latin","44E89343-565A-4020-A060-7765FB0C440F","Richard, A. 1847. Tentamen Florae Abyssinicae seu Enumeratio Plantarum hucusque in plerisque Abyssiniae, Vol. 1. Bertrand, Paris. [https://doi.org/10.5962/bhl.title.334] [All rights reserved]","https://doi.org/10.5962/bhl.title.334"
"wfo-0000986276","In locis humidis (altit. Ill) inter frutices. Nov.","Habitat","47450F57-17FA-465F-8FF9-4DCB24646DE4","Latin","47450F57-17FA-465F-8FF9-4DCB24646DE4","Ecklon, CF; Zeyher, CLP. 1836. Enumeratio Plantarum Africae Australis extratropicae qua collectae, determinatae et expositae. Perthes & Bester, Hamburg. [https://www.biodiversitylibrary.org/page/5877202#page/1/mode/1up] [All rights reserved]","https://www.biodiversitylibrary.org/page/5877202#page/1/mode/1up"
"wfo-0000819606","In collibus.","Habitat","B599D54C-75A9-4286-A00E-5787238F046A","Latin","B599D54C-75A9-4286-A00E-5787238F046A","Schlechter, FRR. 1897. Decades plantarum novarum Austro-Africanarum (continued). J. Bot. 35: 340-345. [All rights reserved]",""
"wfo-0000819785","In clivis.","Habitat","B599D54C-75A9-4286-A00E-5787238F046A","Latin","B599D54C-75A9-4286-A00E-5787238F046A","Schlechter, FRR. 1897. Decades plantarum novarum Austro-Africanarum (continued). J. Bot. 35: 340-345. [All rights reserved]",""
"wfo-0001174143","?saxicolous.","Habitat","01CB05B1-2042-4601-8084-572C4B0978B5","Latin","01CB05B1-2042-4601-8084-572C4B0978B5","Magill, RE. 1981. Ditrichaceae to Grimmiaceae. In: OA Leistner (ed.), Fl. S. Africa (1,1): 83-281. Botanical Research Institute, Department of Agriculture and Water Supply, Pretoria. [https://doi.org/10.5962/bhl.title.119879] [CC BY]","https://doi.org/10.5962/bhl.title.119879"
"wfo-0001293877","In montibus.","Habitat","3F30E6B5-57BB-4BB7-847A-01181D166671","Latin","3F30E6B5-57BB-4BB7-847A-01181D166671","Bolus, HML. 1934. Notes on Mesembrianthemum and allied genera. 417-436 University of Cape Town, Cape Town. [All rights reserved]",""
"wfo-0001293989","Cap. Bon. Sp. h.","Habitat","073AB15C-1C87-4752-9B1D-829D7DD759AE","Latin","073AB15C-1C87-4752-9B1D-829D7DD759AE","Haworth, AH. 1803. Miscellanea naturalia, sive dissertationes variae ad historiam naturalen spectantes. Taylor, London. [https://archive.org/details/miscellaneanatu00hawogoog/page/n218/mode/2up] [All rights reserved]","https://archive.org/details/miscellaneanatu00hawogoog/page/n218/mode/2up"
"wfo-0001294146","C.B.S.","Habitat","C1AC4B13-FB6D-459D-9A7E-A80AA34A4562","Latin","C1AC4B13-FB6D-459D-9A7E-A80AA34A4562","Haworth, AH. 1819. Supplementum plantarum succulentarum: Sistens plantas novas vel nuper introductas, sive omissas, in synopse plantarum succulentarum: Cum observationibus variis anglicanis. Impensis J. Harding, Londini. [https://doi.org/10.5962/bhl.title.9314] [All rights reserved]","https://doi.org/10.5962/bhl.title.9314"
