"id","description","type","source","language","identifier","bibliographicCitation","url"
"wfo-0000000173","A few stunted specimens of ssp. viridifolia are very villose and therefore habitually approaching ssp. natalensis, but the roots are not swollen. Ssp. natalensis is typically recognized by the swollen roots and the extremely long villose indumentum of the crown, leaves and scapes; the scapes appear before the leaves, or the plant flowers when the leaves are immature. Ssp. natalensis is typically smaller than ssp. viridifolia and much less variable.","Diagnostic","8FE81C00-59F7-4381-A554-F4957508D1B6","English","8FE81C00-59F7-4381-A554-F4957508D1B6","Hansen, HV. 1985. A taxonomic revision of the genus Gerbera (Compositae, Mutisieae) sections Gerbera, Parva, Piloselloides (in Africa), and Lasiopus. Opera Bot. 78: 5-36. [All rights reserved]",""
"wfo-0000000181","O. spinosum is a much and intricately branched, somewhat viscid, aromatic shrub. As indicated by the specific name it develops spines, which are transformed sterile branchlets or peduncles, for after the falling off of the heads the peduncles are frequently modified into spines. O. spinosum varies considerably both with respect to the shape of the leaves and to that of the achenes.","Diagnostic","E08D0DFF-5999-4617-A93F-9868B64E8EE0","English","E08D0DFF-5999-4617-A93F-9868B64E8EE0","Norlindh, NT. 1943. Studies in the Calenduleae: 1. Monograph of the genera Dimorphotheca, Castalis, Osteospermum, Gibbaria & Chrysanthemoides. C.W.K. Gleerup, Lund. [All rights reserved]",""
"wfo-0000000188","E. ursinoides is in habit somewhat intermediate between E. pinnatipartitus and E. munitus. It has usually been confused with the latter species, from which it is readily distinguished by its much larger leaves, bigger flowerheads, and larger and more distinctly ribbed achenes. The achenes are very unlike those of E. pinnatipartitus, which have a much sculptured surface, but they are rather similar to those of E. brachypodus. Also the involucre has a certain resemblance to that of E. brachypodus, which is in other respects very different, however, e.g. in leaf-shape and peduncle-length.","Diagnostic","EF05C6D6-15EA-435C-8930-9CF3FF2B2103","English","EF05C6D6-15EA-435C-8930-9CF3FF2B2103","Nordenstam, RB. 1968. The genus Euryops I. Opera Bot. 20: 7-409. [All rights reserved]",""
"wfo-0000000373","Distinguished from H. miconiifolium by its flowering stem only remotely bracteate above, soft, 5-nerved leaves and blunt involucral bracts, and from H. nudifolium by its soft leaves crowded at the base of the stem and more golden and brown involucral bracts.","Diagnostic","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","English","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","Hilliard, OM. 1983. Gnaphaliinae (first part): Facelis - Edmondia, Fl. S. Africa 33(7,2): 1-317. Botanical Research Institute, Department Agriculture, Pretoria. [http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up] [CC BY]","http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up"
"wfo-0000000502","In habit it may be quite similar to the narrow-leaved forms of D. acutifolia. It differs mainly from this species by its small achenes, only c. 3 mm long, whose angles are crenatetuberculate and not swollen at the base. In contradistinction to this, the achenes of D. acutifolia are twice as long, with entire and smooth angles swollen at the base. D. dregei seems besides to be smaller, and it has even narrower leaves than D. acutifolia usually has. On one and the same specimen there are often entire, sparsely dentate as well as pinnatifid leaves. D. acutifolia, on the other hand, seems never to have any pinnatifid leaves.","Diagnostic","E08D0DFF-5999-4617-A93F-9868B64E8EE0","English","E08D0DFF-5999-4617-A93F-9868B64E8EE0","Norlindh, NT. 1943. Studies in the Calenduleae: 1. Monograph of the genera Dimorphotheca, Castalis, Osteospermum, Gibbaria & Chrysanthemoides. C.W.K. Gleerup, Lund. [All rights reserved]",""
"wfo-0000001096","The indumentum of this taxon varies immensely from plants with a more or less equal number of spreading and glandular hairs to plants with dense spreading hairs and sparsely glandular to almost no glandular hairs. In the Northern Cape plants are found that are densely glandular and with no or only a few, short, spreading hairs. In one specimen from Namibia (E. Jensen 185, WIND) the hairs are appressed. The leaves are usually small and mostly narrowly obovate, even the longer leaves are distinctly obovate. In a few cases the leaves are narrowly elliptic, but still usually quite small. Only rarely are the leaves linear-obovate.","Diagnostic","AA3E24CE-BFD4-4E76-93D0-64393BBD039C","English","AA3E24CE-BFD4-4E76-93D0-64393BBD039C","Herman, PPJ. 2013. Cypsela morphology in the genus Nolletia (Asteraceae, Astereae) and a revision of the genus. Phytotaxa 122(1): 1-44. [All rights reserved]",""
"wfo-0000001267","Much confused with H. sessile, which is readily distinguished by its narrowly oblong leaves enveloped in thick white silky wool.","Diagnostic","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","English","0ACBAD9C-2A8A-4FA9-9D82-A68118E9B0F4","Hilliard, OM. 1983. Gnaphaliinae (first part): Facelis - Edmondia, Fl. S. Africa 33(7,2): 1-317. Botanical Research Institute, Department Agriculture, Pretoria. [http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up] [CC BY]","http://www.biodiversitylibrary.org/item/209547#page/5/mode/1up"
"wfo-0000001757","Bears a superficial resemblance to S. reptans Turcz. and it has been misidentified as that species. S. reptans has a flat rosette of glabrous, sometimes gland-dotted, leaves from which radiate leafy stolons rooting at the nodes, and peduncles and involucre with short, harsh glandular pubescence. It is a plant of the western and northern Cape.","Diagnostic","E0AF9DB3-EA9C-4955-B108-EE1E518A5BEE","English","E0AF9DB3-EA9C-4955-B108-EE1E518A5BEE","Hilliard, OM. 1977. Compositae in Natal. Univ. Natal, Pietermaritzburg. [All rights reserved]",""
"wfo-0000001473","The specimens are in very poor condition, but seem to belong to a well marked species. The foliage is very glaucous, and the rays seem to have been dull, purple-red. Leaves 1-1 1/2 in. long, 4-5 lines wide.","Diagnostic","9D15B470-25A8-4404-A46F-F0F6ACB20E11","English","9D15B470-25A8-4404-A46F-F0F6ACB20E11","Harvey, WH. 1865. Compositae. In: WH Harvey & OW Sonder (eds), Rubiaceae to Campanulaceae, Fl. Cap. (Harvey) 3: 44-530. Lovell Reeve & Co., London. [http://www.biodiversitylibrary.org/item/15235#page/1/mode/1up] [All rights reserved]","http://www.biodiversitylibrary.org/item/15235#page/1/mode/1up"
"wfo-0000001786","Inflorescence in a terminal globule, floret lobes spreading, cypsela with unique horizontal ridges.","Diagnostic","EFEB3436-F9DC-4E9B-AED6-7B5A35BA0DE5","English","EFEB3436-F9DC-4E9B-AED6-7B5A35BA0DE5","Koekemoer, M. 2019. Taxonomy and reclassification of South African Asteraceae genus Elytropappus (Gnaphalieae, Asteraceae), the description of two new genera and two new species. Phytotaxa 403(4): 248-284. [https://doi.org/10.11646/phytotaxa.403.4.1] [All rights reserved]","https://doi.org/10.11646/phytotaxa.403.4.1"
