"id","vernacularName","source","language","type","bibliographicCitation","url"
"wfo-0000817789","muṱwari","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000471143","Muvundambado","D7BFC948-FD4D-4B58-9759-34651AB24C1E","Venda","vernacular","",""
"wfo-0001134987","mufhapabere","26B2C24F-669B-4E33-98F7-A790C84FFFFE","Venda","vernacular","",""
"wfo-0001425572","tshihaka-phele","27F53B5C-30EB-4519-AB2C-85602402EBFE","Venda","vernacular","",""
"wfo-0000224593","mununzu","91FE4F8A-4D5D-464B-A1E7-C941C5A884FC","Venda","vernacular","",""
"wfo-0000369427","tshinembane","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000932507","mula-thoho","26B2C24F-669B-4E33-98F7-A790C84FFFFE","Venda","vernacular","",""
"wfo-0001421125","mungugunu","27F53B5C-30EB-4519-AB2C-85602402EBFE","Venda","vernacular","",""
"wfo-0000318679","mutuwi","27F53B5C-30EB-4519-AB2C-85602402EBFE","Venda","vernacular","",""
"wfo-0001256456","tshilaphithi","27F53B5C-30EB-4519-AB2C-85602402EBFE","Venda","vernacular","",""
"wfo-0000192433","tshisesevhafa","27F53B5C-30EB-4519-AB2C-85602402EBFE","Venda","vernacular","",""
"wfo-0000578346","mudiatsiwana","27F53B5C-30EB-4519-AB2C-85602402EBFE","Venda","vernacular","",""
"wfo-0000710104","mupfuka","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000538477","mueneene","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000557987","mutogwe","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000216227","mulala","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000409480","mutulume","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000617521","mutonyombiḓi","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000186081","muhoṱo","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000961599","muswoswo","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0001087314","muṱanzwa-dombo","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000471663","munari","27F53B5C-30EB-4519-AB2C-85602402EBFE","Venda","vernacular","",""
"wfo-0000503013","mukwakwa","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000679826","nyathonge","27F53B5C-30EB-4519-AB2C-85602402EBFE","Venda","vernacular","",""
"wfo-0001049103","muḽambila","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0001034643","mufhanda","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
"wfo-0000519987","bopa","D7BFC948-FD4D-4B58-9759-34651AB24C1E","Venda","vernacular","",""
"wfo-0000895401","mutuzwu","40EF8CCE-4069-4E28-B253-87235261F4F0","Venda","vernacular","",""
