taxonID,vernacularName,language,countryCode,rights,license,bibliographicCitation,url
wfo-0000726631,Marsh pennywort,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000678057,Sea holly,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000435191,Wood sanicle,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000599113,Chervil,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000538692,Cow-parsley,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000434334,Shepherd’s needle,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000434334,Venus’s comb,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000371898,Sweet cicely,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000431292,Alexanders,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000619241,Pignut,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000391166,Burnet saxifrage,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000521573,Ground elder,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000521573,Bishop’s weed,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000521573,Goutweed,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0001068458,Samphire,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000385433,Hemlock water-dropwort,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000522564,Fool’s parsley,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000691487,Fennel,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000617964,Hemlock,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000540626,Wild celery,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000540680,Fool’s water-cress,en,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
