taxonID,description,scientificName,type,language,contributor,audience,rightsHolder,created,creator,source,rights,license,url
wfo-0000522564,"Tall plants with pedicels longer than the fruits have been called subsp. cynapium; small plants with pedicels shorter than the fruits subsp. agrestis. However, Irish plants appear variable and require investigation.",Aethusa cynapium,diagnosis,en,,,,27/02/2024,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000540643,"Apium × moorei, the hybrid between this species and A. nodiflorum, occurs rarely. It resembles A. inundatum in having few (2–3) rays. Its submerged leaves are pinnate or bipinnate . It rarely flowers and sets poor fruit.",Apium inundatum,diagnosis,en,,,,27/02/2024,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000604532,Resembles Sium latifolium in stature but that species has bracts and once-pinnate leaves. The somewhat similar Berula erecta differs: it has bracts and lacks persistent calyx-teeth.,Cicuta virosa,diagnosis,en,,,,27/02/2024,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000638442,"Separated by some botanists into 3 sub-species distinguished on the basis of their root colour and umbel shape; subsp. carota with whitish, unswollen roots and strongly convex umbels; subsp. gummifer with similar roots but slightly concave to convex umbels and subsp. sativus, the cultivated carrot, with orange, swollen roots and strongly convex umbels. Irish plants appear rather variable, however, and require further investigation.",Daucus carota,diagnosis,en,,,,27/02/2024,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000979730,"Two sub-species are sometimes distinguished: subsp. hibernica differs from subsp. helix in its usually broader leaves and star-shaped hairs, the arms of which are all appressed to the leaf surface rather than both appressed and outstanding. Recent evidence suggests that subsp. hibernica may be a distinct species from H. helix.
",Hedera helix,diagnosis,en,,,,27/02/2024,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000367818,"A number of species of Lonicera are commonly planted in gardens and beside roads: of these, *L. xylosteum, with oval leaves about 5–6 cm long, densely hairy young shoots and yellow flowers and *L. nitida, a rarely flowering, low-growing shrub to 1.5 m, with small oval leaves, 6–14 mm long, commonly cultivated as a hedge, are the most common. *L. ledebourii, with dark green, hairy leaves up to 10 cm long and regular, orange-red flowers about 17 mm long, borne in pairs on short axillary branches, is planted and has spread in hedges in a few places in the west. Some authors consider the latter species to be synonymous with *L. involucrate, which is similar but hairless and with smaller flowers",Lonicera periclymenum,diagnosis,en,,,,27/02/2024,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426378,"Plants from coastal sand-dunes are often much shorter (maximally 5 cm), with only a couple of rosette-leaves (as opposed to c. 5 normally).",Valerianella locusta,diagnosis,en,,,,27/02/2024,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426318,"Similar to V. locusta but with oblong fruits, longer than wide with a deep, wide groove on one side and with the outer wall of fertile cell not spongy",Valerianella carinata,diagnosis,en,,,,27/02/2024,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426144,"Similar to V. locusta but more erect and taller (15–40 cm) with narrower leaves and with the flowers on longer stalks and so in more open cymes; the fruits smooth, not grooved, clearly crowned by a single calyx tooth, the fertile cell smaller than the sterile cells and with the outer wall of fertile cell not spongy.",Valerianella rimosa,diagnosis,en,,,,27/02/2024,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426267,"Similar in general appearance to V. locusta but more erect and taller; the calyx with distinct, persistent teeth, one of which is much larger than the others; the fruit sometimes smooth but often distinctly hairy, with 2 small ribs incorporating the 2, very small, sterile cells ",Valerianella dentata,diagnosis,en,,,,27/02/2024,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
