taxonID,vernacularName,language,countryCode,rights,license,bibliographicCitation,url
wfo-0000545685,Gaineamhlus gaelach,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-4000018759,Luibh Eoin Bhaiste,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0001295682,Beathnua gaelach,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000727741,Lus an fhógra,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000727341,Meas torc alta,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000829212,Cuaichín caol,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000313409,Cúilín gaelach,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000284199,Magairlín bán,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000979153,Magairlín na móna,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000489910,Biorphiobar,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000489142,Glúineach dhearg,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000489398,Glúineach shléibhe,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000403586,Samhadh caorach,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000403595,Samhadh,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000403904,Copóg shráide,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000549005,Rabhán,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000380295,Biolar mion,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000587355,Biolar gréagáin,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000586999,Searbh-biolar caol,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000542657,Gas caillí Artach,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000432651,Praiseach bhuí,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000717621,Grianrós,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000443684,Hocas ard,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000462704,Buí mór,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000514908,Seiceamóir,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000605657,Fuinseagach,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000668718,Saileachán sléibhe,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000366878,Créachtach,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000387238,Seamsóg,ga,ie,CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,"Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
