"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-7-HERNANDIACEAE","HERNANDIACEAE","","family","HERNANDIACEAE","","","","accepted"
"taxon-1-HERNANDIA","HERNANDIA","L.","genus","","","HERNANDIA","Sp. Pl. 2 981 1753","accepted"
"taxon-1-Hernandia_guianensis","Hernandia guianensis","Aubl.","species","","","Hernandia","Hist. Pl. Guiane 2 848 t. 329 1775","accepted"
"taxon-2-SPARATTANTHELIUM","SPARATTANTHELIUM","Mart.","genus","","","SPARATTANTHELIUM","Flora 24 2 Beibl. 40 1841","accepted"
"taxon-1-Sparattanthelium_aruakorum","Sparattanthelium aruakorum","Tutin","species","","","Sparattanthelium","J. Bot. 78 249 1940","accepted"
"taxon-2-Sparattanthelium_guianense","Sparattanthelium guianense","Sandwith","species","","","Sparattanthelium","Bull. Misc. Inform. Kew 1932 225 1932","accepted"
"taxon-3-Sparattanthelium_wonotoboense","Sparattanthelium wonotoboense","Kosterm.","species","","","Sparattanthelium","Meded. Bot. Mus. Herb. Rijks Univ. Utrecht 25 44 1936 as 'wonotoboensis'.","accepted"
"taxon-8-CHLORANTHACEAE","CHLORANTHACEAE","","family","CHLORANTHACEAE","","","","accepted"
"taxon-1-Hedyosmum","Hedyosmum","Swartz","genus","","","Hedyosmum","Prodr. 847 1788","accepted"
"taxon-1-Hedyosmum_tepuiense","Hedyosmum tepuiense","Todzia","species","","","Hedyosmum","Novon 3 83 1993","accepted"
"taxon-9-PIPERACEAE","PIPERACEAE","","family","PIPERACEAE","","","","accepted"
"taxon-1-PEPEROMIA","PEPEROMIA","Ruiz & Pav.","genus","","","PEPEROMIA","Fl. Peruv. Prodr. 8 1794","accepted"
"taxon-1-Peperomia_alata","Peperomia alata","Ruiz & Pav.","species","","","Peperomia","Fl. Peruv. Chil. 1 31 t. 48, f. b 1798","accepted"
"taxon-2-Peperomia_angustata","Peperomia angustata","Kunth","species","","","Peperomia","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 1 68 1816","accepted"
