"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-3-Peperomia_blanda","Peperomia blanda","Kunth","species","","","Peperomia","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 1 67 1816","accepted"
"taxon-4-Peperomia_delascioi","Peperomia delascioi","Steyerm.","species","","","Peperomia","Brittonia 40 294 1988","accepted"
"taxon-5-Peperomia_emarginella","Peperomia emarginella","C. DC.","species","","","Peperomia","A. DC. Prodr. 16 1 437 1869","accepted"
"taxon-6-Peperomia_galioides","Peperomia galioides","Kunth","species","","","Peperomia","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 1 71 t. 17 1816","accepted"
"taxon-7-Peperomia_glabella","Peperomia glabella","A. Dietr.","species","","","Peperomia","Sp. Pl. 1 156 1831","accepted"
"taxon-8-Peperomia_gracieana","Peperomia gracieana","Görts","species","","","Peperomia","Brittonia 50 56 1998","accepted"
"taxon-9-Peperomia_haematolepis","Peperomia haematolepis","Trel.","species","","","Peperomia","J.F. Macbr. Field Mus. Nat. Hist. Bot. Ser. 13 2 52 1936","accepted"
"taxon-10-Peperomia_hernandiifolia","Peperomia hernandiifolia","A. Dietr.","species","","","Peperomia","Sp. Pl. 1 157 1831 as 'hernandiaefolia'","accepted"
"taxon-11-Peperomia_lancifolia","Peperomia lancifolia","Hook.","species","","","Peperomia","Icon. Pl. 4 ad. t. 332 1840","accepted"
"taxon-11-Peperomia_lancifolia","Peperomia lancifolia","","species","","","Peperomia","","accepted"
"taxon-12-Peperomia_macrostachya","Peperomia macrostachya","A. Dietr.","species","","","Peperomia","Sp. Pl. 1 149 1831","accepted"
"taxon-13-Peperomia_magnoliifolia","Peperomia magnoliifolia","A. Dietr.","species","","","Peperomia","Sp. Pl. 1 153 1831 as ‘magnoliaefolia’.","accepted"
"taxon-14-Peperomia_maguirei","Peperomia maguirei","Yunck.","species","","","Peperomia","Maguire et al. Bull. Torrey Bot. Club 75 291 1948","accepted"
"taxon-15-Peperomia_obtusifolia","Peperomia obtusifolia","A. Dietr.","species","","","Peperomia","Sp. Pl. 1 154 1831","accepted"
"taxon-16-Peperomia_ouabianae","Peperomia ouabianae","C. DC.","species","","","Peperomia","Candollea 1 400, 410 1923","accepted"
"taxon-17-Peperomia_pellucida","Peperomia pellucida","Kunth","species","","","Peperomia","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 1 64 1816","accepted"
"taxon-18-Peperomia_pernambucensis","Peperomia pernambucensis","Miq.","species","","","Peperomia","London J. Bot. 4 420 1845","accepted"
"taxon-19-Peperomia_popayanensis","Peperomia popayanensis","Trel. & Yunck.","species","","","Peperomia","Piperac. N. South Amer. 688 f. 604 1950","accepted"
"taxon-20-Peperomia_purpurinervis","Peperomia purpurinervis","C. DC.","species","","","Peperomia","Notizbl. Bot. Gart. Berlin-Dahlem 7 62 496 1917","accepted"
"taxon-21-Peperomia_quadrangularis","Peperomia quadrangularis","A. Dietr.","species","","","Peperomia","Sp. Pl. 1 169 1831","accepted"
"taxon-22-Peperomia_quadrifolia","Peperomia quadrifolia","Kunth","species","","","Peperomia","Humb, Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 1 69 1816","accepted"
"taxon-23-Peperomia_reptans","Peperomia reptans","C. DC.","species","","","Peperomia","J. Bot. 4 143 1866","accepted"
"taxon-24-Peperomia_rhombea","Peperomia rhombea","Ruiz & Pav.","species","","","Peperomia","Fl. Peruv. Chil. 1 31 t. 46, f. b 1798","accepted"
"taxon-25-Peperomia_rotundifolia","Peperomia rotundifolia","Kunth","species","","","Peperomia","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 1 65 1816","accepted"
"taxon-26-Peperomia_serpens","Peperomia serpens","Loudon","species","","","Peperomia","Hort. Brit. 13 1830","accepted"
"taxon-27-Peperomia_tenella","Peperomia tenella","A. Dietr.","species","","","Peperomia","Sp. Pl. 1 153 1831","accepted"
"taxon-28-Peperomia_tetraphylla","Peperomia tetraphylla","Hook. & Arn.","species","","","Peperomia","Bot. Beechey Voy. 97 1832","accepted"
"taxon-29-Peperomia_transparens","Peperomia transparens","Miq.","species","","","Peperomia","Linnaea 20 121 1847","accepted"
"taxon-30-Peperomia_urocarpa","Peperomia urocarpa","Fisch. & C.A. Mey.","species","","","Peperomia","Index Sem. Hort. Bot. Petropol. 4 42 1838","accepted"
"taxon-2-PIPER","PIPER","L.","genus","","","PIPER","Sp. Pl. 28 1753","accepted"
"taxon-1-Piper_adenandrum","Piper adenandrum","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 273 1869","accepted"
"taxon-2-Piper_aduncum","Piper aduncum","L.","species","","","Piper","Sp. Pl. 29 1753","accepted"
"taxon-3-Piper_aequale","Piper aequale","Vahl","species","","","Piper","Eclog. Amer. 1 4 t. 3 1797","accepted"
"taxon-4-Piper_alatabaccum","Piper alatabaccum","Trel. & Yunck.","species","","","Piper","Piperac. N. South Amer. 408 f. 371 1950","accepted"
"taxon-5-Piper_amalago","Piper amalago","L.","species","","","Piper","Sp. Pl. 29 1753","accepted"
"taxon-6-Piper_angustifolium","Piper angustifolium","Lam.","species","","","Piper","Tabl. Encycl. 1 81 1791","accepted"
"taxon-7-Piper_anonifolium","Piper anonifolium","Steud.","species","","","Piper","Nomencl. Bot. ed. 2. 2 339 1841 as 'anonaefolium'.","accepted"
"taxon-7a-Piper_anonifolium","Piper anonifolium","Steud.","species","","","Piper","","accepted"
"taxon-7b-Piper_anonifolium","Piper anonifolium","Steud.","species","","","Piper","Fl. Venez. 2 2 328 1984","accepted"
"taxon-8-Piper_arboreum","Piper arboreum","Aubl.","species","","","Piper","Hist. Pl. Guiane 1 23 1775","accepted"
"taxon-9-Piper_augustum","Piper augustum","Rudge","species","","","Piper","Pl. Guian. Rar. 10 t. 7 1805","accepted"
"taxon-10-Piper_aulacospermum","Piper aulacospermum","Callejas","species","","","Piper","Görts & Callejas Blumea 50 367 2005","accepted"
"taxon-11-Piper_avellanum","Piper avellanum","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 302 1869","accepted"
"taxon-12-Piper_bartlingianum","Piper bartlingianum","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 257 1869","accepted"
"taxon-13-Piper_bolivaranum","Piper bolivaranum","Yunck.","species","","","Piper","Fieldiana Bot. 28 205 1951","accepted"
"taxon-14-Piper_brasiliense","Piper brasiliense","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 259 1869","accepted"
"taxon-15-Piper_brownsbergense","Piper brownsbergense","Yunck.","species","","","Piper","Trel. & Yunck. Piperac. N. South Amer. 37 1950","accepted"
"taxon-16-Piper_cernuum","Piper cernuum","Vell.","species","","","Piper","Fl. Flum. 25 1829 ('1825')","accepted"
"taxon-17-Piper_ciliomarginatum","Piper ciliomarginatum","Görts & Christenh.","species","","","Piper","Blumea 50 369 2005","accepted"
"taxon-18-Piper_consanguineum","Piper consanguineum","Steud.","species","","","Piper","Nomencl. Bot. ed. 2. 2 340 1841","accepted"
"taxon-19-Piper_coruscans","Piper coruscans","Kunth","species","","","Piper","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 1 53 1816","accepted"
"taxon-20-Piper_crassinervium","Piper crassinervium","Kunth","species","","","Piper","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 1 48 1816","accepted"
"taxon-21-Piper_cyrtopodum","Piper cyrtopodum","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 337 1869 as 'cyrtopodon'.","accepted"
"taxon-22-Piper_demeraranum","Piper demeraranum","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 298 1869","accepted"
"taxon-23-Piper_dilatatum","Piper dilatatum","Rich.","species","","","Piper","Actes Soc. Hist. Nat. Paris 1 105 1792","accepted"
"taxon-24-Piper_divaricatum","Piper divaricatum","G. Mey.","species","","","Piper","Prim. Fl. Esseq. 15 1818","accepted"
"taxon-25-Piper_duckei","Piper duckei","C. DC.","species","","","Piper","Notizbl. Bot. Gart. Berlin-Dahlem 7 62 446 1917 as ‘duckii’.","accepted"
"taxon-26-Piper_dumosum","Piper dumosum","Rudge","species","","","Piper","Pl. Guian. Rar. 13 t. 14 1805","accepted"
"taxon-27-Piper_eucalyptifolium","Piper eucalyptifolium","Rudge","species","","","Piper","Pl. Guian. Rar. 10 t. 6 1805","accepted"
"taxon-28-Piper_fanshawei","Piper fanshawei","Yunck.","species","","","Piper","Mem. New York Bot. Gard. 9 321 1957","accepted"
"taxon-29-Piper_flexuosum","Piper flexuosum","Rudge","species","","","Piper","Pl. Guian. Rar. 13 t. 13 1805","accepted"
"taxon-30-Piper_fuligineum","Piper fuligineum","Steud.","species","","","Piper","Nomencl. Bot. ed. 2. 2 341 1841","accepted"
"taxon-31-Piper_glabrescens","Piper glabrescens","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 271 1869","accepted"
"taxon-32-Piper_guianense","Piper guianense","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 301 1869","accepted"
"taxon-33-Piper_hirtilimbum","Piper hirtilimbum","Trel. & Yunck.","species","","","Piper","Piperac. N. South Amer. 291 f. 256 1950","accepted"
"taxon-34-Piper_hispidum","Piper hispidum","Sw.","species","","","Piper","Prodr. 15 1788","accepted"
"taxon-35-Piper_hostmannianum","Piper hostmannianum","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 287 1869","accepted"
"taxon-36-Piper_humistratum","Piper humistratum","Görts & K.U. Kramer","species","","","Piper","Proc. Kon. Ned. Akad. Wetensch. C 69 273 t. 1 1966","accepted"
"taxon-37-Piper_hymenophyllum","Piper hymenophyllum","Wight","species","","","Piper","Icon. Pl. Ind. Orient. 6 4 t. 1942 1853","accepted"
"taxon-38-Piper_inaequale","Piper inaequale","C. DC.","species","","","Piper","J. Bot. 4 217 1866","accepted"
"taxon-39-Piper_insipiens","Piper insipiens","Trel. & Yunck.","species","","","Piper","Piperac. N. South Amer. 224 1950","accepted"
"taxon-40-Piper_marginatum","Piper marginatum","Jacq.","species","","","Piper","Collectanea 4 128 1791","accepted"
"taxon-41-Piper_nigrispicum","Piper nigrispicum","C. DC.","species","","","Piper","J. Huber Bol. Mus. Goeldi Hist. Nat. Ethnogr. 5 330 1909","accepted"
"taxon-42-Piper_nigrum","Piper nigrum","L.","species","","","Piper","Sp. Pl. 28 1753","accepted"
"taxon-Piper_betle","Piper betle","L.","species","","","Piper","","accepted"
"taxon-Piper_cubeba","Piper cubeba","L.f.","species","","","Piper","","accepted"
"taxon-43-Piper_obliquum","Piper obliquum","Ruiz & Pav.","species","","","Piper","Fl. Peruv. Chil. 1 37 t. 63, f. a 1798","accepted"
"taxon-44-Piper_paramaribense","Piper paramaribense","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 297 1869","accepted"
"taxon-45-Piper_peltatum","Piper peltatum","L.","species","","","Piper","Sp. Pl. 30 [1231] 1753","accepted"
"taxon-46-Piper_perstipulare","Piper perstipulare","Steyerm.","species","","","Piper","Fl. Venez. 2 2 519 f. 78 1984","accepted"
"taxon-47-Piper_phytolaccifolium","Piper phytolaccifolium","Opiz","species","","","Piper","Presl Reliq. Haenk. 1 151 1828 as 'phytolaccaefolium'.","accepted"
"taxon-48-Piper_piscatorum","Piper piscatorum","Trel. & Yunck.","species","","","Piper","Piperac. N. South Amer. 395 f. 356 1950","accepted"
"taxon-49-Piper_poiteanum","Piper poiteanum","Steud.","species","","","Piper","Nomencl. Bot. ed. 2. 2 342 1841","accepted"
"taxon-50-Piper_pulleanum","Piper pulleanum","Yunck.","species","","","Piper","Trel. & Yunck. Piperac. N. South Amer. 323 1950","accepted"
"taxon-51-Piper_remotinervium","Piper remotinervium","Görts","species","","","Piper","Blumea 50 372 2005","accepted"
"taxon-52-Piper_reticulatum","Piper reticulatum","L.","species","","","Piper","Sp. Pl. 29 1753","accepted"
"taxon-53-Piper_rudgeanum","Piper rudgeanum","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 373 1869","accepted"
"taxon-54-Piper_rupununianum","Piper rupununianum","Trel. & Yunck.","species","","","Piper","Piperac. N. South Amer. 303 f. 268 1950","accepted"
"taxon-55-Piper_salicifolium","Piper salicifolium","Vahl","species","","","Piper","Enum. Pl. 1 312 1804","accepted"
"taxon-56-Piper_trichoneuron","Piper trichoneuron","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 281 1869","accepted"
"taxon-57-Piper_tuberculatum","Piper tuberculatum","Jacq.","species","","","Piper","Icon. Pl. Rar. 2 2 t. 211 1795","accepted"
"taxon-58-Piper_wachenheimii","Piper wachenheimii","Trel.","species","","","Piper","Bull. Misc. Inform. Kew 1933 339 1933","accepted"
"taxon-Peperomia_schomburgkii","Peperomia schomburgkii","C. DC.","species","","","Peperomia","A. DC. Prodr. 16 1 395 1869","accepted"
"taxon-Piper_angremondii","Piper angremondii","C. DC.","species","","","Piper","Schinz Vierteljahrsschr. Naturf. Ges. Zürich 60 431 1915","accepted"
"taxon-Piper_laevigatum","Piper laevigatum","Kunth","species","","","Piper","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 1 56 1816","accepted"
"taxon-Piper_microstachyon","Piper microstachyon","Vahl","species","","","Piper","Eclog. Amer. 2 3 1798","accepted"
"taxon-Piper_modestum","Piper modestum","C. DC.","species","","","Piper","A. DC. Prodr. 16 1 275 1869","accepted"
"taxon-Piper_purpurascens","Piper purpurascens","Desf.","species","","","Piper","Cat. Pl. Hort. Reg. Paris. 414 1829","accepted"
"taxon-schlechtendahlianum","schlechtendahlianum","C. DC.","species","","","","A. DC. Prodr. 16 1 324 1869","accepted"
