"taxonID","description"
"taxon-9-PIPERACEAE","Herbs, shrubs or treelets, sometimes scandent, rarely lianas. Leaves simple, alternate, opposite or in whorls; stipules absent or present; prophyll often present, sometimes enclosing shoot-apex. Inflorescences terminal , axillary, or leaf-opposed spikes with minute flowers, solitary or few together, or occasionally spikes arranged in panicles or umbels. Flowers sessile, usually bisexual, without calyx or corolla, subtended by a floral bract; stamens 1-6; ovary sessile or stipitate, 1-locular with 1 ovule, stigmas 1-4. Fruits small drupes or nuts. Fruits are said to be dispersed by bats or epizoochorous."
"taxon-1-PEPEROMIA","Small epiphytic, epilithic, or terrestrial, succulent herbs, creeping, prostrate, hanging, ascending or erect. Leaves alternate, opposite or in whorls or 3-7 per node; pinnately or palmately veined. Inflorescences terminal, leaf-opposed or axillary spikes , solitary or few together, occasionally paniculate; flowers numerous, loosely or less often densely arranged, sometimes partly sunken in the rachis; rachis glabrous (but hairy in P. tetraphylla); floral bracts peltate, mainly rounded, glabrous, often glandular. Stamens 2, filaments short, anthers 2-locular; ovary with 1 style and stigma, or stigma sessile. Fruits minute nuts or drupes (“berries”), (sub)basely or laterally attached, sessile or somewhat stipitate when mature, occasionally somewhat sunken in rachis, smooth or sticky, globose, ellipsoid or cylindrical, apex obliquely scutellate or truncate, with or without a slender beak, stigma apical, central or at base of beak."
"taxon-1-Peperomia_alata","Epiphytic, epilithic or terrestrial, glabrous herb. Stem ascending, 10-40 cm long ; internodes winged or ridged below nodes, green or reddish. Leaves alternate; petiole 0.3-3 cm long , deeply grooved or winged; blade fleshy membranous or coriaceous , green above, often reddish brown beneath, elliptic or broadly elliptic or ovate , 4.5-13 x 2-5 cm , margin may be ciliate towards apex, apex acuminate, base acute, glabrous; 3-5(-7)-pli- or palmately veined. Inflorescence terminal or axillary , single or few together, erect ; peduncle not slender, 0.3-1.5 cm long , green; spike 6-14 cm long , yellow; floral bracts rounded, glabrous, slightly glandular. Fruits laterally attached, globose-ovoid, reddish brown, apex oblique with subapical stigma."
"taxon-2-Peperomia_angustata","Terrestrial, epiphytic or epilithic herb, erect, creeping or ascending, rooting at nodes. Stem glabrous, 30-100 cm long , green or reddish. Leaves in whorls of (2-)3-4(-5), basely attached; petiole 0.2-1.5 cm long , glabrous; blade fleshy to coriaceous , rhombic to elliptic or oblanceolate , 2-6(-9) x 1-3(-4) cm , apex acute or acuminate, base acutish to cuneate, glabrous; palmately 3(-5)-veined. Inflorescence single, terminal , erect ; peduncle slender, 2-3 cm long , glabrous or minutely pubescent, red; spike 10-16 cm long , moderately to densely flowered; floral bracts rounded to oblong, slightly glandular. Fruits basely attached, ovoid to globose, beaked, blackish, often verruculose, apex obliquely scutellate, stigma apical."
"taxon-3-Peperomia_blanda","Terrestrial, epiphytic or epilithic herb, erect or ascending from rooting base. Stem villous, often fuscous, green or reddish, 10-20(-60) cm long . Leaves opposite or in whorls of 3-7 (sometimes dimorphic), basely attached; petiole 0.2-1(-1.8) cm long , pubescent; blade slightly fleshy , elliptic, narrowly elliptic, or obovate, often rhombic , 2-8 x 0.8-4 cm , margin ciliate, apex acute or somewhat acuminate, base acute, pubescent usually on both sides; palmately 3(-5)-veined. Inflorescence terminal or axillary , single or few together; peduncle 0.7-3.2 cm long , pubescent or crisp-pubescent; spike 2.5-15 cm long , green, densely to laxly flowered; floral bracts rounded, glandular. Fruits subbasely attached, globose to ovoid, more or less verruculose, brown, apex oblique with subapical stigma."
"taxon-4-Peperomia_delascioi","Terrestrial herb, non-creeping, suberect or ascending up to 9 cm , not rooting at nodes. Stem minutely hirtellous (spreading hairs 0.1 mm long ); upper internodes 4-10 mm long . Uppermost leaves opposite, the others alternate; petiole 0.3-0.8 cm long , minutely hirtellous; blade basely attached or slightly peltate, fleshy-membranous , oblately suborbicular , 0.5-0.8 x 0.5-1 cm , margin not ciliate, apex emarginate with some hairs at notch, base rounded or subtruncate, glabrous above, minutely hirtellous at base below; palmately 3-5-veined. Inflorescence terminal opposite the uppermost leaves , erect , solitary; peduncle 0.3-0.5(-2) cm long , minutely hirtellous, without bracts; spike with scattered flowers, 0.6-3 cm long ; floral bracts rounded, umbonate with pale margin, 0.3 mm in diam. ; rachis glabrous. Fruits stipitate pale brown, smooth, oblong-ellipsoid, 1-1.1 x 0.5 mm , crowned with a persistent, conic style, stigma apical, mammiform."
"taxon-5-Peperomia_emarginella","Epiphytic or epilithic, or epiphyllous herb, creeping and rooting at nodes, glabrous or sparsely villous. Leaves alternate, basely attached; petiole 0.1-0.5 cm long , often red, glabrous or with sparse hairs; blade slightly fleshy , bright green, orbicular or subreniform , 0.15-0.6 cm in diam. , margin somewhat ciliate, apex emarginate, base rounded or truncate, glabrous or with a few hairs; obsoletely palmately 3-veined. Inflorescence terminal , single, erect ; peduncle slender, to 1 cm long , pinkish; spike to 1.5 cm long , laxly flowered; floral bracts sub-orbicular to oblong. Fruits basely attached (according to Steyermark, on a short stipe), ellipsoid, ca. 1 mm long with apical stigma ."
"taxon-6-Peperomia_galioides","Terrestrial, epilithic or epiphytic, cespitose herb. Stem minutely pubescent to glabrous, 10-80 cm long , green or green with red spots or reddish. Leaves in whorls of 1-4(-9), basely attached; petiole to 0.3 cm long , minutely pubescent; blade fleshy to subcoriaceous , narrowly spathulate, narrowly elliptic or narrowly oblanceolate, larger towards apex of stem , 0.5-3.0 x 0.2-0.6 cm , ciliate towards obtuse apex, base acutish, glabrous; venation slightly obvious, palmately 3-veined. Inflorescence terminal or axillary , often in groups of 2-5; peduncle not slender, 0.2-1.2 cm long , minutely pubescent to glabrous, winged, green; spike up to 15 cm long , pale yellow to green, laxly flowered; floral bracts rounded, glandular. Fruits subbasely attached, globose, brown, apex oblique with subapical stigma."
"taxon-7-Peperomia_glabella","Epiphytic, stoloniferous herb, strongly glandular dotted, erect, hanging, prostrate or ascending. Stem to 15 cm long , green or reddish, glabrous, except for lines of hairs decurrent from nodes. Leaves basely attached, alternate; petiole 0.5-1(-2.5) cm long , usually ciliate with 2 rows of hairs; blade fleshy to membranous , densely black-glandular (when dried), narrowly ovate or ovate , 1.5-8(-11) x 0.5-3.5(-5) cm , margin ciliate near apex, apex acute to acuminate, base acute to acuminate, sometimes subobtuse, glabrous; venation obvious, pli- or palmately 3-5-veined. Inflorescence terminal , single, or several in upper leaf axils, erect to pendent ; peduncle 0.5-1.5 cm long , glabrous, black-glandular; spike to 16 cm long , moderately densely flowered, flowers distinctly separate; floral bracts rounded, glabrous and black-glandular. Fruits laterally attached, globose, reddish brown, apex oblique with subapical stigma."
"taxon-8-Peperomia_gracieana","Epiphytic, terrestrial or epilithic herb, creeping and rooting at nodes. Stem glabrous, 40 cm long , whitish green. Leaves alternate, distinctly peltate; petiole 1-5(-10) cm long , glabrous; blade fleshy in vivo, membranous almost transparent when dried , broadly elliptic to orbicular , 1-4.5 x 1-3.5 cm , apex rounded, base rounded, pilose with erect trichomes on upper surface; venation obvious in dried state, veins 6-8 from base. Inflorescence single, axillary ; peduncle slender, 1.5-1.7 cm long , glabrous, green; spike laxly flowered, 4-6 cm long , green; floral bracts rounded, glabrous. Young fruits flat at apex, green, mature fruits not yet collected."
"taxon-9-Peperomia_haematolepis","Epiphytic, glabrous herb. Stem ascending. Leaves alternate; petiole not grooved or winged, 0.5-1.5 cm long ; blade ellipic to obovate (to broadly ovate in extra-Guianan specimens) , 4.5 x 3-4 cm , apex rounded or emarginate, base cuneate; pinnately veined veins branching off in lower part of primary vein, may be obsolete when dried. Inflorescence terminal , single, erect ; peduncle not slender, 3.5-5 cm long , glabrous or minutely puberulent; spike 2-5 cm long , reddish; floral bracts rounded, glandular. Fruits ellipsoid or ovoid narrowing into slender beak, with curved tip, stigma at base of beak."
"taxon-10-Peperomia_hernandiifolia","Epiphytic, terrestrial or epilithic herb, creeping. Stem to 0.4 cm thick when dried , retrorsely minutely crisp-pubescent, green and reddish. Leaves alternate, distinctly peltate; petiole attached 1-3 cm from base , 3-11(-16) cm long , minutely pubescent, glabrescent; blade coriaceous or subcoriaceous , narrowly ovate, ovate or almost orbicular , 4.5-8(-12) x 3-5.5(-8) cm , margin somewhat ciliate, apex acuminate, base rounded, minutely pubescent, glabrescent; veins 9-11 arising from base. Inflorescence terminal or axillary , solitary; peduncle not slender, 1.5-5.5 cm long , minutely pubescent, green; spike 3-5 cm long , densely flowered; floral bracts rounded, glabrous, glandular. Fruits basely attached, ellipsoid, reddish brown, apex with slender beak and stigma at base of beak."
"taxon-11-Peperomia_lancifolia","Terrestrial, epilithic or epiphytic herb, erect or ascending and rooting at decumbent base. Stem glabrous, 10-34 cm long , green or reddish. Leaves basely attached, alternate; petiole 0.5-1 cm long , glabrous, narrowly winged; blade fleshy and membranous , narrowly elliptic or narrowly oblanceolate , (3.5-)7-17 x (0.7-)1-3 cm , somewhat ciliate towards apex, apex acuminate, base acute, decurrent into petiole, glabrous; pinnately 7-11-veined. Inflorescence terminal or in upper leaf axils , solitary, bifurcate or once-branched; common peduncle green, not slender, 2-6 cm long , lateral branches 0.5-1.3 cm long , with linear-(ob)lanceolate, cadoucous bracts; spike densely flowered, erect, 4-11 cm long , whitish or yellowish green; floral bracts rounded, glabrous, glandular. Fruits basely attached, narrowly cylindrical, brown, apex with short beak and subapical stigma."
"taxon-11-Peperomia_lancifolia","Terrestrial, epilithic or epiphytic herb, erect or ascending and rooting at decumbent base. Stem glabrous, 10-34 cm long , green or reddish. Leaves basely attached, alternate; petiole 0.5-1 cm long , glabrous, narrowly winged; blade fleshy and membranous , narrowly elliptic or narrowly oblanceolate , (3.5-)7-17 x (0.7-)1-3 cm , somewhat ciliate towards apex, apex acuminate, base acute, decurrent into petiole, glabrous; pinnately 7-11-veined. Inflorescence terminal or in upper leaf axils , solitary, bifurcate or once-branched; common peduncle green, not slender, 2-6 cm long , lateral branches 0.5-1.3 cm long , with linear-(ob)lanceolate, cadoucous bracts; spike densely flowered, erect, 4-11 cm long , whitish or yellowish green; floral bracts rounded, glabrous, glandular. Fruits basely attached, narrowly cylindrical, brown, apex with short beak and subapical stigma."
"taxon-12-Peperomia_macrostachya","Epiphytic herb, often growing on ants' nests, creeping or hanging and rooting at nodes. Stem glabrous, to 100 cm long , green or green with red nodes. Leaves alternate, basely attached; petiole 0.5-2 cm long , glabrous, ciliate or puberulent, reddish; blade fleshy-coriaceous or subcoriaceous , narrowly elliptic to ovate , 4-11 x 1.5-6 cm , more or less ciliate, apex acute or acuminate, base rounded or cordulate or acutish, glabrous or slightly pubescent, a waxy exudate like small scales or stars is usually present on upper surface; venation obsolete, 7-9-pli-veined. Inflorescence terminal , pendent , few together; peduncle not slender, to 1.5(-3) cm long , glabrous or minutely pubescent or papillose, red or brown; spike to 30 cm long , yellow to green, densely flowered; floral bracts rounded, dentate or fimbriate, glandular. Fruits basely attached, cylindrical, verruculose, brown, apex obliquely scutellate with subapical stigma."
"taxon-13-Peperomia_magnoliifolia","Epiphytic, epilithic or terrestrial herb. Stem erect, creeping or ascending, rooting at nodes, 10-50 cm long , glabrous, green or green with red spots. Leaves alternate, basely attached; petiole 1-7 cm long , more or less laterally winged or grooved, glabrous; blade fleshy , often red-dotted, obovate or elliptic, sometimes even broadly elliptic , 4.5-14 x 2.5-6 cm , apex rounded, obtuse occasionally slightly emarginate to acutish, base cuneately decurrent into petiole, sometimes abruptly contracted, glabrous; venation obvious, ca. 7-pli-veined, or a few veins branching off primary vein or obsolete when dried. Inflorescence terminal , erect , solitary or usually 2(-few) together; peduncle slender (when dried) or not slender, 1-8 cm long , glabrous, green or pinkish; spike to 18 cm long , green, white or yellow, densely flowered; floral bracts rounded, 5-7 mm in diam. , glabrous, glandular. Fruits basely attached, subglobose, verruculose, reddish brown or blackish, gradually tapering into beak, which is slightly hooked at the very tip, stigma at base of beak."
"taxon-14-Peperomia_maguirei","Epiphytic or epilithic herb, erect or ascending from prostrate, rooting base. Stem loosely villous, 10 cm long when fruiting , green or reddish brown. Leaves in whorls of 1-4, basely attached; petiole 0.2-0.6 cm long , loosely villous; blade fleshy coriaceous , sometimes pink below, obovate or somewhat elliptic , 1-3.5 x 0.6-2.3 cm , margin not ciliate, apex rounded to emarginate, base acute, glabrous or loosely villous on upper surface, glabrescent, glabrous below; veins 3, obvious. Inflorescence solitary, terminal , erect ; peduncle 1-2 cm long , villous, green or reddish brown; spike 2-7 cm long , green, densely flowered, rachis hardly ridged; floral bracts rounded, with scariose margin, glabrous, glandular. Fruits not sunken, subbasely attached, globose, green, apex with short, thick style and apical stigma."
"taxon-15-Peperomia_obtusifolia","Epiphytic, epilithic or terrestrial herb. Stem erect, creeping or ascending, rooting at nodes, glabrous, green or green with red spots. Leaves alternate, basely attached; petiole green or green with red spots, 1-6.5 cm long , more or less grooved, minutely pubescent; blade shiny green, pale green below, coriaceous , often with red spots, elliptic, obovate or subspathulate , 4-14.5 x 2.5-6.5 cm , apex rounded, obtuse or emarginate, base cuneate, glabrous; venation obvious or hardly visible, ca, 7-pli-veined, or few veins branching off primary vein. Inflorescence terminal , solitary or few together; both the common peduncle and those of individual spikes bracteate, green or pinkish, slender (when dried) or not slender, together 1-14 cm long , usually minutely pubescent; spikes to 18 cm long , greenish white to yellow, densely flowered; floral bracts rounded, 2-4 mm in diam. , glabrous, glandular. Fruits basely attached, ellipsoid, verruculose, reddish brown or blackish, apex abruptly contracted into slender beak, which is curved or curled at tip, stigma at base of beak."
"taxon-16-Peperomia_ouabianae","Epiphytic or epilithic herb, creeping and rooting at nodes. Stem loosely villous, 3-8 cm long , green to reddish. Leaves alternate; petiole to 0.5 cm long , loosely villous; blade glandular-dotted, oblong-elliptic or oblong-obovate or almost orbicular , 0.5-2 x 0.3-0.9 cm , margin ciliate, apex obtuse, base acute to obtuse, sparsely to densely villous above, less so beneath, or glabrescent; venation obvious, palmately 3-veined. Inflorescence terminal , solitary; peduncle slender, to 1.5 cm long , glabrous or minutely pubescent, green; spike 1.5-5.5 cm long , sparsely to densely flowered; floral bracts rounded, glabrous, glandular. Fruits sessile, ovoid, brown, somewhat verruculose, apex oblique with subapical stigma."
"taxon-17-Peperomia_pellucida","Terrestrial herb, delicate, erect, glabrous, annual. Stem 10-30(-40) cm long , green often reddish tinged. Leaves alternate, basely attached; petiole to 0.3-2.5 cm long , glabrous; blade membranous, often drying translucent , broadly elliptic to deltoid , 1-3.7(-5) x 1-3.5(-5.5) cm , apex acute to obtuse, base rounded, cordulate or truncate; palmately 5-7-veined. Inflorescence terminal , solitary; peduncle slender, to 1 cm long , green; spike 1-6 cm long ; densely flowered; floral bracts rounded, glabrous, minutely glandular. Fruits somewhat stipitate, globose, brown (young, green ones may be finely longitudinally ridged), stigma apical, a short style may be developed."
"taxon-18-Peperomia_pernambucensis","Terrestrial or epiphytic, erect herb, glabrous except for pubescent peduncle. Stem to 5 cm long , green. Leaves alternate, basely attached; petiole to 0.25 cm long ; blade membranous , narrowly elliptic or oblanceolate , 15-30 x 4-12 cm , apex acuminate, base cuneate; venation pinnate with 4-5(-8) lateral pairs of veins. Inflorescence terminal , paniculate; peduncle 5 cm long , densely velvety pubescent, green; spikes 4-8 cm long , green, densely flowered; floral bracts rounded, glabrous, glandular. Fruits basely attached, cylindrical, slightly verrucose, apex truncate with central stigma."
