"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-1-Hernandia_guianensis","sonora","","synonym"
"taxon-1-Hernandia_guianensis","sonora","","synonym"
"taxon-3-Sparattanthelium_wonotoboense","botocudorum","Recueil Trav. Bot. Néerl. 9 138 1912","synonym"
"taxon-3-Sparattanthelium_wonotoboense","botocudorum","","synonym"
"taxon-3-Sparattanthelium_wonotoboense","botocudorum","Mart. Fl. Bras. 5 2 293 1866","synonym"
"taxon-3-Sparattanthelium_wonotoboense","uncigerum","Bot. Jahrb. Syst. 89-1 196 1969","synonym"
"taxon-3-Sparattanthelium_wonotoboense","macusiorum","Lloydia 2 181 1939","synonym"
"taxon-3-Sparattanthelium_wonotoboense","melinonii","Fl. Guyan. Franç. 4 36 1956 (nom. inval.)","synonym"
"taxon-1-PEPEROMIA","Acrocarpidium","Inst. Verslagen Meded. Kon. Ned. Inst. Wetensch. 1842 198 1843","synonym"
"taxon-1-PEPEROMIA","Micropiper","Comm. Phytogr. 32 39 1840","synonym"
"taxon-1-Peperomia_alata","Piper alatum","Enum. Pl. 1 342 1804","synonym"
"taxon-2-Peperomia_angustata","Piper angustatum","Lam. Encycl. Suppl. 4 469 1816","synonym"
"taxon-2-Peperomia_angustata","Peperomia victoriana","A. DC. Prodr. 16 1 449 1869","synonym"
"taxon-3-Peperomia_blanda","Piper blandum","Collectanea 3 211 1791","synonym"
"taxon-5-Peperomia_emarginella","Piper emarginellum","Kongl. Vetensk. Acad. Handl. 1827 56 1827","synonym"
"taxon-6-Peperomia_galioides","Piper galioides","Lam. Encycl. Suppl. 4 470 1816","synonym"
"taxon-7-Peperomia_glabella","Piper glabellum","Prodr. 16 1788","synonym"
"taxon-7-Peperomia_glabella","Micropiper melanostigma","Comm. Phytogr. 51 1840","synonym"
"taxon-7-Peperomia_glabella","Peperomia melanostigma","Syst. Piperac. 90 1843","synonym"
"taxon-7-Peperomia_glabella","Peperomia caulibarbis","Syst. Piperac. 98 1843","synonym"
"taxon-7-Peperomia_glabella","Peperomia velloziana","Linnaea 18 226 1845","synonym"
"taxon-7-Peperomia_glabella","Peperomia melanostigma","A. DC. Prodr. 16 1 409 1869","synonym"
"taxon-7-Peperomia_glabella","Peperomia glabella","Ann. Missouri Bot. Gard. 37 98 1950","synonym"
"taxon-10-Peperomia_hernandiifolia","Piper hernandiifolium","Enum. Pl. 1 344 1804 as ‘hernandifolium’","synonym"
"taxon-10-Peperomia_hernandiifolia","Peperomia choroniana","Trel. & Yunck. Piperac. N. South Amer. 730 1950","synonym"
"taxon-12-Peperomia_macrostachya","Piper macrostachyon","Enum. Pl. 1 341 1804","synonym"
