WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000564422,distribution,EN,"Thailand, India, Ceylon (type), Burma, Andaman, Nicobar, Sudan, Cambodia, Vietnam, Malay Peninsula, Indonesia.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000564422,Forest Herbarium,All rights reserved,"Berrya cordifolia. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 69. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01563,6,1
wfo-0000564428,distribution,EN,"Thailand, India, Burma (type), Vietnam, Cambodia.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000564428,Forest Herbarium,All rights reserved,"Berrya mollis. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 70. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01564,6,1
wfo-0000572659,distribution,EN,"Thailand, Cambodia (type), Vietnam.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000572659,Forest Herbarium,All rights reserved,"Brownlowia emarginata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 13. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01515,6,1
wfo-0000572679,distribution,EN,"Thailand, Burma, North Borneo (type).",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000572679,Forest Herbarium,All rights reserved,"Brownlowia peltata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 14. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01516,6,1
wfo-0000572690,distribution,EN,"Thailand, India (type), Burma, Malay Peninsula, Singapore, Indonesia, Philippines.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000572690,Forest Herbarium,All rights reserved,"Brownlowia tersa. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 12. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01514,6,1
wfo-0000576002,distribution,EN,"Thailand, South China (type), Burma.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000576002,Forest Herbarium,All rights reserved,"Burretiodendron esquirolii. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 56. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01552,6,1
wfo-0000576009,distribution,EN,Endemic to Thailand.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000576009,Forest Herbarium,All rights reserved,"Burretiodendron umbellatum. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 59. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01553,6,1
wfo-0000615146,distribution,EN,"Thailand, Cambodia, Vietnam, Laos, Indonesia (type).",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000615146,Forest Herbarium,All rights reserved,"Colona auriculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 67. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01561,6,1
wfo-0000615151,distribution,EN,"Thailand, Malay Peninsula (type).",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000615151,Forest Herbarium,All rights reserved,"Colona diptera. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 65. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01559,6,1
wfo-0000615154,distribution,EN,"Thailand, Laos.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000615154,Forest Herbarium,All rights reserved,"Colona elobata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 60. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01555,6,1
wfo-0000615157,distribution,EN,"Thailand, India, Bengal (type), Vietnam, Laos.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000615157,Forest Herbarium,All rights reserved,"Colona flagrocarpa. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 64. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01558,6,1
wfo-0000615158,distribution,EN,"Thailand, India, Burma (type), Vietnam, China.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000615158,Forest Herbarium,All rights reserved,"Colona floribunda. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 66. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01560,6,1
wfo-0000615166,distribution,EN,"Thailand, Indonesia (type), Philippines, Malay Peninsula, Laos.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000615166,Forest Herbarium,All rights reserved,"Colona javanica. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 61. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01556,6,1
wfo-0000615185,distribution,EN,"Thailand, Cambodia.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000615185,Forest Herbarium,All rights reserved,"Colona winitii. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 62. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01557,6,1
wfo-0000619993,distribution,EN,"Thailand, China (type), India, Burma, Vietnam, Malay Peninsula, Indonesia, Philippines.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000619993,Forest Herbarium,All rights reserved,"Corchorus aestuans. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 30. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01529,6,1
