WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation,Volume,Part
wfo-0000564422,ver-THA-0000564422.01,liang man (เลียงมัน)(Central),0.0,ref-THA-0000564422,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01563,Forest Herbarium,All rights reserved,"Berrya cordifolia. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 69. Accessed 2021-07-31",6,1
wfo-0000564428,ver-THA-0000564428.01,liang (เลียง)(General),0.0,ref-THA-0000564428,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01564,Forest Herbarium,All rights reserved,"Berrya mollis. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 70. Accessed 2021-07-31",6,1
wfo-0000564428,ver-THA-0000564428.02,cha lao (เฉลา)(Northern),0.0,ref-THA-0000564428,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01564,Forest Herbarium,All rights reserved,"Berrya mollis. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 70. Accessed 2021-07-31",6,1
wfo-0000564428,ver-THA-0000564428.03,po liang (ปอเลียง)(Northern),0.0,ref-THA-0000564428,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01564,Forest Herbarium,All rights reserved,"Berrya mollis. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 70. Accessed 2021-07-31",6,1
wfo-0000564428,ver-THA-0000564428.04,thum thuai (ทุมทวย)(Central),0.0,ref-THA-0000564428,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01564,Forest Herbarium,All rights reserved,"Berrya mollis. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 70. Accessed 2021-07-31",6,1
wfo-0000564428,ver-THA-0000564428.05,po man yai (ปอหมันใหญ่)(Northern),0.0,ref-THA-0000564428,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01564,Forest Herbarium,All rights reserved,"Berrya mollis. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 70. Accessed 2021-07-31",6,1
wfo-0000564428,ver-THA-0000564428.06,yang bai mon (ยางใบมน)(Northern),0.0,ref-THA-0000564428,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01564,Forest Herbarium,All rights reserved,"Berrya mollis. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 70. Accessed 2021-07-31",6,1
wfo-0000564428,ver-THA-0000564428.07,liang na (เลียงนา)(Northern),0.0,ref-THA-0000564428,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01564,Forest Herbarium,All rights reserved,"Berrya mollis. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 70. Accessed 2021-07-31",6,1
wfo-0000572659,ver-THA-0000572659.01,yu (ยู)(Peninsular),0.0,ref-THA-0000572659,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01515,Forest Herbarium,All rights reserved,"Brownlowia emarginata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 13. Accessed 2021-07-31",6,1
wfo-0000572679,ver-THA-0000572679.01,prong (โปรง)(Peninsular),0.0,ref-THA-0000572679,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01516,Forest Herbarium,All rights reserved,"Brownlowia peltata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 14. Accessed 2021-07-31",6,1
wfo-0000572679,ver-THA-0000572679.02,pong (โปง)(Peninsular),0.0,ref-THA-0000572679,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01516,Forest Herbarium,All rights reserved,"Brownlowia peltata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 14. Accessed 2021-07-31",6,1
wfo-0000572679,ver-THA-0000572679.03,nan kleng (นานเกลง)(Peninsular),0.0,ref-THA-0000572679,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01516,Forest Herbarium,All rights reserved,"Brownlowia peltata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 14. Accessed 2021-07-31",6,1
wfo-0000572679,ver-THA-0000572679.04,kheng (เข็ง)(Peninsular),0.0,ref-THA-0000572679,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01516,Forest Herbarium,All rights reserved,"Brownlowia peltata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 14. Accessed 2021-07-31",6,1
