"occurrenceID","taxonID","scientificName","recordedBy","recordNumber","country"
"occ--2859724162266852926","taxon-139-GENTIANACEAE","GENTIANACEAE","","125b","guyana"
"occ-4450925042306550131","taxon-139-GENTIANACEAE","GENTIANACEAE","Bailey, I.W.","199","guyana"
"occ--6461835367208739972","taxon-139-GENTIANACEAE","GENTIANACEAE","Bartlett, A.W.","s.n.","guyana"
"occ-3561473556967241086","taxon-139-GENTIANACEAE","GENTIANACEAE","","s.n.","guyana"
"occ--2504828528110439056","taxon-139-GENTIANACEAE","GENTIANACEAE","","8762","guyana"
"occ-1617071179306101962","taxon-139-GENTIANACEAE","GENTIANACEAE","Boom, B., et al.","7269","guyana"
"occ-6492924171779376351","taxon-139-GENTIANACEAE","GENTIANACEAE","","7275","guyana"
"occ-2342382783690345838","taxon-139-GENTIANACEAE","GENTIANACEAE","","7556","guyana"
"occ-760160882353169265","taxon-139-GENTIANACEAE","GENTIANACEAE","","7585","guyana"
"occ--6816088612140344115","taxon-139-GENTIANACEAE","GENTIANACEAE","","8062","guyana"
"occ--3437663503169972130","taxon-139-GENTIANACEAE","GENTIANACEAE","","8920","guyana"
"occ--660954917416614678","taxon-139-GENTIANACEAE","GENTIANACEAE","","8922","guyana"
"occ-2132776049333860328","taxon-139-GENTIANACEAE","GENTIANACEAE","","8927","guyana"
"occ-8157216250496207088","taxon-139-GENTIANACEAE","GENTIANACEAE","","8996","guyana"
"occ--4745937185406757391","taxon-139-GENTIANACEAE","GENTIANACEAE","","9117","guyana"
"occ-6434964434787475311","taxon-139-GENTIANACEAE","GENTIANACEAE","","9276","guyana"
"occ--2120118325168498948","taxon-139-GENTIANACEAE","GENTIANACEAE","","9297","guyana"
"occ--5187404109535076549","taxon-139-GENTIANACEAE","GENTIANACEAE","Boyan, J.","61","guyana"
"occ-6456712259566710127","taxon-139-GENTIANACEAE","GENTIANACEAE","Boyan, R.","163","guyana"
"occ-8089069593855777054","taxon-139-GENTIANACEAE","GENTIANACEAE","Cardona, F.","1880","guyana"
"occ--402614819656305205","taxon-139-GENTIANACEAE","GENTIANACEAE","Chanderbali, A., et al.","84","guyana"
"occ-7949697550047205710","taxon-139-GENTIANACEAE","GENTIANACEAE","Clarke, H.D., et al.","154","guyana"
"occ-2495796349690288466","taxon-139-GENTIANACEAE","GENTIANACEAE","","256","guyana"
"occ--1378103031923566729","taxon-139-GENTIANACEAE","GENTIANACEAE","","499","guyana"
"occ--8969237721162168066","taxon-139-GENTIANACEAE","GENTIANACEAE","","505","guyana"
"occ--72258406357096802","taxon-139-GENTIANACEAE","GENTIANACEAE","","520","guyana"
"occ--1828582621998695476","taxon-139-GENTIANACEAE","GENTIANACEAE","","653","guyana"
"occ-1300136426347403174","taxon-139-GENTIANACEAE","GENTIANACEAE","","743","guyana"
"occ-8109534874230107215","taxon-139-GENTIANACEAE","GENTIANACEAE","","937","guyana"
"occ-7767051295760099942","taxon-139-GENTIANACEAE","GENTIANACEAE","","1050","guyana"
"occ--4659632441952043900","taxon-139-GENTIANACEAE","GENTIANACEAE","","1131","guyana"
"occ-7470079199874630303","taxon-139-GENTIANACEAE","GENTIANACEAE","","1717","guyana"
"occ-8051438237730155619","taxon-139-GENTIANACEAE","GENTIANACEAE","","1730","guyana"
"occ-1242129818004953770","taxon-139-GENTIANACEAE","GENTIANACEAE","","2555","guyana"
"occ-5681474006741041278","taxon-139-GENTIANACEAE","GENTIANACEAE","","2621","guyana"
"occ-7624642574388614164","taxon-139-GENTIANACEAE","GENTIANACEAE","","2949","guyana"
"occ-112195506474567788","taxon-139-GENTIANACEAE","GENTIANACEAE","","2959","guyana"
"occ-7268891439842468525","taxon-139-GENTIANACEAE","GENTIANACEAE","","3459","guyana"
"occ--8625005693124840116","taxon-139-GENTIANACEAE","GENTIANACEAE","","4266","guyana"
"occ-8247672269387137053","taxon-139-GENTIANACEAE","GENTIANACEAE","","5423","guyana"
"occ-7959417297439393096","taxon-139-GENTIANACEAE","GENTIANACEAE","","5560","guyana"
"occ-4994437769282140360","taxon-139-GENTIANACEAE","GENTIANACEAE","","5631","guyana"
"occ--5628897295458517544","taxon-139-GENTIANACEAE","GENTIANACEAE","","5730","guyana"
"occ-5813131547488896563","taxon-139-GENTIANACEAE","GENTIANACEAE","","6105","guyana"
"occ--2700600911984799042","taxon-139-GENTIANACEAE","GENTIANACEAE","","6432","guyana"
"occ-4278087309205020315","taxon-139-GENTIANACEAE","GENTIANACEAE","","6833","guyana"
"occ-1175849231153202848","taxon-139-GENTIANACEAE","GENTIANACEAE","","7064","guyana"
"occ--7376401574632401308","taxon-139-GENTIANACEAE","GENTIANACEAE","","7286","guyana"
"occ-4544810829691872470","taxon-139-GENTIANACEAE","GENTIANACEAE","","7426","guyana"
"occ--8225761698075400339","taxon-139-GENTIANACEAE","GENTIANACEAE","","7446","guyana"
"occ-8234758335941680589","taxon-139-GENTIANACEAE","GENTIANACEAE","","8082","guyana"
"occ-8471986669305744866","taxon-139-GENTIANACEAE","GENTIANACEAE","","9023","guyana"
"occ-2935457724007015587","taxon-139-GENTIANACEAE","GENTIANACEAE","","9224","guyana"
"occ--447575137676628145","taxon-139-GENTIANACEAE","GENTIANACEAE","","9249","guyana"
"occ--4450181335420620268","taxon-139-GENTIANACEAE","GENTIANACEAE","","9322","guyana"
"occ-4469043482867465164","taxon-139-GENTIANACEAE","GENTIANACEAE","","9364","guyana"
"occ-5621701739131187205","taxon-139-GENTIANACEAE","GENTIANACEAE","","9470","guyana"
"occ-5177749938680296084","taxon-139-GENTIANACEAE","GENTIANACEAE","","9553","guyana"
"occ-3655050985334068689","taxon-139-GENTIANACEAE","GENTIANACEAE","","9554","guyana"
"occ--2833799295019416003","taxon-139-GENTIANACEAE","GENTIANACEAE","","9759","guyana"
"occ-2904726043569329691","taxon-139-GENTIANACEAE","GENTIANACEAE","","9902","guyana"
"occ-983485800746205030","taxon-139-GENTIANACEAE","GENTIANACEAE","","10167","guyana"
"occ--4323400128830526415","taxon-139-GENTIANACEAE","GENTIANACEAE","","10226","guyana"
"occ--5847977197011508548","taxon-139-GENTIANACEAE","GENTIANACEAE","","10817","guyana"
"occ--1976278099150377448","taxon-139-GENTIANACEAE","GENTIANACEAE","","10878","guyana"
"occ-420269793916710673","taxon-139-GENTIANACEAE","GENTIANACEAE","","11005","guyana"
"occ-8268982905384231261","taxon-139-GENTIANACEAE","GENTIANACEAE","","11624","guyana"
"occ--6185189574754168382","taxon-139-GENTIANACEAE","GENTIANACEAE","","11682","guyana"
"occ--7416513871477644097","taxon-139-GENTIANACEAE","GENTIANACEAE","","12164","guyana"
"occ--5019875558758335747","taxon-139-GENTIANACEAE","GENTIANACEAE","Cook, C.D.K.","47","guyana"
"occ--799305702193583576","taxon-139-GENTIANACEAE","GENTIANACEAE","","131","guyana"
"occ--7651473047275458429","taxon-139-GENTIANACEAE","GENTIANACEAE","Cooper, A.","s.n.","guyana"
"occ--8214369215016932866","taxon-139-GENTIANACEAE","GENTIANACEAE","","15","guyana"
"occ--617601084077359938","taxon-139-GENTIANACEAE","GENTIANACEAE","","16","guyana"
"occ--2821377022505928151","taxon-139-GENTIANACEAE","GENTIANACEAE","","268","guyana"
"occ--8773234497770107807","taxon-139-GENTIANACEAE","GENTIANACEAE","","333","guyana"
"occ-6109406552903300830","taxon-139-GENTIANACEAE","GENTIANACEAE","","344","guyana"
"occ--5343206582870459110","taxon-139-GENTIANACEAE","GENTIANACEAE","","369","guyana"
"occ-3335649712341678062","taxon-139-GENTIANACEAE","GENTIANACEAE","","393","guyana"
"occ-3329720947663540266","taxon-139-GENTIANACEAE","GENTIANACEAE","","411","guyana"
"occ--8026222131248456311","taxon-139-GENTIANACEAE","GENTIANACEAE","Cowan, R.S., et al.","1729","guyana"
"occ-2758842046390530809","taxon-139-GENTIANACEAE","GENTIANACEAE","","1774","guyana"
"occ-2546060715152945967","taxon-139-GENTIANACEAE","GENTIANACEAE","","1787","guyana"
"occ--4605684641946068929","taxon-139-GENTIANACEAE","GENTIANACEAE","Cox, D.I. & E.A. Hubbard","43","guyana"
"occ--8353823797793041633","taxon-139-GENTIANACEAE","GENTIANACEAE","Cruz, J.S. de la","1039","guyana"
"occ-3685973604664403555","taxon-139-GENTIANACEAE","GENTIANACEAE","","1620","guyana"
"occ-7647776990309947435","taxon-139-GENTIANACEAE","GENTIANACEAE","","1982","guyana"
"occ--369736269299181395","taxon-139-GENTIANACEAE","GENTIANACEAE","","1982b","guyana"
"occ-9157355490045306337","taxon-139-GENTIANACEAE","GENTIANACEAE","","2067","guyana"
"occ-8454151453384863938","taxon-139-GENTIANACEAE","GENTIANACEAE","","2088","guyana"
"occ-534439650550474225","taxon-139-GENTIANACEAE","GENTIANACEAE","","2102","guyana"
"occ--2661739029593195707","taxon-139-GENTIANACEAE","GENTIANACEAE","","2226","guyana"
"occ--6497154769267681328","taxon-139-GENTIANACEAE","GENTIANACEAE","","2336","guyana"
"occ--6091747676699323755","taxon-139-GENTIANACEAE","GENTIANACEAE","","2433","guyana"
"occ--8529056075699490465","taxon-139-GENTIANACEAE","GENTIANACEAE","","2466","guyana"
"occ--4541041649380182198","taxon-139-GENTIANACEAE","GENTIANACEAE","","2498","guyana"
"occ--8782175586700990238","taxon-139-GENTIANACEAE","GENTIANACEAE","","2942","guyana"
"occ-2481102962987903084","taxon-139-GENTIANACEAE","GENTIANACEAE","","2321","guyana"
"occ-721321829507719158","taxon-139-GENTIANACEAE","GENTIANACEAE","","3259","guyana"
"occ--7035623375495130578","taxon-139-GENTIANACEAE","GENTIANACEAE","","3481","guyana"
"occ--2548955872139194957","taxon-139-GENTIANACEAE","GENTIANACEAE","","3683","guyana"
"occ--6419130735762658726","taxon-139-GENTIANACEAE","GENTIANACEAE","","3705","guyana"
"occ--3933902858171129781","taxon-139-GENTIANACEAE","GENTIANACEAE","","3979","guyana"
"occ-6845445708306700553","taxon-139-GENTIANACEAE","GENTIANACEAE","","4181","guyana"
"occ--2273944032242393554","taxon-139-GENTIANACEAE","GENTIANACEAE","","4248","guyana"
"occ-4725192941561300377","taxon-139-GENTIANACEAE","GENTIANACEAE","","4308","guyana"
"occ-5013140951202933047","taxon-139-GENTIANACEAE","GENTIANACEAE","","4371","guyana"
"occ--3369497055113299073","taxon-139-GENTIANACEAE","GENTIANACEAE","","4454","guyana"
"occ-2070794272085349875","taxon-139-GENTIANACEAE","GENTIANACEAE","Davis, D.H.","32","guyana"
"occ-662936501473535329","taxon-139-GENTIANACEAE","GENTIANACEAE","","34","guyana"
"occ--7011339467259266059","taxon-139-GENTIANACEAE","GENTIANACEAE","","129","guyana"
"occ-4716006900284394037","taxon-139-GENTIANACEAE","GENTIANACEAE","","139","guyana"
"occ--876943263153231793","taxon-139-GENTIANACEAE","GENTIANACEAE","","149","guyana"
"occ-1272978059248447468","taxon-139-GENTIANACEAE","GENTIANACEAE","","360","guyana"
"occ--3533068546114844254","taxon-139-GENTIANACEAE","GENTIANACEAE","","361","guyana"
"occ-6816989355818914112","taxon-139-GENTIANACEAE","GENTIANACEAE","","363","guyana"
"occ--8603186483852011252","taxon-139-GENTIANACEAE","GENTIANACEAE","","372","guyana"
"occ--2562443121477651532","taxon-139-GENTIANACEAE","GENTIANACEAE","","756","guyana"
"occ--8047732140490474707","taxon-139-GENTIANACEAE","GENTIANACEAE","","770","guyana"
"occ-4529224879230371145","taxon-139-GENTIANACEAE","GENTIANACEAE","","777","guyana"
"occ-9076815765495268531","taxon-139-GENTIANACEAE","GENTIANACEAE","","857","guyana"
"occ--3943920273639817938","taxon-139-GENTIANACEAE","GENTIANACEAE","Davis, T.A.W.","s.n.","guyana"
"occ--5024836219723841635","taxon-139-GENTIANACEAE","GENTIANACEAE","","49","guyana"
"occ--7011339467259266059","taxon-139-GENTIANACEAE","GENTIANACEAE","","129","guyana"
"occ--8603186483852011252","taxon-139-GENTIANACEAE","GENTIANACEAE","","372","guyana"
"occ-3893316357903019812","taxon-139-GENTIANACEAE","GENTIANACEAE","","1020","guyana"
"occ-2583813633034547169","taxon-139-GENTIANACEAE","GENTIANACEAE","Dorsett, C.D., et al.","4","guyana"
"occ--6557120243511656302","taxon-139-GENTIANACEAE","GENTIANACEAE","Edwards, P.J.","1349","guyana"
"occ-4748510746499369732","taxon-139-GENTIANACEAE","GENTIANACEAE","Ehringhaus, C.","107","guyana"
"occ--6712743563867709658","taxon-139-GENTIANACEAE","GENTIANACEAE","Ek, R.C., et al.","258","guyana"
"occ--8634701631324841315","taxon-139-GENTIANACEAE","GENTIANACEAE","","739","guyana"
"occ--75672285804476239","taxon-139-GENTIANACEAE","GENTIANACEAE","","846","guyana"
"occ-6679241598348894221","taxon-139-GENTIANACEAE","GENTIANACEAE","","862","guyana"
"occ-7628121658306684425","taxon-139-GENTIANACEAE","GENTIANACEAE","","875","guyana"
"occ-6330321125913492199","taxon-139-GENTIANACEAE","GENTIANACEAE","","913","guyana"
"occ--1347734314584377411","taxon-139-GENTIANACEAE","GENTIANACEAE","","921","guyana"
"occ--7494299750262342365","taxon-139-GENTIANACEAE","GENTIANACEAE","","922","guyana"
"occ-7332405355810067299","taxon-139-GENTIANACEAE","GENTIANACEAE","","1130","guyana"
"occ-3121493290990502109","taxon-139-GENTIANACEAE","GENTIANACEAE","Evans, G.B.","9","guyana"
"occ-6419583113921502807","taxon-139-GENTIANACEAE","GENTIANACEAE","","10","guyana"
"occ-5835358401730007990","taxon-139-GENTIANACEAE","GENTIANACEAE","Fanshawe, D.B.","8","guyana"
"occ-6559838654593157602","taxon-139-GENTIANACEAE","GENTIANACEAE","","75A","guyana"
"occ-5103433771335994775","taxon-139-GENTIANACEAE","GENTIANACEAE","","243","guyana"
"occ--8507513070765357566","taxon-139-GENTIANACEAE","GENTIANACEAE","","813","guyana"
"occ--4700714493572752067","taxon-139-GENTIANACEAE","GENTIANACEAE","","861","guyana"
"occ-3893316357903019812","taxon-139-GENTIANACEAE","GENTIANACEAE","","1020","guyana"
"occ-8576010361117793015","taxon-139-GENTIANACEAE","GENTIANACEAE","","1374","guyana"
"occ-7757072108478965899","taxon-139-GENTIANACEAE","GENTIANACEAE","","1696","guyana"
"occ--1182264812041914619","taxon-139-GENTIANACEAE","GENTIANACEAE","","1967","guyana"
"occ-2105032342986394549","taxon-139-GENTIANACEAE","GENTIANACEAE","","2003","guyana"
"occ-7298148907097878590","taxon-139-GENTIANACEAE","GENTIANACEAE","","2986","guyana"
"occ-373869828177119134","taxon-139-GENTIANACEAE","GENTIANACEAE","Feuillet, C.","1624","guyana"
"occ-166906276126693693","taxon-139-GENTIANACEAE","GENTIANACEAE","","1626","guyana"
"occ--7368802138684452837","taxon-139-GENTIANACEAE","GENTIANACEAE","Field, H.","s.n.","guyana"
"occ-5729988265555517955","taxon-139-GENTIANACEAE","GENTIANACEAE","Forbes, E.S., et al.","301","guyana"
"occ--5894534620895899150","taxon-139-GENTIANACEAE","GENTIANACEAE","Forest Dept. British Guiana","296","guyana"
"occ--7467680411708407581","taxon-139-GENTIANACEAE","GENTIANACEAE","","2120","guyana"
"occ-4934045488226441819","taxon-139-GENTIANACEAE","GENTIANACEAE","","2368","guyana"
"occ--8200646387073478933","taxon-139-GENTIANACEAE","GENTIANACEAE","","2542","guyana"
"occ--4645320474084866985","taxon-139-GENTIANACEAE","GENTIANACEAE","","2547","guyana"
"occ-2754421388554105813","taxon-139-GENTIANACEAE","GENTIANACEAE","","2594","guyana"
"occ-8008841674393163674","taxon-139-GENTIANACEAE","GENTIANACEAE","","2674","guyana"
"occ-1669239459587872386","taxon-139-GENTIANACEAE","GENTIANACEAE","","2674A","guyana"
"occ--7603721810469919391","taxon-139-GENTIANACEAE","GENTIANACEAE","","2771","guyana"
"occ-5672025920829073803","taxon-139-GENTIANACEAE","GENTIANACEAE","","2779","guyana"
"occ-2509942101776646500","taxon-139-GENTIANACEAE","GENTIANACEAE","","2979","guyana"
"occ--1799060676405352359","taxon-139-GENTIANACEAE","GENTIANACEAE","","3323","guyana"
"occ-7859433777117753354","taxon-139-GENTIANACEAE","GENTIANACEAE","","3549","guyana"
"occ--6738892186812979444","taxon-139-GENTIANACEAE","GENTIANACEAE","","3597","guyana"
"occ--3184728005235519178","taxon-139-GENTIANACEAE","GENTIANACEAE","","4110","guyana"
"occ-2676177983706184222","taxon-139-GENTIANACEAE","GENTIANACEAE","","4432","guyana"
"occ--1784503109597895522","taxon-139-GENTIANACEAE","GENTIANACEAE","","4703","guyana"
"occ--1616392075491994902","taxon-139-GENTIANACEAE","GENTIANACEAE","","4739","guyana"
"occ--9053177175756953891","taxon-139-GENTIANACEAE","GENTIANACEAE","","5335","guyana"
"occ--9213744417183327465","taxon-139-GENTIANACEAE","GENTIANACEAE","","6164","guyana"
"occ--1430495880229866095","taxon-139-GENTIANACEAE","GENTIANACEAE","","6178","guyana"
"occ--1621139446914152342","taxon-139-GENTIANACEAE","GENTIANACEAE","","6209","guyana"
"occ--1621139446914152342","taxon-139-GENTIANACEAE","GENTIANACEAE","","6209","guyana"
"occ--612732013131248799","taxon-139-GENTIANACEAE","GENTIANACEAE","","6762","guyana"
"occ--8276921268980791679","taxon-139-GENTIANACEAE","GENTIANACEAE","","7014","guyana"
"occ--5997697229763147303","taxon-139-GENTIANACEAE","GENTIANACEAE","","7655","guyana"
"occ-8067306871306481045","taxon-139-GENTIANACEAE","GENTIANACEAE","","7745","guyana"
"occ--3118234858320073228","taxon-139-GENTIANACEAE","GENTIANACEAE","Gillespie, L.J., et al.","742","guyana"
"occ-5778680985873536721","taxon-139-GENTIANACEAE","GENTIANACEAE","","818","guyana"
"occ--4378497954357968014","taxon-139-GENTIANACEAE","GENTIANACEAE","","962","guyana"
"occ-5794175179298246019","taxon-139-GENTIANACEAE","GENTIANACEAE","","1256","guyana"
"occ-8145948084297577828","taxon-139-GENTIANACEAE","GENTIANACEAE","","1288","guyana"
"occ-1837324997366985123","taxon-139-GENTIANACEAE","GENTIANACEAE","","1492","guyana"
"occ-5933431118839769702","taxon-139-GENTIANACEAE","GENTIANACEAE","","1736","guyana"
"occ-7886365621499603121","taxon-139-GENTIANACEAE","GENTIANACEAE","","1739","guyana"
"occ-7162355677923849314","taxon-139-GENTIANACEAE","GENTIANACEAE","","2504","guyana"
"occ-3606671220978949312","taxon-139-GENTIANACEAE","GENTIANACEAE","","2515","guyana"
"occ-251612408692077921","taxon-139-GENTIANACEAE","GENTIANACEAE","","2717","guyana"
"occ--2196792072358327153","taxon-139-GENTIANACEAE","GENTIANACEAE","","2731","guyana"
"occ-7354731018059240533","taxon-139-GENTIANACEAE","GENTIANACEAE","","2787","guyana"
"occ--8175024815588042809","taxon-139-GENTIANACEAE","GENTIANACEAE","","2861","guyana"
"occ-7624642574388614164","taxon-139-GENTIANACEAE","GENTIANACEAE","","2949","guyana"
"occ--4374823917776643767","taxon-139-GENTIANACEAE","GENTIANACEAE","","3008","guyana"
"occ--5515257051814335262","taxon-139-GENTIANACEAE","GENTIANACEAE","","3020","guyana"
"occ--1054094500940847956","taxon-139-GENTIANACEAE","GENTIANACEAE","Girod, C., et al.","5478","guyana"
"occ-4817951493131345629","taxon-139-GENTIANACEAE","GENTIANACEAE","Gleason, H.A.","56","guyana"
"occ--5743748224362649317","taxon-139-GENTIANACEAE","GENTIANACEAE","","102","guyana"
"occ-2587865383624562936","taxon-139-GENTIANACEAE","GENTIANACEAE","","327","guyana"
"occ-4433016496781274920","taxon-139-GENTIANACEAE","GENTIANACEAE","","628","guyana"
"occ-5793372949442870592","taxon-139-GENTIANACEAE","GENTIANACEAE","","645","guyana"
"occ-2529643928261642790","taxon-139-GENTIANACEAE","GENTIANACEAE","","800","guyana"
"occ-6679241598348894221","taxon-139-GENTIANACEAE","GENTIANACEAE","","862","guyana"
"occ--1006157054898402166","taxon-139-GENTIANACEAE","GENTIANACEAE","Goodland, R.J.A., et al.","256","guyana"
"occ--3195859033341575953","taxon-139-GENTIANACEAE","GENTIANACEAE","","380","guyana"
"occ--2934107796196910810","taxon-139-GENTIANACEAE","GENTIANACEAE","","424","guyana"
"occ-1209117866120600174","taxon-139-GENTIANACEAE","GENTIANACEAE","","450","guyana"
"occ--4355696504696364937","taxon-139-GENTIANACEAE","GENTIANACEAE","","601","guyana"
"occ--4285493247066877641","taxon-139-GENTIANACEAE","GENTIANACEAE","","712","guyana"
"occ--7427725107969796398","taxon-139-GENTIANACEAE","GENTIANACEAE","","771","guyana"
"occ-9195956124816288398","taxon-139-GENTIANACEAE","GENTIANACEAE","","787","guyana"
"occ-3365753626643726407","taxon-139-GENTIANACEAE","GENTIANACEAE","","844","guyana"
"occ-6828269810368013182","taxon-139-GENTIANACEAE","GENTIANACEAE","Görts- van Rijn, A.R.A., et al.","303","guyana"
"occ-4198579641056731784","taxon-139-GENTIANACEAE","GENTIANACEAE","","356","guyana"
"occ-4009624204263783096","taxon-139-GENTIANACEAE","GENTIANACEAE","","434","guyana"
"occ-7803048750306560993","taxon-139-GENTIANACEAE","GENTIANACEAE","","445","guyana"
"occ--2330232090399333696","taxon-139-GENTIANACEAE","GENTIANACEAE","Graham, E.H.","130","guyana"
"occ-5835293913759856883","taxon-139-GENTIANACEAE","GENTIANACEAE","","216","guyana"
"occ--6547632305127076718","taxon-139-GENTIANACEAE","GENTIANACEAE","","486","guyana"
"occ--818936207642680876","taxon-139-GENTIANACEAE","GENTIANACEAE","Graham, V.","X.7","guyana"
"occ-5061215632777289559","taxon-139-GENTIANACEAE","GENTIANACEAE","Grewal, M.S., et al.","118","guyana"
"occ--1795982318575825515","taxon-139-GENTIANACEAE","GENTIANACEAE","Guppy, N.","73","guyana"
"occ--4630297963269353389","taxon-139-GENTIANACEAE","GENTIANACEAE","","640","guyana"
"occ--8817851174954347609","taxon-139-GENTIANACEAE","GENTIANACEAE","Hahn, W., et al.","3842","guyana"
"occ-5613758423243829207","taxon-139-GENTIANACEAE","GENTIANACEAE","","4055","guyana"
"occ-8478331932703514568","taxon-139-GENTIANACEAE","GENTIANACEAE","","4138","guyana"
"occ-5139558400463707403","taxon-139-GENTIANACEAE","GENTIANACEAE","","4512","guyana"
"occ--9109180437397340729","taxon-139-GENTIANACEAE","GENTIANACEAE","","5210","guyana"
"occ-7415360625132077034","taxon-139-GENTIANACEAE","GENTIANACEAE","","5261","guyana"
"occ-3484542098875106350","taxon-139-GENTIANACEAE","GENTIANACEAE","","5439","guyana"
"occ-6756175040247318093","taxon-139-GENTIANACEAE","GENTIANACEAE","","5562","guyana"
"occ--6525850044955887444","taxon-139-GENTIANACEAE","GENTIANACEAE","Harrison, S.G., et al.","558","guyana"
"occ-1379458148868237700","taxon-139-GENTIANACEAE","GENTIANACEAE","","564","guyana"
"occ--5310831547497934555","taxon-139-GENTIANACEAE","GENTIANACEAE","","709","guyana"
"occ-7332405355810067299","taxon-139-GENTIANACEAE","GENTIANACEAE","","1130","guyana"
"occ--1331979986133488689","taxon-139-GENTIANACEAE","GENTIANACEAE","","1345","guyana"
"occ-8285441876400268329","taxon-139-GENTIANACEAE","GENTIANACEAE","","1421","guyana"
"occ--820880944198026747","taxon-139-GENTIANACEAE","GENTIANACEAE","","1431","guyana"
"occ-4186515340456436113","taxon-139-GENTIANACEAE","GENTIANACEAE","Henkel, T.W., et al.","22","guyana"
"occ--1915349713690805786","taxon-139-GENTIANACEAE","GENTIANACEAE","","238","guyana"
"occ--7843899108924258947","taxon-139-GENTIANACEAE","GENTIANACEAE","","281","guyana"
"occ--4630297963269353389","taxon-139-GENTIANACEAE","GENTIANACEAE","","640","guyana"
"occ--8663941486673693964","taxon-139-GENTIANACEAE","GENTIANACEAE","","1404","guyana"
"occ--6821856042808708017","taxon-139-GENTIANACEAE","GENTIANACEAE","","1448","guyana"
"occ-6006529793490411451","taxon-139-GENTIANACEAE","GENTIANACEAE","","1758","guyana"
"occ--2156991229203349094","taxon-139-GENTIANACEAE","GENTIANACEAE","","2220","guyana"
"occ-1610183238626323796","taxon-139-GENTIANACEAE","GENTIANACEAE","","2429","guyana"
"occ-8126982634916401875","taxon-139-GENTIANACEAE","GENTIANACEAE","","2551","guyana"
"occ-6757227670174841534","taxon-139-GENTIANACEAE","GENTIANACEAE","","2775","guyana"
"occ--4337088129808192255","taxon-139-GENTIANACEAE","GENTIANACEAE","","2924","guyana"
"occ--7909412646544321397","taxon-139-GENTIANACEAE","GENTIANACEAE","","3002","guyana"
"occ-6794937685771763548","taxon-139-GENTIANACEAE","GENTIANACEAE","","3372","guyana"
"occ-4639641805003463670","taxon-139-GENTIANACEAE","GENTIANACEAE","","3393","guyana"
"occ-2906838514092354157","taxon-139-GENTIANACEAE","GENTIANACEAE","","3456","guyana"
"occ--1194493385050266445","taxon-139-GENTIANACEAE","GENTIANACEAE","","3550","guyana"
