"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-2-Irlbachia_tatei","Irlbachia tatei","Maguire","species","","","Irlbachia","Mem. New York Bot. Gard. 32 377 1981","accepted"
"taxon-8-MACROCARPAEA","MACROCARPAEA","Gilg","genus","","","MACROCARPAEA","Engler & Prantl Nat. Pflanzenfam. 4 2 94 1895","accepted"
"taxon-1-Macrocarpaea_ayangannae","Macrocarpaea ayangannae","J.R. Grant","species","","","Macrocarpaea","Struwe & Boggan Harvard Pap. Bot. 5 2 493 2001","accepted"
"taxon-9-NEUROTHECA","NEUROTHECA","Salisb. ex Benth. & Hook.f.","genus","","","NEUROTHECA","Gen. Pl. 2 812 1876","accepted"
"taxon-1-Neurotheca_loeselioides","Neurotheca loeselioides","Baill.","species","","","Neurotheca","Hist. Pl. 10 138 1889","accepted"
"taxon-Neurotheca_loeselioides","Neurotheca loeselioides","Baill.","species","","","Neurotheca","","accepted"
"taxon-10-POTALIA","POTALIA","Aubl.","genus","","","POTALIA","Hist. Pl. Guiane 1 394 1775","accepted"
"taxon-1-Potalia_amara","Potalia amara","Aubl.","species","","","Potalia","Hist. Pl. Guian. 1 394 and 3: tab. 151 1775","accepted"
"taxon-2-Potalia_resinifera","Potalia resinifera","Mart.","species","","","Potalia","Nov. Gen. Sp. Pl. 2 90 tab. 170 1826","accepted"
"taxon-11-ROGERSONANTHUS","ROGERSONANTHUS","Maguire & B.M. Boom","genus","","","ROGERSONANTHUS","Mem. New York. Bot. Gard. 51 3 1989","accepted"
"taxon-1-Rogersonanthus_quelchii","Rogersonanthus quelchii","Maguire & B.M. Boom","species","","","Rogersonanthus","Mem. New York. Bot. Gard. 51 4 1989","accepted"
"taxon-12-SCHULTESIA","SCHULTESIA","Mart.","genus","","","SCHULTESIA","Nov. Gen. Sp. Pl. 2 103 1827","accepted"
"taxon-1-Schultesia_benthamiana","Schultesia benthamiana","Klotzsch ex Griseb.","species","","","Schultesia","Linnaea 22 34 1849","accepted"
"taxon-2-Schultesia_brachyptera","Schultesia brachyptera","Cham.","species","","","Schultesia","Linnaea 8 8 1833","accepted"
"taxon-3-Schultesia_guianensis","Schultesia guianensis","Malme","species","","","Schultesia","Ark. Bot. 3 12 9 1904","accepted"
"taxon-4-Schultesia_pohliana","Schultesia pohliana","Progel","species","","","Schultesia","Mart. Fl. Bras. 6 1 205 1865","accepted"
"taxon-5-Schultesia_subcrenata","Schultesia subcrenata","Klotzsch ex Griseb.","species","","","Schultesia","Linnaea 22 34 1849","accepted"
"taxon-13-SIPAPOANTHA","SIPAPOANTHA","Maguire & B.M. Boom","genus","","","SIPAPOANTHA","Mem. New York Bot. Gard. 51 23 1989","accepted"
"taxon-1-Sipapoantha_obtusisepala","Sipapoantha obtusisepala","Lepis","species","","","Sipapoantha","Maas & Struwe Blumea 56 30 2011","accepted"
"taxon-14-SYMBOLANTHUS","SYMBOLANTHUS","G. Don","genus","","","SYMBOLANTHUS","Gen. Hist. 4 175 1837","accepted"
"taxon-1-Symbolanthus_elisabethae","Symbolanthus elisabethae","Gilg","species","","","Symbolanthus","Bot. Jahrb. Syst. 22 340 1896","accepted"
"taxon-15-TACHIA","TACHIA","Aubl.","genus","","","TACHIA","Hist. Pl. Guiane 1 75 1775","accepted"
"taxon-1-Tachia_grandiflora","Tachia grandiflora","Maguire & Weaver","species","","","Tachia","J. Arnold Arbor. 56 117 1975","accepted"
"taxon-2-Tachia_guianensis","Tachia guianensis","Aubl.","species","","","Tachia","Hist. Pl. Guiane 1 75 1775","accepted"
"taxon-3-Tachia_longipes","Tachia longipes","L. Cobb & Maas","species","","","Tachia","Brittonia 50 11-18 1998","accepted"
"taxon-4-Tachia_schomburgkiana","Tachia schomburgkiana","Benth.","species","","","Tachia","Hooker J. Bot. Kew Gard. Misc. 6 204 1854","accepted"
"taxon-5-Tachia_smithii","Tachia smithii","Maguire & Weaver","species","","","Tachia","J. Arnold Arbor. 56 117 1975","accepted"
"taxon-16-TAPEINOSTEMON","TAPEINOSTEMON","Benth.","genus","","","TAPEINOSTEMON","Hooker J. Bot. Kew Gard. Misc. 6 194 1854","accepted"
"taxon-1-Tapeinostemon_spenneroides","Tapeinostemon spenneroides","Benth.","species","","","Tapeinostemon","Hooker J. Bot. Kew Gard. Misc. 6 194 1854","accepted"
"taxon-17-TETRAPOLLINIA","TETRAPOLLINIA","Maguire & B.M. Boom","genus","","","TETRAPOLLINIA","Mem. New York Bot. Gard. 51 31 1989","accepted"
"taxon-18-VOYRIA","VOYRIA","Aubl.","genus","","","VOYRIA","Hist. Pl. Guiane 1 208 1775","accepted"
"taxon-1-Voyria_acuminata","Voyria acuminata","Benth.","species","","","Voyria","Hooker J. Bot. 2 46 1840","accepted"
"taxon-2-Voyria_aphylla","Voyria aphylla","Pers.","species","","","Voyria","Synops. Pl. 284 1805 (as “Vohira”)","accepted"
"taxon-3-Voyria_aurantiaca","Voyria aurantiaca","Splitg.","species","","","Voyria","Tijdschr. Natuurl. Gesch. Physiol. 7 135 tab. 1, fig. 3 1840","accepted"
"taxon-4-Voyria_caerulea","Voyria caerulea","Aubl.","species","","","Voyria","Hist. Pl. Guiane 1 211 1775","accepted"
"taxon-5-Voyria_clavata","Voyria clavata","Splitg.","species","","","Voyria","Tijdschr. Natuurl. Gesch. Physiol. 7 133 tab. 1, fig. 1 1840","accepted"
"taxon-6-Voyria_corymbosa","Voyria corymbosa","Splitg.","species","","","Voyria","Tijdschr. Natuurl. Gesch. Physiol. 7 136 tab. 2, fig. 4 1840","accepted"
"taxon-7-Voyria_flavescens","Voyria flavescens","Griseb.","species","","","Voyria","C. DC. Prodr. 9 85 1845","accepted"
"taxon-8-Voyria_pittieri","Voyria pittieri","L.O. Williams","species","","","Voyria","Fieldiana, Bot. 31 413 1968","accepted"
"taxon-9-Voyria_rosea","Voyria rosea","Aubl.","species","","","Voyria","Hist. Pl. Guiane 1 209 1775","accepted"
"taxon-10-Voyria_spruceana","Voyria spruceana","Benth.","species","","","Voyria","Hooker's J. Bot. Kew Gard. Misc. 6 197 1854","accepted"
"taxon-11-Voyria_tenella","Voyria tenella","Hook.","species","","","Voyria","Bot. Misc. 1 47 tab. 25, fig. B 1829 (as ""Vohiria"")","accepted"
"taxon-12-Voyria_tenuiflora","Voyria tenuiflora","Griseb.","species","","","Voyria","C. DC. Prodr. 9 85 1845","accepted"
"taxon-19-VOYRIELLA","VOYRIELLA","Miq.","genus","","","VOYRIELLA","Stirp. Surinam. Select. 146 1850 (“1851”)","accepted"
"taxon-1-Voyriella_parviflora","Voyriella parviflora","Miq.","species","","","Voyriella","Stirp. Surinam. Select. 147 1850 (“1851”)","accepted"
