"taxonID","description"
"taxon-139-GENTIANACEAE","Herbs, sometimes shrubs or small trees, or saprophytic herbs; glabrous (rarely hairy). Leaves opposite (rarely alternate or whorled), decussate, sometimes connate at base ; without stipules but often with interpetiolar lines or ocreas; blades simple, entire, scale-like in saprophytic species. Inflorescences axillary or terminal dichasia, cymes, spikes or clusters, sometimes reduced to one flower. Flowers actinomorphic or slightly zygomorphic, bisexual, (3-)4-5(-6-12)-merous ; calyx lobes fused at base, seldom free, persistent in fruit (rarely not), imbricate or valvate; corolla sympetalous, salver-shaped, funnel-shaped, campanulate, tubular or rotate , lobes contorted; stamens as many as corolla lobes and alternating with them, inserted in corolla tube (rarely in sinuses), mostly not exserted beyond corolla, anthers dorsifixed, versatile, 2 thecae often diverging at base, longitudinally dehiscent; pollen in monads, tetrads or polyads; pistil 1 , ovary superior, 1(-2)-locular , 2 parietal or axile placentas, ovules numerous , anatropous, style 1 , stigma capitate or 2-lobed . Fruits either a septicidally 2-valved capsule (rarely 4-valved) or a berry; seeds numerous , endosperm usually copious."
"taxon-1-CELIANTHA","Erect herbs, sometimes woody at base . Leaves sessile to petiolate, blade 0.8-17 cm long ; 3-veined . Inflorescences terminal , either diffuse panicles or cymes, dichasial; bracts and bracteoles leaf-like or scale-like (bracts leaf-like, floral bracteoles scale-like). Flowers pedicellate, 4-5-merous , actinomorphic; calyx fused for 1/2-3/4 of total length , coriaceous , campanulate , lobes elliptic to triangular, with a low dorsal keel, thickened , apex abruptly acute to acuminate ; corolla bud apex tapering; corolla fused for 1/2-2/3 of total length , thin, narrowly funnel-shaped , 30-65 mm long ; androecium zygomorphic with stamens and style bent towards bottom of corolla mouth; stamens inserted in lower half of corolla tube, of unequal length, anthers linear to oblong , without sterile appendages ; pollen in polyads; pistil without(?) a disk ( C. bella ), stigma bilamellate. Fruit a capsule, with persistent calyx and corolla; seeds irregular to rounded, sometimes flattened , testa pattern cupuliform and concave ( C. imthurniana )."
"taxon-1-Celiantha_imthurniana","Herb, woody at base , up to 1 m high , branched. Stems and branches up to 0.7 cm in diam. , terete , with a pair of small wings ; internodes 0.5-7.5 cm long . Leaves sessile, evenly positioned; blade coriaceous , broadly elliptic, gradually smaller towards inflorescence , 0.8-4 x 0.9-1.4 cm , margin not thickened but slightly recurved , apex obtuse to bluntly acute , base attenuate . Inflorescence few-flowered ; bracts leaf-like in lower part, scale-like in upper part, ovate or linear , 4-8 x 1-15 mm ; pedicel 25-110 mm long . Flowers nodding; calyx green-purple to bronze-green , 5-6 x 4-5 mm , lobes triangular , 3-4 x 2-3 mm , margin hyaline, apex narrowly acuminate ; corolla purple, pink, red, or lavender, with white spots inside , funnel-shaped , 33-50 mm long , 10-22 mm wide at mouth , lobes ovate to triangular , 12-22 x 8-10 mm , apex acuminate ; stamens not exserted, filaments 22-33 mm long , straight, anthers yellow or chrome , oblong , 1-1.5 mm long , straight; pollen exine with large globules surrounded by smaller globules; pistil 30-35 mm long , ovary ca. 10 x 1-2 mm , style 27-32 mm long , stigma lobe ovate , 1 x 1 mm . Fruit nodding, brown , ellipsoid , 11-16 x 5-7 mm ; seeds brown , 0.3-0.5 mm in diam."
"taxon-2-CHELONANTHUS","Erect herbs (rarely prostrate in C. purpurascens ) to subshrubs. Leaves sessile to shortly petiolate, petioles 0.2-2 cm long ; secondary veins 2-4(-6) . Inflorescences terminal cymes, with 1-2 dichasial branching points terminating in 2 or more monochasial branches; bracts and bracteoles scale-like (sometimes leaf-like when subtending most basal flower). Flowers pedicellate, 5-merous , zygomorphic; calyx fused for 1/6-4/5 of total length , coriaceous , campanulate , lobes with thickened, glandular dorsal area, circular, ovate, elliptic to obovate, not winged or keeled (small wings present in C. hamatus ), (upward-facing hook protruding from apex of glandular area in C. hamatus ) , apex obtuse ; corolla bud apex rounded ; corolla fused for 3/5-6/7 of total length , thin, campanulate, funnel-shaped, tubular to salver-shaped , 18-87 mm long ; androecium zygomorphic with stamens and style bent toward bottom of corolla mouth (in C. pterocaulis stamens and style are clustered together in corolla throat); stamens inserted near base of corolla at 1/6-5/8 of corolla tube length (just above midpoint in C. grandiflorus ) , of subequal to unequal length, filament base without specialized structures (in C. grandiflorus staminal gaps sometimes present and in C. hamatus corona present), anthers elliptic to slightly ovate, obovate, or oblong , with apical sterile appendage, pollen in tetrads (polyads in C. purpurascens ); pistil with nectary disk; stigma bilamellate. Fruit a capsule, with persistent calyx and persistent, partly persistent, or deciduous corolla; seeds angular-cuboidal , 0.1-0.6 mm in diam. , testa cells dome-like and/or concave with or without band-like thickenings ."
"taxon-1-Chelonanthus_alatus","Herb to subshrub, up to 2.5 m high , unbranched to sparsley branched. Stems and branches up to 1.1 cm in diam. , strongly quadrangular, 4-angled to 4-winged , wings 0.1-1.3 mm wide ; internodes 0.5-30.3(-47.3) cm long . Leaves sessile, cauline, evenly distributed along stem; blade membranaceous , elliptic , 2.9-23.2 x 1.2-8(-12) cm , margin not thickened, flat , apex acute to acuminate , base attenuate, obtuse to truncate . Inflorescence 3-100-flowered ; bracts ovate with obtuse (acute) apex, 0.8-9.4 mm long ; pedicel 4-9 mm long . Flowers erect to horizontal ; calyx green , 4-8 x 3-6 mm , lobes ovate , 2-6 x 2-4 mm , margin membranaceous , apex obtuse ; corolla white, cream, with dark green spot on apex of each corolla lobe , funnel-shaped to campanulate , 20-50 mm long , 8-21 mm wide at mouth , lobes ovate , 3-11 x 4-13 mm , apex obtuse or acuminate ; stamens exserted or not, filaments 14-40 mm long , straight, or curved downward close to anther, anthers white to pale green , oblong , 2-3.8 mm long , straight to slightly curved; pollen exine with muri fragmented into elongated to knob-like processes that are thickened along equatorial zone (see Hequet, 2007; Maguire & Boom, 1989; Nilsson, 1970, 2002) ; pistil 24-34 mm long , ovary 4.4-5.6 x 2.1-2.6 mm , style 14-23 mm long , stigma lobe elliptic to obovate , 2.8-4.4 x 1.1-2.3 mm . Fruit nodding, brown , 8-23 x 3-10 mm ; seeds brown , 0.1-0.4 mm in diam."
"taxon-2-Chelonanthus_angustifolius","Herb, up to 1.6 m high , unbranched to sparsley branched. Stems and branches up to 0.7 cm in diam. , terete to weakly quadrangular with or without small wings , wings 0.1-0.3 mm wide ; internodes 0.5-17.4 cm long . Leaves sessile to shortly petiolate, evenly cauline with internode between 2 most apical sets of leaves visibly longer; petiole 0-0.4 cm long ; blade membranaceous (coriaceous) , linear, lanceolate or elliptic , 1-21 x 0.2-3.7 cm , margin not thickened, flat , apex acute to acuminate , base attenuate or cuneate . Inflorescence 1-60-flowered ; bracts ovate to oblong , 1.2-5 mm long , apex obtuse (acute) ; pedicel 2-24 mm long . Flowers erect to horizontal ; calyx green , 4-9 x 3-7 mm , lobes fused for ca. 4/5 of total length , ovate to circular , 2-6 x 2-5 mm , margin membranaceous , apex obtuse ; corolla white, cream, green or greenish yellow, with dark green spot on apex of each corolla lobe , funnel-shaped to tubular , 21-52 mm long , 10-32 mm wide at mouth , lobes ovate or circular , 3-9 x 3-15 mm , apex obtuse (acute) ; stamens not exserted, filaments 17-35 mm long , mostly straight, curved downward close to anther, anthers white , elliptic to slightly obovate , 2.3-3.5 mm long , straight after anthesis; pollen exine differentially reticulated with globules (see Nilsson, 1970, 2002); pistil 29-32 mm long , ovary 3.2-4.3 x 1.9-2.4 mm , style 20-40 mm long , stigma lobes orbicular , 1.5-2.4 x 1.1-2.4 mm . Fruit erect to horizontal , brown , ellipsoid , 5-14 x 1-8 mm ; seeds brown , 0.1-0.5 mm in diam."
"taxon-3-Chelonanthus_grandiflorus","Herb to subshrub, up to 2.5 m high , unbranched, sometimes sparsely branched. Stems and branches up to 1.1 cm in diam. , quadrangular with wings on lower 3-4 internodes then abruptly becoming terete without wings , wings 0.1-1.8 mm wide ; internodes 2.3-27.2 cm long . Leaves sessile, sometimes petiolate, cauline evenly; petiole 0-0.5 cm long ; blade membranaceous , ovate to elliptic , 2.0-23.9 x 0.9-11.7 cm , margin not thickened, flat , apex acute , base attenuate (obtuse just below inflorescence) . Inflorescence 5-45-flowered ; bracts ovate with acuminate (obtuse or acute) apex , 1.3-9.3 mm long ; pedicel 4-11 mm long . Flowers horizontal; calyx green , 5-11 x 5-9 mm , lobes ovate , 3-6 x 3-5 mm , margin membranaceous , apex obtuse ; corolla cream, pale green, yellow-green to yellow, with dark green spot on apex of each corolla lobe , funnel-shaped , 21-44 mm long , 13-27 mm wide at mouth , lobes ovate , 5-10 x 6-8 mm , apex obtuse ; stamens not exserted, filaments 12-18 mm long , staminal pockets +/- present at insertion point, curved downward close to anther, anthers white , elliptic to ovate , 2.4-3.6 mm long , straight after anthesis; pollen exine differentially reticulated with muri thickend at poles (see Nilsson, 1970, 2002); pistil 21-27 mm long , ovary 5.9-7.9 x 2.7-3.1 mm , style (9-)14-20 mm long , stigma lobe elliptic , 2.5-5.4 x 1.5-2.4 mm . Fruit nodding, brown , ellipsoid , 9-20 x 4-9 mm ; seeds brown , 0.1-0.4 mm in diam."
"taxon-4-Chelonanthus_hamatus","Herb, up to 1.2 m high , branched. Stems and branches up to 1.1 cm in diam. , quadrangular, winged , wings 1-1.3 mm wide ; internodes 2.5-13.5 cm long . Leaves sessile, cauline, evenly positioned; blade subcoriaceous to membranaceous , oblanceolate (specimen from Venezuela elliptic) , 4.3-20.7 x 2.9-6.2 cm , margin not thickened, flat , apex acute to obtuse , base attenuate or obtuse just below inflorescence . Inflorescence 16-40-flowered ; bracts ovate , 2.2-3.8(-8.1) mm long , apex acuminate to cuspidate ; pedicel 6-9 mm long . Flowers erect to horizontal ; calyx green , 6-8 x 5-7 mm ; lobes ovate , 3-4 x 3-4 mm , upward facing hook protruding from apex of glandular area, hook 1.3-2.1 long , margin membranaceous , apex obtuse ; corolla green, with dark green spot on apex of each corolla lobe , funnel-shaped to tubular , 20-27 mm long , 10-18 mm wide at mouth , lobes ovate , ca. 6 x 7 mm , apex obtuse ; stamens not exserted, filaments 10-12 mm long , corona present at insertion point, straight to curved downward close to anther, anthers white-yellow , elliptic , 1.8-3.2 mm long , straight; pollen exine with fine reticulum interspersed with thickend, knob-like muri; pistil ca. 18 mm long , ovary ca. 4.4 x 2.1 mm , style ca. 11 mm long , stigma lobes elliptic , 2.4-2.8 x ca. 1.8 mm . Fruit nodding, brown , ellipsoid , 9-17 x 4-8 mm ; seeds brown , 0.1-0.6 mm in diam."
"taxon-5-Chelonanthus_pterocaulis","Herb, up to 1.5 m high , unbranched to sparsley branched. Stems and branches up to 0.6(-1) cm in diam. , quadrangular, winged , wings 0.6-3.7 mm wide ; internodes 0.7-15 cm long . Leaves sessile, cauline evenly; blade membranaceous , ovate to elliptic, obovate , 1.3-13.8(-20.2) x 0.5-4.7(-8.5) cm , margin not thickened, flat , apex acute to obtuse , base cuneate or attenuate (often 2 most apical leaf pairs connate to fully perfoliate) . Inflorescence 2-33-flowered ; bracts ovate , 1.6-6.5 mm long , apex acute ; pedicel 2-7 mm long . Flowers erect ; calyx green , 6-10 x 4-7 mm , lobes orbicular , 3-5 x 3-5 mm , margin membranaceous , apex obtuse ; corolla greenish white, cream, to pale yellow, with dark green spot on apex of each corolla lobe , tubular to salver-shaped , 19-40 mm long , 8-20 mm wide at mouth , lobes ovate , 3-6 x 3-7 mm , apex obtuse ; stamens not exserted, positioned deep within corolla tube, filaments 8-15 mm long , straight, anthers white , elliptic to slightly ovate , 1.6-3 mm long , straight or curved after anthesis; pollen exine differentially reticulated; pistil 17-26 mm long , ovary 5.7-6.6 x 2.2-4.3 mm , style ca. 14 mm long , stigma lobes ovate, obovate, oblong , 2.5-5.1 x 1.8-2.0 mm . Fruit erect to horizontal , brown , ellipsoid , 11-20 x 4-10 mm ; seeds brown , 0.1-0.4 mm in diam."
"taxon-6-Chelonanthus_purpurascens","Erect rarely prostrate herb to subshrub, up to 2.7 m high , sparsely branched to branched. Stems and branches up to 0.5 cm in diam. , terete, slightly 4-angled to 4-angled to 4-winged , wings 0.1-0.4(-1) mm wide ; internodes 0.5-15.1 cm long . Leaves sessile to shortly petiolate, cauline, evenly distributed; petiole 2-20 mm long ; blade membranaceous to rarely coriaceous , elliptic, ovate to lanceolate, rarely ellipticly orbicular to ovately orbicular , 1-13.3 x 0.4-5.1 cm , margin not thickened, flat , apex acute, acuminate to rarely obtuse , base attenuate, acute to obtuse, lower leaves attenuate . Inflorescence 1-39-flowered ; bracts ovate with acute apex or oblong with obtuse apex , 0.1-3.2(-5.7) mm long ; pedicel 4-20 mm long . Flowers horizontal to nodding; calyx green , 4-10 x 3-6 mm , lobes ovate to circular , 2-5 x 2-3 mm , margin membranaceous , apex acute to obtuse ; corolla blue, purple, lavender, inner side of throat sometimes white , funnel-shaped to tubular, sometimes nearly campanulate , 18-72(-87) mm long , 9-36 mm wide at mouth , lobes ovate to circular , 5-17 x 3-14 mm , apex obtuse ; stamens not exserted, sometimes longest exceeds corolla slightly, filaments 16-45 mm long , strongly curved close to anther, anthers white, yellow to orange , oblong , 2.6-6.7 mm long , recurved ; pollen exine differentially reticulated with polar loops (see Maguire & Boom, 1989; Nilsson, 1970, 2002); pistil 27-44 mm long , ovary 4-5.4 x 1.2-1.3 mm , style 20-50 mm long , stigma lobe elliptic , 1.9-5.4 x 0.7-2.1 mm . Fruit horizontal to nodding, brown , ellipsoid , 6-20 x 3-9 mm ; seeds brown , 0.1-0.4 mm in diam."
