"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-1-Rogersonanthus_quelchii","Lisianthus quelchii","Trans. Linn. Soc. London Bot. 6 50 1901","synonym"
"taxon-1-Rogersonanthus_quelchii","Symbolanthus quelchii","Bull. Torrey Bot. Club 56 402 1929","synonym"
"taxon-1-Rogersonanthus_quelchii","Macrocarpaea quelchii","Contr. U.S. Natl. Herb. 29 233 1948","synonym"
"taxon-1-Rogersonanthus_quelchii","Irlbachia quelchii","Proc. Kon. Ned. Akad. Wetensch. C 88 4 410 1985","synonym"
"taxon-1-Schultesia_benthamiana","Schultesia schomburgkiana","Mart. Fl. Bras. 6 1 206 1865","synonym"
"taxon-2-Schultesia_brachyptera","Schultesia heterophylla","Linnaea 14 136 1874","synonym"
"taxon-2-Schultesia_brachyptera","Schultesia brachyptera","Recueil Trav. Bot. Néerl. 33 250 1936","synonym"
"taxon-3-Schultesia_guianensis","Exacum guianense","Hist. Pl. Guiane 1 68 1775","synonym"
"taxon-3-Schultesia_guianensis","Schultesia stenophylla","Nov. Gen. Sp. Pl. 2 106 tab. 182 1827","synonym"
"taxon-3-Schultesia_guianensis","Schultesia stenophylla","Mart. Fl. Bras. 6 1 207 1868 (as ""ß latifolia"")","synonym"
"taxon-14-SYMBOLANTHUS","Lisianthus","Benth. & Hook.f. Gen. Pl. 2 814 1876","synonym"
"taxon-14-SYMBOLANTHUS","Wurdackanthus","Phytologia 57 312 1985","synonym"
"taxon-1-Symbolanthus_elisabethae","Leiothamnus elisabethae","Verh. Vereins Beförd. Gartenbaues Königl. Preuss. Staaten 18 155 tab. 1 1847","synonym"
"taxon-16-TAPEINOSTEMON","Stahelia","Recueil Trav. Bot. Néerl. 34 494 1937","synonym"
"taxon-1-Tapeinostemon_spenneroides","Stahelia spenneroides","Recueil Trav. Bot. Néerl. 41 149 1948","synonym"
"taxon-1-Tapeinostemon_spenneroides","Stahelia surinamensis","Recueil Trav. Bot. Néerl. 34 494 1937","synonym"
"taxon-1-Tapeinostemon_spenneroides","Tapeinostemon ptariense","Lloydia 14 61 1951","synonym"
"taxon-17-TETRAPOLLINIA","Lisianthus parvifolius","Lamarck Encycl. 3 2 660 1792","synonym"
"taxon-18-VOYRIA","Lita","Gen. Pl. 2 795 1791","synonym"
"taxon-18-VOYRIA","Voyria","Gen. Sp. Gent. 208 1839","synonym"
"taxon-18-VOYRIA","Leiphaimos","Linnaea 6 387 1831","synonym"
"taxon-18-VOYRIA","Voyria","Gen. Sp. Gent. 207 1839","synonym"
"taxon-18-VOYRIA","Leiphaimos","Engler & Prantl Nat. Pflanzenfam. 4 2 104 1895 (as ""Euleiphaimos"")","synonym"
"taxon-18-VOYRIA","Voyria","C. DC. Prodr. 9 85 1845","synonym"
"taxon-18-VOYRIA","Leianthostemon","Stirp. Surinam. Select. 147 1851","synonym"
"taxon-18-VOYRIA","Leiphaimos","Engler & Prantl Nat. Pflanzenfam. 4 2 104 1895","synonym"
"taxon-18-VOYRIA","Voyria","C. DC. Prodr. 9 85 1845","synonym"
"taxon-18-VOYRIA","Pneumanthopsis","Stirp. Surinam. Select. 150 1851","synonym"
"taxon-18-VOYRIA","Leiphaimos","Engler &. Prantl Nat. Pflanzenfam. 4 2 105 1895","synonym"
"taxon-18-VOYRIA","Disadena","Stirp. Surinam. Select. 150 1851","synonym"
"taxon-18-VOYRIA","Voyria","Mart. Fl. Bras. 6 1 224 1865","synonym"
"taxon-18-VOYRIA","Leiphaimos","Engler & Prantl Nat. Pflanzenfam. 4 2 105 1895","synonym"
"taxon-2-Voyria_aphylla","Gentiana aphylla","Enum. Syst. Pl 1760","synonym"
"taxon-2-Voyria_aphylla","Voyria uniflora","Encycl. 1 2 491 1797 (as ”Vohiria”)","synonym"
"taxon-3-Voyria_aurantiaca","Voyria angustiflora","Flora 26 45 756 1843","synonym"
"taxon-4-Voyria_caerulea","Voyria breviflora","Tab. Encycl. 1 491 1793 (as ”Vohiria”)","synonym"
"taxon-4-Voyria_caerulea","Voyria spathacea","Tab. Encycl. 1 491 1793 (as ”Vohiria”).","synonym"
"taxon-4-Voyria_caerulea","Voyria calycina","Prodr. 9 562 1845","synonym"
"taxon-5-Voyria_clavata","Voyria grandiflora","Notizbl. Bot. Gart. Berlin-Dahlem 12 220 1934","synonym"
"taxon-6-Voyria_corymbosa","Voyria nivea","Linnaea 19 140 1847 (as ""Voyra"").","synonym"
"taxon-6-Voyria_corymbosa","Leiphaimos alba","Contr. U.S. Natl. Herb. 20 198 1919 (“albus”).","synonym"
"taxon-6-Voyria_corymbosa","Voyria alba","Fieldiana, Bot. 31 413 1968","synonym"
"taxon-6-Voyria_corymbosa","Voyria corymbosa","Acta Bot. Neerl. 30 144 1981","synonym"
"taxon-6-Voyria_corymbosa","Voyria corymbosa","Fl. Neotropica 41 57 fig. 22a-c 1986","synonym"
"taxon-6-Voyria_corymbosa","Leiphaimos montana","Recueil Trav. Bot. Néerl. 33 252 1936","synonym"
"taxon-8-Voyria_pittieri","Leiphaimos pittieri","Contr. U.S. Natl. Herb. 20 197 1919","synonym"
"taxon-9-Voyria_rosea","Voyria rhodochroa","Bull. Misc. Inform. 1931 55 1931","synonym"
"taxon-11-Voyria_tenella","Voyria nuda","Tijdschr. Natuurl. Gesch. Physiol. 7 134 tab. 1, fig. 2 1840","synonym"
"taxon-12-Voyria_tenuiflora","Voyria leucantha","Tijdschr. Wis.- Natuurk. Wetensch. Eerste Kl. Kon. Ned. Inst. Wetensch. 2 124 1849","synonym"
"taxon-19-VOYRIELLA","Voyria","Tijdschr. Wis.- Natuurk. Wetensch. Eerste Kl. Kon. Ned. Inst. Wetensch. 2 122 1849","synonym"
"taxon-1-Voyriella_parviflora","Voyria parviflora","Tijdschr. Wis.- Natuurk. Wetensch. Eerste Kl. Kon. Ned. Inst. Wetensch. 2 122 1849","synonym"
"taxon-1-Voyriella_parviflora","Voyriella oxycarpha","Bull. Misc. Inform. 1931 56 1931","synonym"
