"taxonID","locality","localityType","distributionText"
"taxon-2-CHELONANTHUS","S Mexico","region","Distribution: 10 species in S and C America (1 species to S Mexico ), Caribbean islands of Trinidad and Grenada , the Andes from Venezuela to Bolivia , Guayana Highlands , Brazilian Highlands (1 species to Paraguay and NE Argentina ), Amazon Basin ; 7 species in the Guianas ."
"taxon-2-CHELONANTHUS","Caribbean islands of Trinidad and Grenada","region","Distribution: 10 species in S and C America (1 species to S Mexico ), Caribbean islands of Trinidad and Grenada , the Andes from Venezuela to Bolivia , Guayana Highlands , Brazilian Highlands (1 species to Paraguay and NE Argentina ), Amazon Basin ; 7 species in the Guianas ."
"taxon-2-CHELONANTHUS","Andes from Venezuela to Bolivia","region","Distribution: 10 species in S and C America (1 species to S Mexico ), Caribbean islands of Trinidad and Grenada , the Andes from Venezuela to Bolivia , Guayana Highlands , Brazilian Highlands (1 species to Paraguay and NE Argentina ), Amazon Basin ; 7 species in the Guianas ."
"taxon-2-CHELONANTHUS","Guayana Highlands","region","Distribution: 10 species in S and C America (1 species to S Mexico ), Caribbean islands of Trinidad and Grenada , the Andes from Venezuela to Bolivia , Guayana Highlands , Brazilian Highlands (1 species to Paraguay and NE Argentina ), Amazon Basin ; 7 species in the Guianas ."
"taxon-2-CHELONANTHUS","Brazilian Highlands","region","Distribution: 10 species in S and C America (1 species to S Mexico ), Caribbean islands of Trinidad and Grenada , the Andes from Venezuela to Bolivia , Guayana Highlands , Brazilian Highlands (1 species to Paraguay and NE Argentina ), Amazon Basin ; 7 species in the Guianas ."
"taxon-2-CHELONANTHUS","Paraguay","country","Distribution: 10 species in S and C America (1 species to S Mexico ), Caribbean islands of Trinidad and Grenada , the Andes from Venezuela to Bolivia , Guayana Highlands , Brazilian Highlands (1 species to Paraguay and NE Argentina ), Amazon Basin ; 7 species in the Guianas ."
"taxon-2-CHELONANTHUS","NE Argentina","region","Distribution: 10 species in S and C America (1 species to S Mexico ), Caribbean islands of Trinidad and Grenada , the Andes from Venezuela to Bolivia , Guayana Highlands , Brazilian Highlands (1 species to Paraguay and NE Argentina ), Amazon Basin ; 7 species in the Guianas ."
"taxon-2-CHELONANTHUS","Amazon Basin","region","Distribution: 10 species in S and C America (1 species to S Mexico ), Caribbean islands of Trinidad and Grenada , the Andes from Venezuela to Bolivia , Guayana Highlands , Brazilian Highlands (1 species to Paraguay and NE Argentina ), Amazon Basin ; 7 species in the Guianas ."
"taxon-2-CHELONANTHUS","Guianas","region","Distribution: 10 species in S and C America (1 species to S Mexico ), Caribbean islands of Trinidad and Grenada , the Andes from Venezuela to Bolivia , Guayana Highlands , Brazilian Highlands (1 species to Paraguay and NE Argentina ), Amazon Basin ; 7 species in the Guianas ."
"taxon-1-Chelonanthus_alatus","Venezuela","country","Distribution: Venezuela , Trinidad , the Guianas , Brazilian Guianian Shield ( Roraima ); 101 collections studied, of which 53 from the Guianas (GU: 12; SU: 15; FG: 26)."
"taxon-1-Chelonanthus_alatus","Trinidad","region","Distribution: Venezuela , Trinidad , the Guianas , Brazilian Guianian Shield ( Roraima ); 101 collections studied, of which 53 from the Guianas (GU: 12; SU: 15; FG: 26)."
"taxon-1-Chelonanthus_alatus","Guianas","region","Distribution: Venezuela , Trinidad , the Guianas , Brazilian Guianian Shield ( Roraima ); 101 collections studied, of which 53 from the Guianas (GU: 12; SU: 15; FG: 26)."
"taxon-1-Chelonanthus_alatus","Brazilian Guianian Shield","region","Distribution: Venezuela , Trinidad , the Guianas , Brazilian Guianian Shield ( Roraima ); 101 collections studied, of which 53 from the Guianas (GU: 12; SU: 15; FG: 26)."
"taxon-1-Chelonanthus_alatus","Roraima","state","Distribution: Venezuela , Trinidad , the Guianas , Brazilian Guianian Shield ( Roraima ); 101 collections studied, of which 53 from the Guianas (GU: 12; SU: 15; FG: 26)."
"taxon-1-Chelonanthus_alatus","Guianas","region","Distribution: Venezuela , Trinidad , the Guianas , Brazilian Guianian Shield ( Roraima ); 101 collections studied, of which 53 from the Guianas (GU: 12; SU: 15; FG: 26)."
"taxon-2-Chelonanthus_angustifolius","Colombia","country","Distribution: Colombia , Peru and Andes of Bolivia , Venezuela , Guyana , Brazilian Amazon ( Acre , Amazonas , Roraima ); 166 collections studied, of which 5 from the Guianas (GU: 5)."
"taxon-2-Chelonanthus_angustifolius","Peru","country","Distribution: Colombia , Peru and Andes of Bolivia , Venezuela , Guyana , Brazilian Amazon ( Acre , Amazonas , Roraima ); 166 collections studied, of which 5 from the Guianas (GU: 5)."
"taxon-2-Chelonanthus_angustifolius","Andes of Bolivia","region","Distribution: Colombia , Peru and Andes of Bolivia , Venezuela , Guyana , Brazilian Amazon ( Acre , Amazonas , Roraima ); 166 collections studied, of which 5 from the Guianas (GU: 5)."
"taxon-2-Chelonanthus_angustifolius","Venezuela","country","Distribution: Colombia , Peru and Andes of Bolivia , Venezuela , Guyana , Brazilian Amazon ( Acre , Amazonas , Roraima ); 166 collections studied, of which 5 from the Guianas (GU: 5)."
"taxon-2-Chelonanthus_angustifolius","Guyana","country","Distribution: Colombia , Peru and Andes of Bolivia , Venezuela , Guyana , Brazilian Amazon ( Acre , Amazonas , Roraima ); 166 collections studied, of which 5 from the Guianas (GU: 5)."
"taxon-2-Chelonanthus_angustifolius","Brazilian Amazon","region","Distribution: Colombia , Peru and Andes of Bolivia , Venezuela , Guyana , Brazilian Amazon ( Acre , Amazonas , Roraima ); 166 collections studied, of which 5 from the Guianas (GU: 5)."
"taxon-2-Chelonanthus_angustifolius","Acre","state","Distribution: Colombia , Peru and Andes of Bolivia , Venezuela , Guyana , Brazilian Amazon ( Acre , Amazonas , Roraima ); 166 collections studied, of which 5 from the Guianas (GU: 5)."
"taxon-2-Chelonanthus_angustifolius","Amazonas","state","Distribution: Colombia , Peru and Andes of Bolivia , Venezuela , Guyana , Brazilian Amazon ( Acre , Amazonas , Roraima ); 166 collections studied, of which 5 from the Guianas (GU: 5)."
"taxon-2-Chelonanthus_angustifolius","Roraima","state","Distribution: Colombia , Peru and Andes of Bolivia , Venezuela , Guyana , Brazilian Amazon ( Acre , Amazonas , Roraima ); 166 collections studied, of which 5 from the Guianas (GU: 5)."
"taxon-2-Chelonanthus_angustifolius","Guianas","region","Distribution: Colombia , Peru and Andes of Bolivia , Venezuela , Guyana , Brazilian Amazon ( Acre , Amazonas , Roraima ); 166 collections studied, of which 5 from the Guianas (GU: 5)."
"taxon-3-Chelonanthus_grandiflorus","Caribbean islands of Trinidad and Grenada","region","Distribution: Caribbean islands of Trinidad and Grenada , Colombia , Venezuela , the Guianas , Brazil ; 316 collections studied, of which 128 from the Guianas (GU: 70; SU: 29; FG: 29)."
"taxon-3-Chelonanthus_grandiflorus","Colombia","country","Distribution: Caribbean islands of Trinidad and Grenada , Colombia , Venezuela , the Guianas , Brazil ; 316 collections studied, of which 128 from the Guianas (GU: 70; SU: 29; FG: 29)."
"taxon-3-Chelonanthus_grandiflorus","Venezuela","country","Distribution: Caribbean islands of Trinidad and Grenada , Colombia , Venezuela , the Guianas , Brazil ; 316 collections studied, of which 128 from the Guianas (GU: 70; SU: 29; FG: 29)."
"taxon-3-Chelonanthus_grandiflorus","Guianas","region","Distribution: Caribbean islands of Trinidad and Grenada , Colombia , Venezuela , the Guianas , Brazil ; 316 collections studied, of which 128 from the Guianas (GU: 70; SU: 29; FG: 29)."
"taxon-3-Chelonanthus_grandiflorus","Brazil","country","Distribution: Caribbean islands of Trinidad and Grenada , Colombia , Venezuela , the Guianas , Brazil ; 316 collections studied, of which 128 from the Guianas (GU: 70; SU: 29; FG: 29)."
"taxon-3-Chelonanthus_grandiflorus","Guianas","region","Distribution: Caribbean islands of Trinidad and Grenada , Colombia , Venezuela , the Guianas , Brazil ; 316 collections studied, of which 128 from the Guianas (GU: 70; SU: 29; FG: 29)."
"taxon-4-Chelonanthus_hamatus","Venezuela","country","Distribution: Venezuela and French Guiana ; 4 collections studied, of which 3 from French Guiana (FG: 3)."
"taxon-4-Chelonanthus_hamatus","French Guiana","country","Distribution: Venezuela and French Guiana ; 4 collections studied, of which 3 from French Guiana (FG: 3)."
"taxon-4-Chelonanthus_hamatus","French Guiana","country","Distribution: Venezuela and French Guiana ; 4 collections studied, of which 3 from French Guiana (FG: 3)."
"taxon-5-Chelonanthus_pterocaulis","Costa Rica","country","Distribution: Costa Rica , Colombia , Venezuela and Trinidad , Guyana , French Guiana , Brazilian Amazon ; 84 collections studied, of which 8 from the Guianas (GU: 7; FG: 1)."
"taxon-5-Chelonanthus_pterocaulis","Colombia","country","Distribution: Costa Rica , Colombia , Venezuela and Trinidad , Guyana , French Guiana , Brazilian Amazon ; 84 collections studied, of which 8 from the Guianas (GU: 7; FG: 1)."
"taxon-5-Chelonanthus_pterocaulis","Venezuela","country","Distribution: Costa Rica , Colombia , Venezuela and Trinidad , Guyana , French Guiana , Brazilian Amazon ; 84 collections studied, of which 8 from the Guianas (GU: 7; FG: 1)."
"taxon-5-Chelonanthus_pterocaulis","Trinidad","region","Distribution: Costa Rica , Colombia , Venezuela and Trinidad , Guyana , French Guiana , Brazilian Amazon ; 84 collections studied, of which 8 from the Guianas (GU: 7; FG: 1)."
"taxon-5-Chelonanthus_pterocaulis","Guyana","country","Distribution: Costa Rica , Colombia , Venezuela and Trinidad , Guyana , French Guiana , Brazilian Amazon ; 84 collections studied, of which 8 from the Guianas (GU: 7; FG: 1)."
"taxon-5-Chelonanthus_pterocaulis","French Guiana","country","Distribution: Costa Rica , Colombia , Venezuela and Trinidad , Guyana , French Guiana , Brazilian Amazon ; 84 collections studied, of which 8 from the Guianas (GU: 7; FG: 1)."
"taxon-5-Chelonanthus_pterocaulis","Brazilian Amazon","region","Distribution: Costa Rica , Colombia , Venezuela and Trinidad , Guyana , French Guiana , Brazilian Amazon ; 84 collections studied, of which 8 from the Guianas (GU: 7; FG: 1)."
"taxon-5-Chelonanthus_pterocaulis","Guianas","region","Distribution: Costa Rica , Colombia , Venezuela and Trinidad , Guyana , French Guiana , Brazilian Amazon ; 84 collections studied, of which 8 from the Guianas (GU: 7; FG: 1)."
"taxon-6-Chelonanthus_purpurascens","Colombia","country","Distribution: Colombia , Venezuela , the Guianas , Ecuador , Peru , Bolivia and Brazil ; 362 collections studied, of which 239 from the Guianas (GU: 117; SU: 47; FG: 75)."
"taxon-6-Chelonanthus_purpurascens","Venezuela","country","Distribution: Colombia , Venezuela , the Guianas , Ecuador , Peru , Bolivia and Brazil ; 362 collections studied, of which 239 from the Guianas (GU: 117; SU: 47; FG: 75)."
"taxon-6-Chelonanthus_purpurascens","Guianas","region","Distribution: Colombia , Venezuela , the Guianas , Ecuador , Peru , Bolivia and Brazil ; 362 collections studied, of which 239 from the Guianas (GU: 117; SU: 47; FG: 75)."
"taxon-6-Chelonanthus_purpurascens","Ecuador","country","Distribution: Colombia , Venezuela , the Guianas , Ecuador , Peru , Bolivia and Brazil ; 362 collections studied, of which 239 from the Guianas (GU: 117; SU: 47; FG: 75)."
"taxon-6-Chelonanthus_purpurascens","Peru","country","Distribution: Colombia , Venezuela , the Guianas , Ecuador , Peru , Bolivia and Brazil ; 362 collections studied, of which 239 from the Guianas (GU: 117; SU: 47; FG: 75)."
"taxon-6-Chelonanthus_purpurascens","Bolivia","country","Distribution: Colombia , Venezuela , the Guianas , Ecuador , Peru , Bolivia and Brazil ; 362 collections studied, of which 239 from the Guianas (GU: 117; SU: 47; FG: 75)."
"taxon-6-Chelonanthus_purpurascens","Brazil","country","Distribution: Colombia , Venezuela , the Guianas , Ecuador , Peru , Bolivia and Brazil ; 362 collections studied, of which 239 from the Guianas (GU: 117; SU: 47; FG: 75)."
"taxon-6-Chelonanthus_purpurascens","Guianas","region","Distribution: Colombia , Venezuela , the Guianas , Ecuador , Peru , Bolivia and Brazil ; 362 collections studied, of which 239 from the Guianas (GU: 117; SU: 47; FG: 75)."
"taxon-7-Chelonanthus_viridiflorus","Guyana","country","Distribution: Guyana , Brazil , Peru , Bolivia , Paraguay and Argentina ; 165 collections studied, of which 6 from Guyana (GU: 6)."
"taxon-7-Chelonanthus_viridiflorus","Brazil","country","Distribution: Guyana , Brazil , Peru , Bolivia , Paraguay and Argentina ; 165 collections studied, of which 6 from Guyana (GU: 6)."
"taxon-7-Chelonanthus_viridiflorus","Peru","country","Distribution: Guyana , Brazil , Peru , Bolivia , Paraguay and Argentina ; 165 collections studied, of which 6 from Guyana (GU: 6)."
"taxon-7-Chelonanthus_viridiflorus","Bolivia","country","Distribution: Guyana , Brazil , Peru , Bolivia , Paraguay and Argentina ; 165 collections studied, of which 6 from Guyana (GU: 6)."
"taxon-7-Chelonanthus_viridiflorus","Paraguay","country","Distribution: Guyana , Brazil , Peru , Bolivia , Paraguay and Argentina ; 165 collections studied, of which 6 from Guyana (GU: 6)."
"taxon-7-Chelonanthus_viridiflorus","Argentina","country","Distribution: Guyana , Brazil , Peru , Bolivia , Paraguay and Argentina ; 165 collections studied, of which 6 from Guyana (GU: 6)."
"taxon-7-Chelonanthus_viridiflorus","Guyana","country","Distribution: Guyana , Brazil , Peru , Bolivia , Paraguay and Argentina ; 165 collections studied, of which 6 from Guyana (GU: 6)."
"taxon-3-CHORISEPALUM","Neotropics","world","Distribution: 5 species in the Neotropics , restricted to the Guayana Highlands of Venezuela and Guyana , 850-2400 m alt., with one disjunct collection from the Tafelberg in Suriname , 400 m alt.; 4 species in the Guianas ."
"taxon-3-CHORISEPALUM","Guayana Highlands","region","Distribution: 5 species in the Neotropics , restricted to the Guayana Highlands of Venezuela and Guyana , 850-2400 m alt., with one disjunct collection from the Tafelberg in Suriname , 400 m alt.; 4 species in the Guianas ."
"taxon-3-CHORISEPALUM","Venezuela","country","Distribution: 5 species in the Neotropics , restricted to the Guayana Highlands of Venezuela and Guyana , 850-2400 m alt., with one disjunct collection from the Tafelberg in Suriname , 400 m alt.; 4 species in the Guianas ."
"taxon-3-CHORISEPALUM","Guyana","country","Distribution: 5 species in the Neotropics , restricted to the Guayana Highlands of Venezuela and Guyana , 850-2400 m alt., with one disjunct collection from the Tafelberg in Suriname , 400 m alt.; 4 species in the Guianas ."
"taxon-3-CHORISEPALUM","Suriname","country","Distribution: 5 species in the Neotropics , restricted to the Guayana Highlands of Venezuela and Guyana , 850-2400 m alt., with one disjunct collection from the Tafelberg in Suriname , 400 m alt.; 4 species in the Guianas ."
"taxon-3-CHORISEPALUM","Guianas","region","Distribution: 5 species in the Neotropics , restricted to the Guayana Highlands of Venezuela and Guyana , 850-2400 m alt., with one disjunct collection from the Tafelberg in Suriname , 400 m alt.; 4 species in the Guianas ."
"taxon-1-Chorisepalum_carnosum","Venezuela","country","Distribution: Venezuela ( Bolívar ), Guyana ; 7 collections studied, of which 1 from the Waukauyentipu, Paruima, Pakaraima Mts. in Guyana , Clarke et al. 5730 (BRG, L, US) (GU: 1)."
"taxon-1-Chorisepalum_carnosum","Bolívar","state","Distribution: Venezuela ( Bolívar ), Guyana ; 7 collections studied, of which 1 from the Waukauyentipu, Paruima, Pakaraima Mts. in Guyana , Clarke et al. 5730 (BRG, L, US) (GU: 1)."
"taxon-1-Chorisepalum_carnosum","Guyana","country","Distribution: Venezuela ( Bolívar ), Guyana ; 7 collections studied, of which 1 from the Waukauyentipu, Paruima, Pakaraima Mts. in Guyana , Clarke et al. 5730 (BRG, L, US) (GU: 1)."
"taxon-1-Chorisepalum_carnosum","Waukauyentipu, Paruima, Pakaraima Mts.","region","Distribution: Venezuela ( Bolívar ), Guyana ; 7 collections studied, of which 1 from the Waukauyentipu, Paruima, Pakaraima Mts. in Guyana , Clarke et al. 5730 (BRG, L, US) (GU: 1)."
"taxon-1-Chorisepalum_carnosum","Guyana","country","Distribution: Venezuela ( Bolívar ), Guyana ; 7 collections studied, of which 1 from the Waukauyentipu, Paruima, Pakaraima Mts. in Guyana , Clarke et al. 5730 (BRG, L, US) (GU: 1)."
"taxon-2-Chorisepalum_psychotrioides","Venezuela","country","Distribution: Venezuela ( Bolívar ), Guyana ; 21 collections studied, of which 11 from the Pakaraima Mts. in Guyana ( Mt. Ayanganna , Mt. Wokomung , Merume Mts. , Mt. Maringma ) (GU: 11)."
"taxon-2-Chorisepalum_psychotrioides","Bolívar","state","Distribution: Venezuela ( Bolívar ), Guyana ; 21 collections studied, of which 11 from the Pakaraima Mts. in Guyana ( Mt. Ayanganna , Mt. Wokomung , Merume Mts. , Mt. Maringma ) (GU: 11)."
"taxon-2-Chorisepalum_psychotrioides","Guyana","country","Distribution: Venezuela ( Bolívar ), Guyana ; 21 collections studied, of which 11 from the Pakaraima Mts. in Guyana ( Mt. Ayanganna , Mt. Wokomung , Merume Mts. , Mt. Maringma ) (GU: 11)."
"taxon-2-Chorisepalum_psychotrioides","Pakaraima Mts.","region","Distribution: Venezuela ( Bolívar ), Guyana ; 21 collections studied, of which 11 from the Pakaraima Mts. in Guyana ( Mt. Ayanganna , Mt. Wokomung , Merume Mts. , Mt. Maringma ) (GU: 11)."
"taxon-2-Chorisepalum_psychotrioides","Guyana","country","Distribution: Venezuela ( Bolívar ), Guyana ; 21 collections studied, of which 11 from the Pakaraima Mts. in Guyana ( Mt. Ayanganna , Mt. Wokomung , Merume Mts. , Mt. Maringma ) (GU: 11)."
"taxon-2-Chorisepalum_psychotrioides","Mt. Ayanganna","locality","Distribution: Venezuela ( Bolívar ), Guyana ; 21 collections studied, of which 11 from the Pakaraima Mts. in Guyana ( Mt. Ayanganna , Mt. Wokomung , Merume Mts. , Mt. Maringma ) (GU: 11)."
"taxon-2-Chorisepalum_psychotrioides","Mt. Wokomung","locality","Distribution: Venezuela ( Bolívar ), Guyana ; 21 collections studied, of which 11 from the Pakaraima Mts. in Guyana ( Mt. Ayanganna , Mt. Wokomung , Merume Mts. , Mt. Maringma ) (GU: 11)."
"taxon-2-Chorisepalum_psychotrioides","Merume Mts.","region","Distribution: Venezuela ( Bolívar ), Guyana ; 21 collections studied, of which 11 from the Pakaraima Mts. in Guyana ( Mt. Ayanganna , Mt. Wokomung , Merume Mts. , Mt. Maringma ) (GU: 11)."
"taxon-2-Chorisepalum_psychotrioides","Mt. Maringma","locality","Distribution: Venezuela ( Bolívar ), Guyana ; 21 collections studied, of which 11 from the Pakaraima Mts. in Guyana ( Mt. Ayanganna , Mt. Wokomung , Merume Mts. , Mt. Maringma ) (GU: 11)."
"taxon-3-Chorisepalum_rotundifolium","Venezuela","country","Distribution: Venezuela ( tepuis in Bolívar state ), Guyana ( Mt. Roraima ); 8 collections studied, of which 1 from Mt. Roraima in Guyana , Persaud 152 (NY) (GU: 1)."
"taxon-3-Chorisepalum_rotundifolium","tepuis in Bolívar state","region","Distribution: Venezuela ( tepuis in Bolívar state ), Guyana ( Mt. Roraima ); 8 collections studied, of which 1 from Mt. Roraima in Guyana , Persaud 152 (NY) (GU: 1)."
"taxon-3-Chorisepalum_rotundifolium","Guyana","country","Distribution: Venezuela ( tepuis in Bolívar state ), Guyana ( Mt. Roraima ); 8 collections studied, of which 1 from Mt. Roraima in Guyana , Persaud 152 (NY) (GU: 1)."
"taxon-3-Chorisepalum_rotundifolium","Mt. Roraima","locality","Distribution: Venezuela ( tepuis in Bolívar state ), Guyana ( Mt. Roraima ); 8 collections studied, of which 1 from Mt. Roraima in Guyana , Persaud 152 (NY) (GU: 1)."
"taxon-3-Chorisepalum_rotundifolium","Mt. Roraima","locality","Distribution: Venezuela ( tepuis in Bolívar state ), Guyana ( Mt. Roraima ); 8 collections studied, of which 1 from Mt. Roraima in Guyana , Persaud 152 (NY) (GU: 1)."
"taxon-3-Chorisepalum_rotundifolium","Guyana","country","Distribution: Venezuela ( tepuis in Bolívar state ), Guyana ( Mt. Roraima ); 8 collections studied, of which 1 from Mt. Roraima in Guyana , Persaud 152 (NY) (GU: 1)."
"taxon-4-Chorisepalum_sipapoanum","Venezuela","country","Distribution: Venezuela ( Cerro Sipapo in Amazonas ) and Suriname ( Tafelberg ); 9 collections studied, of which 1 from the Tafelberg in Suriname, Maguire 24345 (L, NY) (SU: 1)."
"taxon-4-Chorisepalum_sipapoanum","Cerro Sipapo in Amazonas","locality","Distribution: Venezuela ( Cerro Sipapo in Amazonas ) and Suriname ( Tafelberg ); 9 collections studied, of which 1 from the Tafelberg in Suriname, Maguire 24345 (L, NY) (SU: 1)."
"taxon-4-Chorisepalum_sipapoanum","Suriname","country","Distribution: Venezuela ( Cerro Sipapo in Amazonas ) and Suriname ( Tafelberg ); 9 collections studied, of which 1 from the Tafelberg in Suriname, Maguire 24345 (L, NY) (SU: 1)."
"taxon-4-Chorisepalum_sipapoanum","Tafelberg","locality","Distribution: Venezuela ( Cerro Sipapo in Amazonas ) and Suriname ( Tafelberg ); 9 collections studied, of which 1 from the Tafelberg in Suriname, Maguire 24345 (L, NY) (SU: 1)."
"taxon-4-COUTOUBEA","Neotropics","world","Distribution: 5 species in the Neotropics , growing in savannas, open places or disturbed areas; 4 species in the Guianas ."
"taxon-4-COUTOUBEA","Guianas","region","Distribution: 5 species in the Neotropics , growing in savannas, open places or disturbed areas; 4 species in the Guianas ."
"taxon-1-Coutoubea_humilis","Guyana","country","Distribution: Guyana ; 8 collections studied (GU: 8)."
"taxon-2-Coutoubea_ramosa","Colombia","country","Distribution: Colombia , Venezuela , the Guianas , Brazil and Bolivia ."
"taxon-2-Coutoubea_ramosa","Venezuela","country","Distribution: Colombia , Venezuela , the Guianas , Brazil and Bolivia ."
"taxon-2-Coutoubea_ramosa","Guianas","region","Distribution: Colombia , Venezuela , the Guianas , Brazil and Bolivia ."
"taxon-2-Coutoubea_ramosa","Brazil","country","Distribution: Colombia , Venezuela , the Guianas , Brazil and Bolivia ."
"taxon-2-Coutoubea_ramosa","Bolivia","country","Distribution: Colombia , Venezuela , the Guianas , Brazil and Bolivia ."
"taxon-2a-Coutoubea_ramosa","Venezuela","country","Distribution: Venezuela , the Guianas , Brazilian Amazon ; 73 collections studied, of which 68 from the Guianas (GU: 51; SU: 9; FG: 8)."
"taxon-2a-Coutoubea_ramosa","Guianas","region","Distribution: Venezuela , the Guianas , Brazilian Amazon ; 73 collections studied, of which 68 from the Guianas (GU: 51; SU: 9; FG: 8)."
"taxon-2a-Coutoubea_ramosa","Brazilian Amazon","region","Distribution: Venezuela , the Guianas , Brazilian Amazon ; 73 collections studied, of which 68 from the Guianas (GU: 51; SU: 9; FG: 8)."
"taxon-2a-Coutoubea_ramosa","Guianas","region","Distribution: Venezuela , the Guianas , Brazilian Amazon ; 73 collections studied, of which 68 from the Guianas (GU: 51; SU: 9; FG: 8)."
"taxon-2b-Coutoubea_ramosa","Colombia","country","Distribution: Colombia , Venezuela , the Guianas , Brazil , Bolivia ; numerous collections studied, of which 111 from the Guianas (GU: 25; SU: 49; FG: 37)."
"taxon-2b-Coutoubea_ramosa","Venezuela","country","Distribution: Colombia , Venezuela , the Guianas , Brazil , Bolivia ; numerous collections studied, of which 111 from the Guianas (GU: 25; SU: 49; FG: 37)."
"taxon-2b-Coutoubea_ramosa","Guianas","region","Distribution: Colombia , Venezuela , the Guianas , Brazil , Bolivia ; numerous collections studied, of which 111 from the Guianas (GU: 25; SU: 49; FG: 37)."
"taxon-2b-Coutoubea_ramosa","Brazil","country","Distribution: Colombia , Venezuela , the Guianas , Brazil , Bolivia ; numerous collections studied, of which 111 from the Guianas (GU: 25; SU: 49; FG: 37)."
"taxon-2b-Coutoubea_ramosa","Bolivia","country","Distribution: Colombia , Venezuela , the Guianas , Brazil , Bolivia ; numerous collections studied, of which 111 from the Guianas (GU: 25; SU: 49; FG: 37)."
"taxon-2b-Coutoubea_ramosa","Guianas","region","Distribution: Colombia , Venezuela , the Guianas , Brazil , Bolivia ; numerous collections studied, of which 111 from the Guianas (GU: 25; SU: 49; FG: 37)."
"taxon-2c-Coutoubea_ramosa","Venezuela","country","Distribution: Venezuela , Guyana , Brazil ( Amazonas ); 4 collections studied, of which 1 from Guyana (GU: 1)."
"taxon-2c-Coutoubea_ramosa","Guyana","country","Distribution: Venezuela , Guyana , Brazil ( Amazonas ); 4 collections studied, of which 1 from Guyana (GU: 1)."
"taxon-2c-Coutoubea_ramosa","Brazil","country","Distribution: Venezuela , Guyana , Brazil ( Amazonas ); 4 collections studied, of which 1 from Guyana (GU: 1)."
"taxon-2c-Coutoubea_ramosa","Amazonas","state","Distribution: Venezuela , Guyana , Brazil ( Amazonas ); 4 collections studied, of which 1 from Guyana (GU: 1)."
"taxon-2c-Coutoubea_ramosa","Guyana","country","Distribution: Venezuela , Guyana , Brazil ( Amazonas ); 4 collections studied, of which 1 from Guyana (GU: 1)."
"taxon-3-Coutoubea_reflexa","Colombia","country","Distribution: Colombia , Venezuela , Guyana ( Pakaraima Mts. , S Rupununi Savanna ), Brazil ( Amazonas , Roraima ); 37 collections studied, of which 13 from Guyana (GU: 13)."
"taxon-3-Coutoubea_reflexa","Venezuela","country","Distribution: Colombia , Venezuela , Guyana ( Pakaraima Mts. , S Rupununi Savanna ), Brazil ( Amazonas , Roraima ); 37 collections studied, of which 13 from Guyana (GU: 13)."
"taxon-3-Coutoubea_reflexa","Guyana","country","Distribution: Colombia , Venezuela , Guyana ( Pakaraima Mts. , S Rupununi Savanna ), Brazil ( Amazonas , Roraima ); 37 collections studied, of which 13 from Guyana (GU: 13)."
