bibliographicCitation
"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254."
"Moonlight P.W. & Tebbitt M.C. 2017, Two new Peruvian species of Begonia (Begonaiceae) and an amended description of Begonia thyrsoidea, Edinburgh J. Bot. Vol.74(2) , pp.111-122."
"Moonlight P.W. & Jara-Munoz O.A. 2017, A revision and recircumscription of Begonia Section Pilderia including one new species, Phytotaxa. Vol.307(1) , pp.1-22."
"Moonlight P.W., Reynel C., Tebbitt M.C. 2017, Begonia elachista Moonlight & Tebbitt sp. nov., an enigmatic new species and a new section of Begonia (Begoniaceae) from Peru, Eur. J. Taxon. Vol.281 , pp.1-13."
"Moonlight P.W., Hughes M., Tebbitt M.C. 2017, Taxonomy of Begonia albomaculata and description of two new species endemic to Peru, Edinburgh J. Bot. Vol.74(2) , pp.111-122."
"Moonlight P.W. & Reynel C. 2018, Two new species of Begonia from Andean Peru, Phytotaxa. Vol.381(1) , pp.116-126."
"Tebbitt M.C., Reynel C., Huaylla Limachi L., Martin C.M. 2019, A taxonomic revision of Begonia veitchii, Edinburgh J. Bot. Vol.77(1) , pp.127-144."
"Tebbitt M.C., Hughes M., Perez A.J. & Moonlight P.W. 2017, Taxonomy of the Begonia tiliifolia group, including descriptions of two new species, Edinburgh J. Bot. Vol.74(2) , pp.199-215."
"Tebbitt M.C., Andrada A.R., Kollmann L.J.C. & Moonlight P.W. 2018, Taxonomy of Begonia wollnyi Herzog and Begonia arrogans Irmsch., Edinburgh J. Bot. Vol.75(2) , pp.215-226."
"Tebbitt M.C. & Stevenson P. 26, A New Species of Begonia Sect. Gobenia (Begoniaceae) from Colombia and Ecuador, Novon. (2018) , pp.252-255."
"Tebbitt M.C. 2017, Recircumscription and new synonyms of Begonia acerifolia (Begoniaceae) and amended descriptions of the poorly known B. hydrophylloides and B. velata, Edinburgh J. Bot. Vol.72(2) , pp.217-228."
"Tebbit 2016, Two new species of Andean Begonia (Begoniaceae), Edinburgh J. Bot. Vol.73(1) , pp.143-152."
"Jara-Munoz O.A. et al. 2017, A new species of Begonia section Casparya from the Colombian Eastern Cordillera and a key to the Colombian Casparya, Phytotaxa. Vol.321(2) , pp.208-212."
"Feliciano C.D. 2009, Flora de Minas Gerais, Begoniaceae."
"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52."
"Jara-Munoz O.A., Franco D, Tebbitt M & Swensen S 79, A new species of Begonia from the Choco biogeographical region of Colombia, Edinburgh J. Bot. Vol.2022 , pp.1-12."
"Jara-Munoz O.A. & Zabala-Rivera J.C. 2018, Dos Nuevas Especies de Begonia (Begoniaceae) de la Serranía de los Yariguíes (Santander, Colombia), Novon. Vol.26(4) , pp.355-364."
"Jacques E.d.L. 2022, Three Brazilian species of Begonia (Begoniaceae) from the state of Rio de Janeiro, Brazil, Phytotaxa. Vol.561(2) , pp.138-150."
"Miranda M.D. & Jacques E.d.L. 2022, Two new diminutive species of Begonia (Begoniaceae) from the north coast of São Paulo State, Brazil, Phytotaxa. Vol.55(2) , pp.147-158."
"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280."
"Gonçalves L.N. et al. 2020, Flora do Ceará, Brasil: Begoniaceae, Rodriguésia. Vol.71(e01402018) , pp.1-9."
"Kollmann L.J.C. 2010, Begonia goldingiana L. Kollmann & A. P. Fontana (Begoniaceae), a new species from the Atlantic Forest of Southern Bahia, Brazil, Candollea. Vol.65(2) , pp.185-188."
"Kollmann L.J.C. 2008, Duas novas especies de Begonia (Begoniaceae) do Espirito Santo, Rodriguésia. Vol.59(1) , pp.155-160."
"Jacques E.d.L., Ribeiro, M.A.M. & Tozin L.R.d.S. 2023, Re-establishment of Begonia corallina Carrière (Begoniaceae) based on morphoanatomical evidence, Phytotaxa. Vol.609(2) , pp.103-114."
"Aymard C. G. & Romero G.A. 2011, Begonia bernicei (Begoniaceae) a new species for the lowland humid forests of the Venezuelan Guyayana , J. Bot. Res. Inst. Texas. Vol.5(1) , pp.97-100."
"Smith L.B. & Wasshausen D.C. 1989, Begoniaceae, Flora of Venezuela. Vol.4(1) , pp.1-78."
"Kollm 62, Begonia callosa L. Kollmann (Begoniaceae), a new species from the Atlantic forest in the State of Espírito Santo, Brazil, Candollea. Vol.2(2007) , pp.141-144."
"Kollmann L.J.C. 2009, Begonia bullatifolia L.Kollmann and Begonia leopoldinensis L.Kollmann (Begoniaceae), two new species from the Atlantic Forest in the State of Espirito Santo, Brazil, Candollea. Vol.64(1) , pp.117-122."
"Kollmann L.J.C. 2006, Begonia novalombardiensis L. Kollmann (Begoniaceae), une nouvelle espèce de la forêt atlantique de l’Etat de l’Espirito Santo, Brésil, Candollea. Vol.61(1) , pp.89-92."
"Kollmann L.J.C. & Gonella P.M. 2020, Novelties in Begonia (Begoniaceae) from the campos rupestres of Serra do Padre Ângelo, Minas Gerais, Brazil: a new species and a new record, Phytotaxa. Vol.510(1) , pp.69-77."
"Kollmann L.J.C. & Fontana A.P. 2008, A new species of Begonia (Begoniaceae) from the Atlantic Forest of Espirito Santo, Rodriguésia. Vol.59(4) , pp.761-764."
"Kollmann L.J.C. 2003, Begonia ruschii L.Kollmann (Begoniaceae), uma nova especie da Florest Atlantica do Espirito Santo, Brasil, Bol. Mus. Biol. Prof. Mello-Leitao. Vol.15 , pp.29-33."
"Kollmann L.J.C. 2022, Novelties in Brazilian Begoniaceae V: a new species from southern São Paulo state, Phytotaxa. Vol.541(3) , pp.240-246."
"Paglia I., Luber J., de Freitas Mansano V. & Freitas L. 2022, A narrowly endemic species of Begoniaceae: rediscovery, distribution and conservation of Begonia jocelinoi, Oryx. Vol.56(6) , pp.935-938."
"Gu C., Peng C.I. & Turland N.J., 2007, 14. Begoniaceae, in Gu C., Peng C.I. & Turland N.J., Flora of China Vol.13(14)., pp.8-56."
"Hughes, M., Girmansyah, D. & Ardi, W.H. 2015, Further discoveries in the ever-expanding genus Begonia (Begoniaceae): fifteen new species from Sumatra, Eur. J. Taxon. Vol.167 , pp.1-40."
"Phutthai, T., Hughes, M & Sridith, K, 2019, Begoniaceae , in K. Chayamarit, H. Balslev, M. F. Newman, A. S. Barfod, H. J. Esser, D. A. Simpson, & J. A. N. Parnell (eds.) , Flora of Thailand Vol.14(3)., pp.259-431."
"Wahlsteen E. & Borah D. 2022, A Checklist with Three New Species and Two New Country Records of Begonia from Dibang Valley, Arunachal Pradesh, India, Brittonia. Vol.74(4) , pp.403-418."
"Gyeltshen P., Hughes M. & Jamtsho S. 2021, A new species of Begonia sect. Diploclinium, Begonia bhutanensis, from Bhutan, Gard. Bull. Sing. Vol.73(2) , pp.469-474."
"de Wilde J.J.F.E. & Arends J. C. 1980, BEGONIA SECTION SQUAMIBEGONIA WARB. A TAXONOMIC REVISION , Misc. Pap. Landbouwhogesch. Wageningen. Vol.19 , pp.377-421."
"Hoang T.S. & Lin C-W. 2023, A new species Begonia wiformis, and a new record of B. filiformis (B. sect. Coelocentrum, Begoniaceae) from nothern Vietnam, Phytotaxa. Vol.591(4) , pp.292-300."
"Taram M., Borah D. & Hughes M. 584, Two new records of Begonia for the flora of India from Arunachal Pradesh, Phytotaxa. Vol.2 , pp.115-120."
"Radbouchoom S., Phutthai T., Schneider H. 2023, Begonia fimbristipula subsp. siamensis (sect. Diploclinium, Begoniaceae), a new taxon of the megadiverse genus endemic to Thailand, Phytotaxa. Vol.218 , pp.1-19."
"Naive M.A., Cababan, M.A.L., Lubos L.C. & Hughes M. 2022, Taxonomy of the genus Begonia (Begoniaceae) in Mindanao, Philippines III: New insights into the morphology and distribution of Begonia malindangensis and B. mindanaensis, Phytotaxa. Vol.564(2) , pp.265-272."
"Amoroso V.B., Lamparas, R.J.V., Lagunday N.E., Lloyd M, Dapar G. & Rubite R 2023, Begonia fritschiana (Begoniaceae, Begonia section Baryandra), a new species from Quezon, Bukidnon, Philippines, Phytotaxa. Vol.587(1) , pp.39-46."
"Muhammad F.R.M. Saleh*, Kurniawan P. Bandjolu, Wisnu H. Ardi, Daniel C. Thomas 2023, Begonia ranoposoensis (Begoniaceae), a new species from Sulawesi, Indonesia , Taiwania. Vol.68(2) , pp.180-184."
"Hong-Bo Ding, Dong-Li Quan, Xiao-Dong Zeng, Jin-Chao Zhao, Yun-Hong Tan 2023, A new stoloniferous species of Begonia Begoniaceae from Yunnan, China, Nord. J. Bot. Vol.e03890."
"Eliane de Lima Jacques 2023, Begonia piraquara (Begoniaceae) a new species from Atlantic Coastal Forest in the State of Rio de Janeiro, Brazil, Phytotaxa. Vol.612(1) , pp.99-103."
"Calaramo M.A., Rubite R. & Lin C-W. 2023, Two new endemic Begonia species named after historical landmarks of Ilocos Sur, Philippines, Phytotaxa. Vol.613(3) , pp.171-179."
"O.A. Jara-Munoz, P.W. Moonlight & J.C. Zabala-Rivera 2023, A New Species of Begonia (Begoniaceae) from the Eastern Cordillera of Colombia, Phytotaxa. Vol.616(2) , pp.169-175."
"Miranda M.D. 2023, A new insular species of Begonia (Begoniaceae) from São Paulo State, Brazil, Phytotaxa. Vol.630(2) , pp.142-148."
"Moonlight P.W. & Kelly D.L. 2024, Two New Critically Endangered Species of Begonia sect. Gireoudia (Begoniaceae) from Mesoamerica, Novon. Vol.32."
"Hajong B., Bhat N.A. & Bharali P. 2024, A new species of Begonia (Begoniaceae) from Mishmi Hills of Arunachal Pradesh, India, Phytotaxa. Vol.637(3) , pp.285-290."
"Dela Cruz C.J.P., Collantes J.P.R., Bustamante R.A.A. & Ang Y.P. 637, Insights on Begonia jagori (Begoniaceae), a cryptic species of Albay Province, Luzon Island, Philippines, Phytotaxa. Vol.3(2024) , pp.291-295."
"Tian D.K., Wei H., Huang C., Wu L., Chen Z., Gou Z., Sun X., Wang S., Gao Q., Li X. 2024, Two new species of Begoniaceae from China mainland , Taiwania. Vol.69(1) , pp.89-98."
"Zhou J., Song Q., Zhao F., Hoang T.S., Tao D., Guan S., Yan H., Tian D. 2024, Begonia floriprolifera, a new Species of Begonia（Begoniaceae）from Southwestern Guangxi of China and Northern Vietnam, Taiwania. Vol.69(1) , pp.83-88."
"Blasco F.A., Alejandro G.J.D., Tandang D.N. & Rubite R.R. 2024, Begonia matahom (Section Petermannia, Begoniaceae), a new species from Tago, Surigao del Sur, Philippines, Taiwania. Vol.69(1) , pp.62-66."
"Feng X.X., Chen Y.M., Lui J.X., Huang Y.N., Liu Z.X., Li R.K., Zhao T. & Guo W 2024, Begonia barosma, a new species in Begonia sect. Coelocentrum (Begoniaceae) from limestone karsts across Sino-Vietnamese Border, Taiwania. Vol.68(3) , pp.349-354."
"Mazo K.R.F., Salatan N.L. & Rubite R. 2023, A new species of Begonia section Baryandra from Zamboanga Peninsula, Southwestern Philippines, Webbia. Vol.78(2) , pp.87-92."
"Blasco F.A., Alejandro G.J.D., Tandang D.N. & Rubite R.R. 2024, Begonia abhak (section Petermannia, Begoniaceae) a new species from Lanuza, Surigao del Sur, Philippines, Webbia. Vol.79(1) , pp.47-50."
"Bui, D.T. et al. 2024, Begonia nahauensis (sect. Platycentrum, Begoniaceae), a new species from northern Vietnam, Phytotaxa. Vol.662(1) , pp.115-120."
"Jacques E.d.L., Moonlight P.W. & dos Santos Junior, A. 2024, Begonia tamoiana (Begoniaceae), a new species from Atlantic Forest of Rio de Janeiro State, Brazil, Phytotaxa. Vol.669(2) , pp.159-164."
"Sherpa N., Lepcha P.T., Chhetri G. & Gogoi R. 2025, Begonia watsonii (Begoniaceae): A New Species From Sikkim, India, Feddes Repert.."
"YUSRAN E. RITONGA, DEDEN GIRMANSYAH & WENDY A. MUSTAQIM 2025, Begonia elegantifolia (Begoniaceae), a new species from northern Sumatra, Indonesia, Phytotaxa. Vol.720(1) , pp.87-92."
