"multimediaID","taxonID","identifier","title","description"
"media-ID_396","taxon-1-Abolboda_acaulis","fotg-a-15-396.gif","Fig. 1a",""
"media-ID_397","taxon-2-Abolboda_americana","fotg-a-15-397.gif","Fig. 1b",""
"media-ID_398","taxon-2-Abolboda_americana","fotg-a-15-398.gif","Fig. 2",""
"media-ID_399","taxon-3-Abolboda_grandis","fotg-a-15-399.gif","Fig. 3a",""
"media-ID_400","taxon-3b-Abolboda_grandis","fotg-a-15-400.gif","Fig. 3b",""
"media-ID_401","taxon-4-Abolboda_killipii","fotg-a-15-401.gif","Fig. 4",""
"media-ID_402","taxon-5-Abolboda_macrostachya","fotg-a-15-402.gif","Fig. 5a",""
"media-ID_403","taxon-5b-Abolboda_macrostachya","fotg-a-15-403.gif","Fig. 5b",""
"media-ID_404","taxon-6-Abolboda_poarchon","fotg-a-15-404.gif","Fig. 6",""
"media-ID_405","taxon-7-Abolboda_pulchella","fotg-a-15-405.gif","Fig. 7",""
"media-ID_406","taxon-2-ORECTANTHE","fotg-a-15-406.gif","Fig. 8",""
"media-ID_407","taxon-1-Orectanthe_ptaritepuiana","fotg-a-15-407.gif","Fig. 9",""
"media-ID_408","taxon-1-Orectanthe_ptaritepuiana","fotg-a-15-408.gif","Fig. 10",""
"media-ID_409","taxon-2-Orectanthe_sceptrum","fotg-a-15-409.gif","Fig. 11",""
"media-ID_410","taxon-1-Xyris_albescens","fotg-a-15-410.gif","Fig. 12",""
"media-ID_411","taxon-3-Xyris_bicephala","fotg-a-15-411.gif","Fig. 13",""
"media-ID_412","taxon-4-Xyris_concinna","fotg-a-15-412.gif","Fig. 14",""
"media-ID_413","taxon-4-Xyris_concinna","fotg-a-15-413.gif","Fig. 15",""
"media-ID_414","taxon-5-Xyris_connosepala","fotg-a-15-414.gif","Fig. 16",""
"media-ID_415","taxon-8-Xyris_fallax","fotg-a-15-415.gif","Fig. 17",""
"media-ID_416","taxon-8-Xyris_fallax","fotg-a-15-416.gif","Fig. 18",""
"media-ID_417","taxon-8-Xyris_fallax","fotg-a-15-417.gif","Fig. 19",""
"media-ID_418","taxon-11-Xyris_involucrata","fotg-a-15-418.gif","Fig. 20",""
"media-ID_419","taxon-11-Xyris_involucrata","fotg-a-15-419.gif","Fig. 21",""
"media-ID_420","taxon-12-Xyris_jupicai","fotg-a-15-420.gif","Fig. 22",""
"media-ID_421","taxon-13-Xyris_kukenaniana","fotg-a-15-421.gif","Fig. 23",""
"media-ID_422","taxon-14-Xyris_lanulobractea","fotg-a-15-422.gif","Fig. 24",""
"media-ID_423","taxon-15-Xyris_laxifolia","fotg-a-15-423.gif","Fig. 25",""
"media-ID_424","taxon-17-Xyris_paraensis","fotg-a-15-424.gif","Fig. 26",""
"media-ID_425","taxon-17a-Xyris_paraensis","fotg-a-15-425.gif","Fig. 27a",""
"media-ID_426","taxon-18-Xyris_roraimae","fotg-a-15-426.gif","Fig. 27b",""
"media-ID_427","taxon-18-Xyris_roraimae","fotg-a-15-427.gif","Fig. 28",""
"media-ID_428","taxon-18-Xyris_roraimae","fotg-a-15-428.gif","Fig. 29",""
"media-ID_429","taxon-20-Xyris_setigera","fotg-a-15-429.gif","Fig. 30",""
"media-ID_430","taxon-21-Xyris_seubertii","fotg-a-15-430.gif","Fig. 31",""
"media-ID_431","taxon-22-Xyris_spathacea","fotg-a-15-431.gif","Fig. 32",""
"media-ID_432","taxon-22-Xyris_spathacea","fotg-a-15-432.gif","Fig. 33",""
"media-ID_433","taxon-24-Xyris_surinamensis","fotg-a-15-433.gif","Fig. 34",""
"media-ID_434","taxon-25a-Xyris_tenella","fotg-a-15-434.gif","Fig. 35",""
"media-ID_435","taxon-27-Xyris_uleana","fotg-a-15-435.gif","Fig. 36a",""
"media-ID_436","taxon-27-Xyris_uleana","fotg-a-15-436.gif","Fig. 36b",""
"media-ID_437","taxon-27-Xyris_uleana","fotg-a-15-437.gif","Fig. 37",""
"media-ID_438","taxon-28-Xyris_witsenioides","fotg-a-15-438.gif","Fig. 38a",""
"media-ID_439","taxon-28-Xyris_witsenioides","fotg-a-15-439.gif","Fig. 38b",""
"media-ID_440","taxon-4-Eichhornia_heterosperma","fotg-a-15-440.gif","Fig. 39",""
"media-ID_441","taxon-3-Pontederia_triflora","fotg-a-15-441.gif","Fig. 40",""
"media-ID_442","taxon-1b-Schiekia_orinocensis","fotg-a-15-442.gif","Fig. 41",""
"media-ID_443","taxon-1b-Schiekia_orinocensis","fotg-a-15-443.gif","Fig. 42",""
"media-ID_444","taxon-1-Xiphidium_caeruleum","fotg-a-15-444.gif","Fig. 43",""
