"taxonID","description"
"taxon-182-XYRIDACEAE","Rosulate or caulescent, fine to coarse terrestrial herbs, the roots mostly slender , diffuse-fibrous, with root hairs ; axis sympodial or monopodial. Leaves alternate and equitant-distichous, or in spirals, ligulate or eligulate, the bases broad, open-sheathing, the blades laterally to dorsiventrally compressed, in either case linear . Inflorescences lateral to terminal , scapose , scapes 1 to few from the axil of scape sheaths or inner leaves, naked or with distant pairs of scape bracts, each scape bearing 1 (or more) imbricate-bracted spikes or heads, at apex rarely a panicle of spikes . Flowers perfect, 1 to many per spike or head, solitary and subsessile to shortly pedicellate in the axil of chaffy, coriaceous to scarious bracts ; perianth of 2 differentiated whorls; sepals (2)3 , the anterior (inner) one reduced or lacking, or equal to the others or, mostly, membranaceous and wrapped around the corolla bud, abscissing as the flower opens or persistent , the other 2 subopposite, connivent to variously connate, chaffy, mostly boat-shaped, often keeled, persisting around the ripe fruit ; petals 3 , equal or unequal, free and then clawed, or connate and fused into a tube, salverform or bilabiate , the spreading blades broad , yellow to white or blue ; stamens 3 , epipetalous; staminodes 0-3 , scale-like to filamentous, bifid and bearded or beardless, or reduced ; anthers mostly tetrasporangiate , usually bilocular at anthesis , introrsely or laterally dehiscing longitudinally ; pollen monosulcate or inaperturate; ovary superior, tricarpellate , unilocular to completely or incompletely trilocular , the placentation thus marginal, parietal, basal, free-central or axile, ovules orthotropous to anatropous or weakly campylotropous , style 1 , terminal , tubular, mostly elongate, 3-branched or simple to irregularly infundibular at apex , stigmas usually 3 , each at the end of a style' branch or trilobed-confluent or as a rim of fimbriae . Fruit capsular, mostly loculicidal ; seeds mostly numerous (-1) , usually with strong longitudinal ridges and finer cross-lines , translucent or farinose-opaque , the embryo small, situated at base of an abundant mealy endosperm."
"taxon-1-ABOLBODA","Coarse to low and moss-like, perennial or annual, caulescent to acaulescent rosulate herbs with fibrous roots and perennating by rhizomes or axillary buds . Principal foliage leaves with broadly clasping sheaths, blades linear-triangular to linear, flat to thickened, angled or lingulate, the tip frequently excentrically or symmetrically aristate or conic-subulate . Inflorescences consisting of a single sessile flower or a 2- or more-flowered spike , this sessile or more often terminal on a scape (rarely a terminal cluster) , usually with 1 or more pairs of subopposite, sessile, erect , bract-like leaves ; bracts paired at spike base, spirally arranged upward, or all spirally set, all fertile or the lowermost sterile, mostly glumaceous, usually rigid, lanciform-navicular with a thickened dorsal area and broad, mostly entire, scarious margins, frequently apically produced to a stiff mucro, cusp or seta . Sepals 2-3 , the laterals often similar to bracts but thinner with narrow, thickened, curvate-keeled (at least apically) back , subopposite , the third (inner) sepal reduced or lacking ; corolla salverform , tube variously elongate , lobes equal, broad, blue to white or violet ; stamens 3 , filaments adnate near base of petal blades , shorter or longer than anthers , flat or terete , anthers mostly narrow , with locule bases variously divergent on a broadened, flattened connective ; staminodes 0-3 ; ovary trilocular , placentation axile, ovules numerous , style typically elongate , bearing 2-3 usually pendent , less often ascending, claviform (to filamentous, rarely bifid) appendages at or near base , apically with 3 , usually distally dilated and flattened stigma branches, these variously divided or connivent, mostly lacero-fimbriate . Capsule with 3 valves firm and mostly much thickened at the crested, lobed, or toothed, smooth to papillose apex ; seeds mostly tumid and irregularly obovoid, 0.5-1 mm long , short-apiculate or umbilicate, the broad body dark, spirally-longitudinally coarsely ribbed, frequently with strong, irregular cross-ridges"
"taxon-1-Abolboda_acaulis","Low smooth perennials forming domes of thickened, chaff-enveloped stems surmounted by rosettes of spreading linear-triangular leaves, 2-5 cm long , with clasping thin bases to 4 mm , blades thickened, lunate to trigonous in cross-section, tips narrow, usually blunt , with an excentric setaceous bristle . Scapes lacking or to 4 cm , lacking scape bracts and rarely exceeding leaves; spike turbinate , ca. 1 cm (2-)3(-4)-flowered ; bracts lanciform, 8-10 mm , lowermost longest, all thickened medially, 7-veined with strongly convex dorsal area and broad scarious margins, tapering to a thickened, setose tip . Sepals 2 , lateral , subequal, lanciform, 6-7 mm , acute, keel entire ; corolla ca. 15 mm , pale blue ; anthers ca. 1 mm ; style to 10 mm , appendages ascending to spreading-ascending , rarely bifurcate. Capsule obovoid, ca. 3 mm , each valve crested apically with a broad, dense fringe of papillae mixed with short-clavate or tuberculate vestiture , this concealing recessed stylar base ; seeds numerous , subglobular, 0.6-0.7 mm , dark red-brown to black , strongly spirally 11-12-ribbed ."
"taxon-1a-Abolboda_acaulis","Leaves commonly ranging shorter than in the following variety, 2-4(-5) cm long ; spikes sessile."
"taxon-1b-Abolboda_acaulis","Leaves ranging longer than in the type, 3-5 cm long ; spikes raised on linear scapes 0.5-4 cm long ."
"taxon-2-Abolboda_americana","Soft, smooth , annual or short-lived perennial, stems rarely to 2.5 cm . Leaves dimorphic, early ones short-linear, 3-10 mm , trigonous to triquetrous, later ones narrower, more spreading , elongate-linear, flattened, 1.5-12 cm x 0.3-0.7 mm , 3-veined , tip blunt and thickened with an excentric point or mucronula . Scapes mostly equalling or exceeding leaves , bractless, 2.5-15 cm , terete ; spikes in fruit broadly turbinate to hemispheric , 5-6(-7) mm long , 2-3(-4)-flowered , mostly with 2 ovate, cuspidate to mucronate, keeled , empty 2.7-6 mm long bracts at base or all bracts fertile, 5-6 mm long , ovate-lanceolate, strongly keeled, broadly scarious-margined, keel excurrent as an excurved cusp . Sepals 2(-3) , inner one mostly oblanceolate , ca. 3 mm , scarious , laterals boat-shaped, oblong-ovate, 5-5.5 mm , emarginate, pale -scarious , keel firm, entire ; corolla (10-)13-15 mm long , light blue ; anthers ca. 1 mm ; style appendages recurved-clavate , 1-1.5 mm . Capsule obovoid , 2.5-3.5 mm , smooth , valve tips acute , smooth ; seeds obovoid to subglobose , ca. 0.5 mm , coarsely 9-11-ribbed , ribs papillose to rugulose ."
"taxon-3-Abolboda_grandis","Solitary or cespitose, smooth perennial, stem short, sometimes branched . Principal leaves linear-triangular to linear-lorate, 8-60 cm x 8-20 mm , finely many-veined , lingulate to flat, acute to acuminate, subulate , entire with thin, hyaline margin . Scape 20-120 cm , terete to sulcate-angulate , pale green or reddened ; scape bracts (1-)2-4 pairs , lance-linear , 1.5-4 cm ; spike hemispheric to ovoid or subglobose , 1.5-4 cm , many-flowered , bracts much shorter than sepals , mostly ovate , 5-10 mm . Lateral sepals lanciform, 12-20 mm , strongly excurved, keel entire to distantly short-lacerate ; corolla 20-35 mm long , blue to violet ; anthers 2-4.5 mm ; lateral stylar appendages recurved , strongly dilated at obliquely truncate apex . Capsule ovoid to ellipsoid , 5-8 mm , valve tips narrowed , 2-toothed ; seeds pyramidal to obovoid, variously quadrate and faceted , ca. 1 mm long , reticulate with strong ribs and distinct, numerous cross-lines ."
"taxon-3a-Abolboda_grandis","Leaves mostly linear-lorate , 8-35 cm x 8-15(-17) mm . Scape (20-)30-80 cm x 1.2-2 mm with (1-)2(-3) pairs of bracts 1.5-3 cm ; spike broadly ovoid to subglobose or hemispheric , 1.5-3 cm , bracts (5-)6-9(-10) mm . Sepals 12-15 mm , a reduced inner one sometimes present , corolla ca. 20 mm , anthers to 2.5 mm . Capsule ovoid , 6-8 mm , valves acuminate , bifid-toothed ."
"taxon-3b-Abolboda_grandis","Leaves triangular-linear, elliptic-linear or linear-lorate, 15-60 cm x 10-20 mm , acute to acuminate, tip subulate , margin thin, pale or violaceous , lower surface green or reddish . Scapes 50-110 cm x 1.5-3(-4) mm , (1-)2-3(-4) pairs of scape bracts, lance-oblong , 3-5 cm . Corolla 30-35 mm , anthers 4-4.5 mm . Capsule 5-7 mm long with valve tips shallowly round-lobed ."
"taxon-4-Abolboda_killipii","Diminutive, tufted, rosulate annual or perennial; foliage dimorphic. Early rosette leaves stubby, 3-5 mm , triangular or slightly lingulate to terete, tips blunt to acute, mucronulate or subulate , later leaves longer, narrowly linear, 3(-4) cm , midrib strong dorsally , apex terete, tip blunt, short-conic, subulate or subulate-aristate , both surfaces of all leaves from smooth to quite granular-papillose, even scabridulous, rarely rugulose-tuberculate . Spikes usually with at least base hidden by leaves, flowers 1-2 per inflorescence, only corolla limb exserted, scape lacking, its bracts spiralled at sessile spike base. Sepals 2 , excentrically lateral to ovary , 4.5-8 mm , keel curved , variously papillose , tip variously subulate ; corolla 10-13 mm long , pale blue or white ; anthers ca. 1 mm ; stylar appendages narrowly claviform , reflexed, ca. 1 mm . Capsule ellipsoid , ca. 2 mm , valves papillate at narrowly rounded tip ; seeds obovoid , ca. 0.7 mm , red-brown to black , with 56 strong ribs per side ."
