"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-7-Xyris_decussata","Xyris decussata","Gleason","species","","","Xyris","Bull. Torrey Bot. Club 56 392 1929","accepted"
"taxon-8-Xyris_fallax","Xyris fallax","Malme","species","","","Xyris","Bih. Kongl. Svenska Vetenskapsakad. Handl. 22 Afd. 3 no. 2 12 pl. I, f. 5 1896","accepted"
"taxon-9-Xyris_guianensis","Xyris guianensis","Steud.","species","","","Xyris","Syn. Pl. Glumac. 2 285 1855","accepted"
"taxon-10-Xyris_hymenachne","Xyris hymenachne","Mart.","species","","","Xyris","Flora 24 2 Beibl. 55 1841","accepted"
"taxon-11-Xyris_involucrata","Xyris involucrata","Nees","species","","","Xyris","J. Bot. (Hooker) 2 397 1840","accepted"
"taxon-12-Xyris_jupicai","Xyris jupicai","L.C. Rich.","species","","","Xyris","Act. Soc. Hist. Nat. Paris 1 100 1792","accepted"
"taxon-13-Xyris_kukenaniana","Xyris kukenaniana","Kral","species","","","Xyris","Ann. Missouri Bot. Gard.- 75 2 719 1988","accepted"
"taxon-14-Xyris_lanulobractea","Xyris lanulobractea","Steyerm.","species","","","Xyris","Fieldiana Bot. 28 1 109 fig. 16 D-H 1951","accepted"
"taxon-15-Xyris_laxifolia","Xyris laxifolia","Mart.","species","","","Xyris","Flora 24 2 Beibl. 53 1841","accepted"
"taxon-16-Xyris_malmeana","Xyris malmeana","L.B. Smith","species","","","Xyris","Bol. Inspect. Fed. Obras Contra Secas. Rio 10 126 1939","accepted"
"taxon-17-Xyris_paraensis","Xyris paraensis","Poeppig ex Kunth","species","","","Xyris","Enum. Pl. 4 9 1843","accepted"
"taxon-17a-Xyris_paraensis","Xyris paraensis","Poeppig ex Kunth","species","","","Xyris","Arch. Bot. Sao Paulo 4 2 28 1966","accepted"
"taxon-17b-Xyris_paraensis","Xyris paraensis","Poeppig ex Kunth","species","","","Xyris","","accepted"
"taxon-18-Xyris_roraimae","Xyris roraimae","Malme","species","","","Xyris","Pilger Notizbl. Konigl. Bot. Gart. Berlin 6 117 1914","accepted"
"taxon-19-Xyris_savanensis","Xyris savanensis","Miq.","species","","","Xyris","Linnaea 18 605 1844","accepted"
"taxon-20-Xyris_setigera","Xyris setigera","F. Oliver","species","","","Xyris","im Thurn Timehri 5 207 1886","accepted"
"taxon-21-Xyris_seubertii","Xyris seubertii","A. Nilsson","species","","","Xyris","Kongl. Svenska Vetenskapsakad. Handl. 24 14 51 pl. 4.1892.","accepted"
"taxon-22-Xyris_spathacea","Xyris spathacea","Lanjouw","species","","","Xyris","Recueil Trav. Bot. Neerl. 34 484 fig. 4 1937","accepted"
"taxon-23-Xyris_subuniflora","Xyris subuniflora","Malme","species","","","Xyris","Recueil Trav. Bot. Neerl. 9 129 1912","accepted"
"taxon-24-Xyris_surinamensis","Xyris surinamensis","A. Sprengel","species","","","Xyris","Thnt. Suppl. Syst. Veg. Linn. 2 1828","accepted"
"taxon-25-Xyris_tenella","Xyris tenella","Kunth","species","","","Xyris","Enum. Pl. 4 9 1843","accepted"
"taxon-25a-Xyris_tenella","Xyris tenella","Kunth","species","","","Xyris","Ark. Bot. 13 3 45 1913","accepted"
"taxon-25b-Xyris_tenella","Xyris tenella","Kunth","species","","","Xyris","","accepted"
"taxon-26-Xyris_thysanolepis","Xyris thysanolepis","Maguire & L.B. Smith","species","","","Xyris","Mem. New York Bot. Gard. 10 5 17 fig. 3A-F 1963","accepted"
"taxon-26a-Xyris_thysanolepis","Xyris thysanolepis","Maguire & L.B. Smith","species","","","Xyris","Ann. Missouri Bot. Gard. 75 2 604 1988","accepted"
"taxon-26b-Xyris_thysanolepis","Xyris thysanolepis","Maguire & L.B. Smith","species","","","Xyris","","accepted"
"taxon-27-Xyris_uleana","Xyris uleana","Malme","species","","","Xyris","Repert. Spec. Nov. Regni Veg. 3 ll3","accepted"
"taxon-27a-Xyris_uleana","Xyris uleana","Malme","species","","","Xyris","Kew Bull 1939 562 1939","accepted"
"taxon-27b-Xyris_uleana","Xyris uleana","Malme","species","","","Xyris","","accepted"
"taxon-28-Xyris_witsenioides","Xyris witsenioides","F. Oliver","species","","","Xyris","im Thurn Timehri 5 207 1886","accepted"
"taxon-197-PONTEDERIACEAE","PONTEDERIACEAE","","family","PONTEDERIACEAE","","","","accepted"
"taxon-1-EICHHORNIA","EICHHORNIA","Kunth","genus","","","EICHHORNIA","Eichhornia 3 1842","accepted"
"taxon-1-Eichhornia_azurea","Eichhornia azurea","Kunth","species","","","Eichhornia","Eichhornia 4 1842","accepted"
"taxon-2-Eichhornia_crassipes","Eichhornia crassipes","Solms-Laubach","species","","","Eichhornia","A.L.P.P. de Candolle Monogr. Phan. 4 527 1883","accepted"
"taxon-3-Eichhornia_diversifolia","Eichhornia diversifolia","Urban","species","","","Eichhornia","Symb. Antill. 4 147 1903","accepted"
"taxon-4-Eichhornia_heterosperma","Eichhornia heterosperma","E. J. Alexander","species","","","Eichhornia","Lloydia 2 170 1939","accepted"
"taxon-5-Eichhornia_paniculata","Eichhornia paniculata","Solms-Laubach","species","","","Eichhornia","A.L.P.P. de Candolle Monogr. Phan. 4 530 1883","accepted"
"taxon-2-PONTEDERIA","PONTEDERIA","Linnaeus","genus","","","PONTEDERIA","Sp. Pl. 288 1753","accepted"
"taxon-1-Pontederia_rotundifolia","Pontederia rotundifolia","Linnaeus","species","","","Pontederia","Pl. Surin. 8 1775","accepted"
"taxon-2-Pontederia_subovata","Pontederia subovata","Lowden","species","","","Pontederia","Rhodora 75 478 1973","accepted"
"taxon-3-Pontederia_triflora","Pontederia triflora","Agostini","species","","","Pontederia","D. Velazquez & J. Velasquez Ernstia 27 9 1984","accepted"
"taxon-198-HAEMODORACEAE","HAEMODORACEAE","","family","HAEMODORACEAE","","","","accepted"
"taxon-1-SCHIEKIA","SCHIEKIA","Meisner","genus","","","SCHIEKIA","Pl. Vase. Gen. Pars Prior 397 1842","accepted"
"taxon-1-Schiekia_orinocensis","Schiekia orinocensis","Meisner","species","","","Schiekia","Pl. Vase. Gen. Pam.Altera 300 1842","accepted"
"taxon-1a-Schiekia_orinocensis","Schiekia orinocensis","Meisner","species","","","Schiekia","","accepted"
"taxon-1b-Schiekia_orinocensis","Schiekia orinocensis","Meisner","species","","","Schiekia","Maas & Maas Fl. Neotropica 61 21 fig. 11, 12, 1993","accepted"
"taxon-2-XIPHIDIUM","XIPHIDIUM","Aublet","genus","","","XIPHIDIUM","Hist. Pl. Guiane 1 33 1775","accepted"
"taxon-1-Xiphidium_caeruleum","Xiphidium caeruleum","Aublet","species","","","Xiphidium","Hist. Pl. Guiane 1 33 t. 11 1775","accepted"
