"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-182-XYRIDACEAE","XYRIDACEAE","","family","XYRIDACEAE","","","","accepted"
"taxon-1-ABOLBODA","ABOLBODA","Kunth","genus","","","ABOLBODA","Humb. & Bon pl. Pl. Aequinoct. 2 25 (1809), 109 pl. ll4 1813","accepted"
"taxon-1-Abolboda_acaulis","Abolboda acaulis","Maguire","species","","","Abolboda","Bull. Torrey Bot. Club 75 191 1948","accepted"
"taxon-1a-Abolboda_acaulis","Abolboda acaulis","Maguire","species","","","Abolboda","","accepted"
"taxon-1b-Abolboda_acaulis","Abolboda acaulis","Maguire","species","","","Abolboda","Fl. Ven. Guayana (in press)","accepted"
"taxon-2-Abolboda_americana","Abolboda americana","Lanjouw","species","","","Abolboda","Recueil Trav. Bot. Neerl. 34 492 1937","accepted"
"taxon-3-Abolboda_grandis","Abolboda grandis","Griseb.","species","","","Abolboda","Linnaea 21 281 1848","accepted"
"taxon-3a-Abolboda_grandis","Abolboda grandis","Griseb.","species","","","Abolboda","","accepted"
"taxon-3b-Abolboda_grandis","Abolboda grandis","Griseb.","species","","","Abolboda","Bull. Torrey Bot. Club 58 326 1931","accepted"
"taxon-4-Abolboda_killipii","Abolboda killipii","Lasser","species","","","Abolboda","Bol. Soc. Venez. Ci. Nat. 9 179 1944","accepted"
"taxon-5-Abolboda_macrostachya","Abolboda macrostachya","Spruce ex Malme","species","","","Abolboda","Bih. Kongl. Svenska Vetenskapsakad. Handl. 26. Afd. 3. 19 15 1901","accepted"
"taxon-5a-Abolboda_macrostachya","Abolboda macrostachya","Spruce ex Malme","species","","","Abolboda","","accepted"
"taxon-5b-Abolboda_macrostachya","Abolboda macrostachya","Spruce ex Malme","species","","","Abolboda","Fieldiana, Bot. 28 104 1951","accepted"
"taxon-6-Abolboda_poarchon","Abolboda poarchon","Seub.","species","","","Abolboda","Mart. Fl. Bras. 3 1 223 t. 30, f. 2 1855","accepted"
"taxon-7-Abolboda_pulchella","Abolboda pulchella","Humb. & Bonpl.","species","","","Abolboda","Pl. Aequinoct. 2 110 pl.ll4 1813","accepted"
"taxon-2-ORECTANTHE","ORECTANTHE","Maguire","genus","","","ORECTANTHE","Mem. New York Bot. Gard. 10 1 2 1958","accepted"
"taxon-1-Orectanthe_ptaritepuiana","Orectanthe ptaritepuiana","Maguire","species","","","Orectanthe","Mem. New York Bot. Gard. 10 1 5 1958","accepted"
"taxon-2-Orectanthe_sceptrum","Orectanthe sceptrum","Maguire","species","","","Orectanthe","Mem. New York Bot. Gard. 10 1 3 1958","accepted"
"taxon-3-XYRIS","XYRIS","Linnaeus","genus","","","XYRIS","Sp. Pl. 1 41 1753","accepted"
"taxon-1-Xyris_albescens","Xyris albescens","Steyerm.","species","","","Xyris","Fieldiana, Bot. 28 1 105 fig. 16a, b 1951","accepted"
"taxon-2-Xyris_anceps","Xyris anceps","Lam.","species","","","Xyris","Tab!. Encycl. 1 132 1791","accepted"
"taxon-3-Xyris_bicephala","Xyris bicephala","Gleason","species","","","Xyris","Brittonia 3 155 1939","accepted"
"taxon-4-Xyris_concinna","Xyris concinna","N.E. Br.","species","","","Xyris","Trans. Linn. Soc. London Bot. ser. 2. 6 68 1901","accepted"
"taxon-5-Xyris_connosepala","Xyris connosepala","Lanjouw & Lindeman","species","","","Xyris","Bull. Torrey Bot. Club 75 639 1948","accepted"
"taxon-6-Xyris_cyperoides","Xyris cyperoides","Gleason","species","","","Xyris","Bull. Torrey Bot. Club 56 17 1929","accepted"
