WFOID,vernacularName,taxon,identifier,preferredName,source,language,countryCode,uri
wfo-0000006741,Mogue tobin,Chrysanthemum segetum,940,0,,en,IE,
wfo-0000006741,Geal gowan,Chrysanthemum segetum,941,0,,en,IE,
wfo-0000006741,Geal seed,Chrysanthemum segetum,942,0,,en,IE,
wfo-0000006741,Gilgowan,Chrysanthemum segetum,943,0,,en,IE,
wfo-0000604047,Golden saxifrage,Chrysosplenium oppositifolium,954,1,,en,IE,
wfo-0000604347,Yellow centaury,Cicendia filiformis,960,1,,en,IE,
wfo-0000080671,Chicory,Cichorium intybus,962,1,,en,IE,
wfo-0000080671,Wild succory,Cichorium intybus,962,0,,en,IE,
wfo-0000604532,Water hemlock,Cicuta virosa,969,1,,en,IE,
wfo-0000604532,Cowbane,Cicuta virosa,970,0,,en,IE,
wfo-0000605650,Upland enchanter’s-nightshade,Circaea ×intermedia,976,1,,en,IE,
wfo-0000605657,Enchanter’s-nightshade,Circaea lutetiana,978,1,,en,IE,
wfo-0000006870,Creeping thistle,Cirsium arvense,983,1,,en,IE,
wfo-0000006870,Dawky thrissel,Cirsium arvense,984,0,,en,IE,
wfo-0000043760,Marsh thistle,Cirsium palustre,986,1,,en,IE,
wfo-0000043760,Buck thrissel,Cirsium palustre,987,0,,en,IE,
wfo-0000043760,Black thistle,Cirsium palustre,988,0,,en,IE,
wfo-0000081703,Common thistle,Cirsium vulgare,990,1,,en,IE,
wfo-0000081703,Spear thistle,Cirsium vulgare,991,0,,en,IE,
wfo-0000081703,Buck thrissel,Cirsium vulgare,992,0,,en,IE,
wfo-0000081703,Dawky thrissel,Cirsium vulgare,993,0,,en,IE,
wfo-0000081703,Thorn,Cirsium vulgare,994,0,,en,IE,
wfo-0000081703,White thistle,Cirsium vulgare,995,0,,en,IE,
wfo-0000081703,Spear plume thistle,Cirsium vulgare,996,0,,en,IE,
wfo-0000079119,Meadow thistle,Cirsium dissectum,1001,1,,en,IE,
wfo-0000079119,Bog thistle,Cirsium dissectum,1002,0,,en,IE,
wfo-0000014883,Melancholy thistle,Cirsium heterophyllum,1005,1,,en,IE,
wfo-0000356458,Saw sedge,Cladium mariscus,1008,1,,en,IE,
wfo-0000356458,Prickly twigrush,Cladium mariscus,1009,0,,en,IE,
wfo-0000356458,Twig-rush,Cladium mariscus,1010,0,,en,IE,
wfo-0000610926,Traveller’s joy,Clematis vitalba,1014,1,,en,IE,
wfo-0000610926,Old man’s beard,Clematis vitalba,1015,0,,en,IE,
wfo-0000890759,Calamint,Clinopodium ascendens,1017,1,,en,IE,
wfo-0000613694,English scurvygrass,Cochlearia anglica,1019,1,,en,IE,
wfo-0000613735,Danish scurvygrass,Cochlearia danica,1021,1,,en,IE,
wfo-0000613801,Common scurvygrass,Cochlearia officinalis,1023,1,,en,IE,
wfo-0000613801,Spoonwort,Cochlearia officinalis,1024,0,,en,IE,
wfo-0000906556,Frog orchid,Coeloglossum viride,1031,1,,en,IE,
wfo-0000763824,Meadow saffron,Colchicum autumnale,1034,1,,en,IE,
wfo-0000763824,Autumn crocus,Colchicum autumnale,1035,0,,en,IE,
wfo-0000763824,Naked boys,Colchicum autumnale,1036,0,,en,IE,
wfo-0000763824,Naked ladies,Colchicum autumnale,1037,0,,en,IE,
wfo-0000985679,Marsh cinquefoil,Comarum palustre,1040,1,,en,IE,
wfo-0000985679,Bogberry,Comarum palustre,1041,0,,en,IE,
wfo-0000617964,Hemlock,Conium maculatum,1046,1,,en,IE,
wfo-0000619241,Pignut,Conopodium majus,1061,1,,en,IE,
wfo-0000619241,Common earth nut,Conopodium majus,1062,0,,en,IE,
wfo-0000619241,Arnut,Conopodium majus,1063,0,,en,IE,
wfo-0000619241,Earthnut,Conopodium majus,1064,0,,en,IE,
wfo-0000764146,Lily-of-the-valley,Convallaria majalis,1079,1,,en,IE,
wfo-0001296633,Field bindweed,Convolvulus arvensis,1082,1,,en,IE,
wfo-0001296633,Cornbine,Convolvulus arvensis,1083,0,,en,IE,
wfo-0001275476,Dogwood,Cornus sanguinea,1089,1,,en,IE,
wfo-0001275476,Dogberry tree,Cornus sanguinea,1090,0,,en,IE,
wfo-0001275476,Gatter-tree,Cornus sanguinea,1091,0,,en,IE,
wfo-0000925259,Hazel,Corylus avellana,1096,1,,en,IE,
wfo-0000925259,Cob-nut,Corylus avellana,1097,0,,en,IE,
wfo-0000624606,Seakale,Crambe maritima,1106,0,,en,IE,
wfo-0000624606,Sea colewort,Crambe maritima,1107,0,,en,IE,
wfo-0000624606,Sea cabbage,Crambe maritima,1108,0,,en,IE,
wfo-0001009785,Hawthorn,Crataegus monogyna,1114,1,,en,IE,
wfo-0001009785,Whitethorn,Crataegus monogyna,1115,0,,en,IE,
wfo-0001009785,May bush,Crataegus monogyna,1116,0,,en,IE,
wfo-0001009785,Bread-and-cheese,Crataegus monogyna,1117,0,,en,IE,
wfo-0001009785,Drean bawn,Crataegus monogyna,1118,0,,en,IE,
wfo-0001009785,Skeeoge,Crataegus monogyna,1119,0,,en,IE,
wfo-0001009785,Skayug,Crataegus monogyna,1120,0,,en,IE,
wfo-0001009785,Skaig,Crataegus monogyna,1121,0,,en,IE,
wfo-0000030643,Smooth hawk’s-beard,Crepis capillaris,1128,1,,en,IE,
wfo-0000129161,Marsh hawk’s-beard,Crepis paludosa,1130,1,,en,IE,
wfo-0001068458,Rock samphire,Crithmum maritimum,1132,1,,en,IE,
wfo-0001068458,Samphire,Crithmum maritimum,1133,0,,en,IE,
wfo-0000788487,Montbretia,Crocosmia ×crocosmiiflora,1146,1,,en,IE,
wfo-0001296657,Dodder,Cuscuta epithymum,1149,1,,en,IE,
wfo-0000632510,Ivy-leaved toad?ax,Cymbalaria muralis,1153,1,,en,IE,
wfo-0000632510,Mother-of-thousands,Cymbalaria muralis,1154,0,,en,IE,
wfo-0000634152,Hound’s-tongue,Cynoglossum officinale,1157,1,,en,IE,
wfo-0000634152,Wild fire,Cynoglossum officinale,1158,0,,en,IE,
wfo-0000861316,Dog’s tail,Cynosurus cristatus,1160,1,,en,IE,
wfo-0000861316,Thraneen grass,Cynosurus cristatus,1161,0,,en,IE,
wfo-0000861316,Crested dog’s tail,Cynosurus cristatus,1162,0,,en,IE,
wfo-0000213711,Broom,Cytisus scoparius,1169,1,,en,IE,
wfo-0000213711,Green broom,Cytisus scoparius,1170,0,,en,IE,
wfo-0000636619,St Dabeoc’s heath,Daboecia cantabrica,1177,1,,en,IE,
wfo-0000861498,Cock’s-foot grass,Dactylis glomerata,1180,1,,en,IE,
wfo-0000936593,Common spotted-orchid,Dactylorhiza fuchsii,1187,1,,en,IE,
wfo-0000936635,Early marsh-orchid,Dactylorhiza incarnata,1189,1,,en,IE,
wfo-0000936681,Broad-leaved marsh-orchid,Dactylorhiza kerryensis,1192,1,,en,IE,
wfo-0000936681,Western marsh-orchid,Dactylorhiza kerryensis,1193,0,,en,IE,
wfo-0000936681,Brush sweet willie,Dactylorhiza kerryensis,1194,0,,en,IE,
wfo-0000936713,Heath spotted-orchid,Dactylorhiza maculata,1197,1,,en,IE,
wfo-0000936713,Barney brack,Dactylorhiza maculata,1198,0,,en,IE,
wfo-0000936917,Narrow-leaved marsh-orchid,Dactylorhiza traunsteineri,1204,1,,en,IE,
wfo-0000861886,Heath grass,Danthonia decumbens,1206,1,,en,IE,
wfo-0001021374,Thorn-apple,Datura stramonium,1209,1,,en,IE,
wfo-0000638442,Carrot,Daucus carota,1211,0,,en,IE,
wfo-0000638442,Wild carrot,Daucus carota,1212,1,,en,IE,
wfo-0000862467,Tufted hair-grass,Deschampsia cespitosa,1226,1,,en,IE,
wfo-0000862476,Alpine hair-grass,Deschampsia cespitosa subsp. alpina,1230,1,,en,IE,
wfo-0000862584,Wavy hair-grass,Deschampsia flexuosa,1232,1,,en,IE,
wfo-0000862717,Bog hair-grass,Deschampsia setacea,1235,1,,en,IE,
wfo-0000641996,Flixweed,Descurainia sophia,1237,1,,en,IE,
wfo-0000643086,Deptford pink,Dianthus armeria,1240,1,,en,IE,
wfo-0000647394,Foxglove,Digitalis purpurea,1242,1,,en,IE,
wfo-0000647394,Lady’s fingers,Digitalis purpurea,1243,0,,en,IE,
wfo-0000647394,Foxlove,Digitalis purpurea,1244,0,,en,IE,
wfo-0000647394,Fairy thimble,Digitalis purpurea,1245,0,,en,IE,
wfo-0000647394,Fox and leaves,Digitalis purpurea,1246,0,,en,IE,
wfo-0000647394,Fox tree leaves,Digitalis purpurea,1247,0,,en,IE,
wfo-0000647394,Lithmore,Digitalis purpurea,1248,0,,en,IE,
wfo-0000647394,Shiggy,Digitalis purpurea,1249,0,,en,IE,
wfo-0000647394,Shiggy thimble,Digitalis purpurea,1250,0,,en,IE,
wfo-0000651022,Teasel,Dipsacus fullonum,1271,1,,en,IE,
wfo-0000655499,Hoary whitlowgrass,Draba incana,1281,1,,en,IE,
wfo-0000945816,Great sundew,Drosera anglica,1283,1,,en,IE,
wfo-0000945976,Oblong-leaved sundew,Drosera intermedia,1287,1,,en,IE,
wfo-0000946157,Round-leaved sundew,Drosera rotundifolia,1289,1,,en,IE,
wfo-0000996365,Mountain avens,Dryas octopetala,1300,1,,en,IE,
wfo-0000663145,Viper’s-bugloss,Echium vulgare,1303,1,,en,IE,
wfo-0000665329,Six-stamened waterwort,Elatine hexandra,1309,1,,en,IE,
wfo-0000665333,Eight-stamened waterwort,Elatine hydropiper,1311,1,,en,IE,
wfo-0000402534,Needle spike-rush,Eleocharis acicularis,1313,1,,en,IE,
wfo-0000405300,Many-stalked spike-rush,Eleocharis multicaulis,1315,1,,en,IE,
wfo-0000405590,Common spike-rush,Eleocharis palustris,1317,1,,en,IE,
wfo-0000405697,Dwarf spike-rush,Eleocharis parvula,1320,1,,en,IE,
wfo-0000405846,Few-flowered spike-rush,Eleocharis quinqueflora,1322,1,,en,IE,
wfo-0000406316,Slender spike-rush,Eleocharis uniglumis,1324,1,,en,IE,
wfo-0000406452,Floating club-rush,Eleogiton fluitans,1326,1,,en,IE,
wfo-0000666485,Canadian waterweed,Elodea canadensis,1328,1,,en,IE,
wfo-0000666485,Canadian pondweed,Elodea canadensis,1329,0,,en,IE,
wfo-0000666485,Water thyme,Elodea canadensis,1330,0,,en,IE,
wfo-0000666485,American weed,Elodea canadensis,1331,0,,en,IE,
wfo-0000666485,Swanweed,Elodea canadensis,1332,0,,en,IE,
wfo-0000666485,American water thyme,Elodea canadensis,1333,0,,en,IE,
wfo-0000666485,Raave,Elodea canadensis,1334,0,,en,IE,
wfo-0000866095,Bearded couch,Elymus caninus,1337,1,,en,IE,
wfo-0000866924,Sea couch,Elytrigia atherica,1341,1,,en,IE,
wfo-0000866998,Sand couch,Elytrigia juncea,1343,1,,en,IE,
wfo-0000867052,Common couch,Elytrigia repens,1346,1,,en,IE,
wfo-0000867052,Scutch-grass,Elytrigia repens,1347,0,,en,IE,
wfo-0000867052,Scutch,Elytrigia repens,1348,0,,en,IE,
wfo-0000867052,Couch-grass,Elytrigia repens,1349,0,,en,IE,
wfo-0000867052,Quitch,Elytrigia repens,1350,0,,en,IE,
wfo-0000867052,Squitch,Elytrigia repens,1351,0,,en,IE,
wfo-0000867052,Twitch,Elytrigia repens,1352,0,,en,IE,
wfo-0000667231,Crowberry,Empetrum nigrum,1362,1,,en,IE,
wfo-0000667231,Berry heath,Empetrum nigrum,1363,0,,en,IE,
wfo-0000667231,Juniper,Empetrum nigrum,1364,0,,en,IE,
wfo-0000667231,Curris-ran,Empetrum nigrum,1365,0,,en,IE,
wfo-0000667231,She heather,Empetrum nigrum,1366,0,,en,IE,
wfo-0000668718,Chickweed willowherb,Epilobium alsinifolium,1372,1,,en,IE,
wfo-0000668750,Rose-bay willow-herb,Epilobium angustifolium,1374,1,,en,IE,
wfo-0000668750,Fireweed,Epilobium angustifolium,1375,0,,en,IE,
wfo-0000668750,Blooming willie,Epilobium angustifolium,1376,0,,en,IE,
wfo-0000668750,Flowerin’ sally,Epilobium angustifolium,1377,0,,en,IE,
wfo-0000668750,Blooming willow,Epilobium angustifolium,1381,0,,en,IE,
wfo-0000669196,Great willowherb,Epilobium hirsutum,1383,1,,en,IE,
wfo-0000669421,Broad-leaved willowherb,Epilobium montanum,1387,1,,en,IE,
wfo-0000669499,Short-fruited willowherb,Epilobium obscurum,1389,1,,en,IE,
wfo-0000669541,Marsh willowherb,Epilobium palustre,1391,1,,en,IE,
wfo-0000669577,Hoary willowherb,Epilobium parviflorum,1394,1,,en,IE,
wfo-0000669712,Pale willowherb,Epilobium roseum,1396,1,,en,IE,
wfo-0000951956,Dark-red helleborine,Epipactis atrorubens,1398,1,,en,IE,
wfo-0000952061,Broad-leaved helleborine,Epipactis helleborine,1400,1,,en,IE,
wfo-0000952194,Marsh helleborine,Epipactis palustris,1403,1,,en,IE,
wfo-0000952209,Green-flowered helleborine,Epipactis phyllanthes,1406,1,,en,IE,
wfo-0000671674,Dorset heath,Erica ciliaris,1408,1,,en,IE,
wfo-0000671681,Bell heather,Erica cinerea,1410,1,,en,IE,
wfo-0000671681,Heath,Erica cinerea,1411,0,,en,IE,
wfo-0000671681,Purple heather,Erica cinerea,1412,0,,en,IE,
wfo-0000671681,Froogh,Erica cinerea,1413,0,,en,IE,
wfo-0000671681,Het,Erica cinerea,1414,0,,en,IE,
wfo-0000671969,Irish heath,Erica erigena,1419,1,,en,IE,
wfo-0000671969,Mediterranean heath,Erica erigena,1420,0,,en,IE,
wfo-0000672530,Mackay’s heath,Erica mackayana,1422,1,,en,IE,
wfo-0000673399,Cross-leaved heath,Erica tetralix,1424,1,,en,IE,
wfo-0000673518,Cornish heath,Erica vagans,1429,1,,en,IE,
wfo-0000014783,Blue fleabane,Erigeron acer,1431,1,,en,IE,
wfo-0000408969,Pipewort,Eriocaulon aquaticum,1434,1,,en,IE,
wfo-0000414886,Common cottongrass,Eriophorum angustifolium,1437,1,,en,IE,
wfo-0000414996,Slender cottongrass,Eriophorum gracile,1441,1,,en,IE,
wfo-0000415025,Broad-leaved cottongrass,Eriophorum latifolium,1444,1,,en,IE,
wfo-0000415166,Hare’s-tail cottongrass,Eriophorum vaginatum,1454,1,,en,IE,
wfo-0000676799,Common stork’s-bill,Erodium cicutarium,1457,1,,en,IE,
wfo-0000676799,Crow’s toe,Erodium cicutarium,1458,0,,en,IE,
wfo-0000676799,Hemlock storksbill,Erodium cicutarium,1459,0,,en,IE,
wfo-0000676969,Sea stork’s-bill,Erodium maritimum,1461,1,,en,IE,
wfo-0000677261,Common whitlowgrass,Erophila verna,1463,1,,en,IE,
wfo-0000678057,Sea holly,Eryngium maritimum,1466,1,,en,IE,
wfo-0000681728,Spindle,Euonymus europaeus,1470,1,,en,IE,
wfo-0000035116,Hemp agrimony,Eupatorium cannabinum,1475,1,,en,IE,
wfo-0000035116,Crow-rocket,Eupatorium cannabinum,1476,0,,en,IE,
wfo-0000962471,Sun spurge,Euphorbia helioscopia,1480,1,,en,IE,
wfo-0000962471,Wart weed,Euphorbia helioscopia,1481,0,,en,IE,
wfo-0000962471,Fairy’s milk,Euphorbia helioscopia,1482,0,,en,IE,
wfo-0000962471,Pig’s milk,Euphorbia helioscopia,1483,0,,en,IE,
wfo-0000962471,Devil’s churnstaff,Euphorbia helioscopia,1484,0,,en,IE,
wfo-0000962471,Seven sisters,Euphorbia helioscopia,1485,0,,en,IE,
wfo-0000962639,Irish spurge,Euphorbia hyberna,1490,1,,en,IE,
wfo-0000962639,Barnicy Ann,Euphorbia hyberna,1491,0,,en,IE,
wfo-0000963826,Sea spurge,Euphorbia paralias,1497,1,,en,IE,
wfo-0000963826,Fairy’s milk,Euphorbia paralias,1498,0,,en,IE,
wfo-0000963920,Petty spurge,Euphorbia peplus,1500,1,,en,IE,
wfo-0000963920,Seven sisters,Euphorbia peplus,1501,0,,en,IE,
wfo-0000682538,Eyebright,Euphrasia officinalis,1503,1,,en,IE,
wfo-0000682538,Fairy flax,Euphrasia officinalis,1504,0,,en,IE,
wfo-0000682538,Rock rue,Euphrasia officinalis,1505,0,,en,IE,
wfo-0001137335,Irish eyebright,Euphrasia salisburgensis,1516,1,,en,IE,
wfo-0000685460,Buckwheat,Fagopyrum esculentum,1520,1,,en,IE,
wfo-0000966507,Beech,Fagus sylvatica,1525,1,,en,IE,
wfo-0000685786,Black bindweed,Fallopia convolvulus,1531,1,,en,IE,
wfo-0000685786,Wild ivy,Fallopia convolvulus,1532,0,,en,IE,
wfo-0000685798,Japanese knotweed,Fallopia japonica,1534,1,,en,IE,
wfo-0000685798,Hudsons,Fallopia japonica,1535,0,,en,IE,
wfo-0000869734,Wood fescue,Festuca altissima,1537,1,,en,IE,
wfo-0000869819,Tall fescue,Festuca arundinacea,1539,1,,en,IE,
wfo-0000870561,Giant fescue,Festuca gigantea,1542,1,,en,IE,
wfo-0000871222,Sheep’s-fescue,Festuca ovina,1544,1,,en,IE,
wfo-0000871673,Meadow fescue,Festuca pratensis,1550,1,,en,IE,
wfo-0000871854,Red fescue,Festuca rubra,1554,1,,en,IE,
wfo-0000871854,Creeping red fescue,Festuca rubra,1555,0,,en,IE,
wfo-0000872559,Viviparous fescue,Festuca vivipara,1560,1,,en,IE,
wfo-0000687184,Lesser celandine,Ficaria verna,1564,1,,en,IE,
wfo-0000687184,Pilewort,Ficaria verna,1565,0,,en,IE,
wfo-0000687690,Fig,Ficus carica,1571,1,,en,IE,
wfo-0000136486,Marsh cudweed,Filaginella uliginosa,1575,1,,en,IE,
wfo-0000117694,Small cudweed,Filago minima,1578,1,,en,IE,
wfo-0000130120,Common cudweed,Filago vulgaris,1580,1,,en,IE,
wfo-0000983427,Meadow-sweet,Filipendula ulmaria,1586,1,,en,IE,
wfo-0000983427,Bridewort,Filipendula ulmaria,1587,0,,en,IE,
wfo-0000983427,Sweet Meadow,Filipendula ulmaria,1588,0,,en,IE,
wfo-0000983427,Sweet William,Filipendula ulmaria,1589,0,,en,IE,
wfo-0000983427,Queen of the Meadow,Filipendula ulmaria,1590,0,,en,IE,
wfo-0000999867,Dropwort,Filipendula vulgaris,1599,1,,en,IE,
wfo-0000691487,Fennel,Foeniculum vulgare,1602,1,,en,IE,
wfo-0000993770,Wild Strawberry,Fragaria vesca,1611,1,,en,IE,
wfo-0000691852,Alder buckthorn,Frangula alnus,1618,1,,en,IE,
wfo-0000691852,Black dogwood,Frangula alnus,1619,0,,en,IE,
wfo-0000832453,Ash,Fraxinus excelsior,1622,1,,en,IE,
wfo-0000832453,Whinshag,Fraxinus excelsior,1623,0,,en,IE,
wfo-0000692791,Fuchsia,Fuchsia magellanica,1633,1,,en,IE,
wfo-0000693355,Common fumitory,Fumaria officinalis,1640,1,,en,IE,
wfo-0000967942,Red hemp-nettle,Galeopsis angustifolia,1644,1,,en,IE,
wfo-0000968061,Common hemp-nettle,Galeopsis tetrahit,1646,1,,en,IE,
wfo-0000135740,Gallant-soldier,Galinsoga parviflora,1649,0,,en,IE,
wfo-0000114677,Gallant-soldier,Galinsoga quadriradiata,1650,0,,en,IE,
wfo-0000968296,Cleavers,Galium aparine,1651,1,,en,IE,
wfo-0000968296,Robin-run-the-hedge,Galium aparine,1652,0,,en,IE,
wfo-0000968296,Goose grass,Galium aparine,1653,0,,en,IE,
wfo-0000968296,Sticky-back,Galium aparine,1654,0,,en,IE,
wfo-0000968296,Catchweed,Galium aparine,1655,0,,en,IE,
wfo-0000968296,Jack at the hedge,Galium aparine,1656,0,,en,IE,
wfo-0000968296,Sticky billy,Galium aparine,1657,0,,en,IE,
wfo-0000968296,Devil’s garter,Galium aparine,1658,0,,en,IE,
wfo-0000968464,Northern bedstraw,Galium boreale,1665,1,,en,IE,
wfo-0000969693,Woodruff,Galium odoratum,1667,1,,en,IE,
wfo-0000969693,Hayplant,Galium odoratum,1668,0,,en,IE,
wfo-0000969740,Common marsh-bedstraw,Galium palustre,1672,1,,en,IE,
wfo-0000970124,Heath bedstraw,Galium saxatile,1674,1,,en,IE,
wfo-0000970264,Limestone bedstraw,Galium sterneri,1679,1,,en,IE,
wfo-0000970490,Fen bedstraw,Galium uliginosum,1681,1,,en,IE,
wfo-0000970562,Lady’s bedstraw,Galium verum,1684,1,,en,IE,
wfo-0000698901,Spring gentian,Gentiana verna,1690,1,,en,IE,
wfo-0000699019,Autumn gentian,Gentianella amarella,1694,1,,en,IE,
wfo-0000699019,Autumn felwort,Gentianella amarella,1695,0,,en,IE,
wfo-0000699114,Field gentian,Gentianella campestris,1697,1,,en,IE,
wfo-0000700265,Long-stalked crane’s-bill,Geranium columbinum,1699,1,,en,IE,
wfo-0000700368,Cut-leaved crane’s-bill,Geranium dissectum,1703,1,,en,IE,
wfo-0000700774,Shining crane’s-bill,Geranium lucidum,1709,1,,en,IE,
wfo-0000700868,Dove’s-foot crane’s-bill,Geranium molle,1711,1,,en,IE,
wfo-0000701108,Meadow crane’s-bill,Geranium pratense,1713,1,,en,IE,
wfo-0000701154,Little-robin,Geranium purpureum,1715,1,,en,IE,
wfo-0000701157,Small-flowered crane’s-bill,Geranium pusillum,1717,1,,en,IE,
wfo-0000701246,Herb-robert,Geranium robertianum,1719,1,,en,IE,
wfo-0000701246,Wire fire,Geranium robertianum,1720,0,,en,IE,
wfo-0000701246,Bloodweed,Geranium robertianum,1721,0,,en,IE,
wfo-0000701246,Dog’s toe,Geranium robertianum,1722,0,,en,IE,
wfo-0000701246,Elfshot cow,Geranium robertianum,1723,0,,en,IE,
wfo-0000701246,Stinking roger,Geranium robertianum,1724,0,,en,IE,
wfo-0000701258,Round-leaved crane’s-bill,Geranium rotundifolium,1732,1,,en,IE,
wfo-0000701279,Bloody crane’s-bill,Geranium sanguineum,1734,1,,en,IE,
wfo-0000701427,Wood crane’s-bill,Geranium sylvaticum,1740,1,,en,IE,
wfo-0001004152,Water avens,Geum rivale,1742,1,,en,IE,
wfo-0001002693,Wood avens,Geum urbanum,1746,1,,en,IE,
wfo-0001002693,Herb bennet,Geum urbanum,1747,0,,en,IE,
wfo-0000703573,Yellow horned-poppy,Glaucium flavum,1754,1,,en,IE,
wfo-0000703645,Sea-milkwort,Glaux maritima,1758,1,,en,IE,
wfo-0000972872,Ground ivy,Glechoma hederacea,1761,1,,en,IE,
wfo-0000873155,Small sweet-grass,Glyceria declinata,1768,1,,en,IE,
wfo-0000873155,Milseán beag,Glyceria declinata,1769,1,,en,IE,
wfo-0000873191,Floating sweet-grass,Glyceria fluitans,1770,1,,en,IE,
wfo-0000873191,Flote grass,Glyceria fluitans,1771,0,,en,IE,
wfo-0000873262,Reed sweet-grass,Glyceria maxima,1774,1,,en,IE,
wfo-0000873262,Reed manna,Glyceria maxima,1775,0,,en,IE,
wfo-0000873319,Plicate sweet-grass,Glyceria plicata,1779,1,,en,IE,
wfo-0000018897,Heath cudweed,Gnaphalium sylvaticum,1781,1,,en,IE,
wfo-0000771226,Opposite-leaved pondweed,Groenlandia densa,1785,1,,en,IE,
wfo-0000833292,Giant-rhubarb,Gunnera tinctoria,1787,1,,en,IE,
wfo-0000976561,Fragrant orchid,Gymnadenia conopsea,1789,1,,en,IE,
wfo-0000714707,Sea purslane,Halimione portulacoides,1792,1,,en,IE,
wfo-0000979153,Bog orchid,Hammarbya paludosa,1794,1,,en,IE,
wfo-0000979730,Ivy,Hedera helix,1798,1,,en,IE,
wfo-0000979730,Eenagh,Hedera helix,1799,0,,en,IE,
wfo-0000717621,Common rock-rose,Helianthemum nummularium,1811,1,,en,IE,
wfo-0000717639,Hoary rock-rose,Helianthemum oelandicum subsp. piloselloides,1813,1,,en,IE,
wfo-0000720133,Giant hogweed,Heracleum mantegazzianum,1817,1,,en,IE,
wfo-0000720220,Hogweed,Heracleum sphondylium,1820,1,,en,IE,
wfo-0000720220,Cow-parsnip,Heracleum sphondylium,1821,0,,en,IE,
wfo-0000720220,Hefferaun (or Heffrane),Heracleum sphondylium,1822,0,,en,IE,
wfo-0000720220,Shooraun,Heracleum sphondylium,1823,0,,en,IE,
wfo-0000720220,Singer,Heracleum sphondylium,1824,0,,en,IE,
wfo-0000720220,Orn (or Oran),Heracleum sphondylium,1825,0,,en,IE,
wfo-0000720220,Pipers,Heracleum sphondylium,1826,0,,en,IE,
wfo-0000720220,Keck,Heracleum sphondylium,1827,0,,en,IE,
wfo-0000080102,Hawkweed,Hieracium umbellatum,1843,1,,en,IE,
wfo-0000874338,Holy-grass,Hierochloe odorata,1844,1,,en,IE,
wfo-0000723743,Sea buckthorn,Hippophae rhamnoides,1846,1,,en,IE,
wfo-0000723743,Biddy bush,Hippophae rhamnoides,1847,0,,en,IE,
wfo-0000723768,Mare’s-tail,Hippuris vulgaris,1849,1,,en,IE,
wfo-0000874509,Yorkshire fog,Holcus lanatus,1853,1,,en,IE,
wfo-0000874519,Creeping soft-grass,Holcus mollis,1857,1,,en,IE,
wfo-0000724435,Sea sandwort,Honckenya peploides,1861,1,,en,IE,
wfo-0000874641,Wood barley,Hordelymus europaeus,1864,1,,en,IE,
wfo-0000874893,Wall barley,Hordeum murinum,1866,1,,en,IE,
wfo-0000874994,Meadow barley,Hordeum secalinum,1869,1,,en,IE,
wfo-0000725040,Water violet,Hottonia palustris,1874,1,,en,IE,
wfo-0000725866,Hop,Humulus lupulus,1876,1,,en,IE,
wfo-0000664295,Bluebell,Hyacinthoides non-scripta,1883,1,,en,IE,
wfo-0000664295,Bummuck,Hyacinthoides non-scripta,1884,0,,en,IE,
wfo-0000664295,Burmuck,Hyacinthoides non-scripta,1885,0,,en,IE,
wfo-0000664295,Crowpicker,Hyacinthoides non-scripta,1886,0,,en,IE,
wfo-0000664295,Wild hyacinth,Hyacinthoides non-scripta,1887,0,,en,IE,
wfo-0000664208,Spanish bluebell,Hyacinthoides hispanica,1896,1,,en,IE,
wfo-0000769366,Hydrilla,Hydrilla verticillata,1897,1,,en,IE,
wfo-0000769381,Frogbit,Hydrocharis morsus-ranae,1899,1,,en,IE,
wfo-0000726631,Marsh pennywort,Hydrocotyle vulgaris,1903,1,,en,IE,
wfo-0000726631,White-rot,Hydrocotyle vulgaris,1904,0,,en,IE,
wfo-0001021850,Henbane,Hyoscyamus niger,1908,1,,en,IE,
wfo-0000727341,Tutsan,Hypericum androsaemum,1916,1,,en,IE,
wfo-0001295682,Irish St John’s-wort,Hypericum canadense,1922,1,,en,IE,
wfo-0000727591,Marsh St John’s-wort,Hypericum elodes,1924,1,,en,IE,
wfo-0000727591,Mioullough,Hypericum elodes,1925,0,,en,IE,
wfo-0000727741,Trailing st John’s-wort,Hypericum hirsutum,1929,1,,en,IE,
wfo-0000727753,Hairy St John’s-wort,Hypericum humifusum,1931,1,,en,IE,
wfo-0000727911,Imperforate St John’s-wort,Hypericum maculatum,1933,1,,en,IE,
wfo-0000728093,Perforate St John’s-wort,Hypericum perforatum,1935,1,,en,IE,
wfo-0000728167,Slender St John’s-wort,Hypericum pulchrum,1938,1,,en,IE,
wfo-0000728167,Rock rue,Hypericum pulchrum,1939,0,,en,IE,
wfo-0000728383,Square-stalked St John’s-wort,Hypericum tetrapterum,1941,1,,en,IE,
wfo-0000005915,Smooth cat’s-ear,Hypochaeris glabra,1943,1,,en,IE,
wfo-0000074809,Cat’s-ear,Hypochaeris radicata,1945,1,,en,IE,
wfo-0000074809,Long-rooted catsear,Hypochaeris radicata,1946,0,,en,IE,
wfo-0000728695,Yellow bird’s-nest,Hypopitys monotropa,1949,1,,en,IE,
wfo-0000729203,Holly,Ilex aquifolium,1951,1,,en,IE,
wfo-0000087619,Golden samphire,Inula crithmoides,1956,1,,en,IE,
wfo-0000017853,Elecampane,Inula helenium,1960,1,,en,IE,
wfo-0000094940,Irish fleabane,Inula salicina,1964,1,,en,IE,
wfo-0000783342,Stinking iris,Iris foetidissima,1967,1,,en,IE,
