WFOID,vernacularName,taxon,identifier,preferredName,source,language,countryCode,uri
wfo-0000783754,Yellow flag,Iris pseudacorus,1969,1,,en,IE,
wfo-0000783754,flaggers,Iris pseudacorus,1970,0,,en,IE,
wfo-0000783754,wild iris,Iris pseudacorus,1971,0,,en,IE,
wfo-0000783754,Marsh flag,Iris pseudacorus,1972,0,,en,IE,
wfo-0000783754,fellistrums,Iris pseudacorus,1973,0,,en,IE,
wfo-0000783754,Yellow iris,Iris pseudacorus,1974,0,,en,IE,
wfo-0000783754,saggons,Iris pseudacorus,1975,0,,en,IE,
wfo-0000783754,saggon,Iris pseudacorus,1976,0,,en,IE,
wfo-0000783754,the May flower,Iris pseudacorus,1977,0,,en,IE,
wfo-0000732433,Woad,Isatis tinctoria,1999,1,,en,IE,
wfo-0000448337,Slender club-rush,Isolepis cernua,2005,1,,en,IE,
wfo-0000450321,Bristle club-rush,Isolepis setacea,2007,1,,en,IE,
wfo-0000813712,Sheep’s-bit,Jasione montana,2009,1,,en,IE,
wfo-0000355051,Walnut,Juglans regia,2016,1,,en,IE,
wfo-0000775706,Sharp-flowered rush,Juncus acutiflorus,2021,1,,en,IE,
wfo-0000775729,Sharp rush,Juncus acutus,2024,1,,en,IE,
wfo-0000775729,Great sea rush,Juncus acutus,2025,0,,en,IE,
wfo-0000775879,Jointed rush,Juncus articulatus,2028,1,,en,IE,
wfo-0000776030,Toad rush,Juncus bufonius,2031,1,,en,IE,
wfo-0000776091,Bulbous rush,Juncus bulbosus,2033,1,,en,IE,
wfo-0000776221,Round-fruited rush,Juncus compressus,2035,1,,en,IE,
wfo-0000776253,Compact rush,Juncus conglomeratus,2037,1,,en,IE,
wfo-0000776350,Common rush,Juncus effusus,2039,1,,en,IE,
wfo-0000776350,Soft rush,Juncus effusus,2040,0,,en,IE,
wfo-0000776471,Leafy rush,Juncus foliosus,2025,1,,en,IE,
wfo-0000776498,Saltmarsh rush,Juncus gerardii,2047,1,,en,IE,
wfo-0000776625,Hard rush,Juncus inflexus,2050,1,,en,IE,
wfo-0000776856,Sea rush,Juncus maritimus,2052,1,,en,IE,
wfo-0000776856,Lesser sea rush,Juncus maritimus,2053,0,,en,IE,
wfo-0000777271,Heath rush,Juncus squarrosus,2057,1,,en,IE,
wfo-0000777313,Blunt-flowered rush,Juncus subnodulosus,2059,1,,en,IE,
wfo-0000357274,Sharped-leaved fluellen,Kickxia elatine,2061,1,,en,IE,
wfo-0000356720,Field scabious,Knautia arvensis,2065,1,,en,IE,
wfo-0000877153,Crested hair-grass,Koeleria macrantha,2071,1,,en,IE,
wfo-0001069891,Yellow archangel,Lamiastrum galeobdolon subsp. montanum,2074,1,,en,IE,
wfo-0001069891,Yellow weasel-snout,Lamiastrum galeobdolon subsp. montanum,2075,0,,en,IE,
wfo-0000222424,White dead-nettle,Lamium album,2077,1,,en,IE,
wfo-0000222424,White archangel,Lamium album,2078,0,,en,IE,
wfo-0000222424,Blind nettle,Lamium album,2079,0,,en,IE,
wfo-0000222440,Henbit dead-nettle,Lamium amplexicaule,2082,1,,en,IE,
wfo-0000222554,Cut-leaved dead-nettle,Lamium hybridum,2085,1,,en,IE,
wfo-0000222642,Red dead-nettle,Lamium purpureum,2088,1,,en,IE,
wfo-0000222642,Red archangel,Lamium purpureum,2089,0,,en,IE,
wfo-0000222642,Blind nyanthogue,Lamium purpureum,2090,0,,en,IE,
wfo-0000086921,Nipplewort,Lapsana communis,2098,1,,en,IE,
wfo-0000445615,Toothwort,Lathraea squamaria,2104,1,,en,IE,
wfo-0000214134,Sea pea,Lathyrus japonicus subsp. maritimus,2107,1,,en,IE,
wfo-0000212692,Bitter vetch,Lathyrus montanus,2109,1,,en,IE,
wfo-0000212692,Wimmers,Lathyrus montanus,2110,0,,en,IE,
wfo-0000212692,Heath pea,Lathyrus montanus,2111,0,,en,IE,
wfo-0000212692,Carnyamelia,Lathyrus montanus,2112,0,,en,IE,
wfo-0000212692,Fairies’ corn,Lathyrus montanus,2118,0,,en,IE,
wfo-0000212692,Gort-na-millyagh,Lathyrus montanus,2119,0,,en,IE,
wfo-0000212692,Naperty,Lathyrus montanus,2120,0,,en,IE,
wfo-0000212692,Napperty,Lathyrus montanus,2121,0,,en,IE,
wfo-0000213816,Marsh pea,Lathyrus palustris,2122,1,,en,IE,
wfo-0000212701,Meadow vetchling,Lathyrus pratensis,2124,1,,en,IE,
wfo-0000212701,Meadow pea,Lathyrus pratensis,2125,0,,en,IE,
wfo-0000212701,Mouse-pea,Lathyrus pratensis,2126,0,,en,IE,
wfo-0000364153,Bay laurel,Laurus nobilis,2134,1,,en,IE,
wfo-0000364153,Bay,Laurus nobilis,2135,0,,en,IE,
wfo-0000364153,Sweet bay,Laurus nobilis,2136,0,,en,IE,
wfo-0000443684,Tree mallow,Lavatera arborea,2140,1,,en,IE,
wfo-0000443684,Holly hawk,Lavatera arborea,2141,0,,en,IE,
wfo-0000224424,Fat duckweed,Lemna gibba,2144,1,,en,IE,
wfo-0000224440,Common duckweed,Lemna minor,2146,1,,en,IE,
wfo-0000224440,Duck’s meat,Lemna minor,2147,0,,en,IE,
wfo-0000224474,Ivy-leaved duckweed,Lemna trisulca,2154,1,,en,IE,
wfo-0000224474,Ivy duckweed,Lemna trisulca,2155,0,,en,IE,
wfo-0000018147,Rough hawkbit,Leontodon hispidus,2160,1,,en,IE,
wfo-0000132336,Lesser hawkbit,Leontodon taraxacoides,2162,1,,en,IE,
wfo-0000224637,Motherwort,Leonurus cardiaca,2164,1,,en,IE,
wfo-0000367646,Swine’s cress,Lepidium coronopus,2166,1,,en,IE,
wfo-0000358278,Smith’s pepperwort,Lepidium heterophyllum,2171,1,,en,IE,
wfo-0000358409,Dittander,Lepidium latifolium,2173,1,,en,IE,
wfo-0000358409,Pepperwort,Lepidium latifolium,2174,0,,en,IE,
wfo-0000683092,Summer snowflake,Leucojum aestivum,2178,1,,en,IE,
wfo-0000683092,Loddon lily,Leucojum aestivum,2179,0,,en,IE,
wfo-0000878157,Lyme-grass,Leymus arenarius,2181,1,,en,IE,
wfo-0000362202,Lovage,Ligusticum scoticum,2184,1,,en,IE,
wfo-0000362202,Scottish lovage,Ligusticum scoticum,2185,0,,en,IE,
wfo-0000815984,Privet,Ligustrum vulgare,2190,1,,en,IE,
wfo-0000444478,Rock sea-lavender,Limonium binervosum,2195,1,,en,IE,
wfo-0000444756,Lax-flowered sea-lavender,Limonium humile,2197,1,,en,IE,
wfo-0000445870,Mudwort,Limosella aquatica,2206,1,,en,IE,
wfo-0000446438,Common toadflax,Linaria vulgaris,2208,1,,en,IE,
wfo-0000363872,Pale flax,Linum bienne,2211,1,,en,IE,
wfo-0000363831,Fairy flax,Linum catharticum,2213,1,,en,IE,
wfo-0000363831,Cathartic flax,Linum catharticum,2214,0,,en,IE,
wfo-0000363831,Purging flax,Linum catharticum,2215,0,,en,IE,
wfo-0000366385,Flax,Linum usitatissimum,2228,1,,en,IE,
wfo-0000362186,Field gromwell,Lithospermum arvense,2231,1,,en,IE,
wfo-0000362186,Rough gromwell,Lithospermum arvense,2232,0,,en,IE,
wfo-0000361802,Common gromwell,Lithospermum officinale,2234,1,,en,IE,
wfo-0000444443,Shoreweed,Littorella uniflora,2236,1,,en,IE,
wfo-0000815533,Water lobelia,Lobelia dortmanna,2238,1,,en,IE,
wfo-0000878441,Perennial rye-grass,Lolium perenne,2240,1,,en,IE,
wfo-0000878441,Ray-grass,Lolium perenne,2241,0,,en,IE,
wfo-0000878503,Darnel,Lolium temulentum,2247,1,,en,IE,
wfo-0000367818,Honeysuckle,Lonicera periclymenum,2257,1,,en,IE,
wfo-0000367818,Woodbine,Lonicera periclymenum,2258,0,,en,IE,
wfo-0000367818,Irish vine,Lonicera periclymenum,2259,0,,en,IE,
wfo-0000367818,Irish ivy,Lonicera periclymenum,2260,0,,en,IE,
wfo-0000212180,Common bird’s-foot-trefoil,Lotus corniculatus,2281,1,,en,IE,
wfo-0000212180,Crowfoot,Lotus corniculatus,2282,0,,en,IE,
wfo-0000212180,Crawfoot,Lotus corniculatus,2283,0,,en,IE,
wfo-0000212180,Croobeen cut,Lotus corniculatus,2284,0,,en,IE,
wfo-0000212180,Cuckoo-flower,Lotus corniculatus,2285,0,,en,IE,
wfo-0000212180,Eggs-and-bacon,Lotus corniculatus,2286,0,,en,IE,
wfo-0000212230,Greater bird’s-foot-trefoil,Lotus pedunculatus,2292,1,,en,IE,
wfo-0000212251,Hairy bird’s-foot-trefoil,Lotus subbiflorus,2295,1,,en,IE,
wfo-0000683378,Floating water-plantain,Luronium natans,2297,1,,en,IE,
wfo-0000777662,Field wood-rush,Luzula campestris,2298,1,,en,IE,
wfo-0000777930,Heath wood-rush,Luzula multiflora,2300,1,,en,IE,
wfo-0000778058,Hairy wood-rush,Luzula pilosa,2302,1,,en,IE,
wfo-0000778058,spring woodrush,Luzula pilosa,2303,0,,en,IE,
wfo-0000778183,Great wood-rush,Luzula sylvatica,2305,1,,en,IE,
wfo-0000778183,Bendle,Luzula sylvatica,2306,0,,en,IE,
wfo-0000778183,Mad ye rall,Luzula sylvatica,2307,0,,en,IE,
wfo-0000360010,Ragged robin,Lychnis flos-cuculi,2310,1,,en,IE,
wfo-0000231391,Gipsywort,Lycopus europaeus,2313,1,,en,IE,
wfo-0000231391,Water-horehound,Lycopus europaeus,2314,0,,en,IE,
wfo-0000442790,Yellow pimpernel,Lysimachia nemorum,2316,1,,en,IE,
wfo-0000442790,Wood pimpernel,Lysimachia nemorum,2317,0,,en,IE,
wfo-0000442792,Creeping-Jenny,Lysimachia nummularia,2325,1,,en,IE,
wfo-0000442792,Moneywort,Lysimachia nummularia,2326,0,,en,IE,
wfo-0000442792,String of sovereigns,Lysimachia nummularia,2327,0,,en,IE,
wfo-0000442301,Yellow loosestrife,Lysimachia vulgaris,2329,1,,en,IE,
wfo-0000366868,Water purslane,Lythrum portula,2334,1,,en,IE,
wfo-0000366878,Purple loosestrife,Lythrum salicaria,2336,1,,en,IE,
wfo-0000366878,Brian braw,Lythrum salicaria,2337,0,,en,IE,
wfo-0000366878,Foxtail,Lythrum salicaria,2338,0,,en,IE,
wfo-0000366878,Garyagh,Lythrum salicaria,2339,0,,en,IE,
wfo-0000366878,Redshanks,Lythrum salicaria,2340,0,,en,IE,
wfo-0001016475,Crab-apple,Malus sylvestris,2351,1,,en,IE,
wfo-0001016475,Wild apple,Malus sylvestris,2352,0,,en,IE,
wfo-0000449218,Dwarf mallow,Malva neglecta,2363,1,,en,IE,
wfo-0000449636,Common mallow,Malva sylvestris,2366,1,,en,IE,
wfo-0000449636,Hawk,Malva sylvestris,2367,0,,en,IE,
wfo-0000449636,Marsh mallow,Malva sylvestris,2368,0,,en,IE,
wfo-0000236711,White horehound,Marrubium vulgare,2378,1,,en,IE,
wfo-0000028105,Pineapple-weed,Matricaria discoidea,2381,1,,en,IE,
wfo-0000028105,Rayless mayweed,Matricaria discoidea,2382,0,,en,IE,
wfo-0000028105,American mayweed,Matricaria discoidea,2383,0,,en,IE,
wfo-0000027594,Sea mayweed,Matricaria maritima,2386,1,,en,IE,
wfo-0000076006,Scentless mayweed,Matricaria perforata,2388,1,,en,IE,
wfo-0000076006,Dog daisy,Matricaria perforata,2389,0,,en,IE,
wfo-0000448646,Welsh poppy,Meconopsis cambrica,2394,1,,en,IE,
wfo-0000213454,Black medick,Medicago lupulina,2396,1,,en,IE,
wfo-0000213454,Black hay,Medicago lupulina,2397,0,,en,IE,
wfo-0000213469,Lucerne,Medicago sativa subsp. sativa,2400,1,,en,IE,
wfo-0000213469,Alfalfa,Medicago sativa subsp. sativa,2401,0,,en,IE,
wfo-0001136626,Common cow-wheat,Melampyrum pratense,2404,1,,en,IE,
wfo-0001136626,Yellow cow-wheat,Melampyrum pratense,2405,0,,en,IE,
wfo-0000451388,Small cow-wheat,Melampyrum sylvaticum,2407,1,,en,IE,
wfo-0000879476,Wood melic,Melica uniflora,2409,1,,en,IE,
wfo-0000185371,Tall melilot,Melilotus altissimus,2412,1,,en,IE,
wfo-0000213864,Ribbed melilot,Melilotus officinalis,2414,1,,en,IE,
wfo-0000213864,Common melilot,Melilotus officinalis,2415,0,,en,IE,
wfo-0000213864,Strongbow,Melilotus officinalis,2416,0,,en,IE,
wfo-0000240328,Water mint,Mentha aquatica,2418,1,,en,IE,
wfo-0000240349,Corn mint,Mentha arvensis,2426,1,,en,IE,
wfo-0000240349,Field mint,Mentha arvensis,2427,0,,en,IE,
wfo-0000241235,Penny-royal,Mentha pulegium,2429,1,,en,IE,
wfo-0000450682,Bogbean,Menyanthes trifoliata,2432,1,,en,IE,
wfo-0000450682,Bog hop,Menyanthes trifoliata,2433,0,,en,IE,
wfo-0000450682,Boughram,Menyanthes trifoliata,2434,0,,en,IE,
wfo-0000450682,Baughram,Menyanthes trifoliata,2435,0,,en,IE,
wfo-0000450682,Buckbean,Menyanthes trifoliata,2436,0,,en,IE,
wfo-0000241716,Annual dog’s mercury,Mercurialis annua,2445,1,,en,IE,
wfo-0000241716,Annual mercury,Mercurialis annua,2446,0,,en,IE,
wfo-0000241769,Perennial dog’s mercury,Mercurialis perennis,2449,1,,en,IE,
wfo-0000368197,Oysterplant,Mertensia maritima,2452,1,,en,IE,
wfo-0000368197,Sea gromwell,Mertensia maritima,2453,0,,en,IE,
wfo-0000879833,Early sand-grass,Mibora minima,2455,1,,en,IE,
wfo-0000880073,Wood millet,Milium effusum,2457,1,,en,IE,
wfo-0000880073,Millet-grass,Milium effusum,2458,0,,en,IE,
wfo-0000374916,Recurved sandwort,Minuartia recurva,2462,1,,en,IE,
wfo-0000374615,Spring sandwort,Minuartia verna,2464,1,,en,IE,
wfo-0000451121,Lesser snapdragon,Misopates orontium,2466,1,,en,IE,
wfo-0000374592,Three-nerved sandwort,Moehringia trinervia,2468,1,,en,IE,
wfo-0000880418,Purple moor-grass,Molinia caerulea,2470,1,,en,IE,
wfo-0000880418,Keib (or Kabe),Molinia caerulea,2471,0,,en,IE,
wfo-0000880418,Fedget grass,Molinia caerulea,2472,0,,en,IE,
wfo-0000452390,Blinks,Montia fontana,2481,1,,en,IE,
wfo-0000452390,Water chickweed,Montia fontana,2482,0,,en,IE,
wfo-0000367842,Field forget-me-not,Myosotis arvensis,2484,1,,en,IE,
wfo-0000367842,Common forget-me-not,Myosotis arvensis,2485,0,,en,IE,
wfo-0000367842,Field scorpion grass,Myosotis arvensis,2486,0,,en,IE,
wfo-0000368130,Changing forget-me-not,Myosotis discolor,2488,1,,en,IE,
wfo-0000368476,Tufted forget-me-not,Myosotis laxa,2490,1,,en,IE,
wfo-0000368563,Early forget-me-not,Myosotis ramosissima,2492,1,,en,IE,
wfo-0000368596,Water forget-me-not,Myosotis scorpioides,2494,1,,en,IE,
wfo-0000745541,Creeping forget-me-not,Myosotis secunda,2500,1,,en,IE,
wfo-0000373504,Alternate water-milfoil,Myriophyllum alterniflorum,2524,1,,en,IE,
wfo-0000373566,Spiked water-milfoil,Myriophyllum spicatum,2527,1,,en,IE,
wfo-0000373555,Whorled water-milfoil,Myriophyllum verticillatum,2529,1,,en,IE,
wfo-0000371898,Sweet cicely,Myrrhis odorata,2534,1,,en,IE,
wfo-0000769481,Slender najad,Najas flexilis,2536,1,,en,IE,
wfo-0000881131,Mat-grass,Nardus stricta,2538,1,,en,IE,
wfo-0000701352,Bog asphodel,Narthecium ossifragum,2542,1,,en,IE,
wfo-0000701352,Bent,Narthecium ossifragum,2543,0,,en,IE,
wfo-0000701352,Cruppany-grass,Narthecium ossifragum,2544,0,,en,IE,
wfo-0000701352,Glasharlana,Narthecium ossifragum,2545,0,,en,IE,
wfo-0000701352,Goose-grass,Narthecium ossifragum,2546,0,,en,IE,
wfo-0000380295,Narrow-fruited water-cress,Nasturtium microphyllum,2550,1,,en,IE,
wfo-0000380323,Water-cress,Nasturtium officinale,2552,1,,en,IE,
wfo-0000380323,Water-grass,Nasturtium officinale,2553,0,,en,IE,
wfo-0000380323,Biller,Nasturtium officinale,2554,0,,en,IE,
wfo-0000250465,Dense-flowered orchid,Neotinea maculata,2557,1,,en,IE,
wfo-0000250516,Lesser twayblade,Neottia cordata,2560,1,,en,IE,
wfo-0000250588,Bird’s-nest orchid,Neottia nidus-avis,2563,1,,en,IE,
wfo-0000250598,Common twayblade,Neottia ovata,2566,1,,en,IE,
wfo-0000250598,Wild tulip,Neottia ovata,2657,0,,en,IE,
wfo-0000382140,Yellow water-lily,Nuphar lutea,2570,1,,en,IE,
wfo-0000382140,Brandybottle,Nuphar lutea,2571,0,,en,IE,
wfo-0000381440,White water-lily,Nymphaea alba,2577,1,,en,IE,
wfo-0001136632,Red bartsia,Odontites verna,2584,1,,en,IE,
wfo-0001136632,Red rattle,Odontites verna,2585,0,,en,IE,
wfo-0000385414,Fine-leaved water-dropwort,Oenanthe aquatica,2588,1,,en,IE,
wfo-0000385414,Horsebane,Oenanthe aquatica,2589,0,,en,IE,
wfo-0000385433,Hemlock water-dropwort,Oenanthe crocata,2594,1,,en,IE,
wfo-0000385428,Tubular water-dropwort,Oenanthe fistulosa,2599,1,,en,IE,
wfo-0000385428,Wild rue,Oenanthe fistulosa,2600,0,,en,IE,
wfo-0000385427,River water-dropwort,Oenanthe fluviatilis,2603,1,,en,IE,
wfo-0000384714,Parsley water-dropwort,Oenanthe lachenalii,2605,1,,en,IE,
wfo-0000385083,Corky-fruited water-dropwort,Oenanthe pimpinelloides,2607,1,,en,IE,
wfo-0000389564,Common evening-primrose,Oenothera biennis,2609,1,,en,IE,
wfo-0001087734,Large-flowered evening-primrose,Oenothera ×erythrosepala,2611,1,,en,IE,
wfo-0000183366,Common restharrow,Ononis repens,2613,1,,en,IE,
wfo-0000183366,Bowstring,Ononis repens,2614,0,,en,IE,
wfo-0000257401,Bee orchid,Ophrys apifera,2619,1,,en,IE,
wfo-0000257965,Fly orchid,Ophrys insectifera,2622,1,,en,IE,
wfo-0000259601,Early purple orchid,Orchis mascula,2625,1,,en,IE,
wfo-0000259601,Blue rocket,Orchis mascula,2626,0,,en,IE,
wfo-0000259601,Brush sweet willie,Orchis mascula,2627,0,,en,IE,
wfo-0000260765,Marjoram,Origanum vulgare,2631,1,,en,IE,
wfo-0000205797,Bird’s-foot,Ornithopus perpusillus,2635,1,,en,IE,
wfo-0000388655,Thyme broomrape,Orobanche alba,2637,1,,en,IE,
wfo-0000387777,Ivy broomrape,Orobanche hederae,2642,1,,en,IE,
wfo-0000387593,Common broomrape,Orobanche minor,2645,1,,en,IE,
wfo-0000387593,Lesser broomrape,Orobanche minor,2646,0,,en,IE,
wfo-0000387593,Clover broomrape,Orobanche minor,2647,0,,en,IE,
wfo-0000387699,Greater broomrape,Orobanche rapum-genistae,2650,1,,en,IE,
wfo-0000383734,Serrated wintergreen,Orthilia secunda,2653,1,,en,IE,
wfo-0000093469,Cottonweed,Otanthus maritimus,2655,1,,en,IE,
wfo-0000387238,Wood sorrel,Oxalis acetosella,2657,1,,en,IE,
wfo-0000387238,Cuckoo-sorrel,Oxalis acetosella,2658,0,,en,IE,
wfo-0000388320,Mountain sorrel,Oxyria digyna,2671,1,,en,IE,
wfo-0000480422,Long-headed poppy,Papaver dubium,2674,1,,en,IE,
wfo-0000481006,Common poppy,Papaver rhoeas,2676,1,,en,IE,
wfo-0000481006,Corn poppy,Papaver rhoeas,2677,0,,en,IE,
wfo-0000481006,Scabby hands,Papaver rhoeas,2678,0,,en,IE,
wfo-0000480963,Opium poppy,Papaver somniferum,2691,1,,en,IE,
wfo-0000887099,Curved hard-grass,Parapholis incurva,2696,1,,en,IE,
wfo-0000887104,Hard-grass,Parapholis strigosa,2699,1,,en,IE,
wfo-0001136916,Yellow bartsia,Parentucellia viscosa,2701,1,,en,IE,
wfo-0000473199,Pellitory-of-the-wall,Parietaria judaica,2703,1,,en,IE,
wfo-0000473199,Peniterry,Parietaria judaica,2704,0,,en,IE,
wfo-0000473199,Pellitory,Parietaria judaica,2705,0,,en,IE,
wfo-0000473199,Wall pellitory,Parietaria judaica,2706,0,,en,IE,
wfo-0000479955,Grass-of-parnassus,Parnassia palustris,2711,1,,en,IE,
wfo-0000391752,Wild parsnip,Pastinaca sativa,2714,1,,en,IE,
wfo-0000470843,Marsh lousewort,Pedicularis palustris,2720,1,,en,IE,
wfo-0000470843,Red rattle,Pedicularis palustris,2721,0,,en,IE,
wfo-0000470843,Honey cup,Pedicularis palustris,2722,0,,en,IE,
wfo-0000470843,Wild honeysuckle,Pedicularis palustris,2723,0,,en,IE,
wfo-0000470843,Marsh redrattle,Pedicularis palustris,2724,0,,en,IE,
wfo-0000475239,Lousewort,Pedicularis sylvatica,2727,1,,en,IE,
wfo-0000488056,Amphibious bistort,Persicaria amphibia,2733,1,,en,IE,
wfo-0000488076,Common bistort,Persicaria bistorta,2736,1,,en,IE,
wfo-0000488076,Snakeweed,Persicaria bistorta,2737,0,,en,IE,
wfo-0000488076,Easter-ledges,Persicaria bistorta,2738,0,,en,IE,
wfo-0000488076,Snake-root,Persicaria bistorta,2739,0,,en,IE,
wfo-0000488426,Water pepper,Persicaria hydropiper,2745,1,,en,IE,
wfo-0001100871,Pale persicaria,Persicaria lapathifolia,2751,1,,en,IE,
wfo-0001100871,Bloodweed,Persicaria lapathifolia,2752,0,,en,IE,
wfo-0000488462,Redshank,Persicaria maculosa,2754,1,,en,IE,
wfo-0000488462,Spotted persicaria,Persicaria maculosa,2755,0,,en,IE,
wfo-0000488490,Small water-pepper,Persicaria minor,2758,1,,en,IE,
wfo-0000488244,Alpine bistort,Persicaria vivipara,2760,1,,en,IE,
wfo-0000005828,Winter heliotrope,Petasites fragrans,2762,1,,en,IE,
wfo-0000005828,Docken,Petasites fragrans,2763,0,,en,IE,
wfo-0000045336,Butterbur,Petasites hybridus,2767,1,,en,IE,
wfo-0000045336,Gallon,Petasites hybridus,2768,0,,en,IE,
wfo-0000745326,Parsley,Petroselinum crispum,2772,1,,en,IE,
wfo-0000889610,Reed canary-grass,Phalaris arundinacea,2778,1,,en,IE,
wfo-0000889970,Sand cat’s-tail,Phleum arenarium,2783,1,,en,IE,
wfo-0000890092,Timothy,Phleum pratense,2786,1,,en,IE,
wfo-0000890092,Cat’s-tail,Phleum pratense,2787,0,,en,IE,
wfo-0000717490,New Zealand flax,Phormium tenax,2794,1,,en,IE,
wfo-0000890172,Reed,Phragmites australis,2796,1,,en,IE,
wfo-0000890172,Sregs,Phragmites australis,2797,0,,en,IE,
wfo-0000890172,Cushkina,Phragmites australis,2798,0,,en,IE,
wfo-0000890172,Queel rods (or Quill rods),Phragmites australis,2799,0,,en,IE,
wfo-0000890172,Wheel rod,Phragmites australis,2800,0,,en,IE,
wfo-0000059157,Bristly oxtongue,Picris echioides,2817,1,,en,IE,
wfo-0000115134,Mouse-ear hawkweed,Pilosella officinarum,2821,1,,en,IE,
wfo-0000391450,Greater burnet saxifrage,Pimpinella major,2827,1,,en,IE,
wfo-0000391166,Burnet saxifrage,Pimpinella saxifraga,2830,1,,en,IE,
wfo-0000469205,Large-flowered butterwort,Pinguicula grandiflora,2833,1,,en,IE,
wfo-0000469194,Pale butterwort,Pinguicula lusitanica,2835,1,,en,IE,
wfo-0000469090,Common butterwort,Pinguicula vulgaris,2837,1,,en,IE,
wfo-0000469090,Steep-grass,Pinguicula vulgaris,2838,0,,en,IE,
wfo-0000487725,Buck’s-horn plantain,Plantago coronopus,2844,1,,en,IE,
wfo-0000486603,Ribwort plantain,Plantago lanceolata,2846,1,,en,IE,
wfo-0000486603,Narrow-leaved plantain,Plantago lanceolata,2847,0,,en,IE,
wfo-0000486603,Rubbart,Plantago lanceolata,2848,0,,en,IE,
wfo-0000486603,Ribgrass,Plantago lanceolata,2849,0,,en,IE,
wfo-0000486603,Cocks,Plantago lanceolata,2850,0,,en,IE,
wfo-0000486603,Cruk slanlish,Plantago lanceolata,2851,0,,en,IE,
wfo-0000486603,Ripple-grass,Plantago lanceolata,2852,0,,en,IE,
wfo-0000486544,Greater plantain,Plantago major,2859,1,,en,IE,
wfo-0000486544,Way bread,Plantago major,2860,0,,en,IE,
wfo-0000486544,Plantain leaf,Plantago major,2861,0,,en,IE,
wfo-0000486544,Rat’s-tail,Plantago major,2862,0,,en,IE,
wfo-0000486544,Rat-tail plantain,Plantago major,2863,0,,en,IE,
wfo-0000486561,Sea plantain,Plantago maritima,2869,1,,en,IE,
wfo-0000486573,Hoary plantain,Plantago media,2871,1,,en,IE,
wfo-0000486573,Lamb’s tongue,Plantago media,2872,0,,en,IE,
wfo-0000274336,Lesser butterfly-orchid,Platanthera bifolia,2874,1,,en,IE,
wfo-0000274376,Greater butterfly-orchid,Platanthera chlorantha,2876,1,,en,IE,
wfo-0000486955,London plane,Platanus ×hispanica,2878,1,,en,IE,
wfo-0000891425,Alpine meadow-grass,Poa alpina,2880,1,,en,IE,
wfo-0000891536,Annual meadow-grass,Poa annua,2883,1,,en,IE,
wfo-0000893068,Wood meadow-grass,Poa nemoralis,2892,1,,en,IE,
wfo-0000893396,Smooth meadow-grass,Poa pratensis,2895,1,,en,IE,
wfo-0000893396,Smooth-stalked meadow-grass,Poa pratensis,2896,0,,en,IE,
wfo-0000893956,Spreading meadow-grass,Poa subcaerulea,2901,1,,en,IE,
wfo-0000894135,Rough meadow-grass,Poa trivialis,2903,1,,en,IE,
wfo-0000488872,Heath milkwort,Polygala serpyllifolia,2907,1,,en,IE,
wfo-0000488110,Common milkwort,Polygala vulgaris,2909,1,,en,IE,
wfo-0000488110,fairy soap,Polygala vulgaris,2910,0,,en,IE,
wfo-0000488339,Equal-leaved knotgrass,Polygonum arenastrum,2918,1,,en,IE,
wfo-0000489656,Knotgrass,Polygonum aviculare,2920,1,,en,IE,
wfo-0000489656,Stanch,Polygonum aviculare,2921,0,,en,IE,
wfo-0000489807,Sea knotgrass,Polygonum maritimum,2923,1,,en,IE,
wfo-0000734065,Ray’s knotgrass,Polygonum oxyspermum subsp. raii,2925,1,,en,IE,
wfo-0000928297,Black poplar,Populus nigra,2927,1,,en,IE,
wfo-0000928205,Aspen,Populus tremula,2930,1,,en,IE,
wfo-0000928205,Trembling poplar,Populus tremula,2931,0,,en,IE,
wfo-0000928205,Quiggen espy,Populus tremula,2932,0,,en,IE,
wfo-0000928205,Quakin’ esp,Populus tremula,2933,0,,en,IE,
wfo-0000928384,White poplar,Populus alba,2947,1,,en,IE,
wfo-0000928145,Grey poplar,Populus ×canescens,2950,1,,en,IE,
wfo-0000930752,Italian poplar,Populus ×canadensis,2953,1,,en,IE,
wfo-0000930752,Black italian poplar,Populus ×canadensis,2954,0,,en,IE,
wfo-0000769725,Red pondweed,Potamogeton alpinus,2955,1,,en,IE,
wfo-0000769744,Small pondweed,Potamogeton berchtoldii,2957,1,,en,IE,
wfo-0000728869,Fen pondweed,Potamogeton coloratus,2959,1,,en,IE,
wfo-0000769780,Curled pondweed,Potamogeton crispus,2961,1,,en,IE,
wfo-0000769815,Slender-leaved pondweed,Potamogeton filiformis,2962,1,,en,IE,
wfo-0000769826,Flat-stalked pondweed,Potamogeton friesii,2965,1,,en,IE,
wfo-0000769833,Various-leaved pondweed,Potamogeton gramineus,2967,1,,en,IE,
wfo-0000769883,Shining pondweed,Potamogeton lucens,2969,1,,en,IE,
wfo-0000769905,Broad-leaved pondweed,Potamogeton natans,2971,1,,en,IE,
wfo-0000769905,Blackweed,Potamogeton natans,2972,0,,en,IE,
wfo-0000769905,Doolaman,Potamogeton natans,2973,0,,en,IE,
wfo-0000769905,Lady wrack,Potamogeton natans,2974,0,,en,IE,
wfo-0000769905,Slanlis,Potamogeton natans,2975,0,,en,IE,
wfo-0000752882,Blunt-leaved pondweed,Potamogeton obtusifolius,2980,1,,en,IE,
