WFOID,locality,locationID,countryCode,establishmentMeans,taxon,source
wfo-0000426036,Ireland,IRE,IE,native,Veronica montana,
wfo-0000426099,Ireland,IRE,IE,native,Veronica officinalis,
wfo-0000426378,Ireland,IRE,IE,native,Valerianella locusta,
wfo-0000426538,Ireland,IRE,IE,native,Viola canina,
wfo-0000426953,Ireland,IRE,IE,native,Valeriana officinalis,
wfo-0000431539,Ireland,IRE,IE,native,Sium latifolium,
wfo-0000432078,Ireland,IRE,IE,native,Subularia aquatica,
wfo-0000435191,Ireland,IRE,IE,native,Sanicula europaea,
wfo-0000435525,Ireland,IRE,IE,native,Salicornia dolichostachya,
wfo-0000435580,Ireland,IRE,IE,native,Salicornia ramosissima,
wfo-0000435584,Ireland,IRE,IE,native,Salicornia pusilla,
wfo-0000435593,Ireland,IRE,IE,native,Salicornia perennis,
wfo-0000435635,Ireland,IRE,IE,native,Salicornia europaea,
wfo-0000435642,Ireland,IRE,IE,native,Salicornia fragilis,
wfo-0000435649,Ireland,IRE,IE,native,Salicornia nitens,
wfo-0000435928,Ireland,IRE,IE,native,Salsola kali,
wfo-0000436323,Ireland,IRE,IE,native,Stellaria holostea,
wfo-0000436325,Ireland,IRE,IE,native,Stellaria media,
wfo-0000436380,Ireland,IRE,IE,native,Stellaria graminea,
wfo-0000436420,Ireland,IRE,IE,native,Spergularia rubra,
wfo-0000436425,Ireland,IRE,IE,native,Spergularia rupicola,
wfo-0000436796,Ireland,IRE,IE,native,Stellaria palustris,
wfo-0000436807,Ireland,IRE,IE,native,Stellaria neglecta,
wfo-0000436821,Ireland,IRE,IE,native,Stellaria pallida,
wfo-0000436845,Ireland,IRE,IE,native,Stellaria uliginosa,
wfo-0000437124,Ireland,IRE,IE,native,Sedum acre,
wfo-0000437616,Ireland,IRE,IE,native,Suaeda maritima,
wfo-0000438101,Ireland,IRE,IE,native,Sedum anglicum,
wfo-0000438234,Ireland,IRE,IE,native,Sagina subulata,
wfo-0000438305,Ireland,IRE,IE,native,Silene acaulis,
wfo-0000438405,Ireland,IRE,IE,native,Sagina apetala,
wfo-0000438470,Ireland,IRE,IE,native,Sagina nodosa,
wfo-0000438492,Ireland,IRE,IE,native,Sagina procumbens,
wfo-0000438539,Ireland,IRE,IE,native,Sagina maritima,
wfo-0000439308,Ireland,IRE,IE,native,Sambucus nigra,
wfo-0000439919,Ireland,IRE,IE,native,Spergularia media,
wfo-0000439925,Ireland,IRE,IE,native,Spergularia marina,
wfo-0000440200,Ireland,IRE,IE,native,Silene vulgaris,
wfo-0000440220,Ireland,IRE,IE,native,Silene uniflora,
wfo-0000440478,Ireland,IRE,IE,native,Silene dioica,
wfo-0000441933,Ireland,IRE,IE,native,Scleranthus annuus,
wfo-0000442301,Ireland,IRE,IE,native,Lysimachia vulgaris,
wfo-0000442790,Ireland,IRE,IE,native,Lysimachia nemorum,
wfo-0000442792,Ireland,IRE,IE,native,Lysimachia nummularia,
wfo-0000443684,Ireland,IRE,IE,native,Lavatera arborea,
wfo-0000444050,Ireland,IRE,IE,native,Limonium recurvum,
wfo-0000444287,Ireland,IRE,IE,native,Limonium procerum,
wfo-0000444443,Ireland,IRE,IE,native,Littorella uniflora,
wfo-0000444478,Ireland,IRE,IE,native,Limonium binervosum,
wfo-0000444756,Ireland,IRE,IE,native,Limonium humile,
wfo-0000445615,Ireland,IRE,IE,native,Lathraea squamaria,
wfo-0000445870,Ireland,IRE,IE,native,Limosella aquatica,
wfo-0000447393,Ireland,IRE,IE,native,Myrica gale,
wfo-0000448337,Ireland,IRE,IE,native,Isolepis cernua,
wfo-0000448646,Ireland,IRE,IE,native,Meconopsis cambrica,
wfo-0000450321,Ireland,IRE,IE,native,Isolepis setacea,
wfo-0000450682,Ireland,IRE,IE,native,Menyanthes trifoliata,
wfo-0000452390,Ireland,IRE,IE,native,Montia fontana,
wfo-0000453930,Ireland,IRE,IE,native,Thalictrum minus,
wfo-0000454062,Ireland,IRE,IE,native,Thalictrum flavum,
wfo-0000455242,Ireland,IRE,IE,native,Trollius europaeus,
wfo-0000456250,Ireland,IRE,IE,native,Thalictrum alpinum,
wfo-0000460239,Ireland,IRE,IE,native,Rhamnus cathartica,
wfo-0000460503,Ireland,IRE,IE,native,Ranunculus fluitans,
wfo-0000460525,Ireland,IRE,IE,native,Ranunculus flammula,
wfo-0000460611,Ireland,IRE,IE,native,Ranunculus circinatus,
wfo-0000461100,Ireland,IRE,IE,native,Ranunculus hederaceus,
wfo-0000461139,Ireland,IRE,IE,native,Ranunculus aquatilis,
wfo-0000461317,Ireland,IRE,IE,native,Ranunculus auricomus,
wfo-0000461396,Ireland,IRE,IE,native,Ranunculus acris,
wfo-0000461462,Ireland,IRE,IE,native,Ranunculus tripartitus,
wfo-0000461562,Ireland,IRE,IE,native,Ranunculus bulbosus,
wfo-0000461601,Ireland,IRE,IE,native,Ranunculus baudotii,
wfo-0000462949,Ireland,IRE,IE,native,Ranunculus omiophyllus,
wfo-0000463023,Ireland,IRE,IE,native,Ranunculus lingua,
wfo-0000463198,Ireland,IRE,IE,native,Ranunculus repens,
wfo-0000463300,Ireland,IRE,IE,native,Ranunculus sceleratus,
wfo-0000463389,Ireland,IRE,IE,native,Ranunculus peltatus,
wfo-0000463394,Ireland,IRE,IE,native,Ranunculus penicillatus,
wfo-0000469090,Ireland,IRE,IE,native,Pinguicula vulgaris,
wfo-0000469194,Ireland,IRE,IE,native,Pinguicula lusitanica,
wfo-0000469205,Ireland,IRE,IE,native,Pinguicula grandiflora,
wfo-0000470843,Ireland,IRE,IE,native,Pedicularis palustris,
wfo-0000473199,Ireland,IRE,IE,native,Parietaria judaica,
wfo-0000475239,Ireland,IRE,IE,native,Pedicularis sylvatica,
wfo-0000479955,Ireland,IRE,IE,native,Parnassia palustris,
wfo-0000481648,Ireland,IRE,IE,native,Pinus sylvestris,
wfo-0000482741,Ireland,IRE,IE,native,Primula veris,
wfo-0000482762,Ireland,IRE,IE,native,Primula vulgaris,
wfo-0000486544,Ireland,IRE,IE,native,Plantago major,
wfo-0000486561,Ireland,IRE,IE,native,Plantago maritima,
wfo-0000486603,Ireland,IRE,IE,native,Plantago lanceolata,
wfo-0000487725,Ireland,IRE,IE,native,Plantago coronopus,
wfo-0000488056,Ireland,IRE,IE,native,Persicaria amphibia,
wfo-0000488110,Ireland,IRE,IE,native,Polygala vulgaris,
wfo-0000488244,Ireland,IRE,IE,native,Persicaria vivipara,
wfo-0000488339,Ireland,IRE,IE,native,Polygonum arenastrum,
wfo-0000488426,Ireland,IRE,IE,native,Persicaria hydropiper,
wfo-0000488462,Ireland,IRE,IE,native,Persicaria maculosa,
wfo-0000488490,Ireland,IRE,IE,native,Persicaria minor,
wfo-0000488872,Ireland,IRE,IE,native,Polygala serpyllifolia,
wfo-0000489656,Ireland,IRE,IE,native,Polygonum aviculare,
wfo-0000489807,Ireland,IRE,IE,native,Polygonum maritimum,
wfo-0000493622,Ireland,IRE,IE,native,Saxifraga oppositifolia,
wfo-0000493641,Ireland,IRE,IE,native,Saxifraga hartii,
wfo-0000493648,Ireland,IRE,IE,native,Saxifraga nivalis,
wfo-0000493868,Ireland,IRE,IE,native,Saxifraga aizoides,
wfo-0000493941,Ireland,IRE,IE,native,Saxifraga hirculus,
wfo-0000493954,Ireland,IRE,IE,native,Saxifraga hirsuta,
wfo-0000494294,Ireland,IRE,IE,native,Saxifraga hypnoides,
wfo-0000494585,Ireland,IRE,IE,native,Saxifraga tridactylites,
wfo-0000494784,Ireland,IRE,IE,native,Saxifraga stellaris,
wfo-0000494790,Ireland,IRE,IE,native,Saxifraga spathularis,
wfo-0000494799,Ireland,IRE,IE,native,Saxifraga rosacea,
wfo-0000494893,Ireland,IRE,IE,native,Saxifraga granulata,
wfo-0000495164,Ireland,IRE,IE,native,Sibthorpia europaea,
wfo-0000495559,Ireland,IRE,IE,native,Scrophularia auriculata,
wfo-0000496178,Ireland,IRE,IE,native,Scrophularia umbrosa,
wfo-0000496317,Ireland,IRE,IE,native,Scrophularia nodosa,
wfo-0000500443,Ireland,IRE,IE,native,Succisa pratensis,
wfo-0000503444,Ireland,IRE,IE,native,Samolus valerandi,
wfo-0000513576,Ireland,IRE,IE,native,Rhynchospora alba,
wfo-0000516673,Ireland,IRE,IE,native,Rhynchospora fusca,
wfo-0000521309,Ireland,IRE,IE,native,Adoxa moschatellina,
wfo-0000526081,Ireland,IRE,IE,native,Alliaria petiolata,
wfo-0000527292,Ireland,IRE,IE,native,Schoenoplectus lacustris,
wfo-0000528476,Ireland,IRE,IE,native,Schoenoplectus triqueter,
wfo-0000531591,Ireland,IRE,IE,native,Schoenus nigricans,
wfo-0000533162,Ireland,IRE,IE,native,Anagallis arvensis,
wfo-0000533245,Ireland,IRE,IE,native,Anagallis minima,
wfo-0000533303,Ireland,IRE,IE,native,Anagallis tenella,
wfo-0000534279,Ireland,IRE,IE,native,Andromeda polifolia,
wfo-0000535569,Ireland,IRE,IE,native,Anemone nemorosa,
wfo-0000536413,Ireland,IRE,IE,native,Angelica sylvestris,
wfo-0000538624,Ireland,IRE,IE,native,Anthriscus caucalis,
wfo-0000538692,Ireland,IRE,IE,native,Anthriscus sylvestris,
wfo-0000540626,Ireland,IRE,IE,native,Apium graveolens,
wfo-0000540643,Ireland,IRE,IE,native,Apium inundatum,
wfo-0000540680,Ireland,IRE,IE,native,Apium nodiflorum,
wfo-0000541830,Ireland,IRE,IE,native,Arabidopsis thaliana,
wfo-0000542001,Ireland,IRE,IE,native,Arabis brownii,
wfo-0000542280,Ireland,IRE,IE,native,Arabis hirsuta,
wfo-0000542657,Ireland,IRE,IE,native,Arabis petraea,
wfo-0000543204,Ireland,IRE,IE,native,Arbutus unedo,
wfo-0000543738,Ireland,IRE,IE,native,Arctostaphylos uva-ursi,
wfo-0000545685,Ireland,IRE,IE,native,Arenaria ciliata,
wfo-0000546234,Ireland,IRE,IE,native,Scirpus sylvaticus,
wfo-0000546335,Ireland,IRE,IE,native,Arenaria norvegica,
wfo-0000546651,Ireland,IRE,IE,native,Arenaria serpyllifolia,
wfo-0000549005,Ireland,IRE,IE,native,Armeria maritima,
wfo-0000553786,Ireland,IRE,IE,native,Sparganium angustifolium,
wfo-0000553858,Ireland,IRE,IE,native,Sparganium emersum,
wfo-0000554001,Ireland,IRE,IE,native,Sparganium minimum,
wfo-0000556064,Ireland,IRE,IE,native,Atriplex glabriuscula,
wfo-0000556184,Ireland,IRE,IE,native,Atriplex laciniata,
wfo-0000556238,Ireland,IRE,IE,native,Atriplex littoralis,
wfo-0000556490,Ireland,IRE,IE,native,Atriplex prostrata,
wfo-0000560064,Ireland,IRE,IE,native,Barbarea vulgaris,
wfo-0000564539,Ireland,IRE,IE,native,Berula erecta,
wfo-0000565017,Ireland,IRE,IE,native,Beta vulgaris subsp. maritima,
wfo-0000566247,Ireland,IRE,IE,native,Blackstonia perfoliata,
wfo-0000578725,Ireland,IRE,IE,native,Cakile maritima,
wfo-0000580837,Ireland,IRE,IE,native,Calluna vulgaris,
wfo-0000581660,Ireland,IRE,IE,native,Caltha palustris,
wfo-0000586435,Ireland,IRE,IE,native,Cardamine amara,
wfo-0000586792,Ireland,IRE,IE,native,Cardamine flexuosa,
wfo-0000586924,Ireland,IRE,IE,native,Cardamine hirsuta,
wfo-0000586999,Ireland,IRE,IE,native,Cardamine impatiens,
wfo-0000587355,Ireland,IRE,IE,native,Cardamine pratensis,
wfo-0000588692,Ireland,IRE,IE,native,Carum verticillatum,
wfo-0000591767,Ireland,IRE,IE,native,Trichophorum cespitosum,
wfo-0000593916,Ireland,IRE,IE,native,Centaurium erythraea,
wfo-0000593969,Ireland,IRE,IE,native,Centaurium littorale,
wfo-0000594018,Ireland,IRE,IE,native,Centaurium pulchellum,
wfo-0000594497,Ireland,IRE,IE,native,Typha angustifolia,
wfo-0000595158,Ireland,IRE,IE,native,Cerastium arvense,
wfo-0000595260,Ireland,IRE,IE,native,Typha latifolia,
wfo-0000595487,Ireland,IRE,IE,native,Cerastium diffusum,
wfo-0000595550,Ireland,IRE,IE,native,Cerastium fontanum,
wfo-0000595603,Ireland,IRE,IE,native,Cerastium glomeratum,
wfo-0000596122,Ireland,IRE,IE,native,Cerastium semidecandrum,
wfo-0000596336,Ireland,IRE,IE,native,Ceratocapnos claviculata,
wfo-0000600897,Ireland,IRE,IE,native,Chenopodium album,
wfo-0000601735,Ireland,IRE,IE,native,Chenopodium rubrum,
wfo-0000604047,Ireland,IRE,IE,native,Chrysosplenium oppositifolium,
wfo-0000604347,Ireland,IRE,IE,native,Cicendia filiformis,
wfo-0000604532,Ireland,IRE,IE,native,Cicuta virosa,
wfo-0000605650,Ireland,IRE,IE,native,Circaea ×intermedia,
wfo-0000605657,Ireland,IRE,IE,native,Circaea lutetiana,
wfo-0000613694,Ireland,IRE,IE,native,Cochlearia anglica,
wfo-0000613735,Ireland,IRE,IE,native,Cochlearia danica,
wfo-0000613801,Ireland,IRE,IE,native,Cochlearia officinalis,
wfo-0000619241,Ireland,IRE,IE,native,Conopodium majus,
wfo-0000624606,Ireland,IRE,IE,native,Crambe maritima,
wfo-0000634067,Ireland,IRE,IE,native,Asparagus officinalis subsp. prostratus,
wfo-0000634152,Ireland,IRE,IE,native,Cynoglossum officinale,
wfo-0000636619,Ireland,IRE,IE,native,Daboecia cantabrica,
wfo-0000638442,Ireland,IRE,IE,native,Daucus carota,
wfo-0000643086,Ireland,IRE,IE,native,Dianthus armeria,
wfo-0000647394,Ireland,IRE,IE,native,Digitalis purpurea,
wfo-0000655499,Ireland,IRE,IE,native,Draba incana,
wfo-0000663145,Ireland,IRE,IE,native,Echium vulgare,
wfo-0000664295,Ireland,IRE,IE,native,Hyacinthoides non-scripta,
wfo-0000665329,Ireland,IRE,IE,native,Elatine hexandra,
wfo-0000665333,Ireland,IRE,IE,native,Elatine hydropiper,
wfo-0000667231,Ireland,IRE,IE,native,Empetrum nigrum,
wfo-0000668718,Ireland,IRE,IE,native,Epilobium alsinifolium,
wfo-0000668750,Ireland,IRE,IE,native,Epilobium angustifolium,
wfo-0000669196,Ireland,IRE,IE,native,Epilobium hirsutum,
wfo-0000669421,Ireland,IRE,IE,native,Epilobium montanum,
wfo-0000669499,Ireland,IRE,IE,native,Epilobium obscurum,
wfo-0000669541,Ireland,IRE,IE,native,Epilobium palustre,
wfo-0000669577,Ireland,IRE,IE,native,Epilobium parviflorum,
wfo-0000671681,Ireland,IRE,IE,native,Erica cinerea,
wfo-0000672530,Ireland,IRE,IE,native,Erica mackayana,
wfo-0000673399,Ireland,IRE,IE,native,Erica tetralix,
wfo-0000676799,Ireland,IRE,IE,native,Erodium cicutarium,
wfo-0000676969,Ireland,IRE,IE,native,Erodium maritimum,
wfo-0000677261,Ireland,IRE,IE,native,Erophila verna,
wfo-0000678057,Ireland,IRE,IE,native,Eryngium maritimum,
wfo-0000681728,Ireland,IRE,IE,native,Euonymus europaeus,
wfo-0000682339,Ireland,IRE,IE,native,Euphrasia confusa,
wfo-0000682538,Ireland,IRE,IE,native,Euphrasia officinalis,
wfo-0000687184,Ireland,IRE,IE,native,Ficaria verna,
wfo-0000691852,Ireland,IRE,IE,native,Frangula alnus,
wfo-0000698901,Ireland,IRE,IE,native,Gentiana verna,
wfo-0000699019,Ireland,IRE,IE,native,Gentianella amarella,
wfo-0000699114,Ireland,IRE,IE,native,Gentianella campestris,
wfo-0000700265,Ireland,IRE,IE,native,Geranium columbinum,
wfo-0000700774,Ireland,IRE,IE,native,Geranium lucidum,
wfo-0000700868,Ireland,IRE,IE,native,Geranium molle,
wfo-0000701154,Ireland,IRE,IE,native,Geranium purpureum,
wfo-0000701246,Ireland,IRE,IE,native,Geranium robertianum,
wfo-0000701258,Ireland,IRE,IE,native,Geranium rotundifolium,
wfo-0000701279,Ireland,IRE,IE,native,Geranium sanguineum,
wfo-0000701352,Ireland,IRE,IE,native,Narthecium ossifragum,
wfo-0000701427,Ireland,IRE,IE,native,Geranium sylvaticum,
wfo-0000703573,Ireland,IRE,IE,native,Glaucium flavum,
wfo-0000703645,Ireland,IRE,IE,native,Glaux maritima,
wfo-0000714707,Ireland,IRE,IE,native,Halimione portulacoides,
wfo-0000717621,Ireland,IRE,IE,native,Helianthemum nummularium,
wfo-0000717639,Ireland,IRE,IE,native,Helianthemum oelandicum subsp. piloselloides,
wfo-0000720220,Ireland,IRE,IE,native,Heracleum sphondylium,
wfo-0000723768,Ireland,IRE,IE,native,Hippuris vulgaris,
wfo-0000724435,Ireland,IRE,IE,native,Honckenya peploides,
wfo-0000726631,Ireland,IRE,IE,native,Hydrocotyle vulgaris,
wfo-0000727341,Ireland,IRE,IE,native,Hypericum androsaemum,
wfo-0000727591,Ireland,IRE,IE,native,Hypericum elodes,
wfo-0000727753,Ireland,IRE,IE,native,Hypericum humifusum,
wfo-0000727911,Ireland,IRE,IE,native,Hypericum maculatum,
wfo-0000728093,Ireland,IRE,IE,native,Hypericum perforatum,
wfo-0000728167,Ireland,IRE,IE,native,Hypericum pulchrum,
wfo-0000728383,Ireland,IRE,IE,native,Hypericum tetrapterum,
wfo-0000728695,Ireland,IRE,IE,native,Hypopitys monotropa,
wfo-0000728869,Ireland,IRE,IE,native,Potamogeton coloratus,
wfo-0000729203,Ireland,IRE,IE,native,Ilex aquifolium,
wfo-0000733703,Ireland,IRE,IE,native,Ruppia cirrhosa,
wfo-0000733793,Ireland,IRE,IE,native,Radiola linoides,
wfo-0000734065,Ireland,IRE,IE,native,Polygonum oxyspermum subsp. raii,
wfo-0000735896,Ireland,IRE,IE,native,Raphanus raphanistrum subsp. maritimus,
wfo-0000738109,Ireland,IRE,IE,native,Sagittaria sagittifolia,
wfo-0000739080,Ireland,IRE,IE,native,Simethis mattiazzii,
wfo-0000740371,Ireland,IRE,IE,native,Scilla verna,
wfo-0000743162,Ireland,IRE,IE,native,Viola tricolor subsp. curtisii,
wfo-0000745473,Ireland,IRE,IE,native,Pyrola rotundifolia subsp. maritima,
wfo-0000745541,Ireland,IRE,IE,native,Myosotis secunda,
wfo-0000747233,Ireland,IRE,IE,native,Rhinanthus minor,
wfo-0000748047,Ireland,IRE,IE,native,Equisetum hyemale,
wfo-0000752882,Ireland,IRE,IE,native,Potamogeton obtusifolius,
wfo-0000755439,Ireland,IRE,IE,native,Alisma lanceolatum,
wfo-0000755470,Ireland,IRE,IE,native,Alisma plantago-aquatica,
wfo-0000757676,Ireland,IRE,IE,native,Allium ursinum,
wfo-0000757711,Ireland,IRE,IE,native,Allium vineale,
wfo-0000761108,Ireland,IRE,IE,native,Baldellia ranunculoides,
wfo-0000762573,Ireland,IRE,IE,native,Butomus umbellatus,
wfo-0000763824,Ireland,IRE,IE,native,Colchicum autumnale,
wfo-0000769381,Ireland,IRE,IE,native,Hydrocharis morsus-ranae,
wfo-0000769481,Ireland,IRE,IE,native,Najas flexilis,
wfo-0000769725,Ireland,IRE,IE,native,Potamogeton alpinus,
wfo-0000769744,Ireland,IRE,IE,native,Potamogeton berchtoldii,
wfo-0000769780,Ireland,IRE,IE,native,Potamogeton crispus,
wfo-0000769815,Ireland,IRE,IE,native,Potamogeton filiformis,
wfo-0000769826,Ireland,IRE,IE,native,Potamogeton friesii,
wfo-0000769833,Ireland,IRE,IE,native,Potamogeton gramineus,
wfo-0000769883,Ireland,IRE,IE,native,Potamogeton lucens,
wfo-0000769905,Ireland,IRE,IE,native,Potamogeton natans,
wfo-0000769943,Ireland,IRE,IE,native,Potamogeton pectinatus,
wfo-0000769945,Ireland,IRE,IE,native,Potamogeton perfoliatus,
wfo-0000769953,Ireland,IRE,IE,native,Potamogeton polygonifolius,
wfo-0000769956,Ireland,IRE,IE,native,Potamogeton praelongus,
wfo-0000769966,Ireland,IRE,IE,native,Potamogeton pusillus,
wfo-0000770081,Ireland,IRE,IE,native,Ruppia maritima,
wfo-0000770185,Ireland,IRE,IE,native,Triglochin maritima,
wfo-0000770196,Ireland,IRE,IE,native,Triglochin palustris,
wfo-0000770293,Ireland,IRE,IE,native,Zannichellia palustris,
wfo-0000770309,Ireland,IRE,IE,native,Zostera angustifolia,
wfo-0000770315,Ireland,IRE,IE,native,Zostera marina,
wfo-0000770324,Ireland,IRE,IE,native,Zostera noltii,
wfo-0000771226,Ireland,IRE,IE,native,Groenlandia densa,
wfo-0000775706,Ireland,IRE,IE,native,Juncus acutiflorus,
wfo-0000775729,Ireland,IRE,IE,native,Juncus acutus,
wfo-0000775879,Ireland,IRE,IE,native,Juncus articulatus,
wfo-0000776030,Ireland,IRE,IE,native,Juncus bufonius,
wfo-0000776091,Ireland,IRE,IE,native,Juncus bulbosus,
wfo-0000776253,Ireland,IRE,IE,native,Juncus conglomeratus,
wfo-0000776350,Ireland,IRE,IE,native,Juncus effusus,
wfo-0000776471,Ireland,IRE,IE,native,Juncus foliosus,
wfo-0000776498,Ireland,IRE,IE,native,Juncus gerardii,
wfo-0000776625,Ireland,IRE,IE,native,Juncus inflexus,
wfo-0000776856,Ireland,IRE,IE,native,Juncus maritimus,
wfo-0000776917,Ireland,IRE,IE,native,Callitriche brutia,
wfo-0000777150,Ireland,IRE,IE,native,Juncus ranarius,
wfo-0000777271,Ireland,IRE,IE,native,Juncus squarrosus,
wfo-0000777313,Ireland,IRE,IE,native,Juncus subnodulosus,
wfo-0000777349,Ireland,IRE,IE,native,Callitriche hamulata,
wfo-0000777394,Ireland,IRE,IE,native,Callitriche hermaphroditica,
wfo-0000777662,Ireland,IRE,IE,native,Luzula campestris,
wfo-0000777853,Ireland,IRE,IE,native,Callitriche obtusangula,
wfo-0000777930,Ireland,IRE,IE,native,Luzula multiflora,
wfo-0000778058,Ireland,IRE,IE,native,Luzula pilosa,
wfo-0000778106,Ireland,IRE,IE,native,Callitriche platycarpa,
wfo-0000778183,Ireland,IRE,IE,native,Luzula sylvatica,
wfo-0000778440,Ireland,IRE,IE,native,Callitriche truncata,
wfo-0000783754,Ireland,IRE,IE,native,Iris pseudacorus,
wfo-0000787661,Ireland,IRE,IE,native,Sisyrinchium bermudiana,
wfo-0000813712,Ireland,IRE,IE,native,Jasione montana,
wfo-0000815533,Ireland,IRE,IE,native,Lobelia dortmanna,
wfo-0000815984,Ireland,IRE,IE,native,Ligustrum vulgare,
wfo-0000819828,Ireland,IRE,IE,native,Wahlenbergia hederacea,
wfo-0000828550,Ireland,IRE,IE,native,Campanula rotundifolia,
wfo-0000829176,Ireland,IRE,IE,native,Campanula trachelium,
wfo-0000829212,Ireland,IRE,IE,native,Cephalanthera longifolia,
wfo-0000831785,Ireland,IRE,IE,native,Ceratophyllum demersum,
wfo-0000832453,Ireland,IRE,IE,native,Fraxinus excelsior,
wfo-0000841743,Ireland,IRE,IE,native,Agrostis capillaris,
wfo-0000843382,Ireland,IRE,IE,native,Agrostis canina,
wfo-0000844489,Ireland,IRE,IE,native,Agrostis stolonifera,
wfo-0000844922,Ireland,IRE,IE,native,Aira caryophyllea,
wfo-0000845169,Ireland,IRE,IE,native,Aira praecox,
wfo-0000845386,Ireland,IRE,IE,native,Alopecurus aequalis,
wfo-0000845537,Ireland,IRE,IE,native,Alopecurus geniculatus,
wfo-0000845657,Ireland,IRE,IE,native,Alopecurus pratensis,
wfo-0000845777,Ireland,IRE,IE,native,Ammophila arenaria,
wfo-0000848178,Ireland,IRE,IE,native,Anthoxanthum odoratum,
wfo-0000849608,Ireland,IRE,IE,native,Arrhenatherum elatius,
wfo-0000852708,Ireland,IRE,IE,native,Avenula pubescens,
wfo-0000854513,Ireland,IRE,IE,native,Brachypodium pinnatum,
wfo-0000854603,Ireland,IRE,IE,native,Brachypodium sylvaticum,
wfo-0000854755,Ireland,IRE,IE,native,Briza media,
wfo-0000854979,Ireland,IRE,IE,native,Bromopsis erecta,
wfo-0000855067,Ireland,IRE,IE,native,Bromopsis ramosa,
wfo-0000855398,Ireland,IRE,IE,native,Bromus commutatus,
wfo-0000855692,Ireland,IRE,IE,native,Bromus hordeaceus,
wfo-0000857259,Ireland,IRE,IE,native,Calamagrostis epigejos,
wfo-0000858042,Ireland,IRE,IE,native,Calamagrostis stricta,
wfo-0000858385,Ireland,IRE,IE,native,Catabrosa aquatica,
wfo-0000858498,Ireland,IRE,IE,native,Catapodium marinum,
wfo-0000858509,Ireland,IRE,IE,native,Catapodium rigidum,
wfo-0000861316,Ireland,IRE,IE,native,Cynosurus cristatus,
wfo-0000861498,Ireland,IRE,IE,native,Dactylis glomerata,
wfo-0000861886,Ireland,IRE,IE,native,Danthonia decumbens,
wfo-0000862467,Ireland,IRE,IE,native,Deschampsia cespitosa,
wfo-0000862476,Ireland,IRE,IE,native,Deschampsia cespitosa subsp. alpina,
wfo-0000862584,Ireland,IRE,IE,native,Deschampsia flexuosa,
wfo-0000862717,Ireland,IRE,IE,native,Deschampsia setacea,
wfo-0000866095,Ireland,IRE,IE,native,Elymus caninus,
wfo-0000866924,Ireland,IRE,IE,native,Elytrigia atherica,
wfo-0000866998,Ireland,IRE,IE,native,Elytrigia juncea,
wfo-0000867052,Ireland,IRE,IE,native,Elytrigia repens,
wfo-0000869734,Ireland,IRE,IE,native,Festuca altissima,
wfo-0000869819,Ireland,IRE,IE,native,Festuca arundinacea,
wfo-0000870561,Ireland,IRE,IE,native,Festuca gigantea,
wfo-0000871222,Ireland,IRE,IE,native,Festuca ovina,
wfo-0000871673,Ireland,IRE,IE,native,Festuca pratensis,
wfo-0000871854,Ireland,IRE,IE,native,Festuca rubra,
wfo-0000872559,Ireland,IRE,IE,native,Festuca vivipara,
wfo-0000873155,Ireland,IRE,IE,native,Glyceria declinata,
wfo-0000873191,Ireland,IRE,IE,native,Glyceria fluitans,
wfo-0000873262,Ireland,IRE,IE,native,Glyceria maxima,
wfo-0000873319,Ireland,IRE,IE,native,Glyceria plicata,
wfo-0000874338,Ireland,IRE,IE,native,Hierochloe odorata,
wfo-0000874509,Ireland,IRE,IE,native,Holcus lanatus,
wfo-0000874519,Ireland,IRE,IE,native,Holcus mollis,
wfo-0000874994,Ireland,IRE,IE,native,Hordeum secalinum,
wfo-0000877153,Ireland,IRE,IE,native,Koeleria macrantha,
wfo-0000878157,Ireland,IRE,IE,native,Leymus arenarius,
wfo-0000878441,Ireland,IRE,IE,native,Lolium perenne,
wfo-0000879476,Ireland,IRE,IE,native,Melica uniflora,
wfo-0000879833,Ireland,IRE,IE,native,Mibora minima,
wfo-0000880073,Ireland,IRE,IE,native,Milium effusum,
wfo-0000880418,Ireland,IRE,IE,native,Molinia caerulea,
wfo-0000881131,Ireland,IRE,IE,native,Nardus stricta,
wfo-0000887099,Ireland,IRE,IE,native,Parapholis incurva,
wfo-0000887104,Ireland,IRE,IE,native,Parapholis strigosa,
wfo-0000889610,Ireland,IRE,IE,native,Phalaris arundinacea,
wfo-0000889970,Ireland,IRE,IE,native,Phleum arenarium,
wfo-0000890092,Ireland,IRE,IE,native,Phleum pratense,
wfo-0000890172,Ireland,IRE,IE,native,Phragmites australis,
wfo-0000890759,Ireland,IRE,IE,native,Clinopodium ascendens,
wfo-0000891425,Ireland,IRE,IE,native,Poa alpina,
wfo-0000891536,Ireland,IRE,IE,native,Poa annua,
wfo-0000893396,Ireland,IRE,IE,native,Poa pratensis,
wfo-0000893956,Ireland,IRE,IE,native,Poa subcaerulea,
wfo-0000894135,Ireland,IRE,IE,native,Poa trivialis,
wfo-0000895236,Ireland,IRE,IE,native,Puccinellia distans,
wfo-0000895268,Ireland,IRE,IE,native,Puccinellia fasciculata,
wfo-0000895389,Ireland,IRE,IE,native,Puccinellia maritima,
wfo-0000898775,Ireland,IRE,IE,native,Sesleria caerulea,
wfo-0000905119,Ireland,IRE,IE,native,Trisetum flavescens,
wfo-0000906556,Ireland,IRE,IE,native,Coeloglossum viride,
