WFOID,identifier,taxon,vernacularName,preferredName,source,language,countryCode,uri
wfo-0000006741,942,Chrysanthemum segetum,Geal seed,0,,en,IE,
wfo-0000006741,943,Chrysanthemum segetum,Gilgowan,0,,en,IE,
wfo-0000604047,954,Chrysosplenium oppositifolium,Golden saxifrage,1,,en,IE,
wfo-0000604347,960,Cicendia filiformis,Yellow centaury,1,,en,IE,
wfo-0000080671,962,Cichorium intybus,Chicory,1,,en,IE,
wfo-0000080671,962,Cichorium intybus,Wild succory,0,,en,IE,
wfo-0000604532,969,Cicuta virosa,Water hemlock,1,,en,IE,
wfo-0000604532,970,Cicuta virosa,Cowbane,0,,en,IE,
wfo-0000605650,976,Circaea ×intermedia,Upland enchanter’s-nightshade,1,,en,IE,
wfo-0000605657,978,Circaea lutetiana,Enchanter’s-nightshade,1,,en,IE,
wfo-0000006870,983,Cirsium arvense,Creeping thistle,1,,en,IE,
wfo-0000006870,984,Cirsium arvense,Dawky thrissel,0,,en,IE,
wfo-0000043760,986,Cirsium palustre,Marsh thistle,1,,en,IE,
wfo-0000043760,987,Cirsium palustre,Buck thrissel,0,,en,IE,
wfo-0000043760,988,Cirsium palustre,Black thistle,0,,en,IE,
wfo-0000081703,990,Cirsium vulgare,Common thistle,1,,en,IE,
wfo-0000081703,991,Cirsium vulgare,Spear thistle,0,,en,IE,
wfo-0000081703,992,Cirsium vulgare,Buck thrissel,0,,en,IE,
wfo-0000081703,993,Cirsium vulgare,Dawky thrissel,0,,en,IE,
wfo-0000081703,994,Cirsium vulgare,Thorn,0,,en,IE,
wfo-0000081703,995,Cirsium vulgare,White thistle,0,,en,IE,
wfo-0000081703,996,Cirsium vulgare,Spear plume thistle,0,,en,IE,
wfo-0000079119,1001,Cirsium dissectum,Meadow thistle,1,,en,IE,
wfo-0000079119,1002,Cirsium dissectum,Bog thistle,0,,en,IE,
wfo-0000014883,1005,Cirsium heterophyllum,Melancholy thistle,1,,en,IE,
wfo-0000356458,1008,Cladium mariscus,Saw sedge,1,,en,IE,
wfo-0000356458,1009,Cladium mariscus,Prickly twigrush,0,,en,IE,
wfo-0000356458,1010,Cladium mariscus,Twig-rush,0,,en,IE,
wfo-0000610926,1014,Clematis vitalba,Traveller’s joy,1,,en,IE,
wfo-0000610926,1015,Clematis vitalba,Old man’s beard,0,,en,IE,
wfo-0000890759,1017,Clinopodium ascendens,Calamint,1,,en,IE,
wfo-0000613694,1019,Cochlearia anglica,English scurvygrass,1,,en,IE,
wfo-0000613735,1021,Cochlearia danica,Danish scurvygrass,1,,en,IE,
wfo-0000613801,1023,Cochlearia officinalis,Common scurvygrass,1,,en,IE,
wfo-0000613801,1024,Cochlearia officinalis,Spoonwort,0,,en,IE,
wfo-0000906556,1031,Coeloglossum viride,Frog orchid,1,,en,IE,
wfo-0000763824,1034,Colchicum autumnale,Meadow saffron,1,,en,IE,
wfo-0000763824,1035,Colchicum autumnale,Autumn crocus,0,,en,IE,
wfo-0000763824,1036,Colchicum autumnale,Naked boys,0,,en,IE,
wfo-0000763824,1037,Colchicum autumnale,Naked ladies,0,,en,IE,
wfo-0000985679,1040,Comarum palustre,Marsh cinquefoil,1,,en,IE,
wfo-0000985679,1041,Comarum palustre,Bogberry,0,,en,IE,
wfo-0000617964,1046,Conium maculatum,Hemlock,1,,en,IE,
wfo-0000619241,1061,Conopodium majus,Pignut,1,,en,IE,
wfo-0000619241,1062,Conopodium majus,Common earth nut,0,,en,IE,
wfo-0000619241,1063,Conopodium majus,Arnut,0,,en,IE,
wfo-0000619241,1064,Conopodium majus,Earthnut,0,,en,IE,
wfo-0000764146,1079,Convallaria majalis,Lily-of-the-valley,1,,en,IE,
wfo-0001296633,1082,Convolvulus arvensis,Field bindweed,1,,en,IE,
wfo-0001296633,1083,Convolvulus arvensis,Cornbine,0,,en,IE,
wfo-0001275476,1089,Cornus sanguinea,Dogwood,1,,en,IE,
wfo-0001275476,1090,Cornus sanguinea,Dogberry tree,0,,en,IE,
wfo-0001275476,1091,Cornus sanguinea,Gatter-tree,0,,en,IE,
wfo-0000925259,1096,Corylus avellana,Hazel,1,,en,IE,
wfo-0000925259,1097,Corylus avellana,Cob-nut,0,,en,IE,
wfo-0000624606,1106,Crambe maritima,Seakale,0,,en,IE,
wfo-0000624606,1107,Crambe maritima,Sea colewort,0,,en,IE,
wfo-0000624606,1108,Crambe maritima,Sea cabbage,0,,en,IE,
wfo-0001009785,1114,Crataegus monogyna,Hawthorn,1,,en,IE,
wfo-0001009785,1115,Crataegus monogyna,Whitethorn,0,,en,IE,
wfo-0001009785,1116,Crataegus monogyna,May bush,0,,en,IE,
wfo-0001009785,1117,Crataegus monogyna,Bread-and-cheese,0,,en,IE,
wfo-0001009785,1118,Crataegus monogyna,Drean bawn,0,,en,IE,
wfo-0001009785,1119,Crataegus monogyna,Skeeoge,0,,en,IE,
wfo-0001009785,1120,Crataegus monogyna,Skayug,0,,en,IE,
wfo-0001009785,1121,Crataegus monogyna,Skaig,0,,en,IE,
wfo-0000030643,1128,Crepis capillaris,Smooth hawk’s-beard,1,,en,IE,
wfo-0000129161,1130,Crepis paludosa,Marsh hawk’s-beard,1,,en,IE,
wfo-0001068458,1132,Crithmum maritimum,Rock samphire,1,,en,IE,
wfo-0001068458,1133,Crithmum maritimum,Samphire,0,,en,IE,
wfo-0000788487,1146,Crocosmia ×crocosmiiflora,Montbretia,1,,en,IE,
wfo-0001296657,1149,Cuscuta epithymum,Dodder,1,,en,IE,
wfo-0000632510,1153,Cymbalaria muralis,Ivy-leaved toad?ax,1,,en,IE,
wfo-0000632510,1154,Cymbalaria muralis,Mother-of-thousands,0,,en,IE,
wfo-0000634152,1157,Cynoglossum officinale,Hound’s-tongue,1,,en,IE,
wfo-0000634152,1158,Cynoglossum officinale,Wild fire,0,,en,IE,
wfo-0000861316,1160,Cynosurus cristatus,Dog’s tail,1,,en,IE,
wfo-0000861316,1161,Cynosurus cristatus,Thraneen grass,0,,en,IE,
wfo-0000861316,1162,Cynosurus cristatus,Crested dog’s tail,0,,en,IE,
wfo-0000213711,1169,Cytisus scoparius,Broom,1,,en,IE,
wfo-0000213711,1170,Cytisus scoparius,Green broom,0,,en,IE,
wfo-0000636619,1177,Daboecia cantabrica,St Dabeoc’s heath,1,,en,IE,
wfo-0000861498,1180,Dactylis glomerata,Cock’s-foot grass,1,,en,IE,
wfo-0000936593,1187,Dactylorhiza fuchsii,Common spotted-orchid,1,,en,IE,
wfo-0000936635,1189,Dactylorhiza incarnata,Early marsh-orchid,1,,en,IE,
wfo-0000936681,1192,Dactylorhiza kerryensis,Broad-leaved marsh-orchid,1,,en,IE,
wfo-0000936681,1193,Dactylorhiza kerryensis,Western marsh-orchid,0,,en,IE,
wfo-0000936681,1194,Dactylorhiza kerryensis,Brush sweet willie,0,,en,IE,
wfo-0000936713,1197,Dactylorhiza maculata,Heath spotted-orchid,1,,en,IE,
wfo-0000936713,1198,Dactylorhiza maculata,Barney brack,0,,en,IE,
wfo-0000936917,1204,Dactylorhiza traunsteineri,Narrow-leaved marsh-orchid,1,,en,IE,
wfo-0000861886,1206,Danthonia decumbens,Heath grass,1,,en,IE,
wfo-0001021374,1209,Datura stramonium,Thorn-apple,1,,en,IE,
wfo-0000638442,1211,Daucus carota,Carrot,0,,en,IE,
wfo-0000638442,1212,Daucus carota,Wild carrot,1,,en,IE,
wfo-0000862467,1226,Deschampsia cespitosa,Tufted hair-grass,1,,en,IE,
wfo-0000862476,1230,Deschampsia cespitosa subsp. alpina,Alpine hair-grass,1,,en,IE,
wfo-0000862584,1232,Deschampsia flexuosa,Wavy hair-grass,1,,en,IE,
wfo-0000862717,1235,Deschampsia setacea,Bog hair-grass,1,,en,IE,
wfo-0000641996,1237,Descurainia sophia,Flixweed,1,,en,IE,
wfo-0000643086,1240,Dianthus armeria,Deptford pink,1,,en,IE,
wfo-0000647394,1242,Digitalis purpurea,Foxglove,1,,en,IE,
wfo-0000647394,1243,Digitalis purpurea,Lady’s fingers,0,,en,IE,
wfo-0000647394,1244,Digitalis purpurea,Foxlove,0,,en,IE,
wfo-0000647394,1245,Digitalis purpurea,Fairy thimble,0,,en,IE,
wfo-0000647394,1246,Digitalis purpurea,Fox and leaves,0,,en,IE,
wfo-0000647394,1247,Digitalis purpurea,Fox tree leaves,0,,en,IE,
wfo-0000647394,1248,Digitalis purpurea,Lithmore,0,,en,IE,
wfo-0000647394,1249,Digitalis purpurea,Shiggy,0,,en,IE,
wfo-0000647394,1250,Digitalis purpurea,Shiggy thimble,0,,en,IE,
wfo-0000651022,1271,Dipsacus fullonum,Teasel,1,,en,IE,
wfo-0000655499,1281,Draba incana,Hoary whitlowgrass,1,,en,IE,
wfo-0000945816,1283,Drosera anglica,Great sundew,1,,en,IE,
wfo-0000945976,1287,Drosera intermedia,Oblong-leaved sundew,1,,en,IE,
wfo-0000946157,1289,Drosera rotundifolia,Round-leaved sundew,1,,en,IE,
wfo-0000996365,1300,Dryas octopetala,Mountain avens,1,,en,IE,
wfo-0000663145,1303,Echium vulgare,Viper’s-bugloss,1,,en,IE,
wfo-0000665329,1309,Elatine hexandra,Six-stamened waterwort,1,,en,IE,
wfo-0000665333,1311,Elatine hydropiper,Eight-stamened waterwort,1,,en,IE,
wfo-0000402534,1313,Eleocharis acicularis,Needle spike-rush,1,,en,IE,
wfo-0000405300,1315,Eleocharis multicaulis,Many-stalked spike-rush,1,,en,IE,
wfo-0000405590,1317,Eleocharis palustris,Common spike-rush,1,,en,IE,
wfo-0000405697,1320,Eleocharis parvula,Dwarf spike-rush,1,,en,IE,
wfo-0000405846,1322,Eleocharis quinqueflora,Few-flowered spike-rush,1,,en,IE,
wfo-0000406316,1324,Eleocharis uniglumis,Slender spike-rush,1,,en,IE,
wfo-0000406452,1326,Eleogiton fluitans,Floating club-rush,1,,en,IE,
wfo-0000666485,1328,Elodea canadensis,Canadian waterweed,1,,en,IE,
wfo-0000666485,1329,Elodea canadensis,Canadian pondweed,0,,en,IE,
wfo-0000666485,1330,Elodea canadensis,Water thyme,0,,en,IE,
wfo-0000666485,1331,Elodea canadensis,American weed,0,,en,IE,
wfo-0000666485,1332,Elodea canadensis,Swanweed,0,,en,IE,
wfo-0000666485,1333,Elodea canadensis,American water thyme,0,,en,IE,
wfo-0000666485,1334,Elodea canadensis,Raave,0,,en,IE,
wfo-0000866095,1337,Elymus caninus,Bearded couch,1,,en,IE,
wfo-0000866924,1341,Elytrigia atherica,Sea couch,1,,en,IE,
wfo-0000866998,1343,Elytrigia juncea,Sand couch,1,,en,IE,
wfo-0000867052,1346,Elytrigia repens,Common couch,1,,en,IE,
wfo-0000867052,1347,Elytrigia repens,Scutch-grass,0,,en,IE,
wfo-0000867052,1348,Elytrigia repens,Scutch,0,,en,IE,
wfo-0000867052,1349,Elytrigia repens,Couch-grass,0,,en,IE,
wfo-0000867052,1350,Elytrigia repens,Quitch,0,,en,IE,
wfo-0000867052,1351,Elytrigia repens,Squitch,0,,en,IE,
wfo-0000867052,1352,Elytrigia repens,Twitch,0,,en,IE,
wfo-0000667231,1362,Empetrum nigrum,Crowberry,1,,en,IE,
wfo-0000667231,1363,Empetrum nigrum,Berry heath,0,,en,IE,
wfo-0000667231,1364,Empetrum nigrum,Juniper,0,,en,IE,
wfo-0000667231,1365,Empetrum nigrum,Curris-ran,0,,en,IE,
wfo-0000667231,1366,Empetrum nigrum,She heather,0,,en,IE,
wfo-0000668718,1372,Epilobium alsinifolium,Chickweed willowherb,1,,en,IE,
wfo-0000668750,1374,Epilobium angustifolium,Rose-bay willow-herb,1,,en,IE,
wfo-0000668750,1375,Epilobium angustifolium,Fireweed,0,,en,IE,
wfo-0000668750,1376,Epilobium angustifolium,Blooming willie,0,,en,IE,
wfo-0000668750,1377,Epilobium angustifolium,Flowerin’ sally,0,,en,IE,
wfo-0000668750,1381,Epilobium angustifolium,Blooming willow,0,,en,IE,
wfo-0000669196,1383,Epilobium hirsutum,Great willowherb,1,,en,IE,
wfo-0000669421,1387,Epilobium montanum,Broad-leaved willowherb,1,,en,IE,
wfo-0000669499,1389,Epilobium obscurum,Short-fruited willowherb,1,,en,IE,
wfo-0000669541,1391,Epilobium palustre,Marsh willowherb,1,,en,IE,
wfo-0000669577,1394,Epilobium parviflorum,Hoary willowherb,1,,en,IE,
wfo-0000669712,1396,Epilobium roseum,Pale willowherb,1,,en,IE,
wfo-0000951956,1398,Epipactis atrorubens,Dark-red helleborine,1,,en,IE,
wfo-0000952061,1400,Epipactis helleborine,Broad-leaved helleborine,1,,en,IE,
wfo-0000952194,1403,Epipactis palustris,Marsh helleborine,1,,en,IE,
wfo-0000952209,1406,Epipactis phyllanthes,Green-flowered helleborine,1,,en,IE,
wfo-0000671674,1408,Erica ciliaris,Dorset heath,1,,en,IE,
wfo-0000671681,1410,Erica cinerea,Bell heather,1,,en,IE,
wfo-0000671681,1411,Erica cinerea,Heath,0,,en,IE,
wfo-0000671681,1412,Erica cinerea,Purple heather,0,,en,IE,
wfo-0000671681,1413,Erica cinerea,Froogh,0,,en,IE,
wfo-0000671681,1414,Erica cinerea,Het,0,,en,IE,
wfo-0000671969,1419,Erica erigena,Irish heath,1,,en,IE,
wfo-0000671969,1420,Erica erigena,Mediterranean heath,0,,en,IE,
wfo-0000672530,1422,Erica mackayana,Mackay’s heath,1,,en,IE,
wfo-0000673399,1424,Erica tetralix,Cross-leaved heath,1,,en,IE,
wfo-0000673518,1429,Erica vagans,Cornish heath,1,,en,IE,
wfo-0000014783,1431,Erigeron acer,Blue fleabane,1,,en,IE,
wfo-0000408969,1434,Eriocaulon aquaticum,Pipewort,1,,en,IE,
wfo-0000414886,1437,Eriophorum angustifolium,Common cottongrass,1,,en,IE,
wfo-0000414996,1441,Eriophorum gracile,Slender cottongrass,1,,en,IE,
wfo-0000415025,1444,Eriophorum latifolium,Broad-leaved cottongrass,1,,en,IE,
wfo-0000415166,1454,Eriophorum vaginatum,Hare’s-tail cottongrass,1,,en,IE,
wfo-0000676799,1457,Erodium cicutarium,Common stork’s-bill,1,,en,IE,
wfo-0000676799,1458,Erodium cicutarium,Crow’s toe,0,,en,IE,
wfo-0000676799,1459,Erodium cicutarium,Hemlock storksbill,0,,en,IE,
wfo-0000676969,1461,Erodium maritimum,Sea stork’s-bill,1,,en,IE,
wfo-0000677261,1463,Erophila verna,Common whitlowgrass,1,,en,IE,
wfo-0000678057,1466,Eryngium maritimum,Sea holly,1,,en,IE,
wfo-0000681728,1470,Euonymus europaeus,Spindle,1,,en,IE,
wfo-0000035116,1475,Eupatorium cannabinum,Hemp agrimony,1,,en,IE,
wfo-0000035116,1476,Eupatorium cannabinum,Crow-rocket,0,,en,IE,
wfo-0000962471,1480,Euphorbia helioscopia,Sun spurge,1,,en,IE,
wfo-0000962471,1481,Euphorbia helioscopia,Wart weed,0,,en,IE,
wfo-0000962471,1482,Euphorbia helioscopia,Fairy’s milk,0,,en,IE,
wfo-0000962471,1483,Euphorbia helioscopia,Pig’s milk,0,,en,IE,
wfo-0000962471,1484,Euphorbia helioscopia,Devil’s churnstaff,0,,en,IE,
wfo-0000962471,1485,Euphorbia helioscopia,Seven sisters,0,,en,IE,
wfo-0000962639,1490,Euphorbia hyberna,Irish spurge,1,,en,IE,
wfo-0000962639,1491,Euphorbia hyberna,Barnicy Ann,0,,en,IE,
wfo-0000963826,1497,Euphorbia paralias,Sea spurge,1,,en,IE,
wfo-0000963826,1498,Euphorbia paralias,Fairy’s milk,0,,en,IE,
wfo-0000963920,1500,Euphorbia peplus,Petty spurge,1,,en,IE,
wfo-0000963920,1501,Euphorbia peplus,Seven sisters,0,,en,IE,
wfo-0000682538,1503,Euphrasia officinalis,Eyebright,1,,en,IE,
wfo-0000682538,1504,Euphrasia officinalis,Fairy flax,0,,en,IE,
wfo-0000682538,1505,Euphrasia officinalis,Rock rue,0,,en,IE,
wfo-0001137335,1516,Euphrasia salisburgensis,Irish eyebright,1,,en,IE,
wfo-0000685460,1520,Fagopyrum esculentum,Buckwheat,1,,en,IE,
wfo-0000966507,1525,Fagus sylvatica,Beech,1,,en,IE,
wfo-0000685786,1531,Fallopia convolvulus,Black bindweed,1,,en,IE,
wfo-0000685786,1532,Fallopia convolvulus,Wild ivy,0,,en,IE,
wfo-0000685798,1534,Fallopia japonica,Japanese knotweed,1,,en,IE,
wfo-0000685798,1535,Fallopia japonica,Hudsons,0,,en,IE,
wfo-0000869734,1537,Festuca altissima,Wood fescue,1,,en,IE,
wfo-0000869819,1539,Festuca arundinacea,Tall fescue,1,,en,IE,
wfo-0000870561,1542,Festuca gigantea,Giant fescue,1,,en,IE,
wfo-0000871222,1544,Festuca ovina,Sheep’s-fescue,1,,en,IE,
wfo-0000871673,1550,Festuca pratensis,Meadow fescue,1,,en,IE,
wfo-0000871854,1554,Festuca rubra,Red fescue,1,,en,IE,
wfo-0000871854,1555,Festuca rubra,Creeping red fescue,0,,en,IE,
wfo-0000872559,1560,Festuca vivipara,Viviparous fescue,1,,en,IE,
wfo-0000687184,1564,Ficaria verna,Lesser celandine,1,,en,IE,
wfo-0000687184,1565,Ficaria verna,Pilewort,0,,en,IE,
wfo-0000687690,1571,Ficus carica,Fig,1,,en,IE,
wfo-0000136486,1575,Filaginella uliginosa,Marsh cudweed,1,,en,IE,
wfo-0000117694,1578,Filago minima,Small cudweed,1,,en,IE,
wfo-0000130120,1580,Filago vulgaris,Common cudweed,1,,en,IE,
wfo-0000983427,1586,Filipendula ulmaria,Meadow-sweet,1,,en,IE,
wfo-0000983427,1587,Filipendula ulmaria,Bridewort,0,,en,IE,
wfo-0000983427,1588,Filipendula ulmaria,Sweet Meadow,0,,en,IE,
wfo-0000983427,1589,Filipendula ulmaria,Sweet William,0,,en,IE,
wfo-0000983427,1590,Filipendula ulmaria,Queen of the Meadow,0,,en,IE,
wfo-0000999867,1599,Filipendula vulgaris,Dropwort,1,,en,IE,
wfo-0000691487,1602,Foeniculum vulgare,Fennel,1,,en,IE,
wfo-0000993770,1611,Fragaria vesca,Wild Strawberry,1,,en,IE,
wfo-0000691852,1618,Frangula alnus,Alder buckthorn,1,,en,IE,
wfo-0000691852,1619,Frangula alnus,Black dogwood,0,,en,IE,
wfo-0000832453,1622,Fraxinus excelsior,Ash,1,,en,IE,
wfo-0000832453,1623,Fraxinus excelsior,Whinshag,0,,en,IE,
wfo-0000692791,1633,Fuchsia magellanica,Fuchsia,1,,en,IE,
wfo-0000693355,1640,Fumaria officinalis,Common fumitory,1,,en,IE,
wfo-0000967942,1644,Galeopsis angustifolia,Red hemp-nettle,1,,en,IE,
wfo-0000968061,1646,Galeopsis tetrahit,Common hemp-nettle,1,,en,IE,
wfo-0000135740,1649,Galinsoga parviflora,Gallant-soldier,0,,en,IE,
wfo-0000114677,1650,Galinsoga quadriradiata,Gallant-soldier,0,,en,IE,
wfo-0000968296,1651,Galium aparine,Cleavers,1,,en,IE,
wfo-0000968296,1652,Galium aparine,Robin-run-the-hedge,0,,en,IE,
wfo-0000968296,1653,Galium aparine,Goose grass,0,,en,IE,
wfo-0000968296,1654,Galium aparine,Sticky-back,0,,en,IE,
wfo-0000968296,1655,Galium aparine,Catchweed,0,,en,IE,
wfo-0000968296,1656,Galium aparine,Jack at the hedge,0,,en,IE,
wfo-0000968296,1657,Galium aparine,Sticky billy,0,,en,IE,
wfo-0000968296,1658,Galium aparine,Devil’s garter,0,,en,IE,
wfo-0000968464,1665,Galium boreale,Northern bedstraw,1,,en,IE,
wfo-0000969693,1667,Galium odoratum,Woodruff,1,,en,IE,
wfo-0000969693,1668,Galium odoratum,Hayplant,0,,en,IE,
wfo-0000969740,1672,Galium palustre,Common marsh-bedstraw,1,,en,IE,
wfo-0000970124,1674,Galium saxatile,Heath bedstraw,1,,en,IE,
wfo-0000970264,1679,Galium sterneri,Limestone bedstraw,1,,en,IE,
wfo-0000970490,1681,Galium uliginosum,Fen bedstraw,1,,en,IE,
wfo-0000970562,1684,Galium verum,Lady’s bedstraw,1,,en,IE,
wfo-0000698901,1690,Gentiana verna,Spring gentian,1,,en,IE,
wfo-0000699019,1694,Gentianella amarella,Autumn gentian,1,,en,IE,
wfo-0000699019,1695,Gentianella amarella,Autumn felwort,0,,en,IE,
wfo-0000699114,1697,Gentianella campestris,Field gentian,1,,en,IE,
wfo-0000700265,1699,Geranium columbinum,Long-stalked crane’s-bill,1,,en,IE,
wfo-0000700368,1703,Geranium dissectum,Cut-leaved crane’s-bill,1,,en,IE,
wfo-0000700774,1709,Geranium lucidum,Shining crane’s-bill,1,,en,IE,
wfo-0000700868,1711,Geranium molle,Dove’s-foot crane’s-bill,1,,en,IE,
wfo-0000701108,1713,Geranium pratense,Meadow crane’s-bill,1,,en,IE,
wfo-0000701154,1715,Geranium purpureum,Little-robin,1,,en,IE,
wfo-0000701157,1717,Geranium pusillum,Small-flowered crane’s-bill,1,,en,IE,
wfo-0000701246,1719,Geranium robertianum,Herb-robert,1,,en,IE,
wfo-0000701246,1720,Geranium robertianum,Wire fire,0,,en,IE,
wfo-0000701246,1721,Geranium robertianum,Bloodweed,0,,en,IE,
wfo-0000701246,1722,Geranium robertianum,Dog’s toe,0,,en,IE,
wfo-0000701246,1723,Geranium robertianum,Elfshot cow,0,,en,IE,
wfo-0000701246,1724,Geranium robertianum,Stinking roger,0,,en,IE,
wfo-0000701258,1732,Geranium rotundifolium,Round-leaved crane’s-bill,1,,en,IE,
wfo-0000701279,1734,Geranium sanguineum,Bloody crane’s-bill,1,,en,IE,
wfo-0000701427,1740,Geranium sylvaticum,Wood crane’s-bill,1,,en,IE,
wfo-0001004152,1742,Geum rivale,Water avens,1,,en,IE,
wfo-0001002693,1746,Geum urbanum,Wood avens,1,,en,IE,
wfo-0001002693,1747,Geum urbanum,Herb bennet,0,,en,IE,
wfo-0000703573,1754,Glaucium flavum,Yellow horned-poppy,1,,en,IE,
wfo-0000703645,1758,Glaux maritima,Sea-milkwort,1,,en,IE,
wfo-0000972872,1761,Glechoma hederacea,Ground ivy,1,,en,IE,
wfo-0000873155,1768,Glyceria declinata,Small sweet-grass,1,,en,IE,
wfo-0000873155,1769,Glyceria declinata,Milseán beag,1,,en,IE,
wfo-0000873191,1770,Glyceria fluitans,Floating sweet-grass,1,,en,IE,
wfo-0000873191,1771,Glyceria fluitans,Flote grass,0,,en,IE,
wfo-0000873262,1774,Glyceria maxima,Reed sweet-grass,1,,en,IE,
wfo-0000873262,1775,Glyceria maxima,Reed manna,0,,en,IE,
wfo-0000873319,1779,Glyceria plicata,Plicate sweet-grass,1,,en,IE,
wfo-0000018897,1781,Gnaphalium sylvaticum,Heath cudweed,1,,en,IE,
wfo-0000771226,1785,Groenlandia densa,Opposite-leaved pondweed,1,,en,IE,
wfo-0000833292,1787,Gunnera tinctoria,Giant-rhubarb,1,,en,IE,
wfo-0000976561,1789,Gymnadenia conopsea,Fragrant orchid,1,,en,IE,
wfo-0000714707,1792,Halimione portulacoides,Sea purslane,1,,en,IE,
wfo-0000979153,1794,Hammarbya paludosa,Bog orchid,1,,en,IE,
wfo-0000979730,1798,Hedera helix,Ivy,1,,en,IE,
wfo-0000979730,1799,Hedera helix,Eenagh,0,,en,IE,
wfo-0000717621,1811,Helianthemum nummularium,Common rock-rose,1,,en,IE,
wfo-0000717639,1813,Helianthemum oelandicum subsp. piloselloides,Hoary rock-rose,1,,en,IE,
wfo-0000720133,1817,Heracleum mantegazzianum,Giant hogweed,1,,en,IE,
wfo-0000720220,1820,Heracleum sphondylium,Hogweed,1,,en,IE,
wfo-0000720220,1821,Heracleum sphondylium,Cow-parsnip,0,,en,IE,
wfo-0000720220,1822,Heracleum sphondylium,Hefferaun (or Heffrane),0,,en,IE,
wfo-0000720220,1823,Heracleum sphondylium,Shooraun,0,,en,IE,
wfo-0000720220,1824,Heracleum sphondylium,Singer,0,,en,IE,
wfo-0000720220,1825,Heracleum sphondylium,Orn (or Oran),0,,en,IE,
wfo-0000720220,1826,Heracleum sphondylium,Pipers,0,,en,IE,
wfo-0000720220,1827,Heracleum sphondylium,Keck,0,,en,IE,
wfo-0000080102,1843,Hieracium umbellatum,Hawkweed,1,,en,IE,
wfo-0000874338,1844,Hierochloe odorata,Holy-grass,1,,en,IE,
wfo-0000723743,1846,Hippophae rhamnoides,Sea buckthorn,1,,en,IE,
wfo-0000723743,1847,Hippophae rhamnoides,Biddy bush,0,,en,IE,
wfo-0000723768,1849,Hippuris vulgaris,Mare’s-tail,1,,en,IE,
wfo-0000874509,1853,Holcus lanatus,Yorkshire fog,1,,en,IE,
wfo-0000874519,1857,Holcus mollis,Creeping soft-grass,1,,en,IE,
wfo-0000724435,1861,Honckenya peploides,Sea sandwort,1,,en,IE,
wfo-0000874641,1864,Hordelymus europaeus,Wood barley,1,,en,IE,
wfo-0000874893,1866,Hordeum murinum,Wall barley,1,,en,IE,
wfo-0000874994,1869,Hordeum secalinum,Meadow barley,1,,en,IE,
wfo-0000725040,1874,Hottonia palustris,Water violet,1,,en,IE,
wfo-0000725866,1876,Humulus lupulus,Hop,1,,en,IE,
wfo-0000664295,1883,Hyacinthoides non-scripta,Bluebell,1,,en,IE,
wfo-0000664295,1884,Hyacinthoides non-scripta,Bummuck,0,,en,IE,
wfo-0000664295,1885,Hyacinthoides non-scripta,Burmuck,0,,en,IE,
wfo-0000664295,1886,Hyacinthoides non-scripta,Crowpicker,0,,en,IE,
wfo-0000664295,1887,Hyacinthoides non-scripta,Wild hyacinth,0,,en,IE,
wfo-0000664208,1896,Hyacinthoides hispanica,Spanish bluebell,1,,en,IE,
wfo-0000769366,1897,Hydrilla verticillata,Hydrilla,1,,en,IE,
wfo-0000769381,1899,Hydrocharis morsus-ranae,Frogbit,1,,en,IE,
wfo-0000726631,1903,Hydrocotyle vulgaris,Marsh pennywort,1,,en,IE,
wfo-0000726631,1904,Hydrocotyle vulgaris,White-rot,0,,en,IE,
wfo-0001021850,1908,Hyoscyamus niger,Henbane,1,,en,IE,
wfo-0000727341,1916,Hypericum androsaemum,Tutsan,1,,en,IE,
wfo-0001295682,1922,Hypericum canadense,Irish St John’s-wort,1,,en,IE,
wfo-0000727591,1924,Hypericum elodes,Marsh St John’s-wort,1,,en,IE,
wfo-0000727591,1925,Hypericum elodes,Mioullough,0,,en,IE,
wfo-0000727741,1929,Hypericum hirsutum,Trailing st John’s-wort,1,,en,IE,
wfo-0000727753,1931,Hypericum humifusum,Hairy St John’s-wort,1,,en,IE,
wfo-0000727911,1933,Hypericum maculatum,Imperforate St John’s-wort,1,,en,IE,
wfo-0000728093,1935,Hypericum perforatum,Perforate St John’s-wort,1,,en,IE,
wfo-0000728167,1938,Hypericum pulchrum,Slender St John’s-wort,1,,en,IE,
wfo-0000728167,1939,Hypericum pulchrum,Rock rue,0,,en,IE,
wfo-0000728383,1941,Hypericum tetrapterum,Square-stalked St John’s-wort,1,,en,IE,
wfo-0000005915,1943,Hypochaeris glabra,Smooth cat’s-ear,1,,en,IE,
wfo-0000074809,1945,Hypochaeris radicata,Cat’s-ear,1,,en,IE,
wfo-0000074809,1946,Hypochaeris radicata,Long-rooted catsear,0,,en,IE,
wfo-0000728695,1949,Hypopitys monotropa,Yellow bird’s-nest,1,,en,IE,
wfo-0000729203,1951,Ilex aquifolium,Holly,1,,en,IE,
wfo-0000087619,1956,Inula crithmoides,Golden samphire,1,,en,IE,
wfo-0000017853,1960,Inula helenium,Elecampane,1,,en,IE,
wfo-0000094940,1964,Inula salicina,Irish fleabane,1,,en,IE,
wfo-0000783342,1967,Iris foetidissima,Stinking iris,1,,en,IE,
wfo-0000783754,1969,Iris pseudacorus,Yellow flag,1,,en,IE,
wfo-0000783754,1970,Iris pseudacorus,flaggers,0,,en,IE,
