"taxonID","vernacularName","language","region","doubtful"
"taxon-1-Chaunochiton_kappleri","hiwaradan","Arawak","Guyana",""
"taxon-1-Chaunochiton_kappleri","hiwaradan","Arawak","Surinam",""
"taxon-1-Chaunochiton_kappleri","patakoewana","Sranang- tongo","Surinam",""
"taxon-1-Chaunochiton_kappleri","bofro-oedoe","","Surinam",""
"taxon-2-Dulacia_guianensis","hishirudan","Arawak","Guyana",""
"taxon-2-Dulacia_guianensis","balata kamwi","Palikour","French Guiana",""
"taxon-2-Dulacia_guianensis","switi udu","Boni","French Guiana",""
"taxon-2-Heisteria_cauliflora","makarasali","Arawak","Guyana",""
"taxon-2-Heisteria_cauliflora","marihibona","","Guyana",""
"taxon-2-Heisteria_cauliflora","makarasali","Arawak","Surinam",""
"taxon-2-Heisteria_cauliflora","boesidroifi","Sranang-tongo","Surinam",""
"taxon-2-Heisteria_cauliflora","bosdruif","","Surinam",""
"taxon-2-Heisteria_cauliflora","baaka wiwii","Boni","French Guiana",""
"taxon-2-Heisteria_cauliflora","bofonjan","Saramaka","French Guiana",""
"taxon-3-Heisteria_densifrons","marakasali","Arawak","Guyana",""
"taxon-3-Heisteria_densifrons","makarasali","Arawak","Surinam",""
"taxon-1-Minquartia_guianensis","wanania","Arawak","Guyana",""
"taxon-1-Minquartia_guianensis","arataweri","Carib","Guyana",""
"taxon-1-Minquartia_guianensis","manwood","Creole","Guyana",""
"taxon-1-Minquartia_guianensis","yuwartu","Macushi","Guyana",""
"taxon-1-Minquartia_guianensis","mincoa","","Guyana",""
"taxon-1-Minquartia_guianensis","alata-oedoe","Sranang-tongo","Surinam",""
"taxon-1-Minquartia_guianensis","arataweri","Carib","Surinam",""
"taxon-1-Minquartia_guianensis","wanania","Arawak","Surinam",""
"taxon-1-Minquartia_guianensis","maka","Paramaka","French Guiana",""
"taxon-1-Minquartia_guianensis","mekwa","Creole","French Guiana",""
"taxon-1-Minquartia_guianensis","bagui-bagui","Saramaka","French Guiana",""
"taxon-1-Minquartia_guianensis","minquar","","French Guiana",""
"taxon-1-Minquartia_guianensis","pai'coussa rouge","","French Guiana",""
"taxon-1-Ptychopetalum_olacoides","boesi-banda","Creole","Surinam",""
"taxon-1-Ptychopetalum_olacoides","bois bande","Creole","French Guiana",""
"taxon-1-Ptychopetalum_olacoides","bois de fer","","French Guiana",""
"taxon-1-Ptychopetalum_olacoides","aneku","Palikur","French Guiana",""
"taxon-1-Ptychopetalum_olacoides","wilatai","Wayapi","French Guiana",""
"taxon-1-Ptychopetalum_olacoides","wilapilata","","French Guiana",""
"taxon-Ximenia_americana","wiri","Arawak","Guyana",""
"taxon-Ximenia_americana","muri lime","Creole","Guyana",""
"taxon-Ximenia_americana","wild lime","","Guyana",""
"taxon-Ximenia_americana","wiri","Arawak","Surinam",""
"taxon-Ximenia_americana","fransman-mope","","Surinam",""
"taxon-Ximenia_americana","bosle","","Surinam",""
"taxon-Ximenia_americana","boslemmetje","","Surinam",""
"taxon-2-Agonandra_silvatica","kleinbladige kromanti-kopi","","Surinam",""
"taxon-1-Helosis_cayennensis","boesitongo","Auk.","Surinam",""
"taxon-1-Helosis_cayennensis","honto","Arow.","Surinam",""
"taxon-1-Helosis_cayennensis","yawahiiwera","Kar.","Surinam",""
"taxon-1-Helosis_cayennensis","yoroka-arikori","","Surinam",""
