"taxonID","description"
"taxon-102-OLACACEAE","Trees or erect, rarely scandent shrubs or lianas, sometimes semi- or auto-parasitic. Leaves without stipules, petiolate, alternate, entire, pinnately veined, sometimes with lactifers or resinous dots. Inflorescences axillary, rarely from old branches , short-racemose, paniculate, spicate, often fasciculate. Flowers generally bisexual, actinomorphic, cyclic, 3-7-merous ; calyx usually cup-shaped, often very shortly lobed or dentate, sometimes enlarged in fruit ; petals free or connate, valvate , caducous, often hairy inside ; disc sometimes present, extra- or intrastaminal, consisting of distinct petaloid glands or cup-like, rarely accrescent in fruit; stamens 1-3-seriate , generally free, rarely fused into a tube ( Aptandra ) , epipetalous or partly also episepalous, sometimes in part staminodial; ovary mostly superior, rarely semi-inferior or inferior, usually apically 1-locular and basally 2-5-locular , each cell with 1 usually anatropous ovule hanging down from the free apex of a central placenta, style, if any, conical, columnar, or filiform , with a small, sometimes 3- or 5-partite stigma . Fruit a drupe with a thin, often fleshy pericarp , and a crustaceous to woody endocarp , or a pseudo-drupe (external fleshy layer formed by the accrescent calyx or disc) ; seed 1 , testa, if any, thin, endosperm abundant, embryo minute, cotyledons 2, 3, or 4 ."
"taxon-1-APTANDRA","Glabrous shrubs or trees. Leaves micropunctate against strong light. Inflorescences axillary pedunculate slender panicles. Flowers small; calyx patelliform, deeply 4-dentate , small at anthesis but very much enlarged in fruiting stage ; petals 4 , linear-ligulate , free; disc-glands 4 , petaloid, alternating with the petals ; stamens 4 , filaments connate to a cylindrical tube , anthers oblong, the thickish connectives concrescent to an annulus ; ovary substipitate, 2-sulcate , 2-locular below , with 2 ovules; style slender, clavate , as long as the staminal tube , stigma obtuse . A single drupe per infructescence, included in its lower half by the much enlarged calyx , pericarp coriaceous ; endocarp woody , endosperm fleshy , containing amylum and fatty substances, with a small embryo at its apex , cotyledon orbicular , foliaceous."
"taxon-1-Aptandra_liriosmoides","Bushy treelet or tree, 3-8 m tall . Branchlets pendent , subterete . Petioles slender, rugulose , 5-7(-10) x 1-1.5 mm ; blades subcoriaceous, stiff , lanceolate-oblong, rarely oblong , 5-7(-10) x 2-3(-4) cm , margin undulate , apex gradually attenuate to shortly subacuminate , base usually rounded, sometimes subcordate , greenish-olivaceous to brownish and dull on both surfaces when dry, usually densely minutely punctate beneath , primary vein impressed above, prominent and striate lengthwise beneath , secondary veins 6-8 pairs subparallel to each other. Panicles few- to many-flowered , peduncle near the base often with small caducous ovate sterile bracts . Flowers with filiform pedicels , 1-1.5 cm long . Calyx hardly 1 mm diam. ; petals coherent initially to a tube, finally free and revolute , white or light green , 2.5 x 0.8 mm . Drupe whitish or greenish , subglobular , 1.5(-2) cm diam. ; fruit-calyx cup-shaped, enveloping the lower half of the drupe , ca. 1 cm high ."
"taxon-2-CATHEDRA","Shrubs or trees. Flowers small, aggregate in axillary fascicles , pedicels (very) short; connate bracts forming a small cupular persistent epicalyx around the pedicel. Calyx cup-shaped , fleshy , obsoletely 5-6-dentate , small, not or hardly accrescent towards fructification; petals 5-6(-7) , free, triangular-lanceolate, fleshy , concave adaxially in lower part to shelter the anthers, barbate above middle adaxially ; disc hypogynous, free, fleshy , much accrescent after anthesis to cover the fruit almost completely ; stamens 5-6 , epipetalous, half as long as petals , filaments flat , thickish; anthers almost tetragonous ; ovary very shortly stipitate, conical, 6-12-sulcate , attenuate to a short cylindric style and a slightly 3-lobed stigma , 1-locular above, 2-locular below , with a single ovule pendent from an axile placenta into each cell. Fruit a pseudo-drupe, subtended by the thickened upper part of the pedicel with the epicalyx and calyx, covered halfway to almost completely by the accrescent pericarp-like disc, endocarp crustaceous , endosperm fleshy , containing much amylum and very little or no fatty substances, embryo minute, at apex of the albumen."
"taxon-1-Cathedra_acuminata","Treelet or tree (1.5-)4-8(-30) m tall ; trunk to 40 cm diam. ; bark brown, rather smooth , inner part reddish . Branchlets slender, subterete, striate , glabrous . Petioles slender, rugulose , 5-8(-10) x 1-1.5 mm ; blades chartaceous to subcoriaceous , lanceolate to oblong, sometimes ovate, slightly to strongly unequal-sided , (6-)7-12 (-15) x (2-)2.5-4(-7) cm , apex acuminate , base cuneate and a little decurrent onto the petiole, or obtuse to rounded , tuberculate and wrinkled on both surfaces when mature , primary vein slightly impressed above, sharply prominent beneath , secondary veins (4-)5(-6) pairs , curved-ascendent . Flowers (3-)5-10(-20) per multibracteolate cluster of usually defoliate axils, glabrous or papillose-puberulous ; pedicels 1-1.5(-2) mm long at anthesis . Calyx cupular, (4-)6-dentate , 1-1.5(-3) mm high ; petals (4-)6 , lanceolate to ovate-oblong, acute , fleshy , short-hairy inside , white to yellowish or greenish , 2-2.5 x 0.7-1 mm ; disc urceolate , 6-crenulate ; 1 mm high in anthesis . Drupe broadly ellipsoid to subglobular, covered by the accrescent disc except the very apex , yellow or orange-yellow , 2(-2.5) x 1.3-1.8(-2) cm , subtended by the persistent calyx."
"taxon-3-CHAUNOCHITON","Glabrous, small to medium-sized trees. Flowers shortly-pedicellate, in axillary and/or (sub)terminal shortly-pedunculate corymb-like panicles , bracts small . Calyx cup-shaped, 5-dentate , small in anthesis, much enlarged towards fructification ; petals 5 , linear-elongate, cucullate-dilatate at apex, membranaceous , connate or coherent below, or free ; stamens 5 , filaments filiform, adnate to the petals at base , anthers subglobose ; disc absent; ovary superior, oblongoid, 5-ribbed lengthwise , 2-locular at base, 1-locular at apex ; style filiform , slightly shorter than the petals , stigma capitate , 5-lobed . Drupe globose or subovoid, usually with 5-10 longitudinal shallow ribs ; fruit-calyx accrescent to a large circular papery wing in the centre enveloping the base of the drupe only (in the Guianas) , embryo in the top of the copious endosperm, which contains exclusively fatty substances, no starch."
"taxon-1-Chaunochiton_kappleri","Tree 6-20(-35) m tall , deciduous when in flower; trunk 10-50 (-150) cm diam. ; bark red-brown mottled with gray and whitish , with smell of bitter almonds . Branchlets slender, terete , brownish . Petioles 5-10 mm long ; blades chartaceous to subcoriaceous , lanceolate- to oblong-ovate, sometimes obovate or even suborbicular , (4-)5-8(-12) x (2.5-)3-5(-8) cm , apex usually shortly acuminate or obtuse, rarely rounded , base acute to rounded , dark brown, dull and rather brittle when dry, primary vein flattened above, prominulous beneath , secondary veins 6-8(-9) pairs . Panicles axillary and/or (sub)terminal , many-flowered , to 5 cm long ; bracts small; pedicels slender , 3-5(-7) mm long . Flower buds narrow-tubular with a dilated subglobose apex ; calyx 5-dentate , 1 mm high ; petals linear , yellowish-greenish or whitish to purplish , 7-10(-12) x 0.5 mm , free except at very base, crisp-tomentulose all over the inner surface, or at edge only ; stamens slightly shorter than the petals , filaments deep pink to crimson ; ovary 1 mm long , style red-violet , ca. 8 mm long . Drupe 8-10(-20) mm diam. , apex truncate, tip apiculate , usually longitudinally 10-20-costulate and with rows of warts, or smooth , green ; fruit-calyx rotate, up to 10 cm diam. , edge undulate ."
"taxon-4-DULACIA","Shrubs (occasionally scandent) or trees. Branches slender , often yellowish in dry state . Leaves short-petiolate. Inflorescences axillary simple or laxly composed racemes; pedicels short. Flowers heterostylous ; calyx cupular , margin obtusely 5-lobed or truncate, narrowed towards the base and forming a hypanthium, much accrescent towards fructification and finally enveloping the fruit almost entirely ; petals 6 , slightly perigynous, connate more or less halfway , apex inflexed; fertile stamens 3 , inserted at the sinus between 2 petals , filaments flat, adnate to the basal parts of the petals , usually hairy , anthers oblong ; staminodes 6 , epipetalous, spathulate , usually hairy below, in the upper half bifid and glabrous ; ovary semi-inferior , 3-locular below, 1-locular above , style subcylindric, slender , stigma capitate , more or less 3-lobed . Fruit a pseudo-drupe, surrounded by the enlarged thin-fleshy calyx except the free umbonate apex, endosperm containing abundant fatty oil and fairly frequent starch grains, embryo in the apical part of the albumen, cotyledons ovate ."
"taxon-1-Dulacia_crassa","Small tree to 10 m tall . Branchlets robust ( 3-4 mm diam. ), obtusely angled , glabrous . Petioles 5 x 3 mm , transversely rugulose ; blades stiffly coriaceous, not wax-coated , oblong to ovate-oblong , (7-)10-13 x (4.5-)5-6.5 cm , apex short-attenuate to rounded , sometimes slightly emarginate, base obtuse to rounded , shiny and olive-brownish when dry , primary vein raised on upper surface , rugulose , secondary veins 6-10 pairs , straight , spreading-ascending . Inflorescences axillary , racemose-paniculate , ca. 10-flowered , glabrous , ca. 2 cm long , rachis slightly geniculate ; pedicels 4.5 mm long . Calyx shortly cup-shaped , margin shallow; petals ligulate , fleshy , white , ca. 10 x 1.3 mm ; stamens half as long as the petals , anthers broadly oval , sparsely hairy on dorsal surface , filaments free to 1 mm , hairy ; free part of ovary depressed-hemispherical , puberulent-tomentulose, abruptly narrowed into the style, the latter glabrous , ca. 2.7 mm long . Fruit unknown."
"taxon-2-Dulacia_guianensis","Shrub, or usually tree, (6-)14-30 m tall ; trunk 15-40 cm diam. , sometimes slightly buttressed ; bark rough , with strong unpleasant scent . Branchlets longitudinally sulcate , with a fine patent pubescence . Petioles 3-4(-7) x 1 mm ; blades thin-chartaceous , flexible, lanceolate to elliptic-oblong , 6-10(-12) x (2-)2.5-4(-5) cm , apex subacuminate-attenuate , base cuneate, slightly inequilateral , glaucous beneath by a waxy coating (which disappears when the leaf is heated), primary vein slightly raised above, papillose, prominent beneath , secondary veins (5-)6(-7) pairs , rather irregularly arcuate-ascending . Inflorescences axillary , simple or mostly 1-2-forked racemes or panicles , 5-10(-16)-flowered , rachis (0.5-)1-1.5(-2) cm long , papillose-puberulous as calyx and petals ; pedicels 1-2(-3) mm long . Calyx shallowly cup-shaped , margin 5-undulate , 1 mm high ; petals oblong-lanceolate, tip inflexed , fleshy , pale green or yellowish , 5-6(-7) x ca. 1.3 mm ; stamens 4-5 mm long , filaments hairy , staminodes hairy below , nearly as long as petals , upper part of ovary conical, attenuate to the style , densely hairy as the lower half of the style . Fruit ellipsoid to subovoid, truncate at both ends , 2-2.3 x 1.5(-2) cm in the dry state , the umbonate top tomentulose , yellow or orange ."
