"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-102-OLACACEAE","OLACACEAE","","family","OLACACEAE","","","","accepted"
"taxon-1-APTANDRA","APTANDRA","Miers","genus","","","APTANDRA","Ann. Mag. Nat. Hist. ser. 2 7 201 1851","accepted"
"taxon-1-Aptandra_liriosmoides","Aptandra liriosmoides","Spruce ex Miers","species","","","Aptandra","Ann. Mag. Nat. Hist. ser. 3 4 360 1859","accepted"
"taxon-2-CATHEDRA","CATHEDRA","Miers","genus","","","CATHEDRA","Ann. Mag. Nat. Hist. ser. 2 7 452, 457 1851","accepted"
"taxon-1-Cathedra_acuminata","Cathedra acuminata","Miers","species","","","Cathedra","Ann. Mag. Nat. Hist. ser. 3 4 361 1859","accepted"
"taxon-3-CHAUNOCHITON","CHAUNOCHITON","Bentham","genus","","","CHAUNOCHITON","Bentham & Hooker f. Gen. Pl. 1 996 1867","accepted"
"taxon-1-Chaunochiton_kappleri","Chaunochiton kappleri","Ducke","species","","","Chaunochiton","Arch. Jard. Bot. Rio de Janeiro 3 41 1922","accepted"
"taxon-4-DULACIA","DULACIA","Vellozo","genus","","","DULACIA","Fl. ""Flum. 32 1829","accepted"
"taxon-1-Dulacia_crassa","Dulacia crassa","Sleumer","species","","","Dulacia","Fl. Neotropica 38 120 1984","accepted"
"taxon-2-Dulacia_guianensis","Dulacia guianensis","Kuntze","species","","","Dulacia","Revis. Gen. Pl. 1 111 1891","accepted"
"taxon-3-Dulacia_redmondii","Dulacia redmondii","Steyermark","species","","","Dulacia","Phytologia 38 217 f. 1 1978","accepted"
"taxon-5-HEISTERIA","HEISTERIA","Jacquin","genus","","","HEISTERIA","Enum. Syst. Pl. 4 20 1760 nom. cons. non Linnaeus 1758, nec Fabricius 1763, nom. rejic.","accepted"
"taxon-1-Heisteria_barbata","Heisteria barbata","Cuatrecasas","species","","","Heisteria","Trop. Woods 101 26 1955","accepted"
"taxon-2-Heisteria_cauliflora","Heisteria cauliflora","J.E. Smith","species","","","Heisteria","Rees Cycl. no. 2 1811 excl. descr. fol.","accepted"
"taxon-3-Heisteria_densifrons","Heisteria densifrons","Engler","species","","","Heisteria","Martius Fl. Bras. 12 2 17 t. 5, f. 1 1872","accepted"
"taxon-4-Heisteria_maguirei","Heisteria maguirei","Sleumer","species","","","Heisteria","Fl. Neotropica 38 68 1984","accepted"
"taxon-5-Heisteria_ovata","Heisteria ovata","Bentham","species","","","Heisteria","Hooker's J. Bot. Kew Gard. Misc. 3 366 1851","accepted"
"taxon-6-Heisteria_scandens","Heisteria scandens","Ducke","species","","","Heisteria","Arch. Jard. Bot. Rio de Janeiro 4 9 1925","accepted"
"taxon-6-MABUREA","MABUREA","P. Maas","genus","","","MABUREA","Bot. Jahrb. Syst. 114 276 1992","accepted"
"taxon-1-Maburea_trinervis","Maburea trinervis","P. Maas","species","","","Maburea","Bot. Jahrb. Syst. 114 276 1992","accepted"
"taxon-7-MINQUARTIA","MINQUARTIA","Aublet","genus","","","MINQUARTIA","Hist. Pl. Guiane 2 Suppl. 4 1775","accepted"
"taxon-1-Minquartia_guianensis","Minquartia guianensis","Aublet","species","","","Minquartia","Hist. Pl. Guiane 2 Suppl. 4 4 t. 370 1775 excl. fr.","accepted"
"taxon-8-PTYCHOPETALUM","PTYCHOPETALUM","Bentham","genus","","","PTYCHOPETALUM","London J. Bot. 2 376 1843","accepted"
"taxon-1-Ptychopetalum_olacoides","Ptychopetalum olacoides","Bentham","species","","","Ptychopetalum","London J. Bot. 2 377 1843","accepted"
"taxon-9-SCHOEPFIA","SCHOEPFIA","Schreber","genus","","","SCHOEPFIA","Gen. Pl. ed. 8 129 1789","accepted"
"taxon-1-Schoepfia_lucida","Schoepfia lucida","Pulle","species","","","Schoepfia","Rec. Trav. Bot. Neerl. 9 136 1912","accepted"
"taxon-10-XIMENIA","XIMENIA","Linnaeus","genus","","","XIMENIA","Sp. Pl. 2 1193 1753","accepted"
"taxon-1-Ximenia_americana","Ximenia americana","Linnaeus","species","","","Ximenia","Sp. Pl. 2 1193 1753","accepted"
"taxon-Ximenia_americana","Ximenia americana","Linnaeus","species","","","Ximenia","","accepted"
"taxon-103-OPILIACEAE","OPILIACEAE","","family","OPILIACEAE","","","","accepted"
"taxon-1-AGONANDRA","AGONANDRA","Miers ex Bentham","genus","","","AGONANDRA","Bentham & Hooker f. Gen. Pl. 1 349 1862","accepted"
"taxon-1-Agonandra_brasiliensis","Agonandra brasiliensis","Miers ex Bentham","species","","","Agonandra","Bentham & Hooker f. Gen. Pl. 1 349 1862","accepted"
"taxon-2-Agonandra_silvatica","Agonandra silvatica","Ducke","species","","","Agonandra","Arch. Jard. Bot. Rio de Janeiro 3 41 1922","accepted"
"taxon-107-BALANOPHORACEAE","BALANOPHORACEAE","","family","BALANOPHORACEAE","","","","accepted"
"taxon-1-HELOSIS","HELOSIS","L.C. Richard","genus","","","HELOSIS","Mem. Mus. Hist. Nat. 8 416, 430, 432 B 22 nom. cons.","accepted"
"taxon-1-Helosis_cayennensis","Helosis cayennensis","Sprengel","species","","","Helosis","Syst. Veg. 3 765 1826","accepted"
"taxon-2-LANGSDORFFIA","LANGSDORFFIA","Martius","genus","","","LANGSDORFFIA","Eschwege J. Bras 2 179 1818","accepted"
"taxon-1-Langsdorffia_hypogaea","Langsdorffia hypogaea","Martius","species","","","Langsdorffia","Eschwege J. Bras. 2 179 1818","accepted"
