WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000764069,distribution,EN,"Western, Central and Eastern Africa and southern Arabia.",D.J. Middleton,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000764069,Forest Herbarium,All rights reserved,"Adenium obesum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 78. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02205,7,1
wfo-0000896264,distribution,EN,"Thailand, Vietnam (type), Cambodia, Laos.",D.J. Middleton,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000896264,Forest Herbarium,All rights reserved,"Aganonerion polymorphum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 141. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02281,7,1
wfo-0000897002,distribution,EN,"Thailand, China, Burma.",D.J. Middleton,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000897002,Forest Herbarium,All rights reserved,"Aganosma breviloba. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 104. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02237,7,1
wfo-0000897552,distribution,EN,"(For var. cymosa) India, Bangladesh (type), China, Thailand, Laos, Vietnam, Burma.",D.J. Middleton,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000897552,Forest Herbarium,All rights reserved,"Aganosma cymosa. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 105. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02238,7,1
wfo-0000899440,distribution,EN,"Thailand, China, India, Nepal, Bhutan, Bangladesh (type), Burma, Laos, Vietnam, Cambodia, Malaysia, Indonesia, Philippines.",D.J. Middleton,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000899440,Forest Herbarium,All rights reserved,"Aganosma marginata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 106. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02239,7,1
wfo-0000900309,distribution,EN,"Thailand, India (Nagaland), Burma, China (type), Vietnam.",D.J. Middleton,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000900309,Forest Herbarium,All rights reserved,"Aganosma schlechteriana. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 106. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02240,7,1
wfo-0000900621,distribution,EN,"Thailand, China, Vietnam.",D.J. Middleton,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000900621,Forest Herbarium,All rights reserved,"Aganosma siamensis. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 108. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02241,7,1
wfo-0000900824,distribution,EN,"Thailand, Malaysia, Burma (type).",D.J. Middleton,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000900824,Forest Herbarium,All rights reserved,"Aganosma wallichii. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 108. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02242,7,1
wfo-0000943159,distribution,EN,Native of tropical America and the Caribbean.,D.J. Middleton,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000943159,Forest Herbarium,All rights reserved,"Allamanda cathartica. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 70. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02197,7,1
wfo-0000943361,distribution,EN,Native of southern Brazil.,D.J. Middleton,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000943361,Forest Herbarium,All rights reserved,"Allamanda schottii. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 72. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02198,7,1
