WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0000211685,kang khimot (กางขี้มอด)(Northern),ver-THA-0000211685.01,0.0,ref-THA-0000211685,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00688,"Acrocarpus fraxinifolius. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 50. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000211685,kai (ไก่)(Northern),ver-THA-0000211685.02,0.0,ref-THA-0000211685,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00688,"Acrocarpus fraxinifolius. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 50. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000211685,khang chang (ขางช้าง)(Northern),ver-THA-0000211685.03,0.0,ref-THA-0000211685,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00688,"Acrocarpus fraxinifolius. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 50. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000211685,daeng ham (แดงน้ำ)(Northern),ver-THA-0000211685.04,0.0,ref-THA-0000211685,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00688,"Acrocarpus fraxinifolius. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 50. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000211685,saeng talon (แสงตะล่อน)(Northeastern),ver-THA-0000211685.05,0.0,ref-THA-0000211685,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00688,"Acrocarpus fraxinifolius. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 50. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000211685,hon nak (หอนนาค)(Northeastern),ver-THA-0000211685.06,0.0,ref-THA-0000211685,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00688,"Acrocarpus fraxinifolius. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 50. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000211685,sadao chang (สะเดาช้าง)(Southeastern),ver-THA-0000211685.07,0.0,ref-THA-0000211685,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00688,"Acrocarpus fraxinifolius. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 50. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000211685,kuai ki (ก้วยกี่)(Northern-Karen),ver-THA-0000211685.08,0.0,ref-THA-0000211685,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00688,"Acrocarpus fraxinifolius. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 50. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000186209,makha hua kham (มะค่าหัวคำ)(Northern),ver-THA-0000186209.01,0.0,ref-THA-0000186209,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00777,"Afzelia xylocarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 127. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000186209,makha luang (มะค่าหลวง)(Northern),ver-THA-0000186209.02,0.0,ref-THA-0000186209,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00777,"Afzelia xylocarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 127. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000186209,makha mohg (มะค่าโมง)(Central),ver-THA-0000186209.03,0.0,ref-THA-0000186209,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00777,"Afzelia xylocarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 127. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000186209,makha yai (มะค่าใหญ่)(Central),ver-THA-0000186209.04,0.0,ref-THA-0000186209,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00777,"Afzelia xylocarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 127. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000186209,kheng (เขง)(Khmer-Eastern),ver-THA-0000186209.05,0.0,ref-THA-0000186209,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00777,"Afzelia xylocarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 127. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000186209,beng (เบง)(Khmer-Eastern),ver-THA-0000186209.06,0.0,ref-THA-0000186209,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00777,"Afzelia xylocarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 127. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000186209,pin (ปี้น)(Chaobon-Eastern),ver-THA-0000186209.07,0.0,ref-THA-0000186209,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00777,"Afzelia xylocarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 127. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000184535,sok raya (โศกระย้า)(Central),ver-THA-0000184535.01,0.0,ref-THA-0000184535,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00735,"Amherstia nobilis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 93. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000212858,kalong (กาหลง)(Central),ver-THA-0000212858.01,0.0,ref-THA-0000212858,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00634,"Bauhinia acuminata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 11. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000212858,som sieo (ส้มเสี้ยว)(Central),ver-THA-0000212858.02,0.0,ref-THA-0000212858,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00634,"Bauhinia acuminata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 11. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000199456,khrua khao nang (เครือเขาหนัง)(Northern),ver-THA-0000199456.01,0.0,ref-THA-0000199456,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00656,"Bauhinia bassacensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 29. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000199456,thao kradai ling (เถากระไดลิง)(Southeastern),ver-THA-0000199456.02,0.0,ref-THA-0000199456,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00656,"Bauhinia bassacensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 29. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000199456,chongkho (ชงโค)(Peninsular),ver-THA-0000199456.03,0.0,ref-THA-0000199456,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00656,"Bauhinia bassacensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 29. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000199456,yothika (โยธิกา)(Peninsular),ver-THA-0000199456.04,0.0,ref-THA-0000199456,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00656,"Bauhinia bassacensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 29. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000212869,salaeng phan (แสลงพัน)(Southeastern),ver-THA-0000212869.01,0.0,ref-THA-0000212869,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00647,"Bauhinia binata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 22. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000199470,po chian (ปอเจี๋ยน)(Northern),ver-THA-0000199470.01,0.0,ref-THA-0000199470,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00657,"Bauhinia bracteata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 31. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000199470,po bung (ปอบุ้ง)(Northern),ver-THA-0000199470.02,0.0,ref-THA-0000199470,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00657,"Bauhinia bracteata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 31. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000199470,som sieo (ส้มเสี้ยว)(Northeastern),ver-THA-0000199470.03,0.0,ref-THA-0000199470,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00657,"Bauhinia bracteata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 31. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000199470,sieo dok khao (เสี้ยวดอกขาว)(Northeastern),ver-THA-0000199470.04,0.0,ref-THA-0000199470,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00657,"Bauhinia bracteata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 31. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000199470,sieo tia (เสี้ยวเตี้ย)(Northeastern),ver-THA-0000199470.05,0.0,ref-THA-0000199470,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00657,"Bauhinia bracteata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 31. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000199470,chongkho (ชงโค)(Northeastern),ver-THA-0000199470.06,0.0,ref-THA-0000199470,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00657,"Bauhinia bracteata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 31. Accessed 2021-07-31",Forest Herbarium,All rights reserved
