WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000211685,ecology,EN,In evergreen gallery-forests up to 1100 m. Flowering Jan.–Febr. after shedding the leaves.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000211685,Forest Herbarium,All rights reserved,"Acrocarpus fraxinifolius. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 50. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00688,4,1
wfo-0000186209,ecology,EN,"Mixed deciduous and dry evergreen forests at lower altitudes, not above 600 m in Thailand.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000186209,Forest Herbarium,All rights reserved,"Afzelia xylocarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 127. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00777,4,1
wfo-0000184535,ecology,EN,Dry evergreen forests. Flowering January–February.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000184535,Forest Herbarium,All rights reserved,"Amherstia nobilis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 93. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00735,4,1
wfo-0000199456,ecology,EN,A common climber on evergreen and mixed deciduous forests.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199456,Forest Herbarium,All rights reserved,"Bauhinia bassacensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 29. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00656,4,1
wfo-0000212869,ecology,EN,"In Thailand restricted to a very small area, growing in scrub on sandy soil near the seashore; perhaps introduced.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000212869,Forest Herbarium,All rights reserved,"Bauhinia binata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 22. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00647,4,1
wfo-0000196998,ecology,EN,In Thailand only found in rock crevices at ca 2000 m alt. on top of a limestone mountain; here it occurs in a stunted form ca 50–60 cm high with leaves smaller than the type.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000196998,Forest Herbarium,All rights reserved,"Bauhinia brachycarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 17. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00641,4,1
wfo-0000199470,ecology,EN,Along margin of forests and in scrub up to 500 m.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199470,Forest Herbarium,All rights reserved,"Bauhinia bracteata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 31. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00657,4,1
wfo-0000199491,ecology,EN,"Limestone hill, 50–250 m.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199491,Forest Herbarium,All rights reserved,"Bauhinia concreta. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 27. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00655,4,1
wfo-0000199492,ecology,EN,"Margins of evergreen forests, most frequently wet, on limestone up to ca 500 m. In clearings it becomes a low shrub.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199492,Forest Herbarium,All rights reserved,"Bauhinia curtisii. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 24. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00651,4,1
wfo-0000199501,ecology,EN,On limestone hills at lower altitueds.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199501,Forest Herbarium,All rights reserved,"Bauhinia glabrifolia maritima. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 44. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00678,4,1
wfo-0000199508,ecology,EN,On limestone hills at lower altitudes.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199508,Forest Herbarium,All rights reserved,"Bauhinia glabrifolia sericea. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 44. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00677,4,1
wfo-0001056091,ecology,EN,shrubs and at margin of jungles up to 1100 m.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001056091,Forest Herbarium,All rights reserved,"Bauhinia glauca tenuiflora. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 41. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00672,4,1
wfo-0000199517,ecology,EN,In evergreen forests up to 300 m alt. It can reach large dimensions and totally covers even tall trees. Common along the banks of the Mae Ping River.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199517,Forest Herbarium,All rights reserved,"Bauhinia harmsiana harmsiana. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 32. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00659,4,1
wfo-0000196986,ecology,EN,"At lower altitudes, in open deciduous forests. Flowers throughout the year.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000196986,Forest Herbarium,All rights reserved,"Bauhinia hirsuta. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 13. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00635,4,1
wfo-0000199522,ecology,EN,Evergreen forests up to 900 m.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199522,Forest Herbarium,All rights reserved,"Bauhinia integrifolia. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 38. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00668,4,1
wfo-0000199526,ecology,EN,On limestone hills at low altitudes in open deciduous forests.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199526,Forest Herbarium,All rights reserved,"Bauhinia involucellata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 37. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00666,4,1
wfo-0000199533,ecology,EN,Margins of dry deciduous and dry evergreen forests and along waysides.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199533,Forest Herbarium,All rights reserved,"Bauhinia lakhonensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 40. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00669,4,1
wfo-0000199536,ecology,EN,"Mixed deciduous forests in the lowlands, rarely above 300 m.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199536,Forest Herbarium,All rights reserved,"Bauhinia malabarica. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 19. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00642,4,1
wfo-0000199545,ecology,EN,Mixed deciduous forest in the lowland.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199545,Forest Herbarium,All rights reserved,"Bauhinia nervosa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 35. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00664,4,1
wfo-0001388117,ecology,EN,"Dry evergreen forests and moist mixed deciduous forests, 400–1200 m alt.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001388117,Forest Herbarium,All rights reserved,"Bauhinia ornata burmanica. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 43. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00675,4,1
wfo-0000197084,ecology,EN,"Dry evergreen forests and moist mixed deciduous forests, 400–1200 m alt.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000197084,Forest Herbarium,All rights reserved,"Bauhinia ornata kerrii. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 42. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00674,4,1
wfo-0000199554,ecology,EN,Characteristic species of the poorest dry deciduous dipterocarp forests on lateritic soil; where the ground is burnt annually it rarely becomes a scandent shrub but every year produces 25–50 cm high shoots.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199554,Forest Herbarium,All rights reserved,"Bauhinia penicilliloba. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 33. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00661,4,1
wfo-0000199563,ecology,EN,Evergreen forests alt. 200 m.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199563,Forest Herbarium,All rights reserved,"Bauhinia pottsii decipiens. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 11. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00632,4,1
wfo-0000199565,ecology,EN,Along margin of forests at lower altitudes.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199565,Forest Herbarium,All rights reserved,"Bauhinia pottsii mollissima. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 10. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00630,4,1
wfo-0000199558,ecology,EN,"Along margin of forests at lower altitudes, rare.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199558,Forest Herbarium,All rights reserved,"Bauhinia pottsii pottsii. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 9. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00628,4,1
wfo-0000199568,ecology,EN,"Along margin of forests at lower altitudes, but with a more northern distribution.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199568,Forest Herbarium,All rights reserved,"Bauhinia pottsii subsessilis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 10. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00631,4,1
wfo-0000199570,ecology,EN,Along margin of forests at lower altitudes.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199570,Forest Herbarium,All rights reserved,"Bauhinia pottsii velutina. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 10. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00629,4,1
wfo-0000199573,ecology,EN,In Thailahd only once collected in mixed deciduous forests; in Burma said to grow in “high teak forests”.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199573,Forest Herbarium,All rights reserved,"Bauhinia prainiana. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 20. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00643,4,1
wfo-0000199575,ecology,EN,"Margin of forests, along wayside, common in thorny scrub and savannas. The species is particularly common on the drier areas, e.g. the Korat plateau.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199575,Forest Herbarium,All rights reserved,"Bauhinia pulla. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 33. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00662,4,1
wfo-0000213166,ecology,EN,In dry deciduous dipterocarp forests at lower altitudes.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000213166,Forest Herbarium,All rights reserved,"Bauhinia racemosa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 14. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00637,4,1
wfo-0000199579,ecology,EN,Evergreen forests at lower altitudes.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199579,Forest Herbarium,All rights reserved,"Bauhinia ridleyi. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 34. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00663,4,1
wfo-0000199581,ecology,EN,Common in savannas and mixed deciduous forests up to 800 m alt.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199581,Forest Herbarium,All rights reserved,"Bauhinia saccocalyx. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 20. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00644,4,1
wfo-0000199582,ecology,EN,"Mixed deciduous forests, 200–300 m alt.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199582,Forest Herbarium,All rights reserved,"Bauhinia saigonensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 35. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00665,4,1
wfo-0000199592,ecology,EN,Mixed deciduous forests at lower altitudes on limestone hills.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199592,Forest Herbarium,All rights reserved,"Bauhinia similis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 37. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00667,4,1
wfo-0000199594,ecology,EN,In lowland deciduous dipterocarp forests and savannas. In areas which are burned annually it becomes a prostrate shrub; also along road–sides at lower altitudes.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199594,Forest Herbarium,All rights reserved,"Bauhinia strychnifolia. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 24. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00650,4,1
wfo-0000199598,ecology,EN,On limestone rocks in evergreen forests at lower altitudes.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199598,Forest Herbarium,All rights reserved,"Bauhinia tubicalyx. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 27. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00654,4,1
wfo-0000213330,ecology,EN,"Mixed deciduous forest at altitudes from 500–800 m, often as a dominant. Cream-flowered and purple-flowered individuals grow together.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000213330,Forest Herbarium,All rights reserved,"Bauhinia variegata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 11. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00633,4,1
wfo-0000196995,ecology,EN,"At lower altitudes, in the drier areas up to 800 m. It is common in deciduous forests of dipterocarps and teak among shrubs and bamboo. Most records are from limestone areas, but it is also collected on sandstone.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000196995,Forest Herbarium,All rights reserved,"Bauhinia viridescens viridescens. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 16. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00639,4,1
wfo-0000199604,ecology,EN,Dry open deciduous forests and thorny scrubs.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199604,Forest Herbarium,All rights reserved,"Bauhinia winitii. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 21. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00645,4,1
wfo-0000197050,ecology,EN,"In mixed deciduous forests, 400–800 m alt.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000197050,Forest Herbarium,All rights reserved,"Bauhinia yunnanensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 22. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00646,4,1
wfo-0000186378,ecology,EN,In thickets and hedges. Fruits from January to May.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000186378,Forest Herbarium,All rights reserved,"Caesalpinia andamanica. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 79. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00715,4,1
wfo-0000214186,ecology,EN,Along sea beaches as well as in inland scrub jungle and hedges. Flowers from July to October. Fruits from November to April.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000214186,Forest Herbarium,All rights reserved,"Caesalpinia bonduc. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 72. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00708,4,1
wfo-0000164573,ecology,EN,In thickets along streams; mangroves and sea shore. Flowers in January. Fruits in June.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000164573,Forest Herbarium,All rights reserved,"Caesalpinia crista. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 70. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00707,4,1
wfo-0000187461,ecology,EN,In evergreen forests along streams and on fringes. Flowers in January–February. Fruits in February–March.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000187461,Forest Herbarium,All rights reserved,"Caesalpinia cucullata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 82. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00717,4,1
wfo-0000214241,ecology,EN,Only two specimens recorded from Thailand without ecological information.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000214241,Forest Herbarium,All rights reserved,"Caesalpinia decapetala. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 67. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00703,4,1
wfo-0000214253,ecology,EN,"In clearings, thickets, forest fringes, open and dry places up to 700 m. Flowers from July to October. Fruits from November to January.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000214253,Forest Herbarium,All rights reserved,"Caesalpinia digyna. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 75. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00711,4,1
