taxonID,description,type,source,language,created,contributor,audience,license,rightsHolder,rights,
wfo-0000895791,"Endemic to eastern Venezuela (Anzoategui, Bolivar, and Sucre), and per- haps adjacent Guyana, in forests or at forest margins from 900 to 1,220 m. The type was collected from a population in which all plants were in flower.",distribution,DFBF6346-9B66-4266-9740-4B080A8C0172,English,2013-10-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000873546,eastern Brazil (Bahia to Santa Catarina).,distribution,D6306A61-FF03-418B-9E91-740EE697FE9F,English,2013-10-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000873508,"known from the southwestern quarter of Territorio Federal Amazonas, Venezuela, and northwestern Amazonas, Brazil, but is also to be expected in adjoining areas of Colombia.",distribution,4B8DF5DD-5FA5-4B0F-95E7-EAFD2302C92B,English,2013-10-28,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000886289,Widely distributed from Panama to Bolivia and Brazil,distribution,1FC9DEEC-50D9-4744-9AB4-A2A350E157F6,English,2013-10-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000881053,"Endemic to the summit of Apacara- tepui, Chimanta Massif, Bolivar, Venezuela.",distribution,849F6E02-C37A-4D9B-99B7-2FDE720FBAAD,English,2013-10-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000886571,"Brazil, occasionally present in Paraguay, forest edges,",distribution,9C500DA5-03B7-4E4D-A92F-4784ABA18BE0,English,2013-10-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000851440,"Known only from the summit of Apacara-tepui, Chimanta/ Massif, Bolivar, Venezuela.",distribution,22B1CC2A-D8BC-428B-BB44-FBA9991260C6,English,2013-10-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000848383,"Endemic to lowland forests in the upper Rio Orinoco valley, Amazonas, Venezuela.",distribution,DA954BAA-4B20-48E7-A29D-266D4310ACDF,English,2013-10-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000886614,Venezuela,distribution,989E3DE6-2C09-4C6E-B317-6FE285BF3739,English,2013-11-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000885691,"Espirito Santo, Brazil",distribution,D7E165C1-A363-40EC-A2AC-D6574015D79B,English,2013-10-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000875427,Brazil,distribution,3C8A4DE6-1FDF-4928-8253-41CFAFAE07AD,English,2013-11-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001098004,Brazil,distribution,C4B6F647-90F8-4221-B5AE-22D4D9521FCF,English,2013-11-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000875558,ARGENTINA,distribution,29205F65-D17B-437F-B743-C6F2232DE7AB,English,2013-11-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000883052,Venezuela,distribution,8E7F005E-0F5C-413D-A9E6-077DBA1506C7,English,2013-11-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001119079,Ecuador and Peru,distribution,889BCDE6-82D4-4461-A923-F86E5106C0EB,English,2013-10-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001119083,"Ama- zonian Colombia, Ecuador, and Peru",distribution,A2B0E96C-6F90-4E92-9B87-5C214F229389,English,2013-10-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000297605,Mexico,distribution,7A9C2748-0AE0-403D-BAAD-9B1F935B7F71,English,2013-10-31,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000297741,"Known only from the Sierra Madre del Sur of Guerrero, Mexico.",distribution,253D67AF-014D-4589-8030-807C57B5D5EA,English,2013-10-31,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001025205,Peru,distribution,74B62197-C111-46BC-8AE6-A8E03E41337E,English,2013-12-18,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000297979,Rondeletia tenorioi is known only from the type locality in the Mixteca Alta of western Oaxaca near the Guerrero border.,distribution,A6F37CAB-031D-4E3E-A95E-AD7C73359510,English,2013-10-31,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000297832,"Known only from Costa Rica, in and around the Monteverde Biological Reserve on the Cordillera de Tilaran (continental divide) sepa- rating the Alajuela, Puntarenas, and Guanacaste provinces, and on the Volcan Cacao in Guanacaste.",distribution,C2ACD785-40B8-4314-8AA6-FBB82CD532AD,English,2013-10-31,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000297810,Known only from the type locality in the Sierra Atravesada in southeastern Oaxaca (see comments under Rondeletia atravesadensis). Habitat. Rondeletia macdougallii occurs in elfin cloud forest on the summit of Cerro Azul.,distribution,B19B14D1-087A-49B3-893F-8736E29CD74D,English,2013-10-31,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000297813,Rondeletia manantlanensis is known only from the Sierra de Manantlan region in southern Jalisco.,distribution,3215D75E-BB6E-4612-84F1-2B0A8457FA57,English,2013-10-31,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000297913,"Rondeletia ricoi is known only from the type locality in the vicinity of Putla de Guerrero in the Sierra Madre del Sur of Oaxaca near the border with Guerrero, Mexico.",distribution,A0ED7267-AAA7-484D-B168-6E73671C2F11,English,2013-10-31,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000297930,"Rondeletia rzedowskii is known only from the type locality in the Sierra Madre del Sur of Guerrero, Mexico.",distribution,1C0BBD41-537F-4536-8933-9B8EF509C1D7,English,2013-10-31,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001031698,Venezuela,distribution,62E2CA70-66C9-4569-BABF-F00A207564B5,English,2013-10-31,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000638908,"Japan, eastern and southern China, northern India, Bhutan, and Nepal, whereas D. longifolia grows in southwestern China, India, Bangladesh, Sri Lanka, Indonesia, the Philippines, and Indochina.",distribution,95A0177D-1AF3-4F81-9122-65DAA9525E93,English,2013-10-23,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001196853,Lord Howe Island.,distribution,D7EF3544-2DE5-493E-BB71-3AF963B76420,English,2013-10-23,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001196979,Brazil,distribution,9597C1D2-8779-4669-B7F4-BB3CECA0B604,English,2013-10-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001197007,Colombia,distribution,BE2F259B-22DC-4ECC-8192-C0408A26BA0E,English,2013-11-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000448965,Venezuela,distribution,4351ACAF-C9A9-4A58-8BD7-CC2084D8DEEC,English,2013-11-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
